date,universe_n,held_pre,bought,sold,cash_pct
2025-06-02,199,0,7,0,36.40588681230027
2025-06-09,199,4,6,0,6.815361605472335
2025-06-16,199,6,4,0,7.317964210701799
2025-06-23,199,9,1,0,9.480700654155733
2025-06-30,199,8,2,0,7.470554653435365
2025-07-07,199,8,2,0,8.351027739300944
2025-07-14,199,10,0,0,8.431052981187468
2025-07-21,199,8,2,1,8.924910424465342
2025-07-28,199,7,0,1,38.29790999529472
2025-08-04,199,6,4,0,10.659826273518979
2025-08-11,199,4,1,0,53.88988760072243
2025-08-18,199,5,5,0,6.443463838081674
2025-08-25,199,8,2,0,5.896626158704787
2025-09-01,199,7,3,0,2.803828184235815
2025-09-08,199,9,1,0,1.9125553751619162
2025-09-15,199,10,0,0,1.9118015750790938
2025-09-22,199,10,0,0,1.896263858694371
2025-09-29,199,9,1,0,2.2278186808466485
2025-10-06,199,9,1,0,2.4210303556398878
2025-10-13,199,9,1,0,1.3634340907327085
2025-10-20,199,10,0,0,1.3571720376039762
2025-10-27,199,9,1,0,0.9630433676858088
2025-11-03,199,7,3,0,1.4793280910774154
2025-11-10,199,10,0,0,1.4825991237467608
2025-11-17,199,9,1,0,0.5264168333495471
2025-11-24,199,8,2,1,1.4028716256807943
2025-12-01,199,10,0,0,1.3836394367188098
2025-12-08,199,5,1,2,36.72541603827496
2025-12-15,199,6,4,0,0.13668492457895529
2025-12-22,199,8,2,0,1.3852091825470687
2025-12-29,199,9,1,0,0.7866713351617307
2026-01-05,199,10,0,0,0.7727996773210347
2026-01-12,199,7,1,1,20.27554612276581
2026-01-19,199,8,2,0,2.2107483299156563
2026-01-27,199,7,3,0,2.1620222819824826
2026-02-02,199,8,1,0,12.158772783669844
2026-02-09,199,6,4,0,2.048361947487158
2026-02-16,199,10,0,0,2.0258539270524842
2026-02-23,199,8,2,1,3.0041577448021277
2026-03-02,199,10,0,0,3.0250530606579327
2026-03-09,199,3,1,4,61.564049403234364
2026-03-16,199,2,1,0,70.13775360433868
2026-03-23,199,2,0,0,79.72495525293702
2026-03-30,199,2,2,0,61.052084708754705
2026-04-06,199,2,6,1,21.908270415401386
2026-04-13,199,6,4,0,3.0456825146074364
2026-04-20,199,10,0,0,2.8838184265803104
2026-04-27,199,9,1,0,2.0150671326501426
2026-05-04,199,9,1,0,0.11248817482264689
2026-05-11,199,9,1,0,0.19759441116888243
2026-05-18,199,5,3,1,19.881231371229756
2026-05-25,200,6,4,0,1.5982339108975545
