symbol,sector,entry_date,exit_date,holding_days,qty,entry_price,exit_price,gross_pl,entry_costs,exit_costs,tax_type,tax,net_pl,net_return_pct,entry_score,peak_score,exit_score,peak_price,exit_reason,slippage_bps
CHOLAFIN,Financial Services,2016-06-03,2016-06-16,13,477,206.3862,186.2136,-9622.33,116.88,92.13,STCG,0.0,-9831.34,-9.9865,184.11,184.11,184.11,206.3862,LVM_STOP: -10.5% <= -10%,10.0
INFY,Technology,2016-06-03,2016-07-02,29,156,630.655,587.5119,-6730.32,116.8,95.06,STCG,0.0,-6942.19,-7.0563,183.77,183.77,74.83,633.45,LVM_ROTATION,10.0
PETRONET,Energy,2016-06-03,2016-07-02,29,716,137.6375,149.85,8744.15,117.0,111.29,STCG,1703.17,6812.69,6.913,182.12,182.12,80.46,149.275,LVM_ROTATION,10.0
IGL,Utilities,2016-06-03,2016-07-02,29,1731,56.9469,62.3326,9322.65,117.03,111.91,STCG,1818.74,7274.96,7.3801,181.79,181.79,81.79,62.755,LVM_ROTATION,10.0
BIOCON,Healthcare,2016-06-03,2016-08-02,60,830,118.7853,138.5113,16372.58,117.05,119.24,STCG,3227.26,12909.03,13.0934,189.07,189.07,78.15,138.1917,LVM_ROTATION,10.0
NHPC,Utilities,2016-06-03,2016-08-02,60,3995,24.6746,25.0749,1599.2,117.03,103.9,STCG,275.65,1102.61,1.1186,177.15,177.15,75.5,25.75,LVM_ROTATION,10.0
HEROMOTOCO,Consumer Cyclical,2016-07-02,2016-08-02,31,30,3193.1399,3221.675,856.05,113.73,100.25,STCG,128.42,513.66,0.5362,184.44,184.44,79.8,3280.05,LVM_ROTATION,10.0
DIVISLAB,Healthcare,2016-07-02,2016-08-02,31,86,1138.6375,1175.823,3197.95,116.26,104.89,STCG,595.36,2381.45,2.432,176.16,176.16,72.85,1204.65,LVM_ROTATION,10.0
INDUSINDBK,Financial Services,2016-06-03,2016-09-02,91,87,1131.13,1183.5153,4557.52,116.83,106.8,STCG,866.78,3467.11,3.5232,190.73,190.73,81.79,1200.55,LVM_ROTATION,10.0
PIDILITIND,Basic Materials,2016-06-03,2016-09-02,91,275,358.0327,348.651,-2579.97,116.89,99.45,STCG,0.0,-2796.31,-2.8401,190.73,190.73,79.47,375.8,LVM_ROTATION,10.0
ASIANPAINT,Basic Materials,2016-06-03,2016-09-02,91,96,1024.5235,1157.791,12793.68,116.77,115.29,STCG,2512.33,10049.3,10.2175,188.41,188.41,81.46,1157.9,LVM_ROTATION,10.0
GRASIM,Basic Materials,2016-07-02,2016-09-02,62,137,717.9179,713.4006,-618.87,116.77,101.37,STCG,0.0,-837.01,-0.851,193.38,193.38,83.11,815.6616,LVM_ROTATION,10.0
ASTRAL,Industrials,2016-07-02,2016-09-02,62,449,219.3242,217.7845,-691.33,116.91,101.43,STCG,0.0,-909.66,-0.9237,180.79,180.79,61.92,233.9101,LVM_ROTATION,10.0
BAJAJHLDNG,Financial Services,2016-08-02,2016-09-02,31,55,1851.6498,1827.171,-1346.33,120.91,104.24,STCG,0.0,-1571.48,-1.5431,182.78,182.78,64.9,1851.6498,LVM_ROTATION,10.0
