date,universe_n,held_pre,bought,sold,cash_pct
2025-06-02,10,0,10,0,2.605206272723528
2025-07-01,10,7,3,0,8.45362196200074
2025-08-01,10,0,10,0,5.307494828831034
2025-09-01,10,4,6,0,8.263108067315047
2025-10-01,10,2,8,0,2.90696031476779
2025-11-03,10,5,4,0,14.103166322840687
2025-12-01,10,2,8,0,4.389865775921413
2026-01-01,10,6,3,0,15.179540757119788
2026-02-02,10,2,7,0,11.038088420364241
2026-03-02,10,4,6,0,4.401996672131822
2026-04-01,10,1,9,0,1.4655692132953935
2026-05-01,10,3,7,0,4.44732318740824
2026-06-01,10,4,6,0,3.4487615651566017
