date,universe_n,held_pre,bought,sold,cash_pct
2026-03-02,199,0,3,0,71.46050398307793
2026-03-09,199,1,1,0,82.46145706220585
2026-03-16,199,0,1,1,90.35253539862718
2026-03-23,199,0,0,0,100.0
2026-03-30,199,0,2,0,82.12640971351128
2026-04-06,199,1,6,1,34.715288410465774
2026-04-13,199,5,5,0,4.942060232430089
2026-04-20,199,9,1,1,3.7806306969321835
2026-04-27,199,8,2,1,2.4152881834092828
2026-05-04,199,9,1,1,1.9512640352214758
2026-05-11,199,9,1,0,1.5358632674457224
2026-05-18,199,5,3,1,20.452583580635014
2026-05-25,200,5,5,2,5.826371987685337
