symbol,sector,qty,avg_cost,last_mark,unrealized_pl_pct,entry_date,entry_score,peak_score,last_score
COALINDIA,Unknown,21,463.463,466.65,0.6876,2026-03-24,76.7,81.1,79.8
AUROPHARMA,Unknown,7,1304.303,1478.7,13.3709,2026-03-24,72.1,80.0,80.0
GICRE,Unknown,25,381.431,399.35,4.6978,2026-04-07,65.4,72.4,70.3
