date,universe_n,held_pre,bought,sold,cash_pct
2021-06-02,10,0,10,0,2.7329069309407514
2021-07-01,10,7,3,0,7.738301464518981
2021-08-02,10,3,7,0,5.199572069430143
2021-09-01,10,2,8,0,5.1316233358779755
2021-10-01,10,4,6,0,4.2021171031110764
2021-11-01,10,5,5,0,3.930943467863458
2021-12-01,10,0,10,0,1.4065180764030434
2022-01-03,10,0,10,0,1.8318648432289333
2022-02-01,10,2,8,0,3.0987278572398096
2022-03-02,10,1,9,0,1.2339891138005064
2022-04-01,10,0,10,0,1.7793374609363872
2022-05-02,10,5,5,0,0.9653882819863289
2022-06-01,10,5,5,0,1.319003700902125
2022-07-01,10,3,7,0,0.7632361639456916
2022-08-01,10,1,9,0,1.4132896377061945
2022-09-01,10,6,4,0,2.2364983410519534
2022-10-03,10,1,9,0,2.490380489093998
2022-11-01,10,1,9,0,1.7457708994139822
2022-12-01,10,3,7,0,2.339036173803153
2023-01-02,10,2,8,0,1.330160670646247
2023-02-01,10,1,9,1,1.1138466386288566
2023-03-01,10,2,8,0,2.0609740130312137
2023-04-03,10,5,5,0,2.614919612662357
2023-05-02,10,4,6,0,2.551888651518753
2023-06-01,10,4,6,0,2.3810359443341027
2023-07-03,10,6,4,0,2.904451394696348
2023-08-01,10,5,5,0,0.96526416516163
2023-09-01,10,4,6,0,0.10250770716705518
2023-10-03,10,6,4,0,1.3961870029124757
2023-11-01,10,2,7,0,10.93256106055786
2023-12-01,10,2,8,0,1.5841688956227329
2024-01-01,10,6,4,0,5.944080930289364
2024-02-01,10,4,6,0,3.3133663088461405
2024-03-01,10,8,2,0,4.2489623216559185
2024-04-01,10,7,3,0,3.8073466348181255
2024-05-02,10,7,3,0,3.2462486643434643
2024-06-03,10,5,4,0,7.631548003279686
2024-07-01,10,2,8,0,1.0424655669497933
2024-08-01,10,8,2,0,1.5071320950192277
2024-09-02,10,7,2,0,7.93098458835282
2024-10-01,10,7,2,0,8.049235746746737
2024-11-01,10,0,10,0,1.5130100532957784
2024-12-02,10,2,7,0,10.119977201667353
2025-01-01,10,7,3,0,0.08803670119775153
2025-02-01,10,2,7,0,9.653889470161731
2025-03-03,8,1,7,0,19.587663283527828
2025-04-01,10,2,8,0,1.4593838804292654
2025-05-02,10,4,6,0,0.4175869429574785
2025-06-02,10,4,6,0,0.18337150384038745
2025-07-01,10,7,3,0,0.9155530690001468
2025-08-01,10,0,10,0,1.6436291691992886
2025-09-01,10,4,6,0,1.2170005984345107
2025-10-01,10,2,7,0,10.58114465808228
2025-11-03,10,5,5,0,0.8339082754199084
2025-12-01,10,2,7,0,10.629345816466646
2026-01-01,10,6,2,0,19.283966098619125
2026-02-02,10,2,6,0,19.691156995967866
2026-03-02,10,4,6,0,2.300675309039612
2026-04-01,10,1,9,0,0.3063325639060889
2026-05-01,10,3,7,0,2.578617845154457
2026-06-01,10,4,6,0,1.692749601100686
