symbol,sector,entry_date,exit_date,holding_days,qty,entry_price,exit_price,gross_pl,entry_costs,exit_costs,tax_type,tax,net_pl,net_return_pct,entry_score,peak_score,exit_score,peak_price,exit_reason,slippage_bps
UNITDSPR,Consumer Defensive,2025-06-03,2025-06-24,21,62,1580.579,1428.57,-9424.56,116.34,91.87,STCG,0.0,-9632.77,-9.8298,185.75,185.75,185.75,1610.0,LVM_STOP: -10.2% <= -10%,10.0
MFSL,Financial Services,2025-06-03,2025-07-02,29,64,1525.524,1643.4549,7547.58,115.91,109.1,STCG,1464.51,5858.05,6.0,185.0,185.0,84.0,1653.9,LVM_ROTATION,10.0
TECHM,Technology,2025-06-03,2025-07-02,29,63,1557.4559,1673.325,7299.75,116.49,109.34,STCG,1414.78,5659.14,5.7676,176.25,176.25,72.0,1718.6,LVM_ROTATION,10.0
HCLTECH,Technology,2025-06-03,2025-07-29,56,59,1648.5469,1464.6339,-10850.87,115.47,89.63,STCG,0.0,-11055.97,-11.3669,178.25,178.25,174.5,1739.9,LVM_STOP: -11.1% <= -10%,10.0
BHARTIARTL,Communication Services,2025-06-03,2025-08-02,60,52,1868.867,1890.108,1104.53,115.38,101.94,STCG,177.44,709.77,0.7304,190.75,192.25,91.25,2033.9,LVM_ROTATION,10.0
HDFCLIFE,Financial Services,2025-06-03,2025-08-02,60,131,749.1484,740.7585,-1099.08,116.51,100.65,STCG,0.0,-1316.24,-1.3412,188.0,189.25,79.0,814.3,LVM_ROTATION,10.0
APOLLOHOSP,Healthcare,2025-06-03,2025-08-02,60,14,6956.95,7379.613,5917.28,115.63,107.16,STCG,1138.9,4555.59,4.6773,184.5,186.5,87.0,7616.0,LVM_ROTATION,10.0
BAJFINANCE,Financial Services,2025-06-03,2025-08-02,60,108,911.5106,873.126,-4145.54,116.87,97.81,STCG,0.0,-4360.22,-4.4292,184.0,184.0,83.0,968.3,LVM_ROTATION,10.0
PAGEIND,Consumer Cyclical,2025-06-03,2025-08-02,60,2,46426.38,47092.86,1332.96,110.24,97.69,STCG,225.01,900.02,0.9693,182.5,182.5,78.25,49440.0,LVM_ROTATION,10.0
MARICO,Consumer Defensive,2025-06-03,2025-08-02,60,138,709.5088,712.2371,376.51,116.24,101.95,STCG,31.66,126.65,0.1294,178.5,179.0,80.5,740.2,LVM_ROTATION,10.0
