date,universe_n,held_pre,bought,sold,cash_pct
2025-06-02,10,0,10,0,2.605206272723528
2025-07-01,10,7,3,0,2.234826190866731
2025-08-01,10,0,10,0,4.343420637638836
2025-09-01,10,4,6,0,4.375933527249383
2025-10-01,10,2,7,0,11.432022474253174
2025-11-03,10,5,4,0,10.472770388474146
2025-12-01,10,2,8,0,1.9549387756221221
2026-01-01,10,6,2,0,18.67870006604137
2026-02-02,10,2,6,0,19.299684384746378
2026-03-02,10,4,6,0,2.808493395028088
2026-04-01,10,1,9,0,0.9287181680770328
2026-05-01,10,3,7,0,3.676817376388814
2026-06-01,10,4,6,0,2.9980880984298497
