symbol,sector,entry_date,exit_date,holding_days,qty,entry_price,exit_price,gross_pl,entry_costs,exit_costs,tax_type,tax,net_pl,net_return_pct,entry_score,peak_score,exit_score,peak_price,exit_reason,slippage_bps
UNITDSPR,Consumer Defensive,2025-06-04,2025-06-24,20,61,1591.3898,1428.57,-9932.01,115.25,90.39,STCG,0.0,-10137.64,-10.4431,187.75,187.75,187.75,1610.0,LVM_STOP: -10.8% <= -10%,10.0
MFSL,Financial Services,2025-06-04,2025-07-02,28,65,1507.6061,1643.4549,8830.17,116.34,110.8,STCG,1720.61,6882.42,7.0233,185.25,185.25,84.0,1653.9,LVM_ROTATION,10.0
DIVISLAB,Healthcare,2025-06-04,2025-07-02,28,15,6556.55,6849.6435,4396.4,116.76,106.57,STCG,834.61,3338.46,3.3945,183.5,183.5,81.75,6856.5,LVM_ROTATION,10.0
FEDERALBNK,Financial Services,2025-06-04,2025-07-02,28,466,211.5113,219.78,3853.21,117.02,106.23,STCG,725.99,2903.97,2.9463,182.25,182.25,77.75,218.72,LVM_ROTATION,10.0
TECHM,Technology,2025-06-04,2025-07-02,28,63,1546.3448,1673.325,7999.75,115.66,109.34,STCG,1554.95,6219.8,6.3845,176.0,176.0,72.0,1718.6,LVM_ROTATION,10.0
TVSMOTOR,Consumer Cyclical,2025-06-04,2025-07-02,28,35,2752.75,2901.6955,5213.09,114.38,105.34,STCG,998.67,3994.69,4.1462,175.25,175.25,75.0,2939.3,LVM_ROTATION,10.0
HCLTECH,Technology,2025-06-04,2025-07-29,55,60,1632.631,1464.6339,-10079.83,116.3,91.15,STCG,0.0,-10287.27,-10.5017,178.25,178.25,174.5,1739.9,LVM_STOP: -10.2% <= -10%,10.0
BHARTIARTL,Communication Services,2025-06-04,2025-08-02,59,53,1856.855,1890.108,1762.41,116.84,103.9,STCG,308.33,1233.33,1.2532,190.25,192.25,91.25,2033.9,LVM_ROTATION,10.0
HDFCLIFE,Financial Services,2025-06-04,2025-08-02,59,130,754.754,740.7585,-1819.41,116.49,99.88,STCG,0.0,-2035.79,-2.0748,189.75,189.75,79.0,814.3,LVM_ROTATION,10.0
PAGEIND,Consumer Cyclical,2025-06-04,2025-08-02,59,2,46046.0,47092.86,2093.72,109.33,97.69,STCG,377.34,1509.36,1.639,182.0,182.0,78.25,49440.0,LVM_ROTATION,10.0
APOLLOHOSP,Healthcare,2025-07-02,2025-08-02,31,13,7477.47,7379.613,-1272.14,115.41,99.51,STCG,0.0,-1487.05,-1.5298,186.5,186.5,87.0,7616.0,LVM_ROTATION,10.0
TORNTPHARM,Healthcare,2025-07-02,2025-08-02,31,30,3402.9997,3654.6417,7549.26,121.2,113.72,STCG,1462.87,5851.47,5.7317,184.5,184.5,86.75,3768.1001,LVM_ROTATION,10.0
BAJFINANCE,Financial Services,2025-07-02,2025-08-02,31,110,933.933,873.126,-6688.77,121.97,99.62,STCG,0.0,-6910.36,-6.7265,183.75,183.75,83.0,968.3,LVM_ROTATION,10.0
BAJAJFINSV,Financial Services,2025-07-02,2025-08-02,31,50,2056.054,1921.077,-6748.85,122.05,99.63,STCG,0.0,-6970.53,-6.7805,182.0,182.0,80.5,2060.5,LVM_ROTATION,10.0
MARICO,Consumer Defensive,2025-07-02,2025-08-02,31,143,717.767,712.2371,-790.78,121.86,105.64,STCG,0.0,-1018.27,-0.9921,179.0,179.0,80.5,740.2,LVM_ROTATION,10.0
EICHERMOT,Consumer Cyclical,2025-07-02,2025-08-02,31,18,5692.687,5521.9725,-3072.86,121.65,103.1,STCG,0.0,-3297.61,-3.2182,178.5,178.5,78.75,5722.5,LVM_ROTATION,10.0
HDFCBANK,Financial Services,2025-08-02,2025-09-02,31,97,1006.055,950.049,-5432.58,115.86,95.59,STCG,0.0,-5644.03,-5.7836,194.25,194.25,91.25,1006.055,LVM_ROTATION,10.0
INDIGO,Industrials,2025-08-02,2025-09-02,31,16,5805.8,5673.321,-2119.66,110.28,94.15,STCG,0.0,-2324.1,-2.5019,176.75,176.75,72.0,6155.5,LVM_ROTATION,10.0
