date,universe_n,held_pre,bought,sold,cash_pct
2025-06-02,199,0,7,0,36.40588681230027
2025-06-09,199,4,6,0,6.815361605472335
2025-06-16,199,3,5,0,22.903634533981748
2025-06-23,199,4,3,2,34.546148326612446
2025-06-30,199,5,5,1,9.774630475589579
2025-07-07,199,6,4,0,8.918643479321876
2025-07-14,199,10,0,0,8.933267855070131
2025-07-21,199,9,1,1,9.435080973404904
2025-07-28,199,8,1,0,20.95792518476379
2025-08-04,199,7,3,0,10.426033285163088
2025-08-11,199,4,1,0,57.944806729557996
2025-08-18,199,4,6,1,14.646780030712655
2025-08-25,199,7,3,2,12.000255979857046
2025-09-01,199,7,3,0,10.440896056823986
2025-09-08,199,9,1,0,9.399066068793973
2025-09-15,199,10,0,0,9.343731713901008
2025-09-22,199,10,0,0,9.329096221319894
2025-09-29,199,9,1,0,9.814579755793734
2025-10-06,199,9,1,0,9.084569599881927
2025-10-13,199,10,0,0,9.026865180437422
2025-10-20,199,10,0,0,9.013540821018255
2025-10-27,199,9,1,0,8.630390429609895
2025-11-03,199,7,3,0,6.712581557977974
2025-11-10,199,8,2,1,8.768566915169691
2025-11-17,199,10,0,0,8.752698252389674
2025-11-24,199,9,1,1,10.593007315607444
2025-12-01,199,9,1,0,8.92143441658376
2025-12-08,199,7,1,2,27.441872879506825
2025-12-15,199,7,3,0,7.694822402016883
2025-12-22,199,6,4,1,5.746221131724504
2025-12-29,199,8,2,2,5.024592646530803
2026-01-05,199,9,1,0,4.547280210596643
2026-01-12,199,6,2,0,24.45375247132329
2026-01-19,199,7,3,1,4.506411734027764
2026-01-27,199,5,4,1,13.396681309403895
2026-02-02,199,6,1,2,33.477546531902796
2026-02-09,199,5,5,0,3.624993431836032
2026-02-16,199,8,2,1,2.843309009777876
2026-02-23,199,8,2,1,6.222199817552077
2026-03-02,199,9,1,1,5.779020229969471
2026-03-09,199,2,1,4,70.48879685212177
2026-03-16,199,2,1,0,70.01015962678039
2026-03-23,199,2,0,0,79.51270540463715
2026-03-30,199,2,2,0,60.59828263778832
2026-04-06,199,2,5,1,31.2138410460933
2026-04-13,199,5,5,0,2.8192812330610653
2026-04-20,199,10,0,0,2.662726152030256
2026-04-27,199,9,1,0,1.329873401462881
2026-05-04,199,9,1,1,1.1555337832612402
2026-05-11,199,9,1,0,1.3061951936650886
2026-05-18,199,5,3,1,19.945263403060466
2026-05-25,200,4,6,2,7.3137142045837225
