date,universe_n,held_pre,bought,sold,cash_pct
2021-06-02,10,0,10,0,2.7329069309407514
2021-07-01,10,7,2,0,11.421657113832627
2021-08-02,10,3,7,0,0.3291707403692791
2021-09-01,10,2,8,0,2.47979920838477
2021-10-01,10,4,6,0,1.517146862819103
2021-11-01,10,5,5,0,2.1358825950738303
2021-12-01,10,0,10,0,1.5855405807440301
2022-01-03,10,0,10,0,2.4779504840059747
2022-02-01,10,2,7,0,13.14177139116272
2022-03-02,10,1,9,0,0.0961483535522935
2022-04-01,10,0,10,0,3.702562142752707
2022-05-02,10,5,5,0,1.3583564569283604
2022-06-01,10,4,6,0,0.44951102796665793
2022-07-01,10,2,8,0,0.08185024968493977
2022-08-01,10,1,9,0,0.3763218699196183
2022-09-01,10,6,4,0,0.06972316886756685
2022-10-03,10,1,9,0,0.2834048610778388
2022-11-01,10,1,9,0,0.1000650537708557
2022-12-01,10,3,7,0,2.1681459674850876
2023-01-02,10,2,7,0,10.528685991545931
2023-02-01,10,1,9,0,1.122198620587131
2023-03-01,10,2,8,0,1.4614797903177807
2023-04-03,10,5,5,0,0.7701884602777511
2023-05-02,10,4,6,0,1.3031280073147375
2023-06-01,10,4,5,0,10.438325094437651
2023-07-03,10,5,4,0,9.591902127584737
2023-08-01,10,5,5,0,0.07458042250112389
2023-09-01,10,4,6,0,0.34067402571054733
2023-10-03,10,6,4,0,0.08814266790725672
2023-11-01,10,2,7,0,12.443951659410104
2023-12-01,10,2,8,0,2.5085059814273145
2024-01-01,10,6,4,0,4.250716285821117
2024-02-01,10,4,6,0,3.300547522753996
2024-03-01,10,8,1,0,12.346750311090387
2024-04-01,10,6,3,0,11.418064805402956
2024-05-02,10,6,2,0,19.696538332489148
2024-06-03,10,5,4,0,6.364321110298123
2024-07-01,10,2,8,0,1.987627792651846
2024-08-01,10,8,2,0,1.3933214675757188
2024-09-02,10,7,1,0,15.415767055445611
2024-10-01,10,6,4,0,0.08892015171005749
2024-11-01,10,0,10,0,2.423446213640472
2024-12-02,10,2,7,0,10.368718700853234
2025-01-01,10,7,3,0,0.1015560044298586
2025-02-01,10,1,8,0,10.900427301777677
2025-03-03,8,1,7,1,20.821054101987198
2025-04-01,10,2,8,0,1.6691151101831903
2025-05-02,10,4,6,0,0.7965352554671885
2025-06-02,10,4,6,0,0.09064216820314162
2025-07-01,10,7,3,0,0.5586890882476133
2025-08-01,10,0,10,0,4.158934614553016
2025-09-01,10,4,6,0,4.0100212877086605
2025-10-01,10,2,8,0,1.6580471852141103
2025-11-03,10,5,4,0,10.410350643902392
2025-12-01,10,2,8,0,1.6957466031493915
2026-01-01,10,6,2,0,18.597594833843193
2026-02-02,10,2,6,0,19.198281425632363
2026-03-02,10,4,6,0,2.4862095214711135
2026-04-01,10,1,9,0,0.8110257255014004
2026-05-01,10,3,7,0,2.9258822489112832
2026-06-01,10,4,6,0,1.7468401291572
