symbol,sector,qty,avg_cost,last_mark,unrealized_pl_pct,entry_date,entry_score,peak_score,last_score
OLAELEC,Unknown,338,23.6536,35.09,48.3495,2026-03-18,69.94,78.87,70.56
ABFRL,Unknown,172,58.9389,67.79,15.0174,2026-04-07,64.17,72.78,70.99
