symbol,sector,entry_date,exit_date,holding_days,qty,entry_price,exit_price,gross_pl,entry_costs,exit_costs,tax_type,tax,net_pl,net_return_pct,entry_score,peak_score,exit_score,peak_price,exit_reason,slippage_bps
INDIANB,Financial Services,2025-11-19,2025-12-19,30,6,891.841,778.221,-681.72,6.35,4.84,STCG,0.0,-692.92,-12.9492,77.8,77.8,77.8,891.841,"hard_stop:SOFT_STOP - SOFT STOP override: loss -12.8% <= -10% but score 77.8>=65, RSI 50>40, no bearish pattern — REDUCE 50% instead of full exit",10.0
AUROPHARMA,Healthcare,2025-11-19,2025-12-19,30,8,1235.1339,1212.786,-178.78,11.73,10.06,STCG,0.0,-200.58,-2.0299,74.9,74.9,67.3,1235.1339,rotation: AUROPHARMA(67.3) -> INFY(76.2),10.0
BIOCON,Healthcare,2025-11-19,2026-01-18,60,12,424.424,376.1235,-579.61,6.05,4.68,STCG,0.0,-590.33,-11.5909,76.7,76.7,76.7,424.424,"hard_stop:SOFT_STOP - SOFT STOP override: loss -11.0% <= -10% but score 76.7>=65, RSI 50>40, no bearish pattern — REDUCE 50% instead of full exit",10.0
ADANIPORTS,Industrials,2025-11-19,2026-01-18,60,6,1500.499,1419.579,-485.52,10.69,8.83,STCG,0.0,-505.04,-5.6097,72.2,72.4,72.4,1500.499,rotation: ADANIPORTS(72.4) -> ICICIPRULI(80.9),10.0
GMRAIRPORT,Industrials,2025-11-19,2026-03-14,115,95,104.3042,89.91,-1367.45,11.76,8.86,STCG,0.0,-1388.07,-14.0083,85.9,85.9,55.3,104.3042,hard_stop:EMERGENCY - EMERGENCY EXIT: loss -14.4% <= -12% — capital preservation override,10.0
ASIANPAINT,Basic Materials,2025-11-19,2026-03-14,115,3,2916.914,2183.2145,-2201.1,10.39,6.79,STCG,0.0,-2218.28,-25.3496,80.6,80.6,56.38,2916.914,hard_stop:EMERGENCY - EMERGENCY EXIT: loss -24.7% <= -12% — capital preservation override,10.0
CANBK,Financial Services,2025-11-19,2026-03-14,115,34,149.3492,134.3655,-509.45,6.03,4.74,STCG,0.0,-520.21,-10.2447,79.6,85.85,85.85,157.13,"hard_stop:SOFT_STOP - SOFT STOP override: loss -9.8% <= -8% but score 85.8>=65, RSI 50>40, no bearish pattern — REDUCE 50% instead of full exit",10.0
BIOCON,Healthcare,2025-11-19,2026-03-14,115,11,424.424,382.617,-459.88,5.54,4.37,STCG,0.0,-469.79,-10.0625,76.7,76.7,59.9,424.424,hard_stop:HARD_STOP - HARD STOP: loss -9.6% <= -8% with score 59.9 (no override) — full exit,10.0
ALKEM,Healthcare,2025-11-19,2026-03-14,115,1,5735.73,5387.607,-348.12,6.81,5.59,STCG,0.0,-360.52,-6.2855,74.5,74.5,59.79,5789.83,hard_stop:HARD_STOP - HARD STOP: loss -6.6% <= -5% threshold,10.0
HCLTECH,Technology,2025-11-19,2026-03-14,115,6,1596.8953,1311.4872,-1712.45,11.38,8.16,STCG,0.0,-1731.99,-18.0766,72.7,79.6,67.5,1698.0,hard_stop:EMERGENCY - EMERGENCY EXIT: loss -17.0% <= -12% — capital preservation override,10.0
INFY,Technology,2025-12-19,2026-03-14,85,5,1651.65,1238.9598,-2063.45,9.8,6.43,STCG,0.0,-2079.68,-25.1831,76.2,77.1,63.3,1689.8,hard_stop:EMERGENCY - EMERGENCY EXIT: loss -24.4% <= -12% — capital preservation override,10.0
ICICIPRULI,Financial Services,2026-01-18,2026-03-14,55,14,678.678,579.42,-1389.61,11.28,8.41,STCG,0.0,-1409.31,-14.8325,80.9,80.9,79.7,678.678,hard_stop:EMERGENCY - EMERGENCY EXIT: loss -14.0% <= -12% — capital preservation override,10.0
CANBK,Financial Services,2025-11-19,2026-03-17,118,16,149.3492,134.865,-231.75,2.84,2.24,STCG,0.0,-236.82,-9.9106,79.6,87.12,87.12,157.13,"hard_stop:SOFT_STOP - SOFT STOP override: loss -9.9% <= -8% but score 87.1>=65, RSI 50>40, no bearish pattern — REDUCE 50% instead of full exit",10.0
INDUSTOWER,Communication Services,2026-03-14,2026-03-17,3,20,425.425,429.0206,71.91,10.1,8.9,STCG,7.94,44.97,0.5286,73.87,73.87,69.53,427.1,rotation: INDUSTOWER(69.5) -> J&KBANK(97.4),10.0
CANBK,Financial Services,2025-11-19,2026-03-18,119,8,149.3492,137.1128,-97.89,1.42,1.14,STCG,0.0,-100.45,-8.4071,79.6,87.12,75.28,157.13,"hard_stop:SOFT_STOP - SOFT STOP override: loss -8.5% <= -8% but score 75.3>=65, RSI 50>40, no bearish pattern — REDUCE 50% instead of full exit",10.0
CANBK,Financial Services,2025-11-19,2026-03-19,120,9,149.3492,133.6662,-141.15,1.6,1.25,STCG,0.0,-143.99,-10.7124,79.6,87.12,54.27,157.13,hard_stop:HARD_STOP - HARD STOP: loss -7.9% <= -5% threshold,10.0
INDIANB,Financial Services,2025-11-19,2026-03-24,125,5,891.841,849.15,-213.46,5.29,4.4,STCG,0.0,-223.15,-5.0043,77.8,93.8,56.6,891.841,hard_stop:HARD_STOP - HARD STOP: loss -5.2% <= -5% threshold,10.0
MUTHOOTFIN,Financial Services,2026-03-14,2026-03-24,10,2,3319.9167,3137.859,-364.12,7.88,6.51,STCG,0.0,-378.51,-5.7006,85.29,85.29,49.7,3433.0,hard_stop:HARD_STOP - HARD STOP: loss -7.0% <= -5% threshold,10.0
ABB,Industrials,2026-03-14,2026-03-24,10,1,6406.4,6193.8,-212.6,7.61,6.42,STCG,0.0,-226.63,-3.5376,77.06,80.26,62.17,6406.4,hard_stop:HARD_STOP - HARD STOP: loss -5.6% <= -5% threshold,10.0
J&KBANK,Financial Services,2026-03-17,2026-03-24,7,70,124.3242,112.887,-800.6,10.33,8.2,STCG,0.0,-819.13,-9.4124,97.36,97.36,57.5,124.3242,hard_stop:HARD_STOP - HARD STOP: loss -11.2% <= -8% with score 57.5 (no override) — full exit,10.0
DRREDDY,Healthcare,2026-03-14,2026-04-03,20,6,1293.3921,1218.8799,-447.07,9.21,7.59,STCG,0.0,-463.87,-5.9775,79.3,79.3,57.1,1300.7,hard_stop:HARD_STOP - HARD STOP: loss -8.0% <= -7% threshold,10.0
FEDERALBNK,Financial Services,2025-11-19,2026-04-10,142,8,245.5453,283.716,305.37,2.33,2.35,STCG,45.1,255.58,13.0107,79.8,83.2,60.5,283.3,scale_out_20: profit 15.4% AND score dropped 22.7pts (peak 83.2 -> 60.5),10.0
FEDERALBNK,Financial Services,2025-11-19,2026-04-11,143,6,245.5453,284.4153,233.22,1.75,1.77,STCG,34.46,195.25,13.2525,79.8,83.2,62.8,290.2,scale_out_20: profit 18.2% AND score dropped 20.4pts (peak 83.2 -> 62.8),10.0
