date,universe_n,held_pre,bought,sold,cash_pct
2023-06-01,10,4,5,0,10.34370618827054
2023-07-03,10,5,4,0,9.642623111226033
2023-08-01,10,5,5,0,0.07218719529093068
2023-09-01,10,4,6,0,0.15573826963686574
2023-10-03,10,6,4,0,3.08382291110183
2023-11-01,10,2,7,0,12.1558806225644
2023-12-01,10,2,8,0,2.3398632148586658
2024-01-01,10,6,4,0,7.729625103712558
2024-02-01,10,4,6,0,3.0351228386596634
2024-03-01,10,8,1,0,12.043511927863976
2024-04-01,10,6,3,0,11.021651444086356
2024-05-02,10,6,2,0,19.410640142184505
2024-06-03,10,5,4,0,6.366354011449109
2024-07-01,10,2,8,0,0.7586771504408538
2024-08-01,10,8,2,0,0.1673873106827767
2024-09-02,10,7,1,0,15.401755684422506
2024-10-01,10,6,3,0,5.746610857829286
2024-11-01,10,0,10,0,1.6535376302230362
2024-12-02,10,2,7,0,10.07451678331294
2025-01-01,10,7,3,0,0.09121603682271044
2025-02-01,10,2,7,0,9.41479520594861
2025-03-03,8,1,7,0,19.330023185563057
2025-04-01,10,2,8,0,1.4265916187332686
2025-05-02,10,4,6,0,0.31804158471562705
2025-06-02,10,4,6,0,0.0888841111479393
2025-07-01,10,7,3,0,0.1619922108532812
2025-08-01,10,0,10,0,2.8166247439373184
2025-09-01,10,4,6,0,1.9505820690996565
2025-10-01,10,2,7,0,10.720347033489986
2025-11-03,10,5,5,0,4.300903347009499
2025-12-01,10,2,7,0,10.554969262244278
2026-01-01,10,6,2,0,18.43370366280647
2026-02-02,10,2,6,0,19.319407001388
2026-03-02,10,4,6,0,2.0504159618436875
2026-04-01,10,1,9,0,0.5363588937229485
2026-05-01,10,3,7,0,2.5242017993553705
2026-06-01,10,4,6,0,1.4347101596290859
