date,universe_n,held_pre,bought,sold,cash_pct
2016-06-02,10,0,10,0,1.3976938446011518
2016-07-01,10,6,4,0,1.8135168279953735
2016-08-01,10,6,4,0,1.850484793486494
2016-09-01,10,3,7,0,0.08546891405387547
2016-10-03,10,6,4,0,0.08353764443226441
2016-11-01,10,5,5,0,0.05471660390207639
2016-12-01,10,4,6,0,0.06686547263932452
2017-01-02,10,3,6,0,5.029886279513662
2017-02-01,10,1,8,0,8.016269240979595
2017-03-01,10,4,5,0,4.607835529408966
2017-04-03,10,6,3,0,5.803066018635508
2017-05-02,10,7,1,0,14.569774885290546
2017-06-01,10,6,2,0,14.190541779199695
2017-07-03,10,4,6,0,0.08103718163063414
2017-08-01,10,6,4,0,0.02642995163272818
2017-09-01,10,6,4,0,0.014844503813179385
2017-10-03,10,7,3,0,0.07014693648185658
2017-11-01,10,5,4,0,1.2436162779539035
2017-12-01,10,7,3,0,0.0027660335850960907
2018-01-01,10,8,2,0,0.08807680904788817
2018-02-01,10,4,6,0,0.07226742722482256
2018-03-01,10,1,9,0,0.0670107932888338
2018-04-02,10,3,7,0,0.07351558513329422
2018-05-02,10,2,8,0,1.1985883082718105
2018-06-01,10,4,6,0,0.09272504685524743
2018-07-02,10,4,4,0,19.22943362311285
2018-08-01,10,3,6,0,8.664188144504541
2018-09-03,10,6,3,0,9.50095450362623
2018-10-01,10,2,7,0,8.82416290486913
2018-11-01,10,2,7,0,9.860523649794205
2018-12-03,10,0,10,0,1.5902031777821557
2019-01-01,10,7,3,0,0.9604589844920389
2019-02-01,10,7,3,0,0.16988245027760676
2019-03-01,10,4,5,0,9.48477552387746
2019-04-01,10,5,5,0,0.20391352887273606
2019-05-02,10,4,4,0,17.65551339270459
2019-06-03,10,6,4,0,0.19271760143999156
2019-07-01,10,5,5,0,0.09697637061955175
2019-08-01,10,1,9,2,1.036551788636108
2019-09-03,10,5,5,0,0.15801808134757173
2019-10-01,10,3,6,0,9.943897851348925
2019-11-01,10,5,4,0,10.965557198549229
2019-12-02,10,3,7,0,0.18959212301317205
2020-01-01,10,5,4,0,9.792448708882704
2020-02-03,10,5,5,0,0.0874907792081225
2020-03-02,10,3,7,0,0.07834100042706243
2020-04-01,3,0,3,0,71.04182993949021
2020-05-04,10,0,10,0,1.9028462156369683
2020-06-01,10,1,9,0,7.191328447531505
2020-07-01,10,4,6,0,5.475186808469572
2020-08-03,10,5,4,0,9.718491268652185
2020-09-01,10,6,3,0,8.717371862226122
2020-10-01,10,6,3,0,6.986769374270738
2020-11-02,10,4,5,0,6.202550137330926
2020-12-01,10,3,7,0,1.8641939954916338
2021-01-01,10,5,5,0,0.10728697157590526
2021-02-01,10,5,4,1,8.313133501013596
2021-03-01,10,1,8,0,9.69608339495161
2021-04-01,10,2,8,0,0.60941507073563
2021-05-03,10,4,6,0,1.933734646170418
2021-06-01,10,3,7,0,1.9638813581915067
2021-07-01,10,9,1,0,1.082683231990482
2021-08-02,10,3,6,0,9.74608847960734
2021-09-01,10,2,8,0,1.9866557642528844
2021-10-01,10,4,6,0,1.367135212481281
2021-11-01,10,5,5,0,1.1074185646565269
2021-12-01,10,0,10,0,1.4714400694163317
2022-01-03,10,0,10,0,1.8510757653804895
2022-02-01,10,2,7,0,11.626863535118652
2022-03-02,10,1,9,0,0.07914237934578276
2022-04-01,10,0,10,0,2.626511191605153
2022-05-02,10,5,5,0,0.10775668853451854
2022-06-01,10,5,5,0,0.25551237493741147
2022-07-01,10,3,7,0,0.3020316284270642
2022-08-01,10,1,9,0,0.14040487466882534
2022-09-01,10,6,4,0,0.09624817322377693
2022-10-03,10,1,9,0,1.3031535096766818
2022-11-01,10,1,9,0,0.1528972858068728
2022-12-01,10,3,7,0,1.0835000792657903
2023-01-02,10,2,7,0,10.244775954768865
2023-02-01,10,1,9,1,0.5576822350569451
2023-03-01,10,2,8,0,1.3299942975515637
2023-04-03,10,5,5,0,0.8520214693579612
2023-05-02,10,4,6,0,0.972891008657332
