date,universe_n,held_pre,bought,sold,cash_pct
2025-06-02,199,0,7,0,36.40588681230027
2025-06-09,199,6,4,0,7.436984218276771
2025-06-16,199,7,3,0,7.9393199466307856
2025-06-23,199,8,2,0,10.1876817520712
2025-06-30,199,8,2,0,8.074740271974475
2025-07-07,199,8,2,0,8.950664625666349
2025-07-14,199,9,1,0,10.891438561771045
2025-07-21,199,8,2,1,11.343808091069468
2025-07-28,199,9,1,0,13.561437652687452
2025-08-04,199,6,4,0,16.38094441577576
2025-08-11,199,6,1,0,40.80283784837539
2025-08-18,199,6,4,0,11.490673493286316
2025-08-25,199,10,0,0,11.405617473244362
2025-09-01,199,9,1,0,9.503123567106751
2025-09-08,199,10,0,0,9.26020346746436
2025-09-15,199,10,0,0,9.3435517144379
2025-09-22,199,10,0,0,9.289031027662382
2025-09-29,199,7,3,1,6.930927429105943
2025-10-06,199,9,1,0,6.46517367669914
2025-10-13,199,10,0,0,6.4308749031955825
2025-10-20,199,10,0,0,6.421763147083685
2025-10-27,199,10,0,0,6.366804382106589
2025-11-03,199,9,1,0,6.413184669646769
2025-11-10,199,10,0,0,6.407554554115277
2025-11-17,199,10,0,0,6.304179325414233
2025-11-24,199,9,1,0,7.561490077207286
2025-12-01,199,10,0,0,7.476666742962608
2025-12-08,199,6,0,2,40.68326266578525
2025-12-15,199,5,5,0,2.696655447862697
2025-12-22,199,9,1,0,0.30967571106482134
2025-12-29,199,9,1,0,0.7405093894603809
2026-01-05,199,10,0,0,0.7216641912633391
2026-01-12,199,8,1,0,10.150295641915234
2026-01-19,199,9,1,0,1.2095637510865642
2026-01-27,199,9,1,0,0.6619424816975232
2026-02-02,199,7,1,1,20.294986889312113
2026-02-09,199,7,3,0,1.5744150987940124
2026-02-16,199,10,0,0,1.5473763469970145
2026-02-23,199,10,0,0,1.5256881307715342
2026-03-02,199,10,0,0,1.5494980664208358
2026-03-09,199,4,1,3,54.536486373418015
2026-03-16,199,3,1,0,61.88220921164108
2026-03-23,199,2,0,1,80.5716897185564
2026-03-30,199,2,2,0,62.557637748677195
2026-04-06,199,2,6,1,23.4811085991763
2026-04-13,199,6,4,0,4.014416448017027
2026-04-20,199,10,0,0,3.803100442968189
2026-04-27,199,9,1,0,2.293133542887503
2026-05-04,199,9,1,0,1.0360254949297087
2026-05-11,199,10,0,0,1.0308826716643917
2026-05-18,199,5,3,1,21.86442029858018
2026-05-25,200,6,4,0,4.019590932190456
