date,universe_n,held_pre,bought,sold,cash_pct
2021-06-02,10,0,10,0,2.7329069309407514
2021-07-01,10,7,3,0,7.738301464518981
2021-08-02,10,3,7,0,5.199572069430143
2021-09-01,10,2,8,0,5.1316233358779755
2021-10-01,10,4,6,0,4.2021171031110764
2021-11-01,10,5,5,0,3.517480410864475
2021-12-01,10,0,10,0,1.5558716446387395
2022-01-03,10,0,10,0,1.8000951833263434
2022-02-01,10,2,8,0,2.9415691360870357
2022-03-02,10,1,9,0,1.0599489437438234
2022-04-01,10,0,10,0,2.9697885685272065
2022-05-02,10,5,5,0,3.0898161256849943
2022-06-01,10,4,6,0,2.24538671888378
2022-07-01,10,2,8,0,0.18963999404718862
2022-08-01,10,1,9,0,1.4203329511113325
2022-09-01,10,6,4,0,2.3874900477605228
2022-10-03,10,1,9,0,2.0062260744309017
2022-11-01,10,1,9,0,1.746306434086432
2022-12-01,10,3,7,0,4.862543650139512
2023-01-02,10,2,8,0,1.6826760367383873
2023-02-01,10,1,9,0,1.3663842551976157
2023-03-01,10,2,8,0,2.0185926839043224
2023-04-03,10,5,5,0,2.582189898532744
2023-05-02,10,4,6,0,2.7322976366853986
2023-06-01,10,4,6,0,2.4259574661899967
2023-07-03,10,6,4,0,2.9994263038685243
2023-08-01,10,5,5,0,1.0295111955358718
2023-09-01,10,4,6,0,0.07758938292789029
2023-10-03,10,6,4,0,1.2025529298939737
2023-11-01,10,2,7,0,10.936362137067276
2023-12-01,10,2,8,0,1.5616663403701387
2024-01-01,10,6,4,0,5.805879520325878
2024-02-01,10,4,6,0,3.49414981970256
2024-03-01,10,8,2,0,4.384801171174497
2024-04-01,10,7,3,0,3.986052639404681
2024-05-02,10,7,3,0,3.596899533028718
2024-06-03,10,5,4,0,7.817917457647805
2024-07-01,10,2,8,0,1.1059235990125669
2024-08-01,10,8,2,0,1.562031641096823
2024-09-02,10,7,2,0,7.734868126634785
2024-10-01,10,7,3,0,0.0796780622456803
2024-11-01,10,0,10,0,1.4173211911813925
2024-12-02,10,2,7,0,10.027359582001557
2025-01-01,10,7,3,0,0.07066187469928867
2025-02-01,10,1,8,0,10.365357668504828
2025-03-03,8,1,7,1,20.53939633669349
2025-04-01,10,2,8,0,1.4442719640597228
2025-05-02,10,4,6,0,0.5331749442645974
2025-06-02,10,4,6,0,0.14195738758363433
2025-07-01,10,7,3,0,0.938302483412363
2025-08-01,10,0,10,0,1.653932748586642
2025-09-01,10,4,6,0,1.1217539023190737
2025-10-01,10,2,7,0,10.661715011326987
2025-11-03,10,5,5,0,2.333839581298532
2025-12-01,10,2,7,0,10.742852070526286
2026-01-01,10,6,2,0,19.43416937722216
2026-02-02,10,2,6,0,19.559843854127166
2026-03-02,10,4,6,0,2.3335597970253166
2026-04-01,10,1,9,0,0.5706161439439038
2026-05-01,10,3,7,0,2.838056525293971
2026-06-01,10,4,6,0,1.6817789946500485
