,equity,benchmark,drawdown_pct
2016-06-03,998086.761297876,1000000.0,0.0
2016-06-06,996630.1743227784,997597.5573582588,-0.145937911570293
2016-06-07,1002829.0192019287,1005553.0351923874,0.0
2016-06-08,1000541.6208712403,1006355.8292673916,-0.22809454920927896
2016-06-09,993970.8111025635,997907.7223967073,-0.8833218753895644
2016-06-10,984400.5573260132,993826.6347307153,-1.8376474476757054
2016-06-13,980085.3481280152,986595.0139099101,-2.267951030377391
2016-06-14,981618.3721911255,986382.1392454519,-2.1150810960459676
2016-06-15,986147.8465563599,998272.6503929213,-1.6634114416477552
2016-06-16,983802.2953478638,990262.5283926929,-1.897304873487482
2016-06-17,990053.2788912598,993844.9286471922,-1.2739699456280285
2016-06-20,994265.3678728882,1002153.098935995,-0.8539492939539817
2016-06-21,992294.0795428101,999890.5928761351,-1.0505220189482078
2016-06-22,994265.5617663208,997919.957938247,-0.8539299593088079
2016-06-23,992748.2682711426,1006039.6058540058,-1.005231274500673
2016-06-24,987405.0860354248,983918.8752710083,-1.5380421658298782
2016-06-27,1003045.2869021241,984660.9074091432,0.0
2016-06-28,998981.3739840332,988693.3498881399,-0.4051574710691397
2016-06-29,1009122.888540918,997956.4269795354,0.0
2016-06-30,1015307.9447771851,1008144.0002071727,0.0
2016-07-01,1018823.914895935,1013082.6449059342,0.0
2016-07-04,1014921.6195162963,1018234.2830608193,-0.3830196094324334
2016-07-05,1006394.3473147582,1014007.2004380088,-1.2199917374776548
2016-07-07,1003058.6653079223,1014244.4273938807,-1.5473968914071823
2016-07-08,1007478.3379458617,1012456.2564540998,-1.1135954686764649
2016-07-11,1018663.857889099,1030057.9738964819,-0.015709977405886644
2016-07-12,1017388.8625354003,1036523.2102877385,-0.14085381581185885
2016-07-13,1012352.2934283447,1036334.6879146942,-0.6352051000148906
2016-07-14,1016957.1905841064,1041869.4291906047,-0.18322344857985007
2016-07-15,1021273.4949282836,1038998.7098037216,0.0
2016-07-18,1020967.4756716918,1035020.9708866574,-0.029964476519905858
2016-07-19,1026236.6195925903,1037435.5302782729,0.0
2016-07-20,1041487.4851016235,1041972.7779395324,0.0
2016-07-21,1040525.1485614013,1035191.1993432245,-0.09240020201762844
2016-07-22,1059604.6970385741,1038974.3575123076,0.0
2016-07-25,1070486.348817749,1050463.5310181077,0.0
2016-07-26,1060052.9018878173,1044989.6110748996,-0.974645490944781
2016-07-27,1061362.7362078857,1048048.8528348265,-0.8522866844532295
2016-07-28,1075494.715272827,1054191.80743776,0.0
2016-07-29,1075658.0014819335,1050810.1650978446,0.0
2016-08-01,1075706.5812267577,1050572.9381419723,0.0
2016-08-02,1080706.2661327636,1048912.5870341987,0.0
2016-08-03,1068648.704548291,1039418.2819660354,-1.1157112679303527
2016-08-04,1067563.7393841064,1040178.5486248143,-1.2161053526308252
2016-08-05,1086607.071735791,1056241.5576248271,0.0
2016-08-08,1092718.2872509276,1059671.7857559053,0.0
2016-08-09,1086556.5482067382,1055645.4610476785,-0.5638909054676122
2016-08-10,1063404.6550182616,1043122.3248859391,-2.682633994019956
2016-08-11,1067866.4765972411,1045172.0750730064,-2.2743108579439064
2016-08-16,1075643.4627727782,1051302.7941344,-1.562600779850265
2016-08-17,1077945.835544995,1049052.4048244145,-1.351899375922161
2016-08-18,1079838.361729077,1055037.2477206553,-1.17870503972749
2016-08-19,1080840.4380687987,1054264.864312002,-1.0870001280944397
2016-08-22,1085575.7018169677,1049672.8536929777,-0.6536529604468599
2016-08-23,1082813.0971416747,1050092.425855291,-0.9064724389460488
2016-08-24,1086148.5969280517,1052245.524791286,-0.6012245241547198
2016-08-25,1081656.407154492,1045178.1334479435,-1.0123268023879417
2016-08-26,1082560.1521801269,1042787.8075560766,-0.9296206706997379
2016-08-29,1077493.9565777099,1047033.184095364,-1.3932530324462067
2016-08-30,1096419.0509990966,1063685.9937142578,0.0
2016-08-31,1099537.5696911132,1068776.8105364407,0.0
2016-09-01,1092579.2322616454,1067371.8615093504,-0.632842171225001
2016-09-02,1098239.8336257811,1071629.354798512,-0.11802562287132057
2016-09-06,1112030.6989517089,1087850.3567135525,0.0
2016-09-07,1111568.5405807372,1084803.2317034998,-0.04155985724201283
2016-09-08,1120276.6436538573,1089005.9620348965,0.0
2016-09-09,1104755.675071704,1078569.045101513,-1.3854585534811004
2016-09-12,1078491.5474929686,1060188.7670838747,-3.729890862010987
2016-09-14,1097005.5699539061,1061526.8364033257,-2.077261347166093
2016-09-15,1091233.532707202,1063467.0606748627,-2.592494551339497
2016-09-16,1102054.8938064452,1068004.308336122,-1.6265401899285048
2016-09-19,1103789.3296737547,1071477.3014667563,-1.4717180861977153
2016-09-20,1099070.9739913817,1067523.914841106,-1.8928958112803151
2016-09-21,1096738.0512618895,1067675.9681728617,-2.101141046303978
2016-09-22,1111986.670722949,1078660.2771005663,-0.7399933737679221
2016-09-23,1117252.9852981444,1074293.257895874,-0.26990282916646846
2016-09-26,1112321.7368697997,1061095.0286994725,-0.7100841411914249
2016-09-27,1109840.8322372313,1059069.7495954847,-0.9315387833659483
2016-09-28,1114920.8824539061,1063783.4028799138,-0.4780748782267752
2016-09-29,1089493.4977798339,1045062.549157476,-2.7478164476965383
2016-09-30,1103650.035530078,1047483.2857156942,-1.4841519920963941
2016-10-03,1127245.2989463622,1062925.7270554788,0.0
2016-10-04,1131564.448772412,1066702.8268496247,0.0
2016-10-05,1140230.431560498,1063637.4079230952,0.0
2016-10-06,1150201.5015983398,1059452.85271651,0.0
2016-10-07,1142972.4810905273,1057999.1991065915,-0.6285003538742506
2016-10-10,1143504.7179679687,1059361.6207174566,-0.5822269942323266
2016-10-13,1135053.1241111571,1042885.097930067,-1.3170194497339915
2016-10-14,1139455.856334668,1044107.7017507158,-0.9342402395353777
2016-10-17,1119974.1738090331,1036444.2138302246,-2.6280028105773012
2016-10-18,1130521.4544791991,1055602.933631453,-1.7110086442934436
2016-10-19,1128677.7522086913,1053315.9564885136,-1.8713024943663004
2016-10-20,1128776.8322868163,1058218.2509376523,-1.862688344759711
2016-10-21,1134413.0788535888,1057445.7487373336,-1.372665808800555
2016-10-24,1127477.6209068114,1059379.9146339332,-1.9756434555119995
2016-10-25,1128793.1038780028,1057232.8740728756,-1.8612736716642653
2016-10-26,1116297.5093803222,1047981.9731271871,-2.947656751526062
2016-10-27,1111061.1941337402,1047981.9731271871,-3.402908743399269
2016-10-28,1110774.3063316161,1050749.3437651424,-3.4278511384253085
2016-11-01,1114424.4161730467,1049320.0424466378,-3.110505887496806
2016-11-02,1090399.7651415525,1035665.6532549688,-5.199239991748028
2016-11-03,1076006.9571276365,1032131.9575832976,-6.450569258308326
2016-11-04,1068868.7795400878,1025903.8293562477,-7.071171611689831
2016-11-07,1076816.119521167,1033603.7863180274,-6.380219637619611
2016-11-08,1081826.0441885253,1039260.1702593425,-5.944650334293488
2016-11-09,1060988.11407666,1025690.9546917896,-7.7563268173191595
2016-11-10,1073696.542390869,1037094.9545734731,-6.651439691320016
2016-11-11,1042195.6840630858,1009184.0212380491,-9.390164887210384
2016-11-15,1013896.5742708984,986333.4940584567,-11.850525941587598
2016-11-16,1015668.2576357665,986716.6565753147,-11.696493507930871
2016-11-17,1017157.9765078368,982866.6780944249,-11.566975430446169
2016-11-18,1022339.8370882812,982155.0566226413,-11.116457797384182
2016-11-21,1010606.0476595702,964516.8701389708,-12.136608563350448
2016-11-22,1015775.2312228027,973421.0776090897,-11.687193086492764
2016-11-23,1017109.0057589355,977192.000236633,-11.571233010429626
2016-11-24,1018889.2932345214,968944.6512805325,-11.416452524305054
2016-11-25,1020234.0618197265,987045.0561344075,-11.299536611455318
2016-11-28,1026795.3672854247,988577.7655976723,-10.729088263354525
2016-11-29,1025465.0873629394,990432.8162450928,-10.844744513206129
2016-11-30,1029360.0776125732,1000450.1016203302,-10.506109044184287
2016-12-01,1009893.5157066286,996606.2409102102,-12.198557009075085
2016-12-02,999150.0645843446,983699.8828357804,-13.13260648713216
2016-12-05,1002147.212903589,988802.8164078374,-12.872030551952152
2016-12-06,1000083.8064323366,990554.4589104975,-13.051425768215141
2016-12-07,999659.9775577486,985554.9334832008,-13.088273996460288
2016-12-08,1009060.4929786623,1003168.7676754573,-12.270981077971598
2016-12-09,1007951.4928089082,1004981.2909066525,-12.367398981114041
2016-12-12,1004189.1632209718,993917.8667297688,-12.694500761341965
2016-12-13,1002519.8666664064,1000121.6426654047,-12.839631553837517
2016-12-14,993189.6464744508,995335.0512983989,-13.650812914580845
2016-12-15,997731.0254894197,991825.6485223089,-13.255979573756814
2016-12-16,1002115.2902065217,990104.4166860001,-12.874805952351377
2016-12-19,994506.30229339,985834.7472511312,-13.536341161839294
2016-12-20,985445.0483070314,983164.6669871665,-14.324138254241536
2016-12-21,988056.5893646181,980597.9948679626,-14.097087511049356
2016-12-22,976915.1012550294,970599.003409202,-15.0657428374514
2016-12-23,975471.7737251222,971407.9152549761,-15.19122759189674
2016-12-26,954595.6953292787,961980.6086861179,-17.006220735866183
2016-12-27,966046.3355327547,977137.2966747005,-16.01068732823596
2016-12-28,968931.4438625276,977380.5820055098,-15.759852294047272
2016-12-29,982260.9348655641,985743.5152520777,-14.600969177957301
2016-12-30,990185.2096839845,995742.5067108382,-13.912022518836388
2017-01-02,994373.0772313721,994976.1816771221,-13.547923920324024
2017-01-03,1000221.1845464356,996527.1256610311,-13.03948193803337
2017-01-04,1000312.8169164307,996314.250996573,-13.031515301764184
2017-01-05,1012122.4118413575,1006447.0612664451,-12.004773908319999
2017-01-06,1012228.6832341797,1002797.7813043064,-11.995534536551256
2017-01-09,1018643.9041127808,1001855.0506474205,-11.437786970608565
2017-01-10,1022077.0828847535,1008247.3489561004,-11.13930198626435
2017-01-11,1032337.8623113282,1019444.6513399285,-10.247216607109822
2017-01-12,1037805.0152959473,1022674.2403480882,-9.771895284974363
2017-01-13,1033145.1973485596,1021840.9168150671,-10.17702585913135
2017-01-16,1037243.7997960694,1023355.3917576879,-9.820688083375162
2017-01-17,1041813.3072652466,1021555.1040680323,-9.423409218513024
2017-01-18,1043255.5411290772,1023866.3147107203,-9.298019548805026
2017-01-19,1055426.2186803469,1026067.9994378779,-8.239885166754835
2017-01-20,1044920.3520574219,1015637.1408794314,-9.153278742430548
