date,universe_n,held_pre,bought,sold,cash_pct
2016-06-03,10,0,10,0,1.6547683769017358
2016-07-01,10,5,5,0,2.137039549392975
2016-08-01,10,9,1,0,1.4190004566665626
2016-09-01,10,5,5,0,0.07575511922248142
2016-10-03,10,6,4,0,0.07382450836368364
2016-11-01,10,6,3,0,10.838671025783043
2016-12-01,10,1,9,0,0.07992536712499781
2017-01-02,10,3,6,0,9.732617004219382
2017-02-01,10,6,3,0,11.359217153987247
2017-03-01,10,4,6,0,1.6112872704721712
2017-04-03,10,6,4,0,0.09643940413729557
2017-05-02,10,5,4,0,8.13664755151385
2017-06-01,10,7,3,0,0.23432798405765418
2017-07-03,10,5,3,0,18.45078941688552
2017-08-01,10,5,3,0,17.15778580714113
2017-09-01,10,6,4,0,0.0674816211991908
2017-10-03,10,4,4,0,15.086433404363412
2017-11-01,10,4,5,0,8.8934407042844
2017-12-01,10,5,4,1,7.401896208823132
2018-01-01,10,4,5,0,7.907682221915499
2018-02-01,10,3,6,0,10.24274037324913
2018-03-01,10,2,8,0,0.09780004032538432
2018-04-02,10,5,4,0,7.130180437667817
2018-05-02,10,4,5,0,8.210068721566916
2018-06-01,10,6,2,0,15.977462344007964
2018-07-02,10,5,3,0,15.052790632883479
2018-08-01,10,2,8,0,0.07612117927697615
2018-09-03,10,8,1,0,8.538356815486422
2018-10-01,10,4,5,0,9.504578435177113
2018-11-01,10,2,7,0,8.667076686498715
2018-12-03,10,1,9,0,0.9908856289128262
2019-01-01,10,7,2,0,9.927851512746944
2019-02-01,10,6,4,0,0.0903256744570765
2019-03-01,10,5,5,0,0.10106701675728662
2019-04-01,10,5,5,1,0.09686296307947473
2019-05-02,10,6,4,0,0.06482626247548291
2019-06-03,10,7,3,0,1.1605167924492101
2019-07-01,10,4,5,0,6.7679246904481305
2019-08-01,10,2,8,0,0.07448250919790507
2019-09-03,10,5,5,0,0.06083552326032031
2019-10-01,10,4,6,0,0.08839866431218663
2019-11-01,10,8,2,0,0.18600528524841975
2019-12-02,10,2,8,0,0.08087164547095607
2020-01-01,10,5,5,0,0.39746740228743493
2020-02-03,10,6,3,0,8.73998423287424
2020-03-02,10,4,3,0,27.62046496025661
2020-04-01,2,0,2,0,80.63276479662849
2020-05-04,10,1,8,0,9.321848375673849
2020-06-01,10,4,5,0,9.283785463680108
2020-07-01,10,3,6,0,16.52317267727844
2020-08-03,10,4,6,0,0.08905668519699358
2020-09-01,10,9,1,0,0.9783518541087723
2020-10-01,10,8,2,0,0.12891910699333425
2020-11-02,10,3,6,0,6.842953012979193
2020-12-01,10,1,9,0,1.407333613691613
2021-01-01,10,6,3,0,9.185388717996094
2021-02-01,10,4,4,1,17.708615271753146
2021-03-01,10,2,7,0,11.2654213737594
2021-04-01,10,1,8,0,10.25811032128078
2021-05-03,10,3,6,0,9.451628702232606
2021-06-01,10,3,7,0,1.3679276952524355
2021-07-01,10,6,3,0,10.597492192742965
2021-08-02,10,5,3,0,16.59574859598004
2021-09-01,10,6,2,0,15.947414795413763
2021-10-01,10,5,4,0,5.128115908492719
2021-11-01,10,1,9,0,0.7145068517430812
2021-12-01,10,2,6,0,17.636705925784543
2022-01-03,10,1,8,0,9.88924725782848
2022-02-01,10,3,6,0,9.686189190820224
2022-03-02,10,1,9,0,0.300195509790728
2022-04-01,10,0,10,0,1.636509693649958
2022-05-02,10,5,3,0,19.184513638657727
2022-06-01,10,3,6,0,9.263324522407158
2022-07-01,10,3,7,1,0.14172631622478804
2022-08-01,10,3,6,0,12.774813013594729
2022-09-01,10,7,2,0,12.215606274057206
2022-10-03,10,2,8,0,1.5698075766025121
2022-11-01,10,2,8,0,1.2081459254636746
2022-12-01,10,3,6,0,10.308581569581493
2023-01-02,10,3,7,0,0.717273163595054
2023-02-01,10,1,8,0,10.20478964175468
2023-03-01,10,5,4,0,7.78466149251943
2023-04-03,10,4,6,0,0.18037302653102577
2023-05-02,10,6,4,0,0.2357834797343425
2023-06-01,10,6,4,0,0.11683949098335474
2023-07-03,10,4,6,0,2.448322399163286
2023-08-01,10,5,5,0,0.3545578165483431
2023-09-01,10,2,8,0,1.7692901090793565
2023-10-03,10,5,4,0,10.595402818008248
2023-11-01,10,4,6,0,0.0841627810059515
2023-12-01,10,1,9,0,1.3776926482818526
2024-01-01,10,7,3,0,1.2664067664793042
2024-02-01,10,4,5,0,10.348137552758471
2024-03-01,10,8,0,0,19.476960003267575
2024-04-01,10,7,1,0,17.61762122460211
2024-05-02,10,8,1,0,7.14660544318028
2024-06-03,10,7,1,0,13.674804712764162
2024-07-01,10,2,7,0,9.489895600146962
2024-08-01,10,4,4,0,16.985375908304597
2024-09-02,10,5,3,0,15.540800800227045
2024-10-01,10,6,2,0,14.96119244298422
2024-11-01,10,0,10,0,1.5992171488677935
2024-12-02,10,5,4,0,8.731048019657596
2025-01-01,10,4,4,0,15.608499718074006
2025-02-01,10,0,9,0,11.573829897206727
2025-03-03,3,0,3,0,71.05019625990504
2025-04-01,10,1,9,0,1.9331169773860009
2025-05-02,10,7,2,0,10.296642436041989
2025-06-02,10,3,6,0,10.824905065947753
2025-07-01,10,3,7,0,0.11492666720350929
2025-08-01,10,2,8,0,2.3370611496911557
2025-09-01,10,2,7,0,9.193671228772303
2025-10-01,10,5,3,0,16.980611496037273
2025-11-03,10,3,7,0,0.16025081550623846
2025-12-01,10,6,3,0,7.965166243816774
2026-01-01,10,5,4,0,6.963784008631099
