date,universe_n,held_pre,bought,sold,cash_pct
2025-06-02,199,0,7,0,36.40588681230027
2025-06-09,199,4,6,0,6.815361605472335
2025-06-16,199,6,4,0,7.317964210701799
2025-06-23,199,9,1,0,9.480700654155733
2025-06-30,199,8,2,0,7.470554653435365
2025-07-07,199,8,2,0,8.351027739300944
2025-07-14,199,9,1,1,10.730803125074846
2025-07-21,199,8,2,2,8.814196335165251
2025-07-28,199,7,0,1,38.22225789845162
2025-08-04,199,6,4,0,10.550084747759888
2025-08-11,199,4,1,0,53.8315574793988
2025-08-18,199,4,6,1,6.332712658936053
2025-08-25,199,8,2,1,5.207917800947847
2025-09-01,199,8,2,0,3.9213151270415123
2025-09-08,199,10,0,0,3.826252699622702
2025-09-15,199,10,0,0,3.8218241475301276
2025-09-22,199,10,0,0,3.7925779382194635
2025-09-29,199,9,1,0,4.1706545934135155
2025-10-06,199,8,2,1,2.8325334928016797
2025-10-13,199,8,2,0,0.7120045944456591
2025-10-20,199,10,0,0,0.7028008821152543
2025-10-27,199,9,1,0,0.3084392368687524
2025-11-03,199,7,3,0,0.8204416622273834
2025-11-10,199,10,0,0,0.8259648865260464
2025-11-17,199,9,1,0,0.08422461190761747
2025-11-24,199,9,1,0,0.7159334729935972
2025-12-01,199,10,0,0,0.70506586338261
2025-12-08,199,5,1,2,35.577785799839695
2025-12-15,199,6,4,0,0.29177196138977385
2025-12-22,199,8,2,0,1.529644337786993
2025-12-29,199,9,1,0,1.7979169831161947
2026-01-05,199,10,0,0,1.764996232620557
2026-01-12,199,6,1,2,29.85756200271517
2026-01-19,199,6,4,0,3.230798149087429
2026-01-27,199,7,3,0,4.758212316720315
2026-02-02,199,7,1,1,23.421022305801905
2026-02-09,199,6,4,0,2.788051886899242
2026-02-16,199,9,1,1,2.4054557194133395
2026-02-23,199,10,0,0,2.368998135160533
2026-03-02,199,10,0,0,2.400573643131981
2026-03-09,199,3,1,5,62.044340862727196
2026-03-16,199,2,1,0,70.27158106849997
2026-03-23,199,2,0,0,79.8213872165199
2026-03-30,199,2,2,0,61.35347147557321
2026-04-06,199,2,6,1,22.672825953145583
2026-04-13,199,6,4,0,3.8588940923499826
2026-04-20,199,10,0,0,3.6537860511854627
2026-04-27,199,9,1,0,2.783081766625344
2026-05-04,199,8,2,1,0.5753648869113638
2026-05-11,199,9,1,1,0.45186581822569577
2026-05-18,199,5,3,1,20.289911612334517
2026-05-25,200,5,5,1,4.4079823489951515
