Condition,Tests,Avg_Return,Success_Rate,Correlation,Volatility
CALM,360,2.0113125314244567,61.111111111111114,0.060800299770018135,6.6197930263369225
BULL_MODERATE,400,3.47300159264263,72.25,-0.11460242781620433,5.920040656225973
BEAR_MODERATE,400,0.0888738045270037,54.75,0.00017355321066166737,6.175580700828855
SIDEWAYS,400,1.0108639618046622,55.00000000000001,-0.18494424803972973,7.127181140209154
