,equity,benchmark,drawdown_pct
2026-03-17,99345.41659999998,100000.0,0.0
2026-03-18,102607.90659999999,100833.93043752089,0.0
2026-03-19,100296.8966,97544.64905058156,-2.2522728282617477
2026-03-20,100296.8966,98021.08725446014,-2.2522728282617477
2026-03-23,95760.10259999998,95468.83853289534,-6.673758608773728
2026-03-24,96898.73259999999,97164.04845004564,-5.564068295688241
2026-03-25,98723.9626,98835.08154892981,-3.7852287691053865
2026-03-26,98723.9626,98835.08154892981,-3.7852287691053865
2026-03-27,98723.9626,96770.5104770768,-3.7852287691053865
2026-03-30,94536.96179999999,94700.21615019742,-7.865811775561548
2026-03-31,93844.93699999999,94700.21615019742,-8.54024791107082
2026-04-01,93844.93699999999,96175.97112497743,-8.54024791107082
2026-04-02,96395.837,96318.87856669154,-6.054182183266555
2026-04-06,99629.209,97400.8885042832,-2.9029903237495547
2026-04-07,99629.209,98059.8910891901,-2.9029903237495547
2026-04-08,99629.209,101764.96571140763,-2.9029903237495547
2026-04-09,106238.949,100822.47564489943,0.0
2026-04-10,109008.63899999998,101990.78166660028,0.0
2026-04-13,109008.63899999998,101108.93656869244,0.0
2026-04-15,111427.55959999998,102757.07664747127,0.0
2026-04-16,112229.89959999998,102610.55800576948,0.0
2026-04-17,112229.89959999998,103275.49919249096,0.0
2026-04-18,115066.96089999998,103275.49919249096,0.0
2026-04-20,115066.96089999998,103323.41385287789,0.0
2026-04-21,113749.22089999999,104221.3768296298,-1.1451940589142562
2026-04-22,112863.2009,103379.6027994751,-1.915197883704589
2026-04-23,112863.2009,102510.05731620421,-1.915197883704589
2026-04-24,112863.2009,101343.44093853432,-1.915197883704589
2026-04-25,110018.84089999998,101343.44093853432,-4.387115085438909
2026-04-27,110018.84089999998,102169.31243663316,-4.387115085438909
2026-04-28,112051.70509999999,101757.96694078931,-2.620435767500995
2026-04-29,114002.0251,102529.56276567893,-0.9254922452722747
2026-04-30,114002.0251,101765.8188159919,-0.9254922452722747
2026-05-04,114002.0251,102282.12102340412,-0.9254922452722747
2026-05-05,114002.0251,101915.30261731659,-0.9254922452722747
2026-05-06,114002.0251,103179.65330657952,-0.9254922452722747
2026-05-07,115047.68229999999,103161.42337269681,-0.016754244527883433
2026-05-08,115047.68229999999,102523.20175285659,-0.016754244527883433
