symbol,sector,entry_date,exit_date,holding_days,qty,entry_price,exit_price,gross_pl,entry_costs,exit_costs,tax_type,tax,net_pl,net_return_pct,entry_score,peak_score,exit_score,peak_price,exit_reason,slippage_bps
RVNL,Industrials,2026-03-18,2026-03-24,6,37,268.268,258.741,-352.5,11.78,9.93,STCG,0.0,-374.21,-3.7701,58.95,58.95,52.47,275.1,hard_stop:HARD_STOP - HARD STOP: loss -6.2% <= -5% threshold,10.0
SWIGGY,Consumer Cyclical,2026-03-18,2026-03-24,6,33,295.295,280.6691,-482.65,11.57,9.61,STCG,0.0,-503.83,-5.1703,58.74,58.74,56.4,298.75,hard_stop:HARD_STOP - HARD STOP: loss -8.3% <= -8% with score 56.4 (no override) — full exit,10.0
MOTILALOFS,Financial Services,2026-03-18,2026-03-24,6,14,686.636,649.1502,-524.8,11.41,9.43,STCG,0.0,-545.64,-5.6761,55.71,55.71,52.77,698.3,hard_stop:HARD_STOP - HARD STOP: loss -8.0% <= -8% with score 52.8 (no override) — full exit,10.0
BSE,Financial Services,2026-03-18,2026-03-24,6,3,2985.2823,2797.2,-564.25,10.63,8.7,STCG,0.0,-583.58,-6.5162,55.42,55.42,49.67,2995.6,hard_stop:HARD_STOP - HARD STOP: loss -9.1% <= -8% with score 49.7 (no override) — full exit,10.0
LODHA,Real Estate,2026-03-18,2026-03-24,6,11,848.2474,739.26,-1198.86,11.08,8.43,STCG,0.0,-1218.37,-13.0577,55.05,55.05,52.3,854.15,hard_stop:EMERGENCY - EMERGENCY EXIT: loss -12.7% <= -12% — capital preservation override,10.0
COCHINSHIP,Industrials,2026-03-24,2026-03-31,7,7,1320.319,1243.6551,-536.65,10.97,9.03,STCG,0.0,-556.65,-6.0229,54.85,57.94,56.44,1320.319,hard_stop:HARD_STOP - HARD STOP: loss -8.2% <= -7% threshold,10.0
MAZDOCK,Industrials,2026-03-24,2026-03-31,7,4,2262.26,2147.85,-457.64,10.74,8.91,STCG,0.0,-477.29,-5.2745,52.96,52.96,52.47,2262.26,hard_stop:HARD_STOP - HARD STOP: loss -7.8% <= -7% threshold,10.0
ABFRL,Consumer Cyclical,2026-03-18,2026-04-01,14,170,58.6085,55.4445,-537.88,11.83,9.78,STCG,0.0,-559.49,-5.6154,64.46,64.46,64.14,59.23,hard_stop:HARD_STOP - HARD STOP: loss -8.1% <= -8% with score 64.1 (no override) — full exit,10.0
BDL,Industrials,2026-03-24,2026-04-01,8,8,1186.2851,1131.0678,-441.74,11.27,9.39,STCG,0.0,-462.39,-4.8723,52.58,58.18,58.18,1186.2851,hard_stop:HARD_STOP - HARD STOP: loss -7.6% <= -5% threshold,10.0
IRB,Industrials,2026-03-31,2026-04-16,16,427,22.2222,22.008,-91.46,11.27,9.75,STCG,0.0,-112.48,-1.1853,58.28,58.28,45.54,22.2222,rotation: IRB(45.5) -> KPITTECH(60.8),10.0
OLAELEC,Consumer Cyclical,2026-03-18,2026-04-19,32,85,23.6536,40.8591,1462.47,2.39,3.6,STCG,218.47,1238.01,61.5753,69.94,78.87,68.08,40.82,scale_out_20: profit 72.6% AND score dropped 10.8pts (peak 78.9 -> 68.1),10.0
TATAELXSI,Technology,2026-03-18,2026-04-29,42,2,4116.112,4136.859,41.49,9.77,8.58,STCG,3.47,19.67,0.2389,57.01,57.01,47.86,4650.7,rotation: TATAELXSI(47.9) -> M&MFIN(58.9),10.0
M&MFIN,Financial Services,2026-04-29,2026-05-08,9,35,316.8165,326.673,344.98,13.16,11.86,STCG,47.99,271.96,2.4526,58.89,59.56,52.3,328.45,rotation: M&MFIN(52.3) -> VEDL(65.6),10.0
