symbol,sector,entry_date,exit_date,holding_days,qty,entry_price,exit_price,gross_pl,entry_costs,exit_costs,tax_type,tax,net_pl,net_return_pct,entry_score,peak_score,exit_score,peak_price,exit_reason,slippage_bps
M&MFIN,Financial Services,2025-12-02,2025-12-05,3,26,367.9175,344.655,-604.83,11.36,9.29,STCG,0.0,-625.48,-6.5386,36.5,36.5,36.5,367.9175,VMQ SWING STOP: loss -5.7% <= -5%,10.0
HINDZINC,Basic Materials,2025-12-02,2025-12-09,7,19,500.3499,488.511,-224.94,11.29,9.63,STCG,0.0,-245.85,-2.5861,67.93,67.93,-5.89,504.4,VMQ DAY-5 FAIL: -0.4% < 0% vs entry,10.0
ADANIPORTS,Industrials,2025-12-02,2025-12-09,7,6,1529.6281,1475.4231,-325.23,10.9,9.18,STCG,0.0,-345.31,-3.7624,20.65,20.65,-2.16,1529.6281,VMQ DAY-5 FAIL: -1.3% < 0% vs entry,10.0
POLICYBZR,Financial Services,2025-12-09,2025-12-18,9,5,1914.913,1773.225,-708.44,11.37,9.2,STCG,0.0,-729.0,-7.614,43.56,43.56,-14.86,1957.3,VMQ SWING STOP: loss -7.8% <= -5%,10.0
IOC,Energy,2025-12-16,2025-12-20,4,58,169.6795,162.4374,-420.04,11.68,9.77,STCG,0.0,-441.5,-4.4861,73.49,73.49,73.49,169.6795,VMQ DAY-3 FAIL: -4.2% < -2% vs entry,10.0
ICICIPRULI,Financial Services,2025-12-16,2025-12-23,7,15,652.0013,649.35,-39.77,11.61,10.1,STCG,0.0,-61.48,-0.6287,41.71,41.71,-14.28,652.0013,VMQ DAY-5 FAIL: -0.2% < 0% vs entry,10.0
GRASIM,Basic Materials,2025-12-16,2025-12-23,7,3,2824.822,2808.189,-49.9,10.06,8.74,STCG,0.0,-68.7,-0.8107,17.46,23.37,23.37,2824.822,VMQ DAY-5 FAIL: -0.4% < 0% vs entry,10.0
INFY,Technology,2025-12-23,2025-12-30,7,5,1680.679,1645.353,-176.63,9.98,8.53,STCG,0.0,-195.14,-2.3222,53.33,53.33,-11.87,1680.679,VMQ DAY-5 FAIL: -1.5% < 0% vs entry,10.0
VBL,Consumer Defensive,2025-12-23,2025-12-30,7,20,489.0886,482.517,-131.43,11.61,10.01,STCG,0.0,-153.05,-1.5647,44.25,44.25,16.14,489.0886,VMQ DAY-5 FAIL: -1.3% < 0% vs entry,10.0
IDEA,Communication Services,2025-12-02,2026-01-01,30,965,10.2102,11.1888,944.35,11.7,11.2,STCG,184.29,737.16,7.4817,15.17,15.17,-22.38,12.06,VMQ TRAIL STOP: -10.8% from peak ₹12.06,10.0
TATACONSUM,Consumer Defensive,2025-12-30,2026-01-03,4,8,1201.9007,1163.835,-304.53,11.42,9.66,STCG,0.0,-325.6,-3.3863,46.26,46.26,46.26,1201.9007,VMQ DAY-3 FAIL: -2.6% < -2% vs entry,10.0
HINDZINC,Basic Materials,2025-12-16,2026-01-09,24,17,564.564,587.5619,390.96,10.71,10.36,STCG,73.98,295.91,3.0832,38.73,38.73,-26.52,643.1,VMQ TRAIL STOP: -8.1% from peak ₹643.10,10.0
RVNL,Industrials,2025-12-23,2026-01-09,17,29,334.5342,343.656,264.53,11.52,10.34,STCG,48.54,194.14,2.0012,69.17,69.17,-22.2,387.95,VMQ TRAIL STOP: -11.7% from peak ₹387.95,10.0
GODREJPROP,Real Estate,2026-01-06,2026-01-10,4,4,2132.13,1992.9051,-556.9,10.13,8.27,STCG,0.0,-575.29,-6.7455,66.51,66.51,66.51,2138.2,VMQ SWING STOP: loss -6.6% <= -5%,10.0
POLYCAB,Industrials,2026-01-06,2026-01-13,7,1,7759.752,7632.36,-127.39,9.21,7.92,STCG,0.0,-144.52,-1.8624,66.49,66.49,-5.97,7897.0,VMQ DAY-5 FAIL: -1.0% < 0% vs entry,10.0
IRFC,Financial Services,2025-12-30,2026-01-21,22,78,126.4763,116.0139,-816.07,11.71,9.39,STCG,0.0,-837.17,-8.4861,65.12,65.12,-3.63,128.48,VMQ HARD STOP: loss -8.2% <= -8%,10.0
EICHERMOT,Consumer Cyclical,2025-12-02,2026-01-24,53,1,7132.125,7012.98,-119.15,8.47,7.27,STCG,0.0,-134.89,-1.8913,22.81,22.81,-2.97,7582.5,VMQ TRAIL STOP: -8.0% from peak ₹7582.50,10.0
TVSMOTOR,Consumer Cyclical,2025-12-02,2026-01-24,53,2,3663.4598,3596.4,-134.12,8.7,7.46,STCG,0.0,-150.28,-2.0511,17.71,17.71,2.66,3866.1001,VMQ TRAIL STOP: -8.2% from peak ₹3866.10,10.0
TORNTPHARM,Healthcare,2026-01-20,2026-01-24,4,2,4109.105,3964.032,-290.15,9.76,8.22,STCG,0.0,-308.13,-3.7493,27.62,27.62,27.62,4109.105,VMQ DAY-3 FAIL: -4.3% < -2% vs entry,10.0
COLPAL,Consumer Defensive,2026-01-20,2026-01-28,8,4,2177.175,2143.854,-133.28,10.34,8.89,STCG,0.0,-152.52,-1.7513,69.07,69.07,4.19,2179.6001,VMQ DAY-5 FAIL: -0.5% < 0% vs entry,10.0
GRASIM,Basic Materials,2026-01-28,2026-02-03,6,3,2872.9702,2866.131,-20.52,10.15,8.92,STCG,0.0,-39.58,-0.4593,52.03,52.03,21.48,2872.9702,VMQ DAY-5 FAIL: -3.4% < 0% vs entry,10.0
TECHM,Technology,2026-01-20,2026-02-04,15,5,1716.715,1649.349,-336.83,10.19,8.55,STCG,0.0,-355.57,-4.1425,60.98,60.98,-15.0,1768.4,VMQ DAY-5 FAIL: -0.9% < 0% vs entry,10.0
HCLTECH,Technology,2026-01-13,2026-02-07,25,5,1686.685,1598.7996,-439.43,10.01,8.29,STCG,0.0,-457.73,-5.4276,34.42,34.42,-3.69,1729.6,VMQ SWING STOP: loss -5.5% <= -5%,10.0
ZYDUSLIFE,Healthcare,2026-02-10,2026-02-17,7,10,920.92,909.09,-118.3,10.93,9.43,STCG,0.0,-138.66,-1.5057,70.66,70.66,-7.48,920.95,VMQ DAY-5 FAIL: -1.8% < 0% vs entry,10.0
IDFCFIRSTB,Financial Services,2025-12-16,2026-02-24,70,118,83.4233,69.8201,-1605.18,11.69,8.55,STCG,0.0,-1625.41,-16.5118,30.15,49.18,49.18,86.07,VMQ HARD STOP: loss -16.0% <= -8%,10.0
GMRAIRPORT,Industrials,2026-02-17,2026-03-03,14,99,99.9699,93.876,-603.3,11.75,9.64,STCG,0.0,-624.69,-6.3119,73.01,73.01,2.17,102.27,VMQ DAY-5 FAIL: -0.2% < 0% vs entry,10.0
SHRIRAMFIN,Financial Services,2025-12-23,2026-03-05,72,10,939.6387,1021.2777,816.39,11.16,10.59,STCG,158.93,635.71,6.7655,52.72,52.72,12.45,1104.6,VMQ TRAIL STOP: -8.6% from peak ₹1104.60,10.0
SONACOMS,Consumer Cyclical,2026-01-28,2026-03-05,36,19,489.9895,502.497,237.64,11.05,9.9,STCG,43.34,173.35,1.862,71.81,71.81,-4.95,545.35,VMQ TRAIL STOP: -8.1% from peak ₹545.35,10.0
CUMMINSIND,Industrials,2026-02-24,2026-03-05,9,2,4864.86,4624.371,-480.98,11.55,9.59,STCG,0.0,-502.12,-5.1607,27.79,27.79,-23.32,4962.7998,VMQ SWING STOP: loss -5.8% <= -5%,10.0
OIL,Energy,2026-03-03,2026-03-07,4,19,495.545,502.497,132.09,11.18,9.9,STCG,22.2,88.81,0.9432,66.98,66.98,66.98,495.545,VMQ DAY-3 FAIL: -2.2% < -2% vs entry,10.0
