date,universe_n,held_pre,bought,sold,cash_pct
2025-12-01,199,0,6,0,47.54062322431073
2025-12-08,199,3,1,2,65.69532656402576
2025-12-15,199,4,6,0,7.479110066613373
2025-12-22,199,6,4,2,6.544090643988164
2025-12-29,199,8,2,2,4.851481308903627
2026-01-05,199,8,2,0,8.537000735519284
2026-01-12,199,6,1,1,36.22532876915993
2026-01-19,199,7,3,0,10.3644796988788
2026-01-27,199,5,3,1,24.39893021519859
2026-02-02,199,7,1,1,23.717750860681072
2026-02-09,199,6,4,0,3.9525844999129576
2026-02-16,199,9,1,1,3.0641426091614536
2026-02-23,199,9,1,1,1.5841100580461378
2026-03-02,199,9,1,1,1.4744077662354103
2026-03-09,199,2,1,4,71.96258519691489
2026-03-16,199,2,1,0,70.70945242684702
2026-03-23,199,2,0,0,80.23408060028223
2026-03-30,199,2,2,0,62.092147115792706
2026-04-06,199,2,5,1,32.38499117997484
2026-04-13,199,5,5,0,4.469812292849123
2026-04-20,199,9,1,1,2.567052873806126
2026-04-27,199,8,2,1,2.120081743249587
2026-05-04,199,9,1,1,1.2485760550699818
2026-05-11,199,9,1,0,1.5859313159212716
2026-05-18,199,6,3,1,9.752983613787586
2026-05-25,200,5,5,2,3.9737698991454318
