symbol,fiscal_year,is_standard_period,roe,debt_to_equity,book_value_cr,bv_per_share,eps,net_profit_cr,equity_cr,borrowings_cr,revenue_cr,interest_expense_cr,revenue_growth_pct,earnings_growth_pct
CONCOR,Mar 2024,True,10.55,7.94,11827.0,38777.05,4091.8,1248.0,11827.0,939.0,8653.0,72.0,5.92,6.3
CONCOR,Mar 2025,True,10.44,6.95,12381.0,40593.44,4236.07,1292.0,12381.0,861.0,8887.0,74.0,2.7,3.53
CONCOR,Mar 2026,True,9.63,7.46,12943.0,33971.13,3270.34,1246.0,12943.0,965.0,9079.0,78.0,2.16,-3.56
CUMMINSIND,Mar 2015,True,25.0,0.1,3088.0,56145.45,14036.36,772.0,3088.0,3.0,4916.0,2.0,,
CUMMINSIND,Mar 2016,True,19.98,0.08,3608.0,65600.0,13109.09,721.0,3608.0,3.0,4720.0,10.0,-3.99,-6.61
CUMMINSIND,Mar 2017,True,19.01,6.51,3871.0,70381.82,13381.82,736.0,3871.0,252.0,5106.0,17.0,8.18,2.08
CUMMINSIND,Mar 2018,True,17.29,6.24,4118.0,74872.73,12945.45,712.0,4118.0,257.0,5112.0,15.0,0.12,-3.26
CUMMINSIND,Mar 2019,True,17.35,7.31,4283.0,77872.73,13509.09,743.0,4283.0,313.0,5697.0,17.0,11.44,4.35
CUMMINSIND,Mar 2020,True,16.04,11.63,4402.0,80036.36,12836.36,706.0,4402.0,512.0,5191.0,21.0,-8.88,-4.98
CUMMINSIND,Mar 2021,True,13.65,0.86,4651.0,84563.64,11545.45,635.0,4651.0,40.0,4360.0,17.0,-16.01,-10.06
CUMMINSIND,Mar 2022,True,18.15,8.12,5145.0,93545.45,16981.82,934.0,5145.0,418.0,6171.0,12.0,41.54,47.09
CUMMINSIND,Mar 2023,True,21.33,6.53,5758.0,104690.91,22327.27,1228.0,5758.0,376.0,7772.0,16.0,25.94,31.48
CUMMINSIND,Mar 2024,True,26.03,1.92,6612.0,120218.18,31290.91,1721.0,6612.0,127.0,9000.0,27.0,15.8,40.15
CUMMINSIND,Mar 2025,True,26.45,0.4,7561.0,137472.73,36363.64,2000.0,7561.0,30.0,10391.0,16.0,15.46,16.21
CUMMINSIND,Mar 2026,True,27.87,0.44,8475.0,154090.91,42945.45,2362.0,8475.0,37.0,12143.0,12.0,16.86,18.1
DLF,Mar 2015,True,1.85,89.5,27369.0,76879.21,1424.16,507.0,27369.0,24495.0,7649.0,2304.0,,
DLF,Mar 2016,True,1.27,104.96,24069.0,67420.17,854.34,305.0,24069.0,25264.0,9926.0,2680.0,29.77,-39.84
DLF,Mar 2017,True,2.88,118.84,24573.0,68831.93,1983.19,708.0,24573.0,29202.0,8221.0,2980.0,-17.18,132.13
DLF,Mar 2018,True,12.68,49.53,35311.0,98910.36,12540.62,4477.0,35311.0,17491.0,6707.0,2951.0,-18.42,532.34
DLF,Mar 2019,True,3.91,51.29,33576.0,76136.05,2979.59,1314.0,33576.0,17222.0,8366.0,2062.0,24.74,-70.65
DLF,Mar 2020,True,-1.71,23.52,34447.0,69589.9,-1191.92,-590.0,34447.0,8103.0,6083.0,1427.0,-27.29,-144.9
DLF,Mar 2021,True,3.06,19.48,35344.0,71402.02,2187.88,1083.0,35344.0,6886.0,5414.0,853.0,-11.0,
DLF,Mar 2022,True,4.13,11.5,36362.0,73458.59,3030.3,1500.0,36362.0,4182.0,5717.0,625.0,5.6,38.5
DLF,Mar 2023,True,5.4,8.85,37687.0,76135.35,4109.09,2034.0,37687.0,3334.0,5695.0,392.0,-0.38,35.6
DLF,Mar 2024,True,6.91,12.26,39431.0,79658.59,5503.03,2724.0,39431.0,4834.0,6427.0,356.0,12.85,33.92
DLF,Mar 2025,True,10.26,9.64,42550.0,85959.6,8822.22,4367.0,42550.0,4103.0,7994.0,397.0,24.38,60.32
DLF,Mar 2026,True,9.71,0.67,45473.0,91864.65,8919.19,4415.0,45473.0,306.0,8194.0,199.0,2.5,1.1
DABUR,Mar 2015,True,31.84,21.88,3354.0,19056.82,6068.18,1068.0,3354.0,734.0,7795.0,40.0,,
DABUR,Mar 2016,True,30.06,19.3,4171.0,23698.86,7125.0,1254.0,4171.0,805.0,7780.0,48.0,-0.19,17.42
DABUR,Mar 2017,True,26.41,20.12,4847.0,27539.77,7272.73,1280.0,4847.0,975.0,7614.0,54.0,-2.13,2.07
DABUR,Mar 2018,True,23.8,16.44,5706.0,32420.45,7715.91,1358.0,5706.0,938.0,7722.0,53.0,1.42,6.09
DABUR,Mar 2019,True,25.67,12.41,5632.0,31819.21,8169.49,1446.0,5632.0,699.0,8515.0,60.0,10.27,6.48
DABUR,Mar 2020,True,21.92,7.9,6606.0,37322.03,8180.79,1448.0,6606.0,522.0,8685.0,50.0,2.0,0.14
DABUR,Mar 2021,True,22.12,6.64,7664.0,43299.44,9576.27,1695.0,7664.0,509.0,9562.0,31.0,10.1,17.06
DABUR,Mar 2022,True,20.78,12.29,8382.0,47355.93,9841.81,1742.0,8382.0,1030.0,10889.0,39.0,13.88,2.77
DABUR,Mar 2023,True,18.96,13.08,8973.0,50694.92,9610.17,1701.0,8973.0,1174.0,11530.0,78.0,5.89,-2.35
DABUR,Mar 2024,True,18.36,13.84,9866.0,55740.11,10231.64,1811.0,9866.0,1365.0,12404.0,124.0,7.58,6.47
DABUR,Mar 2025,True,16.11,8.8,10800.0,61016.95,9830.51,1740.0,10800.0,950.0,12563.0,164.0,1.28,-3.92
DABUR,Mar 2026,True,16.37,11.27,11419.0,64514.12,10559.32,1869.0,11419.0,1287.0,13193.0,145.0,5.01,7.41
DIVISLAB,Mar 2015,True,24.37,0.77,3496.0,129481.48,31555.56,852.0,3496.0,27.0,3115.0,3.0,,
DIVISLAB,Mar 2016,True,26.23,0.98,4293.0,81000.0,21245.28,1126.0,4293.0,42.0,3776.0,5.0,21.22,32.16
DIVISLAB,Mar 2017,True,19.79,0.67,5357.0,101075.47,20000.0,1060.0,5357.0,36.0,4064.0,3.0,7.63,-5.86
DIVISLAB,Mar 2018,True,14.8,1.06,5925.0,111792.45,16547.17,877.0,5925.0,63.0,3891.0,2.0,-4.26,-17.26
DIVISLAB,Mar 2019,True,19.45,1.52,6957.0,131264.15,25528.3,1353.0,6957.0,106.0,4946.0,5.0,27.11,54.28
DIVISLAB,Mar 2020,True,18.84,0.53,7310.0,137924.53,25981.13,1377.0,7310.0,39.0,5394.0,7.0,9.06,1.77
DIVISLAB,Mar 2021,True,21.34,0.05,9295.0,175377.36,37433.96,1984.0,9295.0,5.0,6969.0,2.0,29.2,44.08
DIVISLAB,Mar 2022,True,25.24,0.03,11728.0,221283.02,55849.06,2960.0,11728.0,4.0,8960.0,2.0,28.57,49.19
DIVISLAB,Mar 2023,True,14.28,0.02,12767.0,240886.79,34396.23,1823.0,12767.0,3.0,7768.0,2.0,-13.3,-38.41
DIVISLAB,Mar 2024,True,11.79,0.02,13571.0,256056.6,30188.68,1600.0,13571.0,3.0,7845.0,4.0,0.99,-12.23
DIVISLAB,Mar 2025,True,14.64,0.03,14969.0,282433.96,41339.62,2191.0,14969.0,4.0,9360.0,3.0,19.31,36.94
DIVISLAB,Mar 2026,True,15.32,0.04,16761.0,316245.28,48452.83,2568.0,16761.0,7.0,10560.0,23.0,12.82,17.21
DIXON,Mar 2015,True,15.29,96.47,85.0,28333.33,4333.33,13.0,85.0,82.0,1201.0,10.0,,
DIXON,Mar 2016,True,34.96,65.04,123.0,41000.0,14333.33,43.0,123.0,80.0,1389.0,13.0,15.65,230.77
DIXON,Mar 2017,True,24.37,21.83,197.0,17909.09,4363.64,48.0,197.0,43.0,2457.0,16.0,76.89,11.63
DIXON,Mar 2018,True,19.37,14.29,315.0,28636.36,5545.45,61.0,315.0,45.0,2842.0,13.0,15.67,27.08
DIXON,Mar 2019,True,16.67,37.3,378.0,34363.64,5727.27,63.0,378.0,141.0,2984.0,26.0,5.0,3.28
DIXON,Mar 2020,True,22.14,16.05,542.0,45166.67,10000.0,120.0,542.0,87.0,4400.0,39.0,47.45,90.48
DIXON,Mar 2021,True,21.68,39.97,738.0,61500.0,13333.33,160.0,738.0,295.0,6448.0,33.0,46.55,33.33
DIXON,Mar 2022,True,19.06,66.9,997.0,83083.33,15833.33,190.0,997.0,667.0,10697.0,49.0,65.9,18.75
DIXON,Mar 2023,True,19.84,35.25,1285.0,107083.33,21250.0,255.0,1285.0,453.0,12192.0,64.0,13.98,34.21
DIXON,Mar 2024,True,22.12,28.85,1695.0,141250.0,31250.0,375.0,1695.0,489.0,17691.0,81.0,45.1,47.06
DIXON,Mar 2025,True,40.96,22.29,3010.0,250833.33,102750.0,1233.0,3010.0,671.0,38860.0,162.0,119.66,228.8
DIXON,Mar 2026,True,35.15,21.25,4677.0,389750.0,137000.0,1644.0,4677.0,994.0,48873.0,137.0,25.77,33.33
DRREDDY,Mar 2015,True,23.71,43.78,9853.0,115917.65,27482.35,2336.0,9853.0,4314.0,15023.0,108.0,,
DRREDDY,Mar 2016,True,16.95,26.67,12569.0,147870.59,25070.59,2131.0,12569.0,3352.0,15568.0,83.0,3.63,-8.78
DRREDDY,Mar 2017,True,10.54,40.11,12262.0,147734.94,15566.27,1292.0,12262.0,4918.0,14196.0,63.0,-8.81,-39.37
DRREDDY,Mar 2018,True,7.53,40.34,12572.0,151469.88,11409.64,947.0,12572.0,5071.0,14281.0,79.0,0.6,-26.7
DRREDDY,Mar 2019,True,13.9,27.37,14024.0,168963.86,23493.98,1950.0,14024.0,3838.0,15448.0,89.0,8.17,105.91
DRREDDY,Mar 2020,True,12.99,14.17,15599.0,187939.76,24409.64,2026.0,15599.0,2210.0,17517.0,98.0,13.39,3.9
DRREDDY,Mar 2021,True,11.07,17.18,17641.0,212542.17,23518.07,1952.0,17641.0,3031.0,19048.0,97.0,8.74,-3.65
DRREDDY,Mar 2022,True,11.36,17.61,19212.0,231469.88,26289.16,2182.0,19212.0,3384.0,21545.0,96.0,13.11,11.78
DRREDDY,Mar 2023,True,19.35,5.78,23286.0,280554.22,54301.2,4507.0,23286.0,1347.0,24670.0,143.0,14.5,106.55
DRREDDY,Mar 2024,True,19.74,7.09,28254.0,340409.64,67204.82,5578.0,28254.0,2002.0,28011.0,171.0,13.54,23.76
DRREDDY,Mar 2025,True,17.06,13.94,33549.0,404204.82,68975.9,5725.0,33549.0,4677.0,32644.0,283.0,16.54,2.64
DRREDDY,Mar 2026,True,10.97,20.41,37892.0,451095.24,49500.0,4158.0,37892.0,7734.0,33700.0,374.0,3.23,-27.37
EICHERMOT,Dec 2014,True,27.9,2.31,2516.0,93185.19,26000.0,702.0,2516.0,58.0,8738.0,10.0,,
EICHERMOT,Mar 2016,True,,0.63,3653.0,135296.3,,,3653.0,23.0,,,,
EICHERMOT,"Mar 2016
            
            
              15m",False,,,,,,1338.0,,0.0,6173.0,2.0,,
EICHERMOT,Mar 2017,True,31.19,2.1,5345.0,197962.96,61740.74,1667.0,5345.0,112.0,7033.0,4.0,,
EICHERMOT,Mar 2018,True,27.88,2.15,7030.0,260370.37,72592.59,1960.0,7030.0,151.0,8965.0,5.0,27.47,17.58
EICHERMOT,Mar 2019,True,24.7,2.1,8918.0,330296.3,81592.59,2203.0,8918.0,187.0,9797.0,7.0,9.28,12.4
EICHERMOT,Mar 2020,True,18.3,2.49,9981.0,369666.67,67666.67,1827.0,9981.0,249.0,9154.0,19.0,-6.56,-17.07
EICHERMOT,Mar 2021,True,11.78,1.91,11438.0,423629.63,49888.89,1347.0,11438.0,219.0,8720.0,16.0,-4.74,-26.27
EICHERMOT,Mar 2022,True,13.3,0.86,12608.0,466962.96,62111.11,1677.0,12608.0,108.0,10298.0,19.0,18.1,24.5
EICHERMOT,Mar 2023,True,19.44,1.92,14990.0,555185.19,107925.93,2914.0,14990.0,288.0,14442.0,28.0,40.24,73.76
EICHERMOT,Mar 2024,True,22.17,2.32,18045.0,668333.33,148185.19,4001.0,18045.0,419.0,16536.0,51.0,14.5,37.3
EICHERMOT,Mar 2025,True,22.23,2.15,21296.0,788740.74,175333.33,4734.0,21296.0,458.0,18870.0,54.0,14.11,18.32
EICHERMOT,Mar 2026,True,21.97,2.05,25100.0,929629.63,204259.26,5515.0,25100.0,514.0,23408.0,72.0,24.05,16.5
ESCORTS,Mar 2015,True,4.15,26.45,1830.0,15378.15,638.66,76.0,1830.0,484.0,4113.0,58.0,,
ESCORTS,Mar 2016,True,4.77,25.09,1467.0,11926.83,569.11,70.0,1467.0,368.0,3432.0,51.0,-16.56,-7.89
ESCORTS,Mar 2017,True,8.08,16.35,1621.0,13178.86,1065.04,131.0,1621.0,265.0,4145.0,32.0,20.78,87.14
ESCORTS,Mar 2018,True,15.66,2.3,2216.0,18016.26,2821.14,347.0,2216.0,51.0,5059.0,29.0,22.05,164.89
ESCORTS,Mar 2019,True,17.88,10.51,2674.0,21739.84,3886.18,478.0,2674.0,281.0,6262.0,20.0,23.78,37.75
ESCORTS,Mar 2020,True,15.14,1.54,3118.0,25349.59,3837.4,472.0,3118.0,48.0,5810.0,17.0,-7.22,-1.26
ESCORTS,Mar 2021,True,17.35,1.21,5026.0,37229.63,6459.26,872.0,5026.0,61.0,7014.0,13.0,20.72,84.75
ESCORTS,Mar 2022,True,9.68,0.68,7600.0,57575.76,5575.76,736.0,7600.0,52.0,7283.0,15.0,3.84,-15.6
ESCORTS,Mar 2023,True,7.78,0.7,8187.0,62022.73,4825.76,637.0,8187.0,57.0,8429.0,13.0,15.74,-13.45
ESCORTS,Mar 2024,True,11.47,4.77,9388.0,85345.45,9790.91,1077.0,9388.0,448.0,9804.0,42.0,16.31,69.07
ESCORTS,Mar 2025,True,12.2,1.01,10367.0,92562.5,11294.64,1265.0,10367.0,105.0,10244.0,29.0,4.49,17.46
ESCORTS,Mar 2026,True,19.35,1.31,12373.0,110473.21,21375.0,2394.0,12373.0,162.0,11540.0,20.0,12.65,89.25
ETERNAL,Mar 2018,True,-10.33,17.95,1036.03,34534333.33,-3566666.67,-107.0,1036.03,186.0,466.0,6.0,,
ETERNAL,Mar 2019,True,-42.87,14.77,2356.03,78534333.33,-33666666.67,-1010.0,2356.03,348.0,1313.0,9.0,181.76,
ETERNAL,Mar 2020,True,-522.07,71.33,457.03,15234333.33,-79533333.33,-2386.0,457.03,326.0,2605.0,13.0,98.4,
ETERNAL,Mar 2021,True,-10.68,6.89,7644.0,,,-816.0,7644.0,527.0,1994.0,10.0,-23.45,
ETERNAL,Mar 2022,True,-7.4,0.42,16505.0,21603.4,-1599.48,-1222.0,16505.0,70.0,4192.0,12.0,110.23,
ETERNAL,Mar 2023,True,-4.99,2.61,19460.0,23277.51,-1161.48,-971.0,19460.0,507.0,7079.0,49.0,68.87,
ETERNAL,Mar 2024,True,1.72,3.67,20413.0,23517.28,404.38,351.0,20413.0,749.0,12114.0,72.0,71.13,
ETERNAL,Mar 2025,True,1.74,6.75,30317.0,33425.58,581.04,527.0,30317.0,2045.0,20243.0,154.0,67.1,50.14
ETERNAL,Mar 2026,True,1.18,14.82,30980.0,33710.55,398.26,366.0,30980.0,4592.0,54364.0,392.0,168.56,-30.55
EXIDEIND,Mar 2015,True,16.04,1.51,3841.0,45188.24,7247.06,616.0,3841.0,58.0,9471.0,9.0,,
EXIDEIND,Mar 2016,True,15.95,2.62,4390.0,51647.06,8235.29,700.0,4390.0,115.0,9477.0,79.0,0.06,13.64
EXIDEIND,Mar 2017,True,15.98,3.72,5032.0,59200.0,9458.82,804.0,5032.0,187.0,11179.0,153.0,17.96,14.86
EXIDEIND,Mar 2018,True,12.78,1.11,5429.0,63870.59,8164.71,694.0,5429.0,60.0,12808.0,114.0,14.57,-13.68
EXIDEIND,Mar 2019,True,13.87,1.46,6107.0,71847.06,9964.71,847.0,6107.0,89.0,14721.0,117.0,14.94,22.05
EXIDEIND,Mar 2020,True,11.78,3.03,6467.0,76082.35,8964.71,762.0,6467.0,196.0,14471.0,108.0,-1.7,-10.04
EXIDEIND,Mar 2021,True,11.04,7.0,7272.0,85552.94,9447.06,803.0,7272.0,509.0,10359.0,37.0,-28.42,5.38
EXIDEIND,Mar 2022,True,41.17,4.91,10584.0,124517.65,51258.82,4357.0,10584.0,520.0,12789.0,64.0,23.46,442.59
EXIDEIND,Mar 2023,True,7.39,5.28,11132.0,130964.71,9682.35,823.0,11132.0,588.0,15078.0,79.0,17.9,-81.11
EXIDEIND,Mar 2024,True,6.85,8.71,12886.0,151600.0,10388.24,883.0,12886.0,1123.0,16770.0,120.0,11.22,7.29
EXIDEIND,Mar 2025,True,5.75,14.5,13913.0,163682.35,9411.76,800.0,13913.0,2017.0,17238.0,160.0,2.79,-9.4
EXIDEIND,Mar 2026,True,6.18,11.33,13905.0,163588.24,10117.65,860.0,13905.0,1575.0,17995.0,124.0,4.39,7.5
NYKAA,Mar 2018,True,-22.95,68.03,122.0,8714.29,-2000.0,-28.0,122.0,83.0,574.0,7.0,,
NYKAA,Mar 2019,True,-10.87,134.78,230.0,16428.57,-1785.71,-25.0,230.0,310.0,1111.0,27.0,93.55,
NYKAA,Mar 2020,True,-4.97,128.26,322.0,21466.67,-1066.67,-16.0,322.0,413.0,1768.0,46.0,59.14,
NYKAA,Mar 2021,True,12.65,67.96,490.0,32666.67,4133.33,62.0,490.0,333.0,2441.0,32.0,38.07,
NYKAA,Mar 2022,True,3.06,44.29,1339.0,28489.36,872.34,41.0,1339.0,593.0,3774.0,47.0,54.61,-33.87
NYKAA,Mar 2023,True,1.52,57.91,1378.0,4835.09,73.68,21.0,1378.0,798.0,5144.0,76.0,36.3,-48.78
NYKAA,Mar 2024,True,3.17,76.72,1263.0,4416.08,139.86,40.0,1263.0,969.0,6386.0,84.0,24.14,90.48
NYKAA,Mar 2025,True,5.53,101.54,1301.0,4548.95,251.75,72.0,1301.0,1321.0,7950.0,108.0,24.49,80.0
NYKAA,Mar 2026,True,14.19,86.09,1438.0,5027.97,713.29,204.0,1438.0,1238.0,10022.0,117.0,26.06,183.33
FEDERALBNK,Mar 2015,True,13.74,0.0,7700.0,45029.24,6187.13,1058.0,7700.0,0.0,,5056.0,,
FEDERALBNK,Mar 2016,True,6.03,0.0,8064.0,23441.86,1412.79,486.0,8064.0,0.0,,5259.0,,-54.06
FEDERALBNK,Mar 2017,True,9.68,0.0,8952.0,25947.83,2513.04,867.0,8952.0,0.0,,5653.0,,78.4
FEDERALBNK,Mar 2018,True,7.62,0.0,12274.0,31152.28,2373.1,935.0,12274.0,0.0,,6226.0,,7.84
FEDERALBNK,Mar 2019,True,9.76,0.0,13498.0,34000.0,3319.9,1318.0,13498.0,0.0,,7316.0,,40.96
FEDERALBNK,Mar 2020,True,10.73,0.0,14823.0,37150.38,3984.96,1590.0,14823.0,0.0,,8678.0,,20.64
FEDERALBNK,Mar 2021,True,10.18,0.0,16504.0,41363.41,4210.53,1680.0,16504.0,0.0,,8435.0,,5.66
FEDERALBNK,Mar 2022,True,10.37,0.0,19256.0,45738.72,4741.09,1996.0,19256.0,0.0,,7959.0,,18.81
FEDERALBNK,Mar 2023,True,14.51,0.0,22122.0,52297.87,7588.65,3210.0,22122.0,0.0,,9975.0,,60.82
FEDERALBNK,Mar 2024,True,13.17,0.0,30105.0,61817.25,8139.63,3964.0,30105.0,0.0,,14495.0,,23.49
FEDERALBNK,Mar 2025,True,12.26,0.0,34538.0,70342.16,8623.22,4234.0,34538.0,0.0,,17631.0,,6.81
FEDERALBNK,Mar 2026,True,11.22,0.0,40043.0,81223.12,9109.53,4491.0,40043.0,0.0,,17772.0,,6.07
GAIL,Mar 2015,True,9.29,53.76,34022.0,26831.23,2492.11,3160.0,34022.0,18291.0,60557.0,652.0,,
GAIL,Mar 2016,True,5.15,24.87,36403.0,28708.99,1477.92,1874.0,36403.0,9052.0,52053.0,822.0,-14.04,-40.7
GAIL,Mar 2017,True,8.58,16.67,39305.0,23243.64,1995.27,3374.0,39305.0,6553.0,48552.0,509.0,-6.73,80.04
GAIL,Mar 2018,True,11.53,9.3,41679.0,18482.93,2130.82,4805.0,41679.0,3876.0,54496.0,295.0,12.24,42.41
GAIL,Mar 2019,True,14.24,4.83,46004.0,20400.89,2905.99,6553.0,46004.0,2224.0,76190.0,159.0,39.81,36.38
GAIL,Mar 2020,True,19.31,14.03,49268.0,10924.17,2109.76,9515.0,49268.0,6912.0,72518.0,309.0,-4.82,45.2
GAIL,Mar 2021,True,11.55,14.8,53182.0,11977.93,1383.56,6143.0,53182.0,7873.0,57372.0,179.0,-20.89,-35.44
GAIL,Mar 2022,True,19.19,14.37,64114.0,14440.09,2771.17,12304.0,64114.0,9216.0,92770.0,202.0,61.7,100.29
GAIL,Mar 2023,True,8.62,27.44,64927.0,9874.83,851.1,5596.0,64927.0,17816.0,145668.0,365.0,57.02,-54.52
GAIL,Mar 2024,True,12.86,28.3,76997.0,11710.57,1506.16,9903.0,76997.0,21794.0,133228.0,719.0,-8.54,76.97
GAIL,Mar 2025,True,14.66,25.41,84997.0,12927.3,1895.51,12463.0,84997.0,21595.0,141903.0,748.0,6.51,25.85
GAIL,Mar 2026,True,8.51,27.88,89049.0,13543.57,1153.16,7582.0,89049.0,24831.0,141598.0,964.0,-0.21,-39.16
GMRAIRPORT,Mar 2015,True,-51.48,864.87,5773.0,13240.83,-6816.51,-2972.0,5773.0,49929.0,11088.0,3572.0,,
GMRAIRPORT,Mar 2016,True,-55.08,790.3,4991.0,8263.25,-4551.32,-2749.0,4991.0,39444.0,8261.0,2196.0,-25.5,
GMRAIRPORT,Mar 2017,True,-6.49,402.1,5343.0,8846.03,-574.5,-347.0,5343.0,21484.0,9557.0,2128.0,15.69,
GMRAIRPORT,Mar 2018,True,-32.36,680.24,3446.0,5705.3,-1846.03,-1115.0,3446.0,23441.0,8556.0,2316.0,-10.47,
GMRAIRPORT,Mar 2019,True,,,,,,-3356.0,,27580.0,7411.0,2684.0,-13.38,
GMRAIRPORT,Mar 2020,True,,,,,,-2202.0,,34442.0,8395.0,3545.0,13.28,
GMRAIRPORT,Mar 2021,True,,,,,,-3428.0,,36864.0,3566.0,1803.0,-57.52,
GMRAIRPORT,Mar 2022,True,,,,,,-1131.0,,26633.0,4601.0,2019.0,29.02,
GMRAIRPORT,Mar 2023,True,,,,,,-840.0,,32157.0,6674.0,2338.0,45.06,
GMRAIRPORT,Mar 2024,True,,,,,,-828.0,,35905.0,8755.0,2929.0,31.18,
GMRAIRPORT,Mar 2025,True,,,,,,-817.0,,38218.0,10414.0,3705.0,18.95,
GMRAIRPORT,Mar 2026,True,,,,,,472.0,,43283.0,14807.0,3859.0,42.18,
GLENMARK,Mar 2015,True,11.72,213.12,1783.0,66037.04,7740.74,209.0,1783.0,3800.0,6563.0,190.0,,
GLENMARK,Mar 2016,True,20.47,109.89,3629.0,129607.14,26535.71,743.0,3629.0,3988.0,7562.0,179.0,15.22,255.5
GLENMARK,Mar 2017,True,24.69,105.16,4492.0,160428.57,39607.14,1109.0,4492.0,4724.0,9079.0,237.0,20.06,49.26
GLENMARK,Mar 2018,True,15.57,89.85,5163.0,184392.86,28714.29,804.0,5163.0,4639.0,9074.0,286.0,-0.06,-27.5
GLENMARK,Mar 2019,True,16.5,79.38,5605.0,200178.57,33035.71,925.0,5605.0,4449.0,9865.0,335.0,8.72,15.05
GLENMARK,Mar 2020,True,12.78,80.21,6070.0,216785.71,27714.29,776.0,6070.0,4869.0,10641.0,377.0,7.87,-16.11
GLENMARK,Mar 2021,True,13.73,70.58,7064.0,252285.71,34642.86,970.0,7064.0,4986.0,10944.0,353.0,2.85,25.0
GLENMARK,Mar 2022,True,10.94,43.61,9086.0,324500.0,35500.0,994.0,9086.0,3962.0,12305.0,298.0,12.44,2.47
GLENMARK,Mar 2023,True,3.98,48.64,9474.0,338357.14,13464.29,377.0,9474.0,4608.0,11583.0,349.0,-5.87,-62.07
GLENMARK,Mar 2024,True,-18.27,15.69,7848.0,280285.71,-51214.29,-1434.0,7848.0,1231.0,11813.0,516.0,1.99,-480.37
GLENMARK,Mar 2025,True,11.83,27.95,8849.0,316035.71,37392.86,1047.0,8849.0,2473.0,13322.0,207.0,12.77,
GLENMARK,Mar 2026,True,12.96,5.65,10512.0,375428.57,48642.86,1362.0,10512.0,594.0,16983.0,209.0,27.48,30.09
GODREJCP,Mar 2015,True,22.64,63.02,4311.0,126794.12,28705.88,976.0,4311.0,2717.0,8273.0,112.0,,
GODREJCP,Mar 2016,True,19.48,67.75,4267.0,125500.0,24441.18,831.0,4267.0,2891.0,8424.0,128.0,1.83,-14.86
GODREJCP,Mar 2017,True,24.67,75.46,5302.0,155941.18,38470.59,1308.0,5302.0,4001.0,9268.0,154.0,10.02,57.4
GODREJCP,Mar 2018,True,26.11,56.06,6258.0,92029.41,24029.41,1634.0,6258.0,3508.0,9847.0,173.0,6.25,24.92
GODREJCP,Mar 2019,True,32.23,46.54,7267.0,71245.1,22960.78,2342.0,7267.0,3382.0,10314.0,238.0,4.74,43.33
GODREJCP,Mar 2020,True,18.95,45.26,7898.0,77431.37,14676.47,1497.0,7898.0,3575.0,9911.0,228.0,-3.91,-36.08
GODREJCP,Mar 2021,True,18.23,19.75,9439.0,92539.22,16872.55,1721.0,9439.0,1864.0,11029.0,138.0,11.28,14.96
GODREJCP,Mar 2022,True,15.43,14.75,11556.0,113294.12,17480.39,1783.0,11556.0,1704.0,12276.0,122.0,11.31,3.6
GODREJCP,Mar 2023,True,12.34,8.19,13794.0,135235.29,16686.27,1702.0,13794.0,1130.0,13316.0,188.0,8.47,-4.54
GODREJCP,Mar 2024,True,-4.45,25.58,12598.0,123509.8,-5500.0,-561.0,12598.0,3222.0,14096.0,310.0,5.86,-132.96
GODREJCP,Mar 2025,True,15.43,33.41,11999.0,117637.25,18156.86,1852.0,11999.0,4009.0,14364.0,361.0,1.9,
GODREJCP,Mar 2026,True,14.71,34.9,12653.0,124049.02,18245.1,1861.0,12653.0,4416.0,15178.0,332.0,5.67,0.49
GODREJPROP,Mar 2015,True,12.78,188.74,1847.0,18470.0,2360.0,236.0,1847.0,3486.0,1843.0,5.0,,
GODREJPROP,Mar 2016,True,9.07,176.94,1765.0,16342.59,1481.48,160.0,1765.0,3123.0,2123.0,41.0,15.19,-32.2
GODREJPROP,Mar 2017,True,10.33,198.6,2004.0,18555.56,1916.67,207.0,2004.0,3980.0,1583.0,104.0,-25.44,29.37
GODREJPROP,Mar 2018,True,7.19,306.03,1210.0,11203.7,805.56,87.0,1210.0,3703.0,1604.0,150.0,1.33,-57.97
GODREJPROP,Mar 2019,True,10.25,142.41,2469.0,21469.57,2200.0,253.0,2469.0,3516.0,2817.0,234.0,75.62,190.8
GODREJPROP,Mar 2020,True,5.7,77.33,4804.0,38126.98,2174.6,274.0,4804.0,3715.0,2441.0,220.0,-13.35,8.3
GODREJPROP,Mar 2021,True,-2.27,54.59,8320.0,59856.12,-1359.71,-189.0,8320.0,4542.0,765.0,185.0,-68.66,-168.98
GODREJPROP,Mar 2022,True,4.05,59.9,8675.0,62410.07,2525.18,351.0,8675.0,5196.0,1825.0,167.0,138.56,
GODREJPROP,Mar 2023,True,6.7,69.42,9264.0,66647.48,4467.63,621.0,9264.0,6431.0,2252.0,174.0,23.4,76.92
GODREJPROP,Mar 2024,True,7.48,106.88,9992.0,71884.89,5374.1,747.0,9992.0,10679.0,3036.0,152.0,34.81,20.29
GODREJPROP,Mar 2025,True,8.02,73.01,17313.0,114655.63,9198.68,1389.0,17313.0,12641.0,4923.0,174.0,62.15,85.94
GODREJPROP,Mar 2026,True,9.61,82.97,19156.0,126860.93,12192.05,1841.0,19156.0,15894.0,5131.0,137.0,4.23,32.54
GRASIM,Mar 2015,True,11.16,51.56,23140.0,251521.74,28065.22,2582.0,23140.0,11930.0,31734.0,667.0,,
