symbol,fiscal_year,is_standard_period,roe,debt_to_equity,book_value_cr,bv_per_share,eps,net_profit_cr,equity_cr,borrowings_cr,revenue_cr,interest_expense_cr,revenue_growth_pct,earnings_growth_pct
INFY,Mar 2021,True,25.44,6.97,76351.0,35946.8,9144.54,19423.0,76351.0,5325.0,100472.0,195.0,10.66,16.73
INFY,Mar 2022,True,29.39,7.26,75350.0,35915.16,10555.77,22146.0,75350.0,5474.0,121641.0,200.0,21.07,14.02
INFY,Mar 2023,True,31.97,11.01,75407.0,36446.11,11652.01,24108.0,75407.0,8299.0,146767.0,284.0,20.66,8.86
INFY,Mar 2024,True,29.79,9.49,88116.0,42547.56,12674.07,26248.0,88116.0,8359.0,153670.0,470.0,4.7,8.88
INFY,Mar 2025,True,27.92,8.59,95818.0,46221.9,12904.0,26750.0,95818.0,8227.0,162990.0,416.0,6.06,1.91
INFY,Mar 2026,True,31.74,9.88,92852.0,45875.49,14562.25,29474.0,92852.0,9176.0,178650.0,416.0,9.61,10.18
INDIGO,Mar 2017,True,43.9,68.7,3779.0,10468.14,4595.57,1659.0,3779.0,2596.0,18580.0,406.0,,
INDIGO,Mar 2018,True,31.68,31.85,7077.0,18429.69,5838.54,2242.0,7077.0,2254.0,23021.0,413.0,23.9,35.14
INDIGO,Mar 2019,True,2.26,34.97,6945.0,18085.94,408.85,157.0,6945.0,2429.0,28497.0,563.0,23.79,-93.0
INDIGO,Mar 2020,True,-3.98,386.51,5878.0,15267.53,-607.79,-234.0,5878.0,22719.0,35756.0,1902.0,25.47,-249.04
INDIGO,Mar 2021,True,-5230.63,26900.9,111.0,288.31,-15080.52,-5806.0,111.0,29860.0,14641.0,2170.0,-59.05,
INDIGO,Mar 2022,True,,,,,,-6162.0,,36878.0,25931.0,2386.0,77.11,
INDIGO,Mar 2023,True,,,,,,-306.0,,44860.0,54446.0,3168.0,109.96,
INDIGO,Mar 2024,True,409.42,2569.14,1996.0,5170.98,21170.98,8172.0,1996.0,51280.0,68904.0,4208.0,26.55,
INDIGO,Mar 2025,True,77.48,713.17,9368.0,24269.43,18803.11,7258.0,9368.0,66810.0,80803.0,5124.0,17.27,-11.18
INDIGO,Mar 2026,True,-34.34,1115.32,6971.0,18012.92,-6186.05,-2394.0,6971.0,77749.0,84962.0,5891.0,5.15,-132.98
JSWENERGY,Mar 2015,True,18.06,123.62,7518.0,4584.15,828.05,1358.0,7518.0,9294.0,9347.0,1137.0,,
JSWENERGY,Mar 2016,True,15.05,153.15,9704.0,5964.35,897.36,1460.0,9704.0,14862.0,9824.0,1498.0,5.1,7.51
JSWENERGY,Mar 2017,True,6.01,138.38,10369.0,6369.16,382.68,623.0,10369.0,14349.0,8263.0,1685.0,-15.89,-57.33
JSWENERGY,Mar 2018,True,0.77,106.96,11110.0,6774.39,51.83,85.0,11110.0,11883.0,8049.0,1456.0,-2.59,-86.36
JSWENERGY,Mar 2019,True,5.79,89.28,11822.0,7204.14,416.82,684.0,11822.0,10555.0,9138.0,1192.0,13.53,704.71
JSWENERGY,Mar 2020,True,9.28,84.49,11646.0,7092.57,658.34,1081.0,11646.0,9840.0,8273.0,1051.0,-9.47,58.04
JSWENERGY,Mar 2021,True,5.67,57.7,14507.0,8834.96,501.22,823.0,14507.0,8371.0,6922.0,896.0,-16.33,-23.87
JSWENERGY,Mar 2022,True,10.01,51.35,17415.0,10618.9,1062.8,1743.0,17415.0,8943.0,8167.0,777.0,17.99,111.79
JSWENERGY,Mar 2023,True,7.94,134.47,18629.0,11352.22,901.89,1480.0,18629.0,25051.0,10332.0,844.0,26.51,-15.09
JSWENERGY,Mar 2024,True,8.28,151.56,20832.0,12694.7,1051.19,1725.0,20832.0,31573.0,11486.0,2053.0,11.17,16.55
JSWENERGY,Mar 2025,True,7.25,183.42,27361.0,15679.66,1136.39,1983.0,27361.0,50185.0,11745.0,2269.0,2.25,14.96
JSWENERGY,Mar 2026,True,8.98,250.22,30751.0,17511.96,1572.89,2762.0,30751.0,76946.0,18901.0,5816.0,60.93,39.28
JSWSTEEL,Mar 2015,True,7.73,173.86,22290.0,73564.36,5683.17,1722.0,22290.0,38754.0,52972.0,3493.0,,
JSWSTEEL,Mar 2016,True,-2.54,222.52,18966.0,63009.97,-1598.01,-481.0,18966.0,42204.0,41546.0,3601.0,-21.57,-127.93
JSWSTEEL,Mar 2017,True,15.31,191.35,22647.0,75239.2,11518.27,3467.0,22647.0,43334.0,55604.0,3768.0,33.84,
JSWSTEEL,Mar 2018,True,21.83,140.7,27998.0,92708.61,20241.72,6113.0,27998.0,39393.0,71933.0,3701.0,29.37,76.32
JSWSTEEL,Mar 2019,True,21.62,136.21,34795.0,115598.01,24996.68,7524.0,34795.0,47396.0,84757.0,3917.0,17.83,23.08
JSWSTEEL,Mar 2020,True,10.71,167.83,36599.0,121591.36,13019.93,3919.0,36599.0,61423.0,73326.0,4265.0,-13.49,-47.91
JSWSTEEL,Mar 2021,True,17.26,146.3,45610.0,151026.49,26069.54,7873.0,45610.0,66727.0,79839.0,3957.0,8.88,100.89
JSWSTEEL,Mar 2022,True,31.11,107.34,67297.0,223578.07,69561.46,20938.0,67297.0,72237.0,146371.0,4968.0,83.33,165.95
JSWSTEEL,Mar 2023,True,6.3,123.07,65695.0,218255.81,13750.83,4139.0,65695.0,80853.0,165960.0,6902.0,13.38,-80.23
JSWSTEEL,Mar 2024,True,11.55,113.28,77669.0,254652.46,29419.67,8973.0,77669.0,87984.0,175006.0,8105.0,5.45,116.79
JSWSTEEL,Mar 2025,True,4.39,124.22,79496.0,260642.62,11445.9,3491.0,79496.0,98752.0,168824.0,8412.0,-3.53,-61.09
JSWSTEEL,Mar 2026,True,25.49,99.26,100053.0,328042.62,83632.79,25508.0,100053.0,99310.0,185470.0,9102.0,9.86,630.68
JINDALSTEL,Mar 2015,True,-6.9,201.82,21042.0,231230.77,-15956.04,-1452.0,21042.0,42466.0,19359.0,2606.0,,
JINDALSTEL,Mar 2016,True,-9.52,144.27,32436.0,356439.56,-33923.08,-3087.0,32436.0,46797.0,19469.0,3254.0,0.57,
JINDALSTEL,Mar 2017,True,-8.45,152.57,30051.0,326641.3,-27586.96,-2538.0,30051.0,45850.0,21603.0,3441.0,10.96,
JINDALSTEL,Mar 2018,True,-5.32,141.39,30385.0,313247.42,-16659.79,-1616.0,30385.0,42962.0,33286.0,3866.0,54.08,
JINDALSTEL,Mar 2019,True,-7.52,123.29,32085.0,330773.2,-24865.98,-2412.0,32085.0,39559.0,46966.0,4264.0,41.1,
JINDALSTEL,Mar 2020,True,-1.24,114.58,32137.0,315068.63,-3921.57,-400.0,32137.0,36824.0,37923.0,3768.0,-19.25,
JINDALSTEL,Mar 2021,True,13.41,94.01,31815.0,311911.76,41833.33,4267.0,31815.0,29910.0,34579.0,2753.0,-8.82,
JINDALSTEL,Mar 2022,True,18.99,37.9,35625.0,352722.77,66990.1,6766.0,35625.0,13502.0,51166.0,1888.0,47.97,58.57
JINDALSTEL,Mar 2023,True,10.27,33.71,38706.0,387060.0,39740.0,3974.0,38706.0,13046.0,53212.0,1446.0,4.0,-41.27
JINDALSTEL,Mar 2024,True,13.41,37.17,44316.0,443160.0,59430.0,5943.0,44316.0,16472.0,50354.0,1294.0,-5.37,49.55
JINDALSTEL,Mar 2025,True,6.03,39.01,47185.0,467178.22,28178.22,2846.0,47185.0,18406.0,50129.0,1312.0,-0.45,-52.11
JINDALSTEL,Mar 2026,True,6.6,44.42,50899.0,499009.8,32950.98,3361.0,50899.0,22610.0,53225.0,1517.0,6.18,18.1
JIOFIN,Mar 2023,True,0.03,0.65,114120.0,57060000.0,15500.0,31.0,114120.0,743.0,45.0,0.0,,
JIOFIN,Mar 2024,True,1.15,0.0,139147.0,21902.57,252.64,1605.0,139147.0,0.0,1855.0,10.0,4022.22,5077.42
JIOFIN,Mar 2025,True,1.31,3.21,123496.0,19439.01,253.9,1613.0,123496.0,3970.0,2043.0,8.0,10.13,0.5
JIOFIN,Mar 2026,True,1.17,16.26,133853.0,21069.26,245.71,1561.0,133853.0,21768.0,3513.0,745.0,71.95,-3.22
JUBLFOOD,Mar 2015,True,17.16,0.0,647.0,9803.03,1681.82,111.0,647.0,0.0,2093.0,0.0,,
JUBLFOOD,Mar 2016,True,12.73,0.0,762.0,11545.45,1469.7,97.0,762.0,0.0,2438.0,0.0,16.48,-12.61
JUBLFOOD,Mar 2017,True,7.2,0.0,805.0,12196.97,878.79,58.0,805.0,0.0,2583.0,0.0,5.95,-40.21
JUBLFOOD,Mar 2018,True,20.25,0.0,968.0,14666.67,2969.7,196.0,968.0,0.0,3018.0,0.0,16.84,237.93
JUBLFOOD,Mar 2019,True,25.24,0.0,1260.0,9545.45,2409.09,318.0,1260.0,0.0,3563.0,0.0,18.06,62.24
JUBLFOOD,Mar 2020,True,24.87,148.84,1122.0,8500.0,2113.64,279.0,1122.0,1670.0,3927.0,165.0,10.22,-12.26
JUBLFOOD,Mar 2021,True,16.19,113.52,1427.0,10810.61,1750.0,231.0,1427.0,1620.0,3312.0,163.0,-15.66,-17.2
JUBLFOOD,Mar 2022,True,21.49,108.28,1945.0,14734.85,3166.67,418.0,1945.0,2106.0,4396.0,176.0,32.73,80.95
JUBLFOOD,Mar 2023,True,17.32,125.32,2038.0,15439.39,2674.24,353.0,2038.0,2554.0,5158.0,201.0,17.33,-15.55
JUBLFOOD,Mar 2024,True,18.42,193.78,2171.0,16446.97,3030.3,400.0,2171.0,4207.0,5655.0,288.0,9.64,13.31
JUBLFOOD,Mar 2025,True,10.32,207.89,2103.0,15931.82,1643.94,217.0,2103.0,4372.0,8142.0,523.0,43.98,-45.75
JUBLFOOD,Mar 2026,True,19.37,213.87,2292.0,17363.64,3363.64,444.0,2292.0,4902.0,9513.0,436.0,16.84,104.61
KPITTECH,Mar 2018,True,,0.0,0.1,1000.0,,,0.1,0.0,,,,
KPITTECH,"Mar 2018
            
            
              3m",False,,,,,,-0.0,,0.0,0.0,0.0,,
KPITTECH,Mar 2019,True,5.74,13.76,959.0,3578.36,205.22,55.0,959.0,132.0,641.0,7.0,,
KPITTECH,Mar 2020,True,14.11,19.45,1049.0,3899.63,550.19,148.0,1049.0,204.0,2156.0,20.0,236.35,169.09
KPITTECH,Mar 2021,True,12.18,19.06,1207.0,4486.99,546.47,147.0,1207.0,230.0,2036.0,17.0,-5.57,-0.68
KPITTECH,Mar 2022,True,21.07,17.33,1310.0,4851.85,1022.22,276.0,1310.0,227.0,2432.0,19.0,19.45,87.76
KPITTECH,Mar 2023,True,23.44,17.38,1651.0,6114.81,1433.33,387.0,1651.0,287.0,3365.0,32.0,38.36,40.22
KPITTECH,Mar 2024,True,27.91,15.33,2146.0,7918.82,2210.33,599.0,2146.0,329.0,4872.0,55.0,44.78,54.78
KPITTECH,Mar 2025,True,28.85,11.85,2912.0,10705.88,3088.24,840.0,2912.0,345.0,5842.0,42.0,19.91,40.23
KPITTECH,Mar 2026,True,17.99,23.67,3541.0,13018.38,2341.91,637.0,3541.0,838.0,6455.0,74.0,10.49,-24.17
KALYANKJIL,Mar 2018,True,7.62,226.69,1851.0,2206.2,168.06,141.0,1851.0,4196.0,10505.0,390.0,,
KALYANKJIL,Mar 2019,True,-0.27,207.27,1885.0,2246.72,-5.96,-5.0,1885.0,3907.0,9771.0,418.0,-6.99,-103.55
KALYANKJIL,Mar 2020,True,6.95,184.08,2042.0,2433.85,169.25,142.0,2042.0,3759.0,10101.0,419.0,3.38,
KALYANKJIL,Mar 2021,True,-0.21,119.53,2826.0,2743.69,-5.83,-6.0,2826.0,3378.0,8573.0,405.0,-15.13,-104.23
KALYANKJIL,Mar 2022,True,7.14,128.43,3137.0,3045.63,217.48,224.0,3137.0,4029.0,10818.0,360.0,26.19,
KALYANKJIL,Mar 2023,True,11.88,118.16,3635.0,3529.13,419.42,432.0,3635.0,4295.0,14071.0,353.0,30.07,92.86
KALYANKJIL,Mar 2024,True,14.23,107.3,4189.0,4066.99,578.64,596.0,4189.0,4495.0,18516.0,379.0,31.59,37.96
KALYANKJIL,Mar 2025,True,14.87,103.25,4803.0,4658.58,692.53,714.0,4803.0,4959.0,25045.0,422.0,35.26,19.8
KALYANKJIL,Mar 2026,True,21.4,96.96,6309.0,6107.45,1306.87,1350.0,6309.0,6117.0,35743.0,433.0,42.72,89.08
KOTAKBANK,Mar 2015,True,14.01,0.0,22156.0,57398.96,8044.04,3105.0,22156.0,0.0,,6966.0,,
KOTAKBANK,Mar 2016,True,10.56,0.0,33364.0,36383.86,3842.97,3524.0,33364.0,0.0,,11123.0,,13.49
KOTAKBANK,Mar 2017,True,13.04,0.0,38492.0,41839.13,5455.43,5019.0,38492.0,0.0,,11458.0,,42.42
KOTAKBANK,Mar 2018,True,12.4,0.0,50488.0,52977.96,6566.63,6258.0,50488.0,0.0,,12467.0,,24.69
KOTAKBANK,Mar 2019,True,12.47,0.0,57781.0,60567.09,7551.36,7204.0,57781.0,0.0,,15187.0,,15.12
KOTAKBANK,Mar 2020,True,12.9,0.0,66637.0,69631.14,8979.1,8593.0,66637.0,0.0,,15901.0,,19.28
KOTAKBANK,Mar 2021,True,11.85,0.0,84339.0,85104.94,10080.73,9990.0,84339.0,0.0,,12967.0,,16.26
KOTAKBANK,Mar 2022,True,12.51,0.0,96665.0,97444.56,12186.49,12089.0,96665.0,0.0,,11554.0,,21.01
KOTAKBANK,Mar 2023,True,13.35,0.0,111814.0,112602.22,15030.21,14925.0,111814.0,0.0,,14411.0,,23.46
KOTAKBANK,Mar 2024,True,14.01,0.0,129972.0,130756.54,18322.94,18213.0,129972.0,0.0,,22567.0,,22.03
KOTAKBANK,Mar 2025,True,14.05,0.0,157489.0,158439.64,22259.56,22126.0,157489.0,0.0,,28275.0,,21.48
KOTAKBANK,Mar 2026,True,10.65,0.0,181113.0,182023.12,19384.92,19288.0,181113.0,0.0,,29620.0,,-12.83
LTF,Mar 2015,True,13.41,0.0,6376.0,3706.98,497.09,855.0,6376.0,0.0,,3577.0,,
LTF,Mar 2016,True,11.91,0.0,7195.0,4104.39,488.88,857.0,7195.0,0.0,,4133.0,,0.23
LTF,Mar 2017,True,13.28,0.0,7894.0,4495.44,596.81,1048.0,7894.0,0.0,,4635.0,,22.29
LTF,Mar 2018,True,11.2,0.0,11407.0,5714.93,640.28,1278.0,11407.0,0.0,,5458.0,,21.95
LTF,Mar 2019,True,16.6,0.0,13449.0,6727.86,1116.56,2232.0,13449.0,0.0,,6882.0,,74.65
LTF,Mar 2020,True,11.57,0.0,14693.0,7328.18,847.88,1700.0,14693.0,0.0,,7552.0,,-23.84
LTF,Mar 2021,True,5.06,0.0,18773.0,7603.48,384.37,949.0,18773.0,0.0,,7230.0,,-44.18
LTF,Mar 2022,True,5.26,0.0,19948.0,8063.06,424.01,1049.0,19948.0,0.0,,5765.0,,10.54
LTF,Mar 2023,True,7.13,0.0,21529.0,8681.05,619.35,1536.0,21529.0,0.0,,5812.0,,46.43
LTF,Mar 2024,True,9.89,0.0,23439.0,9417.03,930.9,2317.0,23439.0,0.0,,5387.0,,50.85
LTF,Mar 2025,True,10.34,0.0,25564.0,10246.09,1059.32,2643.0,25564.0,0.0,,6007.0,,14.07
LTF,Mar 2026,True,10.66,0.0,27983.0,11175.32,1191.29,2983.0,27983.0,0.0,,6734.0,,12.86
LICHSGFIN,Mar 2015,True,17.72,0.0,7880.0,78019.8,13821.78,1396.0,7880.0,0.0,,8310.0,,
LICHSGFIN,Mar 2016,True,18.1,0.0,9215.0,91237.62,16514.85,1668.0,9215.0,0.0,,9307.0,,19.48
LICHSGFIN,Mar 2017,True,17.41,0.0,11156.0,110455.45,19227.72,1942.0,11156.0,0.0,,10231.0,,16.43
LICHSGFIN,Mar 2018,True,14.03,0.0,14311.0,141693.07,19881.19,2008.0,14311.0,0.0,,11144.0,,3.4
LICHSGFIN,Mar 2019,True,14.9,0.0,16331.0,161693.07,24099.01,2434.0,16331.0,0.0,,12891.0,,21.22
LICHSGFIN,Mar 2020,True,13.16,0.0,18265.0,180841.58,23801.98,2404.0,18265.0,0.0,,14781.0,,-1.23
LICHSGFIN,Mar 2021,True,13.31,0.0,20601.0,203970.3,27138.61,2741.0,20601.0,0.0,,14450.0,,14.02
LICHSGFIN,Mar 2022,True,9.24,0.0,24751.0,225009.09,20781.82,2286.0,24751.0,0.0,,14151.0,,-16.6
LICHSGFIN,Mar 2023,True,10.63,0.0,27185.0,247136.36,26281.82,2891.0,27185.0,0.0,,16135.0,,26.47
LICHSGFIN,Mar 2024,True,15.13,0.0,31477.0,286154.55,43300.0,4763.0,31477.0,0.0,,18388.0,,64.75
LICHSGFIN,Mar 2025,True,14.97,0.0,36352.0,330472.73,49481.82,5443.0,36352.0,0.0,,19528.0,,14.28
LICHSGFIN,Mar 2026,True,13.53,0.0,41429.0,376627.27,50945.45,5604.0,41429.0,0.0,,19771.0,,2.96
LTM,Mar 2015,True,37.96,10.76,2026.0,126625.0,48062.5,769.0,2026.0,218.0,4978.0,10.0,,
LTM,Mar 2016,True,39.34,2.59,2125.0,125000.0,49176.47,836.0,2125.0,55.0,5846.0,6.0,17.44,8.71
LTM,Mar 2017,True,30.88,0.0,3144.0,184941.18,57117.65,971.0,3144.0,0.0,6501.0,3.0,11.2,16.15
LTM,Mar 2018,True,28.81,0.0,3860.0,227058.82,65411.76,1112.0,3860.0,0.0,7306.0,16.0,12.38,14.52
LTM,Mar 2019,True,30.98,0.0,4893.0,287823.53,89176.47,1516.0,4893.0,0.0,9446.0,11.0,29.29,36.33
LTM,Mar 2020,True,28.13,16.88,5404.0,317882.35,89411.76,1520.0,5404.0,912.0,10879.0,83.0,15.17,0.26
LTM,Mar 2021,True,26.53,10.93,7304.0,405777.78,107666.67,1938.0,7304.0,798.0,12370.0,79.0,13.71,27.5
LTM,Mar 2022,True,27.65,1.81,14288.0,476266.67,131666.67,3950.0,14288.0,258.0,26109.0,123.0,111.07,103.82
LTM,Mar 2023,True,26.58,2.13,16592.0,553066.67,147000.0,4410.0,16592.0,354.0,33183.0,150.0,27.09,11.65
LTM,Mar 2024,True,22.9,10.35,20018.0,667266.67,152833.33,4585.0,20018.0,2071.0,35517.0,222.0,7.03,3.97
LTM,Mar 2025,True,20.27,9.63,22699.0,756633.33,153400.0,4602.0,22699.0,2187.0,38008.0,279.0,7.01,0.37
LTM,Mar 2026,True,20.74,9.61,24025.0,800833.33,166100.0,4983.0,24025.0,2310.0,42308.0,276.0,11.31,8.28
LT,Mar 2015,True,12.14,228.87,40909.0,219940.86,26698.92,4966.0,40909.0,93630.0,91929.0,7266.0,,
LT,Mar 2016,True,10.39,199.49,44180.0,237526.88,24688.17,4592.0,44180.0,88135.0,101122.0,6899.0,10.0,-7.53
LT,Mar 2017,True,12.92,187.1,50217.0,268540.11,34684.49,6486.0,50217.0,93954.0,109312.0,6829.0,8.1,41.25
LT,Mar 2018,True,14.58,195.84,54903.0,196082.14,28585.71,8004.0,54903.0,107524.0,119683.0,7714.0,9.49,23.4
LT,Mar 2019,True,16.38,201.29,62375.0,221975.09,36359.43,10217.0,62375.0,125555.0,135220.0,9339.0,12.98,27.65
LT,Mar 2020,True,16.33,214.58,66723.0,237448.4,38768.68,10894.0,66723.0,143174.0,145452.0,11021.0,7.57,6.63
LT,Mar 2021,True,17.03,177.45,75869.0,269996.44,45982.21,12921.0,75869.0,134629.0,135979.0,11750.0,-6.51,18.61
LT,Mar 2022,True,12.64,152.3,82408.0,293266.9,37078.29,10419.0,82408.0,125508.0,156521.0,9235.0,15.11,-19.36
LT,Mar 2023,True,14.03,135.07,89326.0,317886.12,44594.31,12531.0,89326.0,120650.0,183341.0,9445.0,17.14,20.27
LT,Mar 2024,True,18.0,134.7,86359.0,314032.73,56534.55,15547.0,86359.0,116322.0,221113.0,9512.0,20.6,24.07
LT,Mar 2025,True,18.1,135.59,97656.0,355112.73,64265.45,17673.0,97656.0,132409.0,255734.0,9925.0,15.66,13.67
LT,Mar 2026,True,17.34,114.83,109290.0,397418.18,68923.64,18954.0,109290.0,125497.0,285874.0,10056.0,11.79,7.25
LICI,Mar 2019,True,324.32,33259.38,810.0,8100.0,26270.0,2627.0,810.0,269401.0,571508.0,0.0,,
LICI,Mar 2020,True,270.46,25290.82,1002.0,10020.0,27100.0,2710.0,1002.0,253414.0,628043.0,0.0,9.89,3.16
LICI,Mar 2021,True,43.2,0.06,6884.0,68840.0,29740.0,2974.0,6884.0,4.0,690914.0,0.0,10.01,9.74
LICI,Mar 2022,True,36.39,0.01,11337.0,1792.41,652.17,4125.0,11337.0,1.0,723606.0,0.0,4.73,38.7
LICI,Mar 2023,True,77.86,0.0,46233.0,7309.57,5691.23,35997.0,46233.0,0.0,784628.0,0.0,8.43,772.65
LICI,Mar 2024,True,49.45,0.0,82747.0,13082.53,6468.93,40916.0,82747.0,0.0,845966.0,0.0,7.82,13.67
LICI,Mar 2025,True,37.98,0.0,127226.0,20114.78,7639.53,48320.0,127226.0,0.0,889970.0,0.0,5.2,18.1
LICI,Mar 2026,True,32.53,0.0,176605.0,27921.74,9083.48,57453.0,176605.0,1.0,977772.0,0.0,9.87,18.9
LODHA,Mar 2015,True,24.23,359.81,3294.0,30500.0,7388.89,798.0,3294.0,11852.0,6236.0,492.0,,
LODHA,Mar 2016,True,17.69,348.23,3973.0,36787.04,6509.26,703.0,3973.0,13835.0,8249.0,988.0,32.28,-11.9
LODHA,Mar 2017,True,14.48,401.26,4033.0,35690.27,5168.14,584.0,4033.0,16183.0,7926.0,736.0,-3.92,-16.93
LODHA,Mar 2018,True,15.41,438.98,5152.0,13010.1,2005.05,794.0,5152.0,22616.0,9677.0,390.0,22.09,35.96
LODHA,Mar 2019,True,42.8,667.56,3841.0,9699.49,4151.52,1644.0,3841.0,25641.0,11907.0,568.0,23.04,107.05
LODHA,Mar 2020,True,16.3,404.72,4552.0,11494.95,1873.74,742.0,4552.0,18423.0,12443.0,740.0,4.5,-54.87
LODHA,Mar 2021,True,1.04,395.59,4599.0,11613.64,121.21,48.0,4599.0,18193.0,5449.0,1136.0,-56.21,-93.53
LODHA,Mar 2022,True,9.98,95.3,12106.0,25116.18,2506.22,1208.0,12106.0,11537.0,9233.0,688.0,69.44,2416.67
LODHA,Mar 2023,True,3.87,71.55,12663.0,26271.78,1016.6,490.0,12663.0,9060.0,9470.0,482.0,2.57,-59.44
LODHA,Mar 2024,True,8.9,44.07,17469.0,17574.45,1563.38,1554.0,17469.0,7698.0,10316.0,482.0,8.93,217.14
LODHA,Mar 2025,True,13.71,35.16,20178.0,20218.44,2772.55,2767.0,20178.0,7094.0,13780.0,552.0,33.58,78.06
LODHA,Mar 2026,True,14.73,42.5,23286.0,23309.31,3434.43,3431.0,23286.0,9896.0,16676.0,657.0,21.02,24.0
LUPIN,Mar 2015,True,27.54,6.05,8874.0,98600.0,27155.56,2444.0,8874.0,537.0,12770.0,10.0,,
LUPIN,Mar 2016,True,20.34,64.3,11163.0,124033.33,25222.22,2270.0,11163.0,7178.0,14256.0,59.0,11.64,-7.12
LUPIN,Mar 2017,True,19.0,59.02,13497.0,149966.67,28500.0,2565.0,13497.0,7966.0,17367.0,153.0,21.82,13.0
LUPIN,Mar 2018,True,1.9,52.61,13577.0,150855.56,2866.67,258.0,13577.0,7143.0,15797.0,204.0,-9.04,-89.94
LUPIN,Mar 2019,True,4.48,61.83,13742.0,152688.89,6833.33,615.0,13742.0,8496.0,14665.0,302.0,-7.17,138.37
LUPIN,Mar 2020,True,-2.15,50.29,12537.0,137769.23,-2967.03,-270.0,12537.0,6305.0,15375.0,363.0,4.84,-143.9
LUPIN,Mar 2021,True,8.9,37.16,13803.0,151681.32,13494.51,1228.0,13803.0,5129.0,15163.0,141.0,-1.38,
LUPIN,Mar 2022,True,-12.57,34.21,12153.0,133549.45,-16791.21,-1528.0,12153.0,4158.0,16405.0,143.0,8.19,-224.43
LUPIN,Mar 2023,True,3.59,36.44,12465.0,136978.02,4923.08,448.0,12465.0,4542.0,16642.0,274.0,1.44,
LUPIN,Mar 2024,True,13.55,20.45,14290.0,157032.97,21274.73,1936.0,14290.0,2922.0,20011.0,312.0,20.24,332.14
LUPIN,Mar 2025,True,19.22,31.67,17203.0,189043.96,36329.67,3306.0,17203.0,5448.0,22708.0,295.0,13.48,70.76
LUPIN,Mar 2026,True,23.86,29.47,22448.0,246681.32,58846.15,5355.0,22448.0,6616.0,27958.0,434.0,23.12,61.98
MRF,Mar 2016,True,,34.11,7224.0,1806000.0,,,7224.0,2464.0,,,,
MRF,"Mar 2016
            
            
              18m",False,,,,,,2509.0,,0.0,20179.0,361.0,,
MRF,Mar 2017,True,17.2,27.0,8641.0,2160250.0,371500.0,1486.0,8641.0,2333.0,13412.0,257.0,,
MRF,Mar 2018,True,11.62,22.21,9738.0,2434500.0,283000.0,1132.0,9738.0,2163.0,14954.0,259.0,11.5,-23.82
MRF,Mar 2019,True,10.44,23.12,10837.0,2709250.0,282750.0,1131.0,10837.0,2506.0,16062.0,273.0,7.41,-0.09
MRF,Mar 2020,True,11.65,15.18,12214.0,3053500.0,355750.0,1423.0,12214.0,1854.0,16237.0,301.0,1.09,25.82
MRF,Mar 2021,True,9.52,17.8,13413.0,3353250.0,319250.0,1277.0,13413.0,2388.0,16162.0,282.0,-0.46,-10.26
MRF,Mar 2022,True,4.77,23.01,14032.0,3508000.0,167250.0,669.0,14032.0,3229.0,19317.0,263.0,19.52,-47.61
MRF,Mar 2023,True,5.23,20.49,14707.0,3676750.0,192250.0,769.0,14707.0,3014.0,23008.0,326.0,19.11,14.95
MRF,Mar 2024,True,12.46,16.9,16703.0,4175750.0,520250.0,2081.0,16703.0,2822.0,25169.0,361.0,9.39,170.61
MRF,Mar 2025,True,10.11,20.4,18488.0,4622000.0,467250.0,1869.0,18488.0,3771.0,28152.0,368.0,11.85,-10.19
MRF,Mar 2026,True,11.57,15.29,20974.0,5243500.0,606500.0,2426.0,20974.0,3207.0,31149.0,366.0,10.65,29.8
MRF,Sep 2014,True,20.0,41.93,4539.0,1134750.0,227000.0,908.0,4539.0,1903.0,13329.0,232.0,-57.21,-62.57
M&MFIN,Mar 2015,True,15.56,0.0,5943.0,52592.92,8185.84,925.0,5943.0,0.0,,2643.0,,
M&MFIN,Mar 2016,True,12.17,0.0,6469.0,57247.79,6964.6,787.0,6469.0,0.0,,2868.0,,-14.92
M&MFIN,Mar 2017,True,7.61,0.0,6960.0,61592.92,4690.27,530.0,6960.0,0.0,,3186.0,,-32.66
M&MFIN,Mar 2018,True,12.34,0.0,9855.0,80121.95,9886.18,1216.0,9855.0,0.0,,3436.0,,129.43
M&MFIN,Mar 2019,True,16.57,0.0,11269.0,91617.89,15178.86,1867.0,11269.0,0.0,,4432.0,,53.54
M&MFIN,Mar 2020,True,9.07,0.0,11969.0,97308.94,8829.27,1086.0,11969.0,0.0,,5391.0,,-41.83
M&MFIN,Mar 2021,True,4.94,0.0,15776.0,64130.08,3170.73,780.0,15776.0,0.0,,5308.0,,-28.18
M&MFIN,Mar 2022,True,6.81,0.0,16897.0,68408.91,4655.87,1150.0,16897.0,0.0,,4417.0,,47.44
M&MFIN,Mar 2023,True,11.16,0.0,18560.0,75141.7,8384.62,2071.0,18560.0,0.0,,5094.0,,80.09
M&MFIN,Mar 2024,True,9.75,0.0,19933.0,80700.4,7866.4,1943.0,19933.0,0.0,,6959.0,,-6.18
M&MFIN,Mar 2025,True,10.5,0.0,21529.0,87161.94,9153.85,2261.0,21529.0,0.0,,8415.0,,16.37
M&MFIN,Mar 2026,True,10.74,0.0,26639.0,95823.74,10291.37,2861.0,26639.0,0.0,,8934.0,,26.54
M&M,Mar 2015,True,13.08,146.62,25857.0,87354.73,11422.3,3381.0,25857.0,37911.0,71448.0,3157.0,,
