symbol,FundamentalScore,TechnicalScore,OverallScore,FundamentalRating,TechnicalAnalysis,business_summary,sector,industry,employees,website,revenue_growth,earnings_growth,revenue_per_share,gross_margin,operating_margin,net_margin,roe,roa,debt_to_equity,current_ratio,quick_ratio,operating_cashflow,free_cashflow,pe_ratio,forward_pe,pb_ratio,ev_ebitda,ev_revenue,dividend_yield,market_cap,enterprise_value,quarterly_earnings_growth,quarterly_revenue_growth,peg_ratio,ps_ratio,beta,book_value,eps,forward_eps,shares_outstanding,insider_ownership,institutional_ownership,Close,Daily_Change,Weekly_Change,52W_High,52W_Low,All_Time_High,All_Time_Low,sma20,sma50,sma100,sma200,ema12,ema26,rsi14,macd,macd_signal,macd_hist,stoch_k,stoch_d,volatility,support_levels,resistance_levels,volume_sma20,current_volume,volume_trend,trend,technical_score,technical_analysis
BHARTIARTL,95.46,54.9,75.18,Strong Buy,Bearish MACD crossover Declining volume suggests weakening trend High volatility detected,0.0,0.0,0.0,28424.0,0.0,0.285,0.418,317.559,0.65817,0.31081,0.19215,0.29464,0.07039,126.505,0.424,0.177,1072185999360.0,252356493312.0,32.051586,28.050688,9.607862,14.934,7.467,0.85,11329098219520.0,13734048169984.0,0.43,0.0,0.0,6.15908,0.155,196.589,0.0,0.0,5698039808.0,0.53428,0.31891,1888.800048828125,0.4093388624806682,-2.301763765380016,,,2028.8391163856081,1498.472903016313,1899.7100036621093,1929.2031909179686,1877.4463061523438,1746.4469189453125,1902.3875821176753,1906.0694907221919,59.986791869410666,-3.681908604516593,-3.4308377773882355,-0.2510708271283577,43.11698303877998,49.344925657259516,0.05958102087455281,[],[],9113315.3,4339042.0,Decreasing,Sideways,54.9,Bearish MACD crossover Declining volume suggests weakening trend High volatility detected
MPHASIS,64.03,85.36,74.69,Buy,Bullish MACD crossover Strong volume supporting price action High volatility detected,0.0,0.0,0.0,30157.0,0.0,0.091,0.089,766.544,0.43137002,0.15297,0.119619995,0.17902,0.09029,19.454,1.464,1.209,15978810368.0,22564048896.0,30.580235,26.926792,5.2031913,20.334,3.537,2.04,530411421696.0,514269872128.0,0.092,0.0,0.0,3.647943,0.432,535.825,0.0,103.54,190248000.0,0.40617,0.41741002,2788.0,-1.5467210986965907,-2.127364164106782,,,3174.5174545010827,2004.4965700463554,2766.5549926757812,2774.5824951171876,2607.0782373046877,2649.129582519531,2812.824288158104,2783.8030556821745,59.21186293336355,29.021232475929537,21.582678818953543,7.438553656975994,57.29233822894334,66.51379287728425,0.11365089243356902,[],[],377389.8,220828.0,Increasing,Strong Uptrend,85.36,Bullish MACD crossover Strong volume supporting price action High volatility detected
ZYDUSLIFE,56.53,91.82,74.17,Hold,Strong bullish trend across multiple timeframes Bullish MACD crossover Strong volume supporting price action,0.0,0.0,0.0,27917.0,0.0,0.059,0.033,234.63,0.71442,0.2728,0.19368,0.0,0.0,12.209,0.0,0.0,0.0,0.0,21.599516,23.749723,4.121245,14.584,4.181,1.12,987161952256.0,987026882560.0,0.033,0.0,0.0,4.181525,0.459,238.047,0.0,0.0,1006230016.0,0.75163,0.14291,981.0499877929688,0.2503589074345003,-0.7837783268280774,,,1146.2196153886764,785.9961424555926,973.1199951171875,970.7619213867188,932.70224609375,933.7556008911133,983.813123369475,976.8520367027467,64.87738169439808,6.961086666728306,6.837337897741719,0.12374876898658727,53.09970423969302,61.16449339892025,0.09286476303678298,[],[],967364.55,833114.0,Increasing,Strong Uptrend,91.82,Strong bullish trend across multiple timeframes Bullish MACD crossover Strong volume supporting price action
CAPLIPOINT,68.92,78.33,73.62,Buy,Strong bullish trend across multiple timeframes Bearish MACD crossover Declining volume suggests weakening trend,0.0,0.0,0.0,0.0,0.0,0.112,0.233,261.636,0.60749,0.31647,0.28417,0.0,0.0,0.174,0.0,0.0,0.0,0.0,28.328835,20.965036,5.7484555,22.415,7.626,0.14,159715852288.0,151662968832.0,0.233,0.0,0.0,8.031047,0.048,365.072,0.0,0.0,76011696.0,0.73287004,0.04934,2098.60009765625,-2.671359559410058,-5.0879650414401905,,,2637.3363990620282,1596.7817537505716,2095.2399841308593,2074.9219970703125,2042.699375,2091.005513305664,2125.3622059365366,2105.9036613407666,53.711552583757204,19.458544595770036,20.130406066421685,-0.671861470651649,58.06114728727911,67.1633289802511,0.14244865764428236,[],[],160358.5,50682.0,Decreasing,Strong Uptrend,78.33,Strong bullish trend across multiple timeframes Bearish MACD crossover Declining volume suggests weakening trend
KRBL,69.73,75.87,72.8,Buy,Strong bullish trend across multiple timeframes Bearish MACD crossover Declining volume suggests weakening trend,0.0,0.0,0.0,0.0,0.0,0.321,0.741,261.282,0.25096,0.10767,0.09033,0.0,0.0,7.759,0.0,0.0,0.0,0.0,18.282444,11.496,1.882237,12.576,1.582,0.81,98674483200.0,94599569408.0,0.74,0.0,0.0,1.6503565,-0.249,229.036,0.0,37.5,228890000.0,0.77044,0.026010001,431.1000061035156,-2.1228302518744635,-9.764519915538328,,,495.0,241.25,433.86999969482423,403.8189971923828,367.2744985961914,326.12199951171874,447.33052758345866,432.18951746483583,64.8533457943582,15.14101011862283,18.729010860345756,-3.588000741722926,54.40564567660109,63.340976542406146,0.3877694295419821,[],[],3073477.6,435007.0,Decreasing,Uptrend,75.87,Strong bullish trend across multiple timeframes Bearish MACD crossover Declining volume suggests weakening trend
HDFCAMC,66.68,78.82,72.75,Buy,Strong bullish trend across multiple timeframes Bearish MACD crossover Declining volume suggests weakening trend,0.0,0.0,0.0,1618.0,0.0,0.266,0.236,201.768,0.90486,0.82316,0.60383,0.0,0.0,1.766,0.0,0.0,0.0,0.0,45.044525,43.339943,14.365957,30.774,25.277,1.65,1168748838912.0,1090052947968.0,0.238,0.0,0.0,27.101612,0.539,380.274,0.0,126.05,213939008.0,0.54066,0.2744,5463.0,-2.13185238265855,-6.262868908716546,,,5927.5,3497.4158867437145,5652.2,5432.9919921875,4987.128937988281,4476.683619384766,5661.98144181205,5600.393998444475,44.896907216494846,61.58744336757536,92.91730926832548,-31.32986590075012,37.72683858643744,56.8927093282394,0.09335982535657664,[],[],435600.9,464107.0,Decreasing,Uptrend,78.82,Strong bullish trend across multiple timeframes Bearish MACD crossover Declining volume suggests weakening trend
PERSISTENT,80.72,63.67,72.19,Strong Buy,Bullish MACD crossover Declining volume suggests weakening trend High volatility detected,0.0,0.0,0.0,22205.0,0.0,0.218,0.368,813.528,0.2851,0.15533,0.121149994,0.24719,0.13418001,4.872,2.445,1.867,14251669504.0,10492280832.0,54.34849,96.02715,12.009507,38.959,6.475,0.66,824840749056.0,811638849536.0,0.387,0.0,0.0,6.5802307,0.376,441.775,0.0,55.25,155468992.0,0.32157,0.39231,5305.5,-0.15055989460807107,-1.1827155894952535,,,6748.287564402237,4137.794052749045,5252.9,5513.741533203125,5481.0779296875,5662.368603515625,5320.586914708786,5339.798009401557,66.61129568106313,-19.21109469277053,-46.66612717379291,27.45503248102238,61.08714551355765,69.00040580244999,0.08314182216449757,[],[],405141.05,487634.0,Decreasing,Downtrend,63.67,Bullish MACD crossover Declining volume suggests weakening trend High volatility detected
APOLLOHOSP,46.25,97.41,71.83,Hold,Strong bullish trend across multiple timeframes Bullish MACD crossover Strong volume supporting price action,0.0,0.0,0.0,42497.0,0.0,0.149,0.418,1568.274,0.33824003,0.109069996,0.06978,0.0,0.0,90.886,0.0,0.0,0.0,0.0,69.446976,93.2598,13.323925,39.328,5.131,0.26,1094203801600.0,1157146214400.0,0.418,0.0,0.0,4.852237,0.161,571.153,0.0,81.6,143784992.0,0.29703,0.46141997,7610.0,-1.5269151138716408,-3.9929350911499406,,,7980.0,5993.328624607504,7562.39765625,7411.15484375,7177.248759765625,6978.551342773438,7703.9136240394,7577.168752712112,67.30368059038125,126.74487132728791,126.37449748164907,0.3703738456388379,72.17272910271281,79.93407676794259,0.15936568744542723,[],[],535508.5,481590.0,Increasing,Strong Uptrend,97.41,Strong bullish trend across multiple timeframes Bullish MACD crossover Strong volume supporting price action
CIPLA,61.3,81.98,71.64,Buy,Strong bullish trend across multiple timeframes RSI indicates overbought conditions Bullish MACD crossover,0.0,0.0,0.0,30313.0,0.0,0.032,0.102,340.307,0.66691,0.22311,0.19624001,0.0,0.0,1.404,0.0,0.0,0.0,0.0,23.811235,25.014164,4.1150475,16.682,4.305,0.82,1284046061568.0,1183020089344.0,0.102,0.0,0.0,4.6727214,0.097,386.241,0.0,63.54,807753984.0,0.30597,0.39456,1589.4000244140625,0.5758384676812334,-0.21346209880920286,,,1687.4334663463221,1323.5354497595179,1545.4450134277345,1519.47556640625,1501.170457763672,1479.780903930664,1570.7150211007588,1549.1092085456737,78.06070593245389,21.605812555085095,18.777262356542106,2.828550198542988,81.61979320950361,82.34341972500658,0.10182942048188824,[],[],1387410.15,1342344.0,Decreasing,Strong Uptrend,81.98,Strong bullish trend across multiple timeframes RSI indicates overbought conditions Bullish MACD crossover
ADANIPOWER,48.26,94.25,71.25,Hold,Strong bullish trend across multiple timeframes Bullish MACD crossover Declining volume suggests weakening trend,0.0,0.0,0.0,4176.0,0.0,-0.057,-0.113,144.449,0.43300998,0.32579,0.2242,0.0,0.0,68.48,0.0,0.0,0.0,0.0,19.23311,-269.3498,4.111422,12.983,4.895,0.0,2317055426560.0,2709937192960.0,-0.135,0.0,0.0,4.185689,0.25,146.093,0.0,-2.23,3856940032.0,0.72907996,0.16613,600.6500244140625,0.9580657349491428,1.0684901146768677,,,684.4500122070312,432.0,589.4750030517578,587.2610021972656,568.2255010986328,540.4639996337891,594.8941170025438,591.2242873274929,62.639675692531576,3.6698296750508916,3.277204992405742,0.3926246826451498,72.01502511750267,73.58744941524331,0.07522432320965104,[],[],2543011.7,3619098.0,Decreasing,Strong Uptrend,94.25,Strong bullish trend across multiple timeframes Bullish MACD crossover Declining volume suggests weakening trend
INDIANB,63.55,78.66,71.1,Buy,Strong bullish trend across multiple timeframes Bearish MACD crossover Declining volume suggests weakening trend,0.0,0.0,0.0,40071.0,0.0,0.185,-0.114,239.667,0.0,0.49471,0.33975,0.16314,0.0,0.0,0.0,0.0,0.0,0.0,8.019401,8.099963,1.1858978,0.0,2.711,2.49,879699558400.0,875099586560.0,-0.114,0.0,0.0,2.7251303,0.452,550.722,0.0,80.63,1346960000.0,0.76031,0.19042,653.0999755859375,0.03829363702980704,-2.6458970926393377,,,683.0999755859375,462.08521047524124,656.2575012207031,642.6570043945312,610.3509393310546,566.1946273803711,660.1288277170931,653.6175975960123,54.16344937948322,6.511230121080871,8.709101725296927,-2.197871604216056,39.83633654094644,54.57368221611173,0.10850826914697495,[],[],1343809.65,637887.0,Decreasing,Uptrend,78.66,Strong bullish trend across multiple timeframes Bearish MACD crossover Declining volume suggests weakening trend
M&M,63.4,78.67,71.03,Buy,Strong bullish trend across multiple timeframes Bearish MACD crossover Declining volume suggests weakening trend,0.0,0.0,0.0,324000.0,0.0,0.241,0.243,1520.778,0.3937,0.16755,0.08091,0.0,0.0,145.369,0.0,0.0,0.0,0.0,26.178204,24.335747,4.636157,14.674,2.697,0.79,3893823537152.0,4576755843072.0,0.244,0.0,0.0,2.2947273,0.509,690.119,0.0,0.0,1217010048.0,0.24478,0.50084,3199.5,-2.907172257718793,-5.98001763150161,,,3432.0,2405.672549234822,3279.5450073242187,3218.7745654296873,3076.6040673828124,2982.3993176269532,3304.06900883263,3272.876710617946,54.646279370395696,31.192298214683888,43.06338672355196,-11.87108850886807,48.027844605586445,61.51438423063322,0.10809439808477914,[],[],2514656.95,3017625.0,Decreasing,Uptrend,78.67,Strong bullish trend across multiple timeframes Bearish MACD crossover Declining volume suggests weakening trend
NAM-INDIA,63.13,78.46,70.8,Buy,Strong bullish trend across multiple timeframes Bearish MACD crossover Declining volume suggests weakening trend,0.0,0.0,0.0,1104.0,0.0,0.184,0.183,41.62,0.82974,0.69848996,0.5119,0.0,0.0,2.09,0.0,0.0,0.0,0.0,37.458233,29.061424,11.822798,25.867,17.605,2.55,499213205504.0,464337993728.0,0.192,0.0,0.0,18.927011,0.352,66.376,0.0,0.0,636062016.0,0.0062300004,0.88918,784.75,-1.7219787100814066,-9.261719124368318,,,887.9000244140625,491.8510683743227,821.3700012207031,813.2906140136719,746.1040405273437,686.8462084960937,822.0709520057331,820.1944056046883,45.21293539381766,1.876546401044834,7.353454164801423,-5.476907763756589,17.04207935349225,29.422922427782243,0.12904552877593176,[],[],716875.85,774225.0,Decreasing,Uptrend,78.46,Strong bullish trend across multiple timeframes Bearish MACD crossover Declining volume suggests weakening trend
BOSCHLTD,56.27,85.21,70.74,Hold,Strong bullish trend across multiple timeframes Bearish MACD crossover Declining volume suggests weakening trend,0.0,0.0,0.0,38655.0,0.0,0.109,1.394,6226.636,0.35812,0.11575,0.14512,0.0,0.0,0.856,0.0,0.0,0.0,0.0,44.247593,43.90534,8.53211,46.269,6.171,1.28,1179495301120.0,1133199884288.0,1.394,0.0,0.0,6.422727,0.496,4683.484,0.0,0.0,29493600.0,0.70677,0.16544001,39960.0,1.873804971319304,1.6147488874761695,,,41290.0,25574.485652963936,39351.75,37070.8651171875,33480.45396484375,31976.91798828125,39383.622537820425,38766.55704340385,69.21269095182139,617.0654944165726,751.4267357191386,-134.361241302566,65.74054797680706,59.72650268815496,0.07872287061018378,[],[],38749.25,46252.0,Decreasing,Strong Uptrend,85.21,Strong bullish trend across multiple timeframes Bearish MACD crossover Declining volume suggests weakening trend
CARTRADE,57.28,84.1,70.69,Hold,Strong bullish trend across multiple timeframes Bearish MACD crossover Declining volume suggests weakening trend,0.0,0.0,0.0,0.0,0.0,0.226,0.918,142.029,0.5704,0.19924,0.23083,0.0,0.0,5.647,0.0,0.0,0.0,0.0,78.75205,48.78252,5.120332,60.899,16.262,0.0,114159190016.0,109386817536.0,0.926,0.0,0.0,16.971876,0.15,468.329,0.0,0.0,47606000.0,0.026500002,0.62733,2398.0,5.56900726392251,2.1860506198292384,,,2534.800048828125,830.0,2313.495007324219,2023.7699951171876,1821.5064965820313,1668.87849609375,2347.5752752707485,2246.8088237062657,64.46039489681282,100.76645156448285,119.06824832786924,-18.301796763386392,58.308446104939584,62.729017726769115,0.19023507879877544,[],[],393045.4,452790.0,Decreasing,Strong Uptrend,84.1,Strong bullish trend across multiple timeframes Bearish MACD crossover Declining volume suggests weakening trend
ZFCVINDIA,47.35,93.47,70.41,Hold,Strong bullish trend across multiple timeframes Bullish MACD crossover Declining volume suggests weakening trend,0.0,0.0,0.0,2488.0,0.0,0.032,0.231,2035.483,0.41849998,0.101339996,0.12528,0.0,0.0,2.056,0.0,0.0,0.0,0.0,61.35036,42.998108,8.305036,41.646,6.545,0.13,266968973312.0,252671213568.0,0.231,0.0,0.0,6.914934,-0.122,1694.755,0.0,0.0,18967600.0,0.60277003,0.2725,14075.0,-0.39629184063406653,-3.5826825592546907,,,17275.36900138465,9547.387315786316,13882.44599609375,13488.90330078125,13249.928583984374,12552.736689453124,14163.353328861947,13886.432884349368,63.91675956893348,276.9204445125797,267.77654305588277,9.143901456696938,53.41750841750841,65.5922334428111,0.15318636395017582,[],[],10420.85,4024.0,Decreasing,Strong Uptrend,93.47,Strong bullish trend across multiple timeframes Bullish MACD crossover Declining volume suggests weakening trend
BAJAJ-AUTO,53.11,87.52,70.31,Hold,Strong bullish trend across multiple timeframes Bullish MACD crossover Declining volume suggests weakening trend,0.0,0.0,0.0,5598.0,0.0,0.112,0.136,1907.211,0.32651,0.23341998,0.14264,0.0,0.0,26.301,0.0,0.0,0.0,0.0,31.746292,50.41175,6.849951,19.231,4.529,2.43,2409793847296.0,2410951213056.0,0.138,0.0,0.0,4.526639,0.771,1260.082,0.0,171.22,279185984.0,0.58706003,0.15412,8631.5,-0.6674722366074026,-0.5530272481133691,,,12458.258373030149,6914.118957712413,8452.875,8359.1,8225.372900390625,8305.780395507812,8601.834554282435,8479.365139217247,67.43688489516475,122.46941506518851,101.23991864964358,21.22949641554493,74.95086802779112,79.63232463232464,0.12271825340749033,[],[],419688.15,344340.0,Decreasing,Strong Uptrend,87.52,Strong bullish trend across multiple timeframes Bullish MACD crossover Declining volume suggests weakening trend
ULTRACEMCO,55.03,85.24,70.13,Hold,Strong bullish trend across multiple timeframes Bearish MACD crossover Declining volume suggests weakening trend,0.0,0.0,0.0,0.0,0.0,0.177,0.285,2665.762,0.58189,0.15528,0.086339995,0.0,0.0,32.618,0.0,0.0,0.0,0.0,54.944576,92.23585,5.25842,28.605,5.035,0.61,3718093733888.0,3947925078016.0,0.312,0.0,0.0,4.7417393,0.43,2403.764,0.0,137.04,294152992.0,0.6117,0.22072001,12640.0,0.9504033224183361,0.40511557709110857,,,12930.0,9984.560419697713,12492.2,12313.98119140625,11907.08994140625,11520.752299804688,12588.28925831236,12477.18054838299,66.15384615384615,111.10870992936907,123.14160380222026,-12.03289387285119,57.03019764348253,57.82104374053903,0.07578760810933453,[],[],253190.65,177858.0,Decreasing,Strong Uptrend,85.24,Strong bullish trend across multiple timeframes Bearish MACD crossover Declining volume suggests weakening trend
