symbol,entry_date,entry_price,exit_date,pnl_pct,max_gain_pct,exit_reason,lanes,lane_count,month
CHOLAFIN,2026-04-08,1554.3,2026-04-16,1.0,3.3,hold_expiry,MEAN_REVERT,1,2026-04
CHOLAFIN,2026-05-11,1624.5,2026-05-15,-5.0,0.26,stop_loss,SECTOR_RS,1,2026-05
CHOLAFIN,2026-05-25,1591.0,2026-06-01,-5.0,2.45,stop_loss,SECTOR_RS,1,2026-05
CIPLA,2026-04-10,1229.5,2026-04-20,0.0,1.34,hold_expiry,MEAN_REVERT,1,2026-04
CIPLA,2026-04-30,1309.6,2026-05-07,4.02,5.34,hold_expiry,SECTOR_RS,1,2026-04
CIPLA,2026-05-12,1292.3,2026-05-19,9.09,11.78,hold_expiry,VCP+SECTOR_RS,2,2026-05
CIPLA,2026-05-22,1399.2,2026-05-29,0.13,2.34,hold_expiry,SECTOR_RS,1,2026-05
CUB,2026-03-16,242.55,2026-03-23,-3.4,3.98,hold_expiry,IGNITE,1,2026-03
CUB,2026-03-27,253.7,2026-03-30,-5.0,0.0,stop_loss,MEAN_REVERT,1,2026-03
CUB,2026-05-29,255.45,2026-06-01,-0.53,1.23,hold_expiry,MEAN_REVERT,1,2026-05
CLEAN,2026-03-05,772.85,2026-03-09,-5.0,1.88,stop_loss,MEAN_REVERT,1,2026-03
CLEAN,2026-04-06,694.6,2026-04-13,3.85,6.38,hold_expiry,MEAN_REVERT,1,2026-04
CLEAN,2026-04-23,800.7,2026-04-30,2.29,4.78,hold_expiry,IGNITE,1,2026-04
CLEAN,2026-05-11,861.45,2026-05-12,-5.0,0.98,stop_loss,SECTOR_RS,1,2026-05
CLEAN,2026-05-15,766.65,2026-05-22,-1.3,1.23,hold_expiry,SECTOR_RS,1,2026-05
CLEAN,2026-05-29,797.5,2026-06-01,-1.24,1.5,hold_expiry,IGNITE,1,2026-05
COALINDIA,2026-02-20,423.55,2026-02-27,1.68,3.8,hold_expiry,SECTOR_RS,1,2026-02
COALINDIA,2026-03-05,449.4,2026-03-12,4.61,5.47,hold_expiry,SECTOR_RS+IGNITE,2,2026-03
COALINDIA,2026-03-17,462.25,2026-03-24,-5.0,2.2,stop_loss,SECTOR_RS,1,2026-03
COALINDIA,2026-03-30,450.45,2026-04-08,-0.27,3.2,hold_expiry,SECTOR_RS,1,2026-03
COALINDIA,2026-04-20,441.75,2026-04-27,2.43,4.58,hold_expiry,EARNINGS,1,2026-04
COALINDIA,2026-04-30,481.45,2026-05-07,-5.0,1.15,stop_loss,SECTOR_RS,1,2026-04
COALINDIA,2026-05-12,463.05,2026-05-19,-1.32,2.28,hold_expiry,VCP+SECTOR_RS,2,2026-05
COALINDIA,2026-05-22,456.55,2026-05-27,-5.0,4.18,stop_loss,SECTOR_RS,1,2026-05
COALINDIA,2026-06-01,472.6,2026-06-01,0.0,0.0,hold_expiry,SECTOR_RS,1,2026-06
COCHINSHIP,2026-03-05,1447.6,2026-03-12,-0.23,5.26,hold_expiry,IGNITE,1,2026-03
COCHINSHIP,2026-04-01,1338.6,2026-04-02,-5.0,0.0,stop_loss,IGNITE,1,2026-04
COCHINSHIP,2026-04-08,1379.8,2026-04-16,8.57,9.57,hold_expiry,MEAN_REVERT,1,2026-04
COCHINSHIP,2026-05-11,1716.5,2026-05-12,-5.0,0.09,stop_loss,SECTOR_RS,1,2026-05
COCHINSHIP,2026-05-15,1594.5,2026-05-18,-5.0,0.0,stop_loss,SECTOR_RS,1,2026-05
COFORGE,2026-03-25,1163.1,2026-04-06,4.91,6.18,hold_expiry,MEAN_REVERT,1,2026-03
COFORGE,2026-04-20,1288.1,2026-04-22,-5.0,1.23,stop_loss,SECTOR_RS,1,2026-04
COFORGE,2026-05-06,1280.4,2026-05-13,1.3,8.39,hold_expiry,IGNITE,1,2026-05
COFORGE,2026-05-18,1348.1,2026-05-25,3.7,7.34,hold_expiry,SECTOR_RS,1,2026-05
COFORGE,2026-05-28,1388.4,2026-06-01,5.24,7.91,hold_expiry,SECTOR_RS,1,2026-05
COHANCE,2026-02-18,325.85,2026-02-20,-5.0,0.8,stop_loss,IGNITE,1,2026-02
COHANCE,2026-03-10,295.6,2026-03-17,1.91,5.85,hold_expiry,MEAN_REVERT,1,2026-03
COHANCE,2026-04-10,377.9,2026-04-13,-5.0,0.0,stop_loss,IGNITE,1,2026-04
COHANCE,2026-04-17,390.55,2026-04-20,-5.0,0.0,stop_loss,IGNITE,1,2026-04
COHANCE,2026-05-11,478.95,2026-05-13,-5.0,5.44,stop_loss,SECTOR_RS,1,2026-05
COHANCE,2026-05-18,428.05,2026-05-25,1.59,8.4,hold_expiry,SECTOR_RS,1,2026-05
COLPAL,2026-02-18,2178.22,2026-02-25,3.02,3.22,hold_expiry,VCP,1,2026-02
COLPAL,2026-03-02,2189.09,2026-03-10,-0.75,0.23,hold_expiry,SECTOR_RS,1,2026-03
COLPAL,2026-04-08,1884.78,2026-04-16,3.69,4.72,hold_expiry,MEAN_REVERT,1,2026-04
COLPAL,2026-05-11,2114.08,2026-05-18,0.57,1.26,hold_expiry,VCP+SECTOR_RS,2,2026-05
COLPAL,2026-05-21,2139.68,2026-05-26,-5.0,1.42,stop_loss,VCP,1,2026-05
CAMS,2026-02-18,736.95,2026-02-25,-3.15,0.03,hold_expiry,VCP,1,2026-02
CAMS,2026-03-05,652.35,2026-03-12,1.75,4.55,hold_expiry,IGNITE,1,2026-03
CAMS,2026-03-20,640.7,2026-03-30,-2.33,2.53,hold_expiry,MEAN_REVERT,1,2026-03
CAMS,2026-04-08,704.85,2026-04-16,4.76,5.23,hold_expiry,SECTOR_RS,1,2026-04
CAMS,2026-05-05,797.4,2026-05-12,-1.6,5.96,hold_expiry,IGNITE,1,2026-05
CAMS,2026-05-15,784.0,2026-05-22,-3.42,1.08,hold_expiry,SECTOR_RS,1,2026-05
CAMS,2026-05-27,787.0,2026-06-01,-2.22,2.6,hold_expiry,SECTOR_RS,1,2026-05
CONCORDBIO,2026-02-25,1230.9,2026-03-04,-5.0,4.4,stop_loss,IGNITE,1,2026-02
CONCORDBIO,2026-05-11,1198.8,2026-05-12,-5.0,0.43,stop_loss,SECTOR_RS,1,2026-05
CONCORDBIO,2026-05-15,1135.3,2026-05-22,1.59,3.66,hold_expiry,SECTOR_RS,1,2026-05
CONCOR,2026-04-06,450.45,2026-04-13,6.9,8.97,hold_expiry,MEAN_REVERT,1,2026-04
CONCOR,2026-05-06,524.2,2026-05-13,-0.83,2.44,hold_expiry,VCP,1,2026-05
CONCOR,2026-05-18,501.95,2026-05-25,2.01,2.3,hold_expiry,VCP,1,2026-05
COROMANDEL,2026-02-18,2358.6,2026-02-25,-2.02,0.0,hold_expiry,VCP,1,2026-02
COROMANDEL,2026-03-10,2073.1,2026-03-12,-5.0,0.54,stop_loss,IGNITE,1,2026-03
COROMANDEL,2026-03-25,2015.4,2026-03-30,-5.0,0.0,stop_loss,MEAN_REVERT,1,2026-03
COROMANDEL,2026-04-09,2146.3,2026-04-17,-5.0,2.4,stop_loss,SECTOR_RS,1,2026-04
CRAFTSMAN,2026-02-23,8009.0,2026-02-25,-5.0,0.0,stop_loss,VCP,1,2026-02
CRAFTSMAN,2026-04-08,7351.5,2026-04-16,2.19,3.38,hold_expiry,IGNITE,1,2026-04
CRAFTSMAN,2026-05-06,7774.5,2026-05-13,10.42,25.26,hold_expiry,VCP,1,2026-05
CRAFTSMAN,2026-05-18,8428.5,2026-05-25,3.13,5.82,hold_expiry,SECTOR_RS,1,2026-05
CRAFTSMAN,2026-05-28,8688.5,2026-06-01,0.96,6.57,hold_expiry,SECTOR_RS,1,2026-05
CREDITACC,2026-02-19,1280.2,2026-02-26,4.58,5.37,hold_expiry,MEAN_REVERT,1,2026-02
CREDITACC,2026-03-27,1167.2,2026-04-07,4.75,11.21,hold_expiry,MEAN_REVERT,1,2026-03
CREDITACC,2026-04-23,1241.9,2026-04-30,4.69,7.16,hold_expiry,VCP,1,2026-04
CREDITACC,2026-05-12,1390.8,2026-05-14,-5.0,1.16,stop_loss,SECTOR_RS,1,2026-05
CREDITACC,2026-05-19,1310.0,2026-05-26,-0.89,1.27,hold_expiry,SECTOR_RS,1,2026-05
CROMPTON,2026-03-02,253.45,2026-03-09,-5.0,0.0,stop_loss,SECTOR_RS,1,2026-03
CROMPTON,2026-04-08,246.05,2026-04-16,6.06,6.52,hold_expiry,MEAN_REVERT,1,2026-04
CROMPTON,2026-05-11,290.2,2026-05-18,1.07,7.0,hold_expiry,SECTOR_RS,1,2026-05
CROMPTON,2026-05-21,291.85,2026-05-28,-1.23,2.76,hold_expiry,SECTOR_RS,1,2026-05
CUMMINSIND,2026-03-02,4816.8,2026-03-04,-5.0,0.0,stop_loss,SECTOR_RS,1,2026-03
CUMMINSIND,2026-03-09,4691.3,2026-03-16,-2.17,4.65,hold_expiry,SECTOR_RS,1,2026-03
CUMMINSIND,2026-04-02,4646.5,2026-04-10,10.59,10.94,hold_expiry,SECTOR_RS,1,2026-04
CUMMINSIND,2026-05-11,5238.5,2026-05-18,1.15,3.66,hold_expiry,VCP+SECTOR_RS,2,2026-05
CUMMINSIND,2026-05-21,5390.0,2026-05-29,9.11,13.17,hold_expiry,VCP+SECTOR_RS,2,2026-05
CYIENT,2026-04-07,832.35,2026-04-15,15.65,18.04,hold_expiry,MEAN_REVERT,1,2026-04
CYIENT,2026-05-11,919.75,2026-05-14,-5.0,0.24,stop_loss,SECTOR_RS,1,2026-05
CYIENT,2026-05-21,902.25,2026-05-28,1.69,3.3,hold_expiry,VCP+SECTOR_RS,2,2026-05
DCMSHRIRAM,2026-03-10,999.9,2026-03-17,6.19,6.89,hold_expiry,IGNITE,1,2026-03
DCMSHRIRAM,2026-03-25,1119.7,2026-04-06,1.29,4.39,hold_expiry,SECTOR_RS,1,2026-03
DCMSHRIRAM,2026-04-09,1108.8,2026-04-17,10.58,13.88,hold_expiry,SECTOR_RS,1,2026-04
DCMSHRIRAM,2026-04-30,1227.5,2026-05-07,2.69,7.94,hold_expiry,IGNITE,1,2026-04
DCMSHRIRAM,2026-05-12,1193.4,2026-05-14,-5.0,1.48,stop_loss,SECTOR_RS,1,2026-05
DLF,2026-04-07,534.1,2026-04-15,9.99,10.55,hold_expiry,MEAN_REVERT,1,2026-04
DLF,2026-05-05,597.3,2026-05-12,-5.0,3.8,stop_loss,VCP,1,2026-05
DLF,2026-05-20,583.3,2026-05-27,1.82,2.97,hold_expiry,VCP,1,2026-05
DOMS,2026-02-24,2364.6,2026-03-02,-5.0,1.05,stop_loss,IGNITE,1,2026-02
DOMS,2026-03-12,2154.0,2026-03-16,-5.0,2.41,stop_loss,IGNITE,1,2026-03
DOMS,2026-03-20,2278.8,2026-03-30,0.86,3.69,hold_expiry,MEAN_REVERT,1,2026-03
DOMS,2026-04-06,2324.9,2026-04-13,2.09,4.46,hold_expiry,SECTOR_RS,1,2026-04
DOMS,2026-04-17,2391.5,2026-04-24,-3.17,1.57,hold_expiry,VCP,1,2026-04
DOMS,2026-04-29,2298.0,2026-05-07,2.56,3.74,hold_expiry,VCP,1,2026-04
DABUR,2026-02-18,510.6,2026-02-25,1.58,2.58,hold_expiry,VCP,1,2026-02
DABUR,2026-04-10,435.7,2026-04-20,1.38,2.66,hold_expiry,MEAN_REVERT,1,2026-04
DABUR,2026-05-05,460.55,2026-05-12,2.76,6.5,hold_expiry,VCP,1,2026-05
DABUR,2026-05-15,467.7,2026-05-21,-5.0,0.0,stop_loss,SECTOR_RS,1,2026-05
DABUR,2026-05-27,445.45,2026-06-01,-4.68,2.14,hold_expiry,SECTOR_RS,1,2026-05
DALBHARAT,2026-03-25,1884.0,2026-03-30,-5.0,0.0,stop_loss,MEAN_REVERT,1,2026-03
DALBHARAT,2026-04-27,1972.7,2026-05-05,-0.23,1.77,hold_expiry,VCP,1,2026-04
DATAPATTNS,2026-03-04,3126.3,2026-03-11,8.22,15.46,hold_expiry,SECTOR_RS,1,2026-03
DATAPATTNS,2026-03-16,3095.9,2026-03-23,-0.75,9.06,hold_expiry,SECTOR_RS,1,2026-03
DATAPATTNS,2026-04-07,3209.1,2026-04-15,7.54,9.5,hold_expiry,MEAN_REVERT,1,2026-04
DATAPATTNS,2026-05-11,4142.0,2026-05-15,-5.0,2.61,stop_loss,SECTOR_RS,1,2026-05
DATAPATTNS,2026-05-22,3969.7,2026-05-29,1.85,7.04,hold_expiry,SECTOR_RS,1,2026-05
DEEPAKFERT,2026-03-10,979.9,2026-03-16,-5.0,4.7,stop_loss,IGNITE,1,2026-03
DEEPAKFERT,2026-03-25,999.05,2026-03-27,-5.0,0.87,stop_loss,IGNITE,1,2026-03
DEEPAKFERT,2026-04-08,1049.3,2026-04-16,14.23,17.7,hold_expiry,SECTOR_RS,1,2026-04
DEEPAKFERT,2026-05-11,1277.8,2026-05-13,-5.0,1.5,stop_loss,SECTOR_RS,1,2026-05
DEEPAKFERT,2026-05-18,1272.4,2026-05-25,14.47,18.15,hold_expiry,SECTOR_RS,1,2026-05
DEEPAKFERT,2026-05-29,1410.1,2026-06-01,0.04,4.57,hold_expiry,SECTOR_RS,1,2026-05
DEEPAKNTR,2026-02-18,1644.7,2026-02-25,-3.83,1.52,hold_expiry,VCP,1,2026-02
DEEPAKNTR,2026-04-07,1389.5,2026-04-15,9.58,11.14,hold_expiry,MEAN_REVERT,1,2026-04
DEEPAKNTR,2026-05-13,1856.4,2026-05-18,-5.0,1.16,stop_loss,SECTOR_RS,1,2026-05
DEEPAKNTR,2026-05-21,1785.3,2026-05-27,-5.0,1.94,stop_loss,SECTOR_RS,1,2026-05
DELHIVERY,2026-02-24,436.75,2026-03-02,-5.0,2.28,stop_loss,VCP,1,2026-02
DELHIVERY,2026-04-01,431.4,2026-04-09,8.91,10.1,hold_expiry,SECTOR_RS,1,2026-04
DELHIVERY,2026-05-11,479.15,2026-05-18,-5.0,0.91,stop_loss,SECTOR_RS,1,2026-05
DELHIVERY,2026-05-21,452.75,2026-05-29,-0.09,3.68,hold_expiry,SECTOR_RS,1,2026-05
DEVYANI,2026-03-12,116.96,2026-03-13,-5.0,0.0,stop_loss,IGNITE,1,2026-03
DEVYANI,2026-04-08,106.0,2026-04-16,2.53,6.09,hold_expiry,MEAN_REVERT,1,2026-04
DEVYANI,2026-04-29,127.59,2026-04-30,-5.0,0.0,stop_loss,IGNITE,1,2026-04
DEVYANI,2026-05-11,116.04,2026-05-18,-0.02,4.27,hold_expiry,SECTOR_RS,1,2026-05
DEVYANI,2026-05-21,114.64,2026-05-29,0.63,3.27,hold_expiry,SECTOR_RS,1,2026-05
DIVISLAB,2026-02-25,6395.5,2026-03-05,-0.48,2.64,hold_expiry,VCP,1,2026-02
DIVISLAB,2026-03-10,6372.0,2026-03-16,-5.0,1.22,stop_loss,VCP+SECTOR_RS,2,2026-03
DIVISLAB,2026-04-09,5952.5,2026-04-17,4.65,6.26,hold_expiry,MEAN_REVERT,1,2026-04
DIVISLAB,2026-05-15,6760.5,2026-05-22,1.87,2.96,hold_expiry,SECTOR_RS,1,2026-05
DIVISLAB,2026-05-27,6797.5,2026-06-01,-3.59,0.76,hold_expiry,SECTOR_RS,1,2026-05
DIXON,2026-03-10,10908.0,2026-03-12,-5.0,1.3,stop_loss,IGNITE,1,2026-03
DIXON,2026-04-08,10636.0,2026-04-16,6.12,7.25,hold_expiry,SECTOR_RS,1,2026-04
DIXON,2026-05-05,11253.0,2026-05-08,-5.0,1.35,stop_loss,VCP,1,2026-05
DIXON,2026-05-13,11124.0,2026-05-20,-1.14,2.12,hold_expiry,IGNITE,1,2026-05
DIXON,2026-05-25,11824.0,2026-06-01,-3.05,0.85,hold_expiry,SECTOR_RS,1,2026-05
LALPATHLAB,2026-02-25,1425.0,2026-03-04,-5.0,0.23,stop_loss,VCP,1,2026-02
LALPATHLAB,2026-03-25,1346.6,2026-04-06,0.42,1.67,hold_expiry,MEAN_REVERT,1,2026-03
LALPATHLAB,2026-04-09,1395.2,2026-04-17,0.49,5.47,hold_expiry,SECTOR_RS,1,2026-04
LALPATHLAB,2026-05-04,1573.4,2026-05-11,5.02,7.92,hold_expiry,IGNITE,1,2026-05
LALPATHLAB,2026-05-14,1600.1,2026-05-21,5.04,7.49,hold_expiry,SECTOR_RS,1,2026-05
LALPATHLAB,2026-05-26,1604.0,2026-06-01,-1.66,2.13,hold_expiry,SECTOR_RS,1,2026-05
DRREDDY,2026-02-18,1280.3,2026-02-25,2.05,3.41,hold_expiry,VCP+SECTOR_RS,2,2026-02
DRREDDY,2026-03-02,1294.4,2026-03-10,1.56,2.72,hold_expiry,SECTOR_RS,1,2026-03
DRREDDY,2026-03-13,1292.3,2026-03-20,0.51,1.18,hold_expiry,SECTOR_RS,1,2026-03
DRREDDY,2026-03-25,1300.7,2026-04-01,-5.0,0.17,stop_loss,SECTOR_RS,1,2026-03
DRREDDY,2026-04-23,1331.0,2026-04-30,-0.61,3.37,hold_expiry,IGNITE,1,2026-04
DRREDDY,2026-05-06,1311.0,2026-05-13,-5.0,0.36,stop_loss,SECTOR_RS,1,2026-05
DRREDDY,2026-05-18,1331.2,2026-05-25,0.02,1.04,hold_expiry,SECTOR_RS,1,2026-05
DRREDDY,2026-06-01,1290.4,2026-06-01,0.0,0.0,hold_expiry,VCP+SECTOR_RS,2,2026-06
EIDPARRY,2026-03-27,795.45,2026-04-07,3.24,4.07,hold_expiry,MEAN_REVERT,1,2026-03
EIDPARRY,2026-04-20,850.8,2026-04-27,0.4,7.42,hold_expiry,VCP,1,2026-04
EIHOTEL,2026-03-05,326.35,2026-03-12,1.67,2.76,hold_expiry,MEAN_REVERT+IGNITE,2,2026-03
EIHOTEL,2026-04-06,303.6,2026-04-13,1.58,3.66,hold_expiry,IGNITE,1,2026-04
EIHOTEL,2026-05-04,326.7,2026-05-11,-0.08,3.17,hold_expiry,VCP,1,2026-05
EIHOTEL,2026-05-14,319.85,2026-05-21,-0.11,3.38,hold_expiry,VCP,1,2026-05
EIHOTEL,2026-05-26,319.9,2026-05-29,-5.0,0.0,stop_loss,VCP,1,2026-05
EICHERMOT,2026-03-02,7826.0,2026-03-09,-5.0,0.0,stop_loss,SECTOR_RS,1,2026-03
EICHERMOT,2026-05-04,7329.0,2026-05-11,-1.73,1.94,hold_expiry,VCP,1,2026-05
EICHERMOT,2026-05-25,7414.0,2026-06-01,-4.23,0.36,hold_expiry,SECTOR_RS,1,2026-05
ELECON,2026-03-06,410.15,2026-03-12,-5.0,3.38,stop_loss,IGNITE,1,2026-03
ELECON,2026-04-08,419.6,2026-04-16,-3.18,3.79,hold_expiry,SECTOR_RS,1,2026-04
ELECON,2026-04-21,471.55,2026-04-28,1.62,11.22,hold_expiry,IGNITE,1,2026-04
ELECON,2026-05-11,529.25,2026-05-12,-5.0,0.44,stop_loss,SECTOR_RS,1,2026-05
ELECON,2026-05-15,484.85,2026-05-22,9.98,11.27,hold_expiry,SECTOR_RS,1,2026-05
ELECON,2026-05-27,532.7,2026-06-01,-5.0,0.84,stop_loss,SECTOR_RS,1,2026-05
ELGIEQUIP,2026-03-02,520.1,2026-03-09,-5.0,0.71,stop_loss,SECTOR_RS,1,2026-03
ELGIEQUIP,2026-03-24,480.95,2026-04-02,-0.26,2.69,hold_expiry,MEAN_REVERT,1,2026-03
ELGIEQUIP,2026-05-06,548.5,2026-05-12,-5.0,4.25,stop_loss,VCP,1,2026-05
ELGIEQUIP,2026-05-20,565.25,2026-05-27,2.24,4.2,hold_expiry,SECTOR_RS+IGNITE,2,2026-05
EMAMILTD,2026-04-07,410.3,2026-04-15,3.46,5.48,hold_expiry,MEAN_REVERT,1,2026-04
EMAMILTD,2026-05-07,454.4,2026-05-12,-5.0,1.12,stop_loss,VCP,1,2026-05
EMCURE,2026-03-09,1521.1,2026-03-13,-5.0,4.24,stop_loss,IGNITE,1,2026-03
EMCURE,2026-03-18,1531.5,2026-03-23,-5.0,0.0,stop_loss,SECTOR_RS,1,2026-03
EMCURE,2026-03-27,1652.7,2026-04-02,-5.0,0.68,stop_loss,SECTOR_RS,1,2026-03
EMCURE,2026-04-08,1565.4,2026-04-16,4.7,6.36,hold_expiry,SECTOR_RS,1,2026-04
EMCURE,2026-04-29,1729.9,2026-05-06,-5.0,5.79,stop_loss,IGNITE,1,2026-04
EMCURE,2026-05-11,1678.0,2026-05-18,0.49,2.39,hold_expiry,SECTOR_RS,1,2026-05
EMCURE,2026-05-21,1751.5,2026-05-29,-3.17,0.26,hold_expiry,VCP+SECTOR_RS,2,2026-05
ENDURANCE,2026-03-02,2654.1,2026-03-04,-5.0,0.0,stop_loss,SECTOR_RS,1,2026-03
ENDURANCE,2026-04-08,2359.1,2026-04-16,1.06,4.73,hold_expiry,MEAN_REVERT,1,2026-04
ENDURANCE,2026-05-07,2536.2,2026-05-14,3.29,6.18,hold_expiry,IGNITE,1,2026-05
ENDURANCE,2026-05-19,2545.2,2026-05-26,7.37,10.46,hold_expiry,SECTOR_RS,1,2026-05
ENDURANCE,2026-06-01,2732.2,2026-06-01,0.0,0.0,hold_expiry,SECTOR_RS,1,2026-06
ENGINERSIN,2026-03-02,210.91,2026-03-04,-5.0,0.0,stop_loss,SECTOR_RS,1,2026-03
ENGINERSIN,2026-03-09,195.18,2026-03-13,-5.0,5.78,stop_loss,SECTOR_RS,1,2026-03
ENGINERSIN,2026-03-25,195.98,2026-03-30,-5.0,0.0,stop_loss,MEAN_REVERT,1,2026-03
ENGINERSIN,2026-04-08,206.46,2026-04-16,10.59,11.4,hold_expiry,SECTOR_RS,1,2026-04
ENGINERSIN,2026-05-11,248.4,2026-05-12,-5.0,0.54,stop_loss,SECTOR_RS,1,2026-05
ENGINERSIN,2026-05-15,246.75,2026-05-22,-5.0,1.56,stop_loss,SECTOR_RS,1,2026-05
ERIS,2026-03-25,1336.1,2026-04-06,-0.51,1.69,hold_expiry,MEAN_REVERT,1,2026-03
ERIS,2026-04-09,1364.1,2026-04-17,5.97,8.35,hold_expiry,SECTOR_RS,1,2026-04
ERIS,2026-05-11,1376.4,2026-05-18,-2.59,2.44,hold_expiry,VCP+SECTOR_RS,2,2026-05
ERIS,2026-05-26,1361.4,2026-06-01,1.25,3.79,hold_expiry,SECTOR_RS,1,2026-05
ESCORTS,2026-03-11,3396.6,2026-03-12,-5.0,0.1,stop_loss,MEAN_REVERT,1,2026-03
ESCORTS,2026-03-20,3059.4,2026-03-23,-5.0,0.0,stop_loss,IGNITE,1,2026-03
ESCORTS,2026-04-07,2909.8,2026-04-15,11.03,11.35,hold_expiry,MEAN_REVERT,1,2026-04
ESCORTS,2026-05-05,3207.5,2026-05-11,-5.0,6.25,stop_loss,VCP,1,2026-05
ETERNAL,2026-03-18,242.54,2026-03-19,-5.0,0.0,stop_loss,MEAN_REVERT,1,2026-03
ETERNAL,2026-03-24,237.94,2026-03-30,-5.0,2.76,stop_loss,MEAN_REVERT,1,2026-03
ETERNAL,2026-04-16,252.7,2026-04-23,2.86,4.79,hold_expiry,VCP,1,2026-04
ETERNAL,2026-05-07,257.42,2026-05-12,-5.0,0.0,stop_loss,VCP,1,2026-05
ETERNAL,2026-05-26,250.17,2026-06-01,-0.83,3.48,hold_expiry,VCP,1,2026-05
EXIDEIND,2026-03-25,307.15,2026-03-30,-5.0,0.31,stop_loss,MEAN_REVERT,1,2026-03
EXIDEIND,2026-05-11,352.7,2026-05-18,-5.0,0.94,stop_loss,SECTOR_RS,1,2026-05
EXIDEIND,2026-05-26,366.25,2026-06-01,7.1,8.55,hold_expiry,SECTOR_RS,1,2026-05
NYKAA,2026-03-02,259.1,2026-03-09,-5.0,1.33,stop_loss,SECTOR_RS,1,2026-03
NYKAA,2026-04-08,254.07,2026-04-16,3.36,4.64,hold_expiry,SECTOR_RS,1,2026-04
NYKAA,2026-04-30,264.76,2026-05-07,1.92,5.47,hold_expiry,VCP,1,2026-04
NYKAA,2026-05-12,260.65,2026-05-19,4.14,6.23,hold_expiry,VCP,1,2026-05
NYKAA,2026-05-22,277.25,2026-05-27,-5.0,1.35,stop_loss,SECTOR_RS,1,2026-05
FEDERALBNK,2026-02-18,290.85,2026-02-25,2.84,3.51,hold_expiry,VCP,1,2026-02
FEDERALBNK,2026-03-02,294.95,2026-03-09,-5.0,0.0,stop_loss,VCP+SECTOR_RS,2,2026-03
FEDERALBNK,2026-04-08,284.45,2026-04-16,-0.02,3.67,hold_expiry,SECTOR_RS,1,2026-04
FEDERALBNK,2026-05-01,286.95,2026-05-08,3.59,4.01,hold_expiry,VCP,1,2026-05
FEDERALBNK,2026-05-20,289.9,2026-05-27,-0.34,1.19,hold_expiry,VCP,1,2026-05
FACT,2026-03-10,794.5,2026-03-17,2.24,16.9,hold_expiry,IGNITE,1,2026-03
FACT,2026-03-24,794.2,2026-03-30,-5.0,3.68,stop_loss,SECTOR_RS,1,2026-03
FACT,2026-04-06,790.6,2026-04-13,7.81,12.37,hold_expiry,SECTOR_RS,1,2026-04
FACT,2026-04-17,902.75,2026-04-24,-1.46,5.42,hold_expiry,IGNITE,1,2026-04
FACT,2026-05-06,915.0,2026-05-12,-5.0,2.07,stop_loss,VCP,1,2026-05
FACT,2026-05-26,903.4,2026-05-29,-5.0,3.87,stop_loss,VCP,1,2026-05
FINCABLES,2026-02-26,873.35,2026-03-06,10.93,11.82,hold_expiry,IGNITE,1,2026-02
FINCABLES,2026-03-11,887.85,2026-03-16,-5.0,1.93,stop_loss,SECTOR_RS,1,2026-03
FINCABLES,2026-03-19,849.8,2026-03-23,-5.0,5.05,stop_loss,SECTOR_RS,1,2026-03
FINCABLES,2026-04-07,810.5,2026-04-15,9.02,9.57,hold_expiry,MEAN_REVERT,1,2026-04
FINCABLES,2026-05-12,1073.5,2026-05-18,-5.0,1.78,stop_loss,SECTOR_RS,1,2026-05
FINCABLES,2026-05-21,1043.1,2026-05-29,8.93,13.58,hold_expiry,SECTOR_RS,1,2026-05
FINPIPE,2026-02-26,185.12,2026-03-02,-5.0,0.42,stop_loss,VCP,1,2026-02
FINPIPE,2026-03-06,187.47,2026-03-13,-1.63,2.63,hold_expiry,SECTOR_RS,1,2026-03
FINPIPE,2026-04-15,172.48,2026-04-22,3.25,4.12,hold_expiry,MEAN_REVERT,1,2026-04
FINPIPE,2026-05-06,176.76,2026-05-12,-5.0,2.1,stop_loss,VCP,1,2026-05
FINPIPE,2026-05-22,173.11,2026-05-29,7.57,15.76,hold_expiry,SECTOR_RS,1,2026-05
FSL,2026-03-19,220.22,2026-03-23,-5.0,3.74,stop_loss,MEAN_REVERT,1,2026-03
FSL,2026-04-16,244.22,2026-04-20,-5.0,2.98,stop_loss,IGNITE,1,2026-04
FSL,2026-05-06,243.41,2026-05-13,-0.25,15.38,hold_expiry,IGNITE,1,2026-05
FSL,2026-05-18,233.92,2026-05-25,19.82,20.58,hold_expiry,SECTOR_RS,1,2026-05
FSL,2026-05-28,264.97,2026-06-01,0.86,2.65,hold_expiry,SECTOR_RS,1,2026-05
FIVESTAR,2026-03-25,382.6,2026-03-30,-5.0,0.76,stop_loss,MEAN_REVERT+IGNITE,2,2026-03
FIVESTAR,2026-04-09,423.3,2026-04-17,11.47,11.98,hold_expiry,SECTOR_RS,1,2026-04
FIVESTAR,2026-05-11,469.65,2026-05-13,-5.0,0.75,stop_loss,SECTOR_RS,1,2026-05
FORTIS,2026-02-19,906.6,2026-02-26,6.29,6.5,hold_expiry,VCP,1,2026-02
FORTIS,2026-03-04,910.9,2026-03-09,-5.0,1.86,stop_loss,SECTOR_RS,1,2026-03
FORTIS,2026-04-07,840.05,2026-04-15,4.46,4.76,hold_expiry,MEAN_REVERT,1,2026-04
FORTIS,2026-05-11,974.15,2026-05-18,-1.23,0.9,hold_expiry,SECTOR_RS,1,2026-05
