symbol,entry_date,entry_price,exit_date,pnl_pct,max_gain_pct,exit_reason,lanes,lane_count,month
AXISBANK,2026-03-02,1372.3,2026-03-09,-5.0,0.0,stop_loss,VCP,1,2026-03
AXISBANK,2026-04-06,1245.3,2026-04-13,8.7,9.76,hold_expiry,MEAN_REVERT,1,2026-04
AXISBANK,2026-05-21,1253.3,2026-05-29,2.66,5.08,hold_expiry,MEAN_REVERT,1,2026-05
BASF,2026-03-12,3469.7,2026-03-19,-4.6,1.2,hold_expiry,MEAN_REVERT,1,2026-03
BASF,2026-04-08,3578.1,2026-04-16,2.87,4.4,hold_expiry,SECTOR_RS,1,2026-04
BASF,2026-05-04,3649.4,2026-05-11,6.12,12.07,hold_expiry,VCP,1,2026-05
BASF,2026-05-14,3897.0,2026-05-20,-5.0,1.87,stop_loss,SECTOR_RS,1,2026-05
BEML,2026-04-07,1519.7,2026-04-15,12.63,13.31,hold_expiry,MEAN_REVERT,1,2026-04
BEML,2026-05-11,1910.7,2026-05-12,-5.0,0.0,stop_loss,SECTOR_RS,1,2026-05
BEML,2026-05-15,1788.1,2026-05-22,2.36,5.36,hold_expiry,SECTOR_RS,1,2026-05
BEML,2026-05-27,1832.6,2026-05-29,-5.0,1.71,stop_loss,SECTOR_RS,1,2026-05
BLS,2026-02-23,281.75,2026-03-02,-5.0,3.6,stop_loss,IGNITE,1,2026-02
BLS,2026-03-24,259.4,2026-03-30,-5.0,6.71,stop_loss,MEAN_REVERT+IGNITE,2,2026-03
BLS,2026-04-06,268.33,2026-04-13,5.37,13.95,hold_expiry,SECTOR_RS,1,2026-04
BLS,2026-05-07,291.9,2026-05-12,-5.0,1.13,stop_loss,VCP,1,2026-05
BLS,2026-05-22,267.7,2026-05-29,-2.54,3.1,hold_expiry,MEAN_REVERT,1,2026-05
BSE,2026-03-11,2837.4,2026-03-18,5.58,6.05,hold_expiry,MEAN_REVERT,1,2026-03
BSE,2026-03-25,2890.2,2026-03-30,-5.0,0.0,stop_loss,SECTOR_RS,1,2026-03
BSE,2026-04-06,2982.3,2026-04-13,10.77,12.04,hold_expiry,SECTOR_RS,1,2026-04
BSE,2026-05-27,4248.4,2026-06-01,-5.0,0.18,stop_loss,SECTOR_RS,1,2026-05
BAJAJ-AUTO,2026-02-19,9593.98,2026-02-26,3.92,4.71,hold_expiry,VCP,1,2026-02
BAJAJ-AUTO,2026-03-04,9518.54,2026-03-11,-3.37,2.4,hold_expiry,VCP,1,2026-03
BAJAJ-AUTO,2026-05-01,9855.3,2026-05-08,7.18,7.91,hold_expiry,VCP,1,2026-05
BAJAJ-AUTO,2026-05-21,10518.96,2026-05-28,1.33,1.57,hold_expiry,VCP,1,2026-05
BAJFINANCE,2026-02-27,995.9,2026-03-04,-5.0,0.0,stop_loss,VCP,1,2026-02
BAJFINANCE,2026-04-07,855.1,2026-04-15,6.79,8.44,hold_expiry,MEAN_REVERT,1,2026-04
BAJFINANCE,2026-05-01,937.0,2026-05-08,1.96,5.9,hold_expiry,VCP,1,2026-05
BAJFINANCE,2026-05-14,912.15,2026-05-21,-0.49,2.49,hold_expiry,SECTOR_RS,1,2026-05
BAJFINANCE,2026-05-26,930.2,2026-06-01,-4.42,0.82,hold_expiry,VCP+SECTOR_RS,2,2026-05
BAJAJFINSV,2026-02-19,2033.2,2026-02-26,0.4,2.05,hold_expiry,VCP,1,2026-02
BAJAJFINSV,2026-04-07,1684.4,2026-04-15,8.39,9.19,hold_expiry,MEAN_REVERT,1,2026-04
BAJAJFINSV,2026-05-06,1836.1,2026-05-12,-5.0,0.74,stop_loss,VCP,1,2026-05
BAJAJFINSV,2026-05-20,1772.0,2026-05-27,2.09,2.45,hold_expiry,VCP,1,2026-05
BAJAJHLDNG,2026-02-19,11188.0,2026-02-26,-2.12,3.97,hold_expiry,VCP,1,2026-02
BAJAJHLDNG,2026-04-07,9237.0,2026-04-15,8.89,10.07,hold_expiry,MEAN_REVERT,1,2026-04
BAJAJHLDNG,2026-05-07,10597.0,2026-05-12,-5.0,2.29,stop_loss,VCP,1,2026-05
BAJAJHLDNG,2026-05-18,10367.0,2026-05-25,2.65,3.61,hold_expiry,SECTOR_RS,1,2026-05
BAJAJHLDNG,2026-05-28,10556.0,2026-06-01,-2.71,0.61,hold_expiry,VCP+SECTOR_RS,2,2026-05
BAJAJHFL,2026-04-06,79.68,2026-04-13,6.71,8.56,hold_expiry,MEAN_REVERT,1,2026-04
BAJAJHFL,2026-05-06,86.97,2026-05-13,-2.01,2.56,hold_expiry,VCP,1,2026-05
BAJAJHFL,2026-05-26,85.05,2026-06-01,-1.18,2.82,hold_expiry,MEAN_REVERT,1,2026-05
BALKRISIND,2026-03-25,2207.8,2026-03-30,-5.0,0.0,stop_loss,MEAN_REVERT,1,2026-03
BALKRISIND,2026-05-07,2258.4,2026-05-12,-5.0,1.84,stop_loss,VCP,1,2026-05
BALKRISIND,2026-05-26,2202.7,2026-06-01,-1.59,6.76,hold_expiry,SECTOR_RS,1,2026-05
BALRAMCHIN,2026-02-26,461.3,2026-03-06,4.26,9.09,hold_expiry,VCP,1,2026-02
BALRAMCHIN,2026-03-11,519.05,2026-03-13,-5.0,0.12,stop_loss,SECTOR_RS,1,2026-03
BALRAMCHIN,2026-03-18,475.95,2026-03-24,-5.0,4.39,stop_loss,SECTOR_RS,1,2026-03
BALRAMCHIN,2026-03-30,497.1,2026-04-08,-5.0,2.51,stop_loss,SECTOR_RS,1,2026-03
BALRAMCHIN,2026-04-15,485.35,2026-04-22,11.58,12.18,hold_expiry,VCP,1,2026-04
BALRAMCHIN,2026-05-11,525.4,2026-05-18,2.99,6.95,hold_expiry,VCP+SECTOR_RS,2,2026-05
BALRAMCHIN,2026-05-21,537.45,2026-05-28,-1.35,0.79,hold_expiry,VCP+SECTOR_RS,2,2026-05
BANDHANBNK,2026-03-02,177.66,2026-03-10,2.59,4.75,hold_expiry,SECTOR_RS,1,2026-03
BANDHANBNK,2026-03-13,175.5,2026-03-16,-5.0,0.5,stop_loss,SECTOR_RS,1,2026-03
BANDHANBNK,2026-04-08,164.75,2026-04-16,5.72,7.49,hold_expiry,MEAN_REVERT,1,2026-04
BANDHANBNK,2026-05-11,201.23,2026-05-18,-5.0,1.28,stop_loss,SECTOR_RS,1,2026-05
BANDHANBNK,2026-05-21,191.08,2026-05-28,7.72,8.99,hold_expiry,SECTOR_RS,1,2026-05
BANKBARODA,2026-03-02,315.2,2026-03-04,-5.0,0.0,stop_loss,SECTOR_RS,1,2026-03
BANKBARODA,2026-04-08,275.98,2026-04-16,1.24,2.54,hold_expiry,MEAN_REVERT,1,2026-04
BANKBARODA,2026-05-25,272.25,2026-06-01,-2.9,0.73,hold_expiry,SECTOR_RS,1,2026-05
BANKINDIA,2026-03-02,166.85,2026-03-04,-5.0,0.0,stop_loss,VCP+SECTOR_RS,2,2026-03
BANKINDIA,2026-05-25,141.39,2026-06-01,-3.29,1.96,hold_expiry,VCP+SECTOR_RS,2,2026-05
MAHABANK,2026-02-18,68.99,2026-02-25,7.38,8.42,hold_expiry,VCP,1,2026-02
MAHABANK,2026-03-02,71.98,2026-03-04,-5.0,0.0,stop_loss,SECTOR_RS,1,2026-03
MAHABANK,2026-03-10,68.77,2026-03-13,-5.0,0.54,stop_loss,SECTOR_RS,1,2026-03
MAHABANK,2026-03-24,63.88,2026-04-02,0.02,4.71,hold_expiry,MEAN_REVERT,1,2026-03
MAHABANK,2026-04-08,69.94,2026-04-16,1.87,3.35,hold_expiry,SECTOR_RS,1,2026-04
MAHABANK,2026-05-11,81.42,2026-05-14,-5.0,1.27,stop_loss,SECTOR_RS,1,2026-05
MAHABANK,2026-05-20,78.75,2026-05-27,1.69,4.38,hold_expiry,SECTOR_RS,1,2026-05
BATAINDIA,2026-04-06,666.5,2026-04-13,10.05,10.43,hold_expiry,MEAN_REVERT,1,2026-04
BATAINDIA,2026-05-06,724.95,2026-05-13,-3.26,1.46,hold_expiry,VCP,1,2026-05
BAYERCROP,2026-02-25,4727.9,2026-03-04,-5.0,0.8,stop_loss,VCP,1,2026-02
BAYERCROP,2026-03-20,4717.5,2026-03-23,-5.0,0.0,stop_loss,IGNITE,1,2026-03
BAYERCROP,2026-04-01,4743.5,2026-04-09,1.38,2.77,hold_expiry,SECTOR_RS,1,2026-04
BAYERCROP,2026-04-21,4822.7,2026-04-28,-4.61,0.85,hold_expiry,VCP,1,2026-04
BAYERCROP,2026-05-01,4764.1,2026-05-08,-3.23,1.44,hold_expiry,VCP,1,2026-05
BAYERCROP,2026-05-27,4615.8,2026-06-01,-2.03,1.17,hold_expiry,MEAN_REVERT+IGNITE,2,2026-05
BERGEPAINT,2026-03-25,425.45,2026-04-06,1.3,2.24,hold_expiry,MEAN_REVERT,1,2026-03
BERGEPAINT,2026-05-04,470.3,2026-05-11,5.01,10.98,hold_expiry,VCP,1,2026-05
BERGEPAINT,2026-05-14,533.9,2026-05-19,-5.0,0.43,stop_loss,IGNITE,1,2026-05
BERGEPAINT,2026-05-22,501.15,2026-05-29,-0.11,5.76,hold_expiry,SECTOR_RS,1,2026-05
BDL,2026-03-06,1356.7,2026-03-13,-3.29,5.11,hold_expiry,IGNITE,1,2026-03
BDL,2026-04-07,1235.9,2026-04-15,9.73,11.09,hold_expiry,MEAN_REVERT,1,2026-04
BDL,2026-05-05,1398.6,2026-05-12,-5.0,5.91,stop_loss,VCP,1,2026-05
BEL,2026-02-18,445.8,2026-02-25,-1.88,0.35,hold_expiry,VCP+SECTOR_RS,2,2026-02
BEL,2026-03-02,452.03,2026-03-10,2.51,4.74,hold_expiry,VCP+SECTOR_RS,2,2026-03
BEL,2026-03-13,439.4,2026-03-20,-3.03,1.9,hold_expiry,SECTOR_RS,1,2026-03
BEL,2026-04-07,427.8,2026-04-15,4.64,5.0,hold_expiry,MEAN_REVERT,1,2026-04
BEL,2026-04-24,444.45,2026-05-01,-2.96,0.87,hold_expiry,SECTOR_RS,1,2026-04
BHARATFORG,2026-03-04,1841.8,2026-03-11,-2.43,5.09,hold_expiry,SECTOR_RS,1,2026-03
BHARATFORG,2026-03-18,1804.4,2026-03-19,-5.0,0.0,stop_loss,SECTOR_RS,1,2026-03
BHARATFORG,2026-04-15,1831.6,2026-04-22,3.91,5.1,hold_expiry,VCP,1,2026-04
BHARATFORG,2026-05-05,1866.6,2026-05-12,2.49,9.5,hold_expiry,VCP,1,2026-05
BHARATFORG,2026-05-15,1913.1,2026-05-22,-0.8,0.98,hold_expiry,SECTOR_RS,1,2026-05
BHARATFORG,2026-05-27,1938.6,2026-06-01,-0.82,1.62,hold_expiry,VCP+SECTOR_RS,2,2026-05
BHEL,2026-03-12,267.85,2026-03-16,-5.0,0.91,stop_loss,SECTOR_RS,1,2026-03
BHEL,2026-03-20,262.05,2026-03-30,-5.0,1.81,stop_loss,VCP+SECTOR_RS,2,2026-03
BHEL,2026-04-08,265.7,2026-04-16,16.39,17.54,hold_expiry,SECTOR_RS,1,2026-04
BHEL,2026-05-15,398.3,2026-05-22,2.57,4.12,hold_expiry,SECTOR_RS,1,2026-05
BHEL,2026-05-27,422.35,2026-06-01,-4.16,0.6,hold_expiry,SECTOR_RS,1,2026-05
BPCL,2026-02-18,380.9,2026-02-25,0.04,0.26,hold_expiry,SECTOR_RS,1,2026-02
BPCL,2026-03-02,374.8,2026-03-04,-5.0,0.0,stop_loss,SECTOR_RS,1,2026-03
BPCL,2026-04-08,298.1,2026-04-16,3.3,5.64,hold_expiry,MEAN_REVERT,1,2026-04
BPCL,2026-05-27,307.15,2026-05-29,-5.0,1.58,stop_loss,VCP+SECTOR_RS,2,2026-05
BHARTIARTL,2026-03-18,1855.4,2026-03-25,-1.1,0.32,hold_expiry,MEAN_REVERT,1,2026-03
BHARTIARTL,2026-04-29,1888.1,2026-05-06,-2.88,0.95,hold_expiry,VCP,1,2026-04
BHARTIARTL,2026-05-14,1883.5,2026-05-21,0.1,3.73,hold_expiry,SECTOR_RS,1,2026-05
BHARTIARTL,2026-05-28,1852.2,2026-06-01,-2.25,0.42,hold_expiry,VCP,1,2026-05
BHARTIHEXA,2026-03-18,1593.6,2026-03-25,-0.65,1.57,hold_expiry,MEAN_REVERT,1,2026-03
BHARTIHEXA,2026-05-15,1562.3,2026-05-22,-1.29,3.89,hold_expiry,SECTOR_RS,1,2026-05
BHARTIHEXA,2026-05-27,1534.0,2026-06-01,-1.29,0.08,hold_expiry,VCP+SECTOR_RS,2,2026-05
BIKAJI,2026-04-08,639.65,2026-04-16,0.34,1.4,hold_expiry,VCP+SECTOR_RS,2,2026-04
BIKAJI,2026-05-07,674.3,2026-05-14,-5.0,0.62,stop_loss,VCP,1,2026-05
BIKAJI,2026-05-19,678.25,2026-05-22,-5.0,1.58,stop_loss,VCP+SECTOR_RS,2,2026-05
BIOCON,2026-03-02,387.95,2026-03-10,2.02,2.71,hold_expiry,SECTOR_RS,1,2026-03
BIOCON,2026-03-13,383.55,2026-03-20,-0.68,1.13,hold_expiry,SECTOR_RS,1,2026-03
BIOCON,2026-05-11,390.45,2026-05-18,9.17,11.31,hold_expiry,SECTOR_RS+IGNITE,2,2026-05
BSOFT,2026-03-10,385.05,2026-03-13,-5.0,3.0,stop_loss,MEAN_REVERT,1,2026-03
BSOFT,2026-05-06,372.5,2026-05-11,-5.0,2.54,stop_loss,VCP,1,2026-05
BLUEDART,2026-02-19,5667.5,2026-02-26,-0.98,0.39,hold_expiry,VCP,1,2026-02
BLUEDART,2026-04-08,5036.0,2026-04-16,4.04,4.94,hold_expiry,MEAN_REVERT,1,2026-04
BLUEDART,2026-05-08,5682.0,2026-05-11,-5.0,0.0,stop_loss,VCP,1,2026-05
BLUESTARCO,2026-02-26,1964.9,2026-03-02,-5.0,0.16,stop_loss,VCP,1,2026-02
BLUESTARCO,2026-03-06,1948.5,2026-03-13,-5.0,1.82,stop_loss,SECTOR_RS,1,2026-03
BLUESTARCO,2026-04-10,1690.0,2026-04-20,11.78,13.67,hold_expiry,MEAN_REVERT,1,2026-04
BBTC,2026-04-08,1473.0,2026-04-16,1.9,3.0,hold_expiry,MEAN_REVERT+IGNITE,2,2026-04
BBTC,2026-05-06,1553.5,2026-05-12,-5.0,3.69,stop_loss,VCP,1,2026-05
BBTC,2026-05-15,1522.8,2026-05-22,0.72,1.2,hold_expiry,SECTOR_RS,1,2026-05
BBTC,2026-05-27,1536.6,2026-06-01,-2.04,0.73,hold_expiry,VCP+SECTOR_RS,2,2026-05
BOSCHLTD,2026-02-25,36570.0,2026-03-04,-5.0,0.72,stop_loss,VCP+IGNITE,2,2026-02
BOSCHLTD,2026-04-02,32135.0,2026-04-10,16.17,17.22,hold_expiry,MEAN_REVERT,1,2026-04
BOSCHLTD,2026-05-05,35870.0,2026-05-12,1.78,8.32,hold_expiry,VCP,1,2026-05
BOSCHLTD,2026-05-15,37740.0,2026-05-21,-5.0,0.0,stop_loss,VCP+SECTOR_RS,2,2026-05
BOSCHLTD,2026-05-29,36625.0,2026-06-01,0.22,1.98,hold_expiry,SECTOR_RS,1,2026-05
FIRSTCRY,2026-02-20,219.35,2026-02-27,-0.89,1.78,hold_expiry,IGNITE,1,2026-02
FIRSTCRY,2026-03-10,218.32,2026-03-17,-2.49,7.59,hold_expiry,MEAN_REVERT,1,2026-03
FIRSTCRY,2026-03-20,250.87,2026-03-23,-5.0,0.0,stop_loss,SECTOR_RS+IGNITE,2,2026-03
FIRSTCRY,2026-04-07,243.05,2026-04-15,1.93,4.42,hold_expiry,SECTOR_RS+IGNITE,2,2026-04
FIRSTCRY,2026-05-12,235.48,2026-05-15,-5.0,0.9,stop_loss,IGNITE,1,2026-05
FIRSTCRY,2026-05-21,234.09,2026-05-27,-5.0,4.66,stop_loss,IGNITE,1,2026-05
BRIGADE,2026-03-18,686.15,2026-03-19,-5.0,0.0,stop_loss,MEAN_REVERT,1,2026-03
BRIGADE,2026-03-27,691.15,2026-03-30,-5.0,0.0,stop_loss,IGNITE,1,2026-03
BRIGADE,2026-04-08,718.05,2026-04-16,2.85,9.67,hold_expiry,SECTOR_RS,1,2026-04
BRIGADE,2026-05-07,773.15,2026-05-12,-5.0,0.5,stop_loss,VCP,1,2026-05
BRITANNIA,2026-02-19,6108.5,2026-02-26,0.47,1.64,hold_expiry,VCP,1,2026-02
BRITANNIA,2026-03-06,5983.0,2026-03-13,-2.92,0.2,hold_expiry,VCP+SECTOR_RS,2,2026-03
BRITANNIA,2026-05-04,5792.5,2026-05-11,-5.0,1.71,stop_loss,VCP,1,2026-05
MAPMYINDIA,2026-03-20,915.7,2026-03-23,-5.0,0.0,stop_loss,IGNITE,1,2026-03
MAPMYINDIA,2026-04-07,883.65,2026-04-15,5.81,8.84,hold_expiry,MEAN_REVERT,1,2026-04
MAPMYINDIA,2026-05-06,952.5,2026-05-13,7.69,18.31,hold_expiry,VCP,1,2026-05
MAPMYINDIA,2026-05-18,939.1,2026-05-21,-5.0,8.08,stop_loss,SECTOR_RS,1,2026-05
CCL,2026-02-23,1033.1,2026-03-02,-5.0,3.17,stop_loss,IGNITE,1,2026-02
CCL,2026-03-06,1015.8,2026-03-13,0.67,4.99,hold_expiry,SECTOR_RS,1,2026-03
CCL,2026-03-18,1046.0,2026-03-25,3.02,6.0,hold_expiry,VCP+SECTOR_RS,2,2026-03
CCL,2026-04-01,1082.3,2026-04-09,-0.59,9.31,hold_expiry,SECTOR_RS,1,2026-04
CCL,2026-04-21,1113.1,2026-04-28,-0.89,3.0,hold_expiry,VCP,1,2026-04
CCL,2026-05-01,1135.1,2026-05-08,-1.06,7.26,hold_expiry,VCP,1,2026-05
CCL,2026-05-13,1124.3,2026-05-20,-2.52,0.95,hold_expiry,SECTOR_RS,1,2026-05
CESC,2026-02-25,160.06,2026-03-02,-5.0,1.19,stop_loss,VCP,1,2026-02
CESC,2026-03-12,159.42,2026-03-19,-3.39,3.88,hold_expiry,SECTOR_RS+IGNITE,2,2026-03
CESC,2026-04-02,153.25,2026-04-10,2.79,3.69,hold_expiry,SECTOR_RS,1,2026-04
CESC,2026-05-11,182.01,2026-05-18,-3.08,2.4,hold_expiry,SECTOR_RS,1,2026-05
CGPOWER,2026-03-02,711.85,2026-03-10,2.3,2.82,hold_expiry,VCP+SECTOR_RS,2,2026-03
CGPOWER,2026-03-13,709.9,2026-03-20,-3.99,0.99,hold_expiry,SECTOR_RS,1,2026-03
CGPOWER,2026-04-08,726.3,2026-04-16,4.08,4.87,hold_expiry,SECTOR_RS,1,2026-04
CGPOWER,2026-05-07,859.1,2026-05-14,-1.26,3.22,hold_expiry,IGNITE,1,2026-05
CGPOWER,2026-05-20,853.25,2026-05-27,9.56,9.93,hold_expiry,SECTOR_RS,1,2026-05
CGPOWER,2026-06-01,894.35,2026-06-01,0.0,0.0,hold_expiry,SECTOR_RS,1,2026-06
CRISIL,2026-02-20,4524.09,2026-02-27,-4.17,1.82,hold_expiry,VCP,1,2026-02
CRISIL,2026-04-08,3844.32,2026-04-16,7.11,9.15,hold_expiry,MEAN_REVERT,1,2026-04
CRISIL,2026-05-06,4155.4,2026-05-13,-3.09,1.77,hold_expiry,VCP,1,2026-05
CAMPUS,2026-03-25,233.3,2026-03-27,-5.0,0.0,stop_loss,MEAN_REVERT,1,2026-03
CAMPUS,2026-04-02,230.01,2026-04-10,3.7,6.73,hold_expiry,MEAN_REVERT,1,2026-04
CAMPUS,2026-04-30,248.16,2026-05-07,0.44,1.94,hold_expiry,VCP,1,2026-04
CAMPUS,2026-05-12,243.61,2026-05-18,-5.0,0.76,stop_loss,VCP,1,2026-05
CAMPUS,2026-05-26,250.5,2026-06-01,0.18,2.28,hold_expiry,IGNITE,1,2026-05
CANFINHOME,2026-03-11,865.95,2026-03-13,-5.0,2.13,stop_loss,MEAN_REVERT,1,2026-03
CANFINHOME,2026-05-11,855.3,2026-05-18,-5.0,0.88,stop_loss,SECTOR_RS,1,2026-05
CANBK,2026-02-24,157.03,2026-03-04,-5.0,3.73,stop_loss,VCP,1,2026-02
CANBK,2026-04-07,129.51,2026-04-15,9.42,10.93,hold_expiry,MEAN_REVERT,1,2026-04
CANBK,2026-05-25,133.7,2026-06-01,-4.29,1.35,hold_expiry,MEAN_REVERT,1,2026-05
CAPLIPOINT,2026-03-11,1690.1,2026-03-18,-2.48,0.44,hold_expiry,MEAN_REVERT,1,2026-03
CAPLIPOINT,2026-05-04,1736.3,2026-05-11,6.74,8.56,hold_expiry,VCP,1,2026-05
CAPLIPOINT,2026-05-14,2023.8,2026-05-21,0.1,2.19,hold_expiry,SECTOR_RS+IGNITE,2,2026-05
CAPLIPOINT,2026-05-26,2035.8,2026-06-01,-1.81,2.49,hold_expiry,SECTOR_RS,1,2026-05
CGCL,2026-02-18,178.52,2026-02-24,-5.0,0.83,stop_loss,VCP,1,2026-02
CGCL,2026-03-10,165.58,2026-03-17,2.49,4.48,hold_expiry,MEAN_REVERT+IGNITE,2,2026-03
CGCL,2026-04-01,175.98,2026-04-02,-5.0,0.0,stop_loss,SECTOR_RS,1,2026-04
CGCL,2026-04-08,179.12,2026-04-16,3.36,5.53,hold_expiry,SECTOR_RS,1,2026-04
CGCL,2026-05-01,186.18,2026-05-08,6.33,10.05,hold_expiry,VCP,1,2026-05
CGCL,2026-05-14,186.34,2026-05-21,-0.52,1.79,hold_expiry,SECTOR_RS,1,2026-05
CGCL,2026-05-26,190.79,2026-06-01,3.79,7.08,hold_expiry,SECTOR_RS,1,2026-05
CARBORUNIV,2026-02-25,833.9,2026-03-02,-5.0,0.73,stop_loss,VCP,1,2026-02
CARBORUNIV,2026-03-25,788.0,2026-03-30,-5.0,0.48,stop_loss,MEAN_REVERT,1,2026-03
CARBORUNIV,2026-04-06,827.75,2026-04-13,6.75,11.26,hold_expiry,SECTOR_RS,1,2026-04
CARBORUNIV,2026-04-17,940.1,2026-04-24,-1.48,2.01,hold_expiry,IGNITE,1,2026-04
CARBORUNIV,2026-05-11,1039.0,2026-05-18,5.7,12.26,hold_expiry,SECTOR_RS,1,2026-05
CARBORUNIV,2026-05-21,1062.4,2026-05-27,-5.0,2.13,stop_loss,SECTOR_RS,1,2026-05
CASTROLIND,2026-02-18,182.96,2026-02-25,-0.75,0.99,hold_expiry,VCP,1,2026-02
CASTROLIND,2026-03-18,181.96,2026-03-24,-5.0,0.95,stop_loss,VCP,1,2026-03
CASTROLIND,2026-04-16,180.58,2026-04-23,1.81,2.87,hold_expiry,VCP,1,2026-04
CASTROLIND,2026-05-07,185.52,2026-05-14,-2.02,0.74,hold_expiry,VCP,1,2026-05
CASTROLIND,2026-05-19,183.02,2026-05-26,0.55,1.55,hold_expiry,VCP,1,2026-05
CASTROLIND,2026-05-29,183.22,2026-06-01,0.41,1.52,hold_expiry,VCP,1,2026-05
CEATLTD,2026-02-18,3875.7,2026-02-24,-5.0,1.13,stop_loss,VCP,1,2026-02
CEATLTD,2026-03-12,3806.5,2026-03-13,-5.0,0.0,stop_loss,IGNITE,1,2026-03
CEATLTD,2026-04-16,3697.5,2026-04-23,0.25,4.91,hold_expiry,VCP,1,2026-04
CEATLTD,2026-04-29,3625.1,2026-04-30,-5.0,0.0,stop_loss,IGNITE,1,2026-04
CEATLTD,2026-05-22,3256.6,2026-06-01,-1.83,3.47,hold_expiry,MEAN_REVERT,1,2026-05
CENTRALBK,2026-02-18,37.98,2026-02-25,4.27,5.83,hold_expiry,VCP,1,2026-02
CENTRALBK,2026-03-02,38.12,2026-03-09,-5.0,0.0,stop_loss,SECTOR_RS,1,2026-03
CENTRALBK,2026-04-07,33.28,2026-04-15,5.65,6.71,hold_expiry,MEAN_REVERT,1,2026-04
CENTRALBK,2026-04-30,35.83,2026-05-07,2.25,2.5,hold_expiry,VCP,1,2026-04
CDSL,2026-04-08,1287.4,2026-04-16,6.25,6.72,hold_expiry,SECTOR_RS,1,2026-04
CDSL,2026-05-20,1224.6,2026-05-27,1.57,2.06,hold_expiry,MEAN_REVERT,1,2026-05
CENTURYPLY,2026-03-24,678.8,2026-04-02,6.45,8.28,hold_expiry,MEAN_REVERT,1,2026-03
CENTURYPLY,2026-04-09,735.95,2026-04-17,3.56,3.86,hold_expiry,SECTOR_RS,1,2026-04
CENTURYPLY,2026-04-29,823.05,2026-05-06,-5.0,0.0,stop_loss,IGNITE,1,2026-04
CENTURYPLY,2026-05-11,778.85,2026-05-18,-1.18,1.43,hold_expiry,SECTOR_RS,1,2026-05
CERA,2026-03-18,4982.1,2026-03-20,-5.0,0.0,stop_loss,IGNITE,1,2026-03
CERA,2026-04-08,5053.4,2026-04-16,4.3,6.56,hold_expiry,SECTOR_RS,1,2026-04
CERA,2026-04-28,5227.7,2026-05-05,2.66,3.42,hold_expiry,EARNINGS,1,2026-04
CERA,2026-05-08,5782.0,2026-05-15,-2.53,7.49,hold_expiry,IGNITE,1,2026-05
CERA,2026-05-20,5748.5,2026-05-27,0.85,3.3,hold_expiry,SECTOR_RS,1,2026-05
CERA,2026-06-01,5582.0,2026-06-01,0.0,0.0,hold_expiry,SECTOR_RS,1,2026-06
CHALET,2026-02-18,870.65,2026-02-25,-5.0,0.76,stop_loss,VCP,1,2026-02
CHALET,2026-03-25,739.4,2026-03-30,-5.0,0.0,stop_loss,MEAN_REVERT,1,2026-03
CHALET,2026-05-06,788.15,2026-05-13,-5.0,1.24,stop_loss,VCP+IGNITE,2,2026-05
CHALET,2026-05-20,800.1,2026-05-27,-0.02,1.17,hold_expiry,SECTOR_RS,1,2026-05
CHAMBLFERT,2026-02-18,459.6,2026-02-25,-0.14,0.5,hold_expiry,VCP,1,2026-02
CHAMBLFERT,2026-04-02,452.4,2026-04-10,0.95,4.73,hold_expiry,SECTOR_RS,1,2026-04
CHAMBLFERT,2026-04-17,454.45,2026-04-24,-3.0,1.0,hold_expiry,VCP,1,2026-04
CHAMBLFERT,2026-05-05,442.55,2026-05-12,-1.95,3.98,hold_expiry,VCP,1,2026-05
CHAMBLFERT,2026-05-15,449.9,2026-05-22,1.07,2.47,hold_expiry,IGNITE,1,2026-05
CHAMBLFERT,2026-05-27,478.15,2026-06-01,-1.82,0.79,hold_expiry,SECTOR_RS,1,2026-05
CHENNPETRO,2026-02-18,901.71,2026-02-25,0.88,2.76,hold_expiry,VCP,1,2026-02
CHENNPETRO,2026-03-02,930.33,2026-03-10,-0.86,12.35,hold_expiry,SECTOR_RS,1,2026-03
CHENNPETRO,2026-03-13,910.98,2026-03-16,-5.0,9.42,stop_loss,SECTOR_RS,1,2026-03
CHENNPETRO,2026-03-19,1012.28,2026-03-24,-5.0,7.26,stop_loss,SECTOR_RS,1,2026-03
CHENNPETRO,2026-03-30,959.75,2026-04-08,3.14,7.95,hold_expiry,SECTOR_RS,1,2026-03
CHENNPETRO,2026-05-11,1051.4,2026-05-18,-5.0,1.01,stop_loss,SECTOR_RS,1,2026-05
CHENNPETRO,2026-05-22,1016.6,2026-05-29,4.09,5.25,hold_expiry,SECTOR_RS,1,2026-05
CHOLAHLDNG,2026-03-13,1553.9,2026-03-19,-5.0,1.47,stop_loss,IGNITE,1,2026-03
CHOLAHLDNG,2026-04-06,1427.8,2026-04-13,9.58,17.38,hold_expiry,MEAN_REVERT,1,2026-04
CHOLAHLDNG,2026-05-04,1672.6,2026-05-11,5.48,8.21,hold_expiry,IGNITE,1,2026-05
CHOLAHLDNG,2026-05-14,1685.7,2026-05-21,-5.0,1.12,stop_loss,SECTOR_RS,1,2026-05
CHOLAHLDNG,2026-05-26,1652.3,2026-05-29,-5.0,0.76,stop_loss,SECTOR_RS,1,2026-05
CHOLAFIN,2026-02-18,1717.0,2026-02-25,2.18,2.33,hold_expiry,VCP,1,2026-02
CHOLAFIN,2026-03-02,1703.7,2026-03-09,-5.0,0.0,stop_loss,SECTOR_RS,1,2026-03
