symbol,entry_date,entry_price,exit_date,exit_price,pnl_pct,max_gain_pct,exit_reason,price,dist_20d,rsi,vol_ratio_10_50,range5_pct,ret_20d,bb_width,month
MAPMYINDIA,2026-05-06,952.5,2026-05-13,1025.75,7.69,18.31,hold_expiry,952.5,2.75,53.9,0.54,6.24,7.79,7.3,2026-05
CCL,2026-03-10,1045.7,2026-03-17,1038.8,-0.66,1.99,hold_expiry,1045.699951171875,2.63,59.1,0.95,7.51,1.42,7.5,2026-03
CCL,2026-03-24,1080.8,2026-03-30,1026.76,-5.0,2.59,stop_loss,1080.800048828125,2.19,64.2,0.9,7.32,1.79,8.34,2026-03
CCL,2026-04-21,1113.1,2026-04-28,1103.2,-0.89,3.0,hold_expiry,1113.0999755859375,5.92,59.5,0.99,6.86,7.62,9.68,2026-04
CCL,2026-05-01,1135.1,2026-05-08,1123.1,-1.06,7.26,hold_expiry,1135.0999755859375,4.06,63.6,0.67,5.12,3.85,8.04,2026-05
CESC,2026-02-25,160.06,2026-03-02,152.06,-5.0,1.19,stop_loss,160.05999755859375,0.58,61.0,0.8,6.91,9.76,10.3,2026-02
CESC,2026-04-06,154.01,2026-04-13,160.83,4.43,6.91,hold_expiry,154.00999450683594,7.0,37.5,0.66,4.91,-0.98,7.66,2026-04
CGPOWER,2026-03-02,711.85,2026-03-10,728.2,2.3,2.82,hold_expiry,711.8499755859375,2.98,62.5,0.68,6.5,7.6,11.91,2026-03
CGPOWER,2026-04-15,748.0,2026-04-22,824.35,10.21,11.63,hold_expiry,748.0,0.27,65.3,0.89,6.35,5.37,14.16,2026-04
CRISIL,2026-02-20,4524.09,2026-02-27,4335.28,-4.17,1.82,hold_expiry,4524.09130859375,6.27,36.0,0.87,6.32,1.68,9.52,2026-02
CRISIL,2026-05-06,4155.4,2026-05-13,4027.2,-3.09,1.77,hold_expiry,4155.39990234375,6.72,53.0,0.87,5.42,8.09,13.99,2026-05
CAMPUS,2026-04-30,248.16,2026-05-07,249.26,0.44,1.94,hold_expiry,248.16000366210938,3.62,61.1,0.6,5.56,10.92,14.19,2026-04
CAMPUS,2026-05-12,243.61,2026-05-18,231.43,-5.0,0.76,stop_loss,243.61000061035156,5.38,40.9,0.55,6.74,-1.96,4.41,2026-05
CANBK,2026-02-24,157.03,2026-03-04,149.18,-5.0,3.73,stop_loss,157.02999877929688,2.34,66.5,0.94,6.53,-0.45,11.48,2026-02
CAPLIPOINT,2026-05-04,1736.3,2026-05-11,1853.3,6.74,8.56,hold_expiry,1736.300048828125,3.53,54.4,0.82,5.18,10.89,14.81,2026-05
CGCL,2026-02-18,178.52,2026-02-24,169.59,-5.0,0.83,stop_loss,178.52000427246094,1.32,49.1,0.62,4.47,6.29,9.25,2026-02
CGCL,2026-05-01,186.18,2026-05-08,197.97,6.33,10.05,hold_expiry,186.17999267578125,2.81,55.6,0.99,3.64,11.93,14.4,2026-05
CARBORUNIV,2026-02-25,833.9,2026-03-02,792.21,-5.0,0.73,stop_loss,833.9000244140625,3.57,62.7,0.95,4.19,3.88,13.43,2026-02
CASTROLIND,2026-02-18,182.96,2026-02-25,181.59,-0.75,0.99,hold_expiry,182.96478271484375,0.74,60.7,0.57,2.16,1.31,3.34,2026-02
CASTROLIND,2026-03-18,181.96,2026-03-24,172.87,-5.0,0.95,stop_loss,181.96365356445312,1.52,52.2,0.92,1.32,-0.55,1.82,2026-03
CASTROLIND,2026-04-16,180.58,2026-04-23,183.85,1.81,2.87,hold_expiry,180.5800018310547,1.7,57.3,0.72,2.81,-0.3,5.67,2026-04
CASTROLIND,2026-05-07,185.52,2026-05-14,181.78,-2.02,0.74,hold_expiry,185.52000427246094,1.42,66.1,0.81,2.37,3.4,5.05,2026-05
CASTROLIND,2026-05-19,183.02,2026-05-26,184.02,0.55,1.55,hold_expiry,183.02000427246094,2.75,42.4,0.7,1.55,-0.17,3.29,2026-05
CASTROLIND,2026-05-29,183.22,2026-06-01,183.97,0.41,1.52,hold_expiry,183.22000122070312,2.65,52.3,0.54,2.13,-1.38,3.55,2026-05
CEATLTD,2026-02-18,3875.7,2026-02-24,3681.91,-5.0,1.13,stop_loss,3875.699951171875,6.12,65.3,0.98,5.87,9.33,14.61,2026-02
CEATLTD,2026-04-16,3697.5,2026-04-23,3706.6,0.25,4.91,hold_expiry,3697.5,0.6,63.8,0.72,7.01,8.37,13.07,2026-04
CENTRALBK,2026-02-18,37.98,2026-02-25,39.6,4.27,5.83,hold_expiry,37.978084564208984,0.52,64.0,0.82,6.01,5.29,6.86,2026-02
CENTRALBK,2026-04-30,35.83,2026-05-07,36.64,2.25,2.5,hold_expiry,35.83320999145508,1.81,62.2,0.64,4.19,10.1,12.41,2026-04
CERA,2026-05-04,5300.5,2026-05-11,6152.0,16.06,16.45,hold_expiry,5300.5,4.48,54.9,0.66,3.67,10.69,13.83,2026-05
CHALET,2026-02-18,870.65,2026-02-25,827.12,-5.0,0.76,stop_loss,870.6500244140625,4.74,58.2,0.48,5.61,3.65,10.14,2026-02
CHALET,2026-05-06,788.15,2026-05-13,748.74,-5.0,1.24,stop_loss,788.1500244140625,3.89,56.2,0.89,7.1,2.88,9.1,2026-05
CHALET,2026-06-01,780.25,2026-06-01,780.25,0.0,0.0,hold_expiry,780.25,3.67,49.7,0.72,4.95,3.42,9.56,2026-06
CHAMBLFERT,2026-02-18,459.6,2026-02-25,458.95,-0.14,0.5,hold_expiry,459.6000061035156,2.0,61.7,1.0,5.26,9.29,11.57,2026-02
CHAMBLFERT,2026-04-10,456.7,2026-04-20,450.75,-1.3,1.95,hold_expiry,456.70001220703125,3.61,57.0,0.95,7.11,5.78,14.2,2026-04
CHAMBLFERT,2026-04-23,446.95,2026-04-30,438.05,-1.99,2.25,hold_expiry,446.95001220703125,5.67,50.7,0.78,3.76,7.96,12.97,2026-04
CHAMBLFERT,2026-05-05,442.55,2026-05-12,433.9,-1.95,3.98,hold_expiry,442.54998779296875,6.6,36.0,0.68,4.78,-1.4,6.27,2026-05
CHENNPETRO,2026-02-18,901.71,2026-02-25,909.64,0.88,2.76,hold_expiry,901.7066650390625,3.11,58.2,0.72,7.2,9.69,14.33,2026-02
CHOLAFIN,2026-02-18,1717.0,2026-02-25,1754.5,2.18,2.33,hold_expiry,1717.0,3.36,59.1,0.6,3.4,5.56,11.85,2026-02
CIPLA,2026-05-12,1292.3,2026-05-19,1409.8,9.09,11.78,hold_expiry,1292.300048828125,6.32,60.7,0.67,7.02,5.32,14.23,2026-05
CIPLA,2026-05-28,1418.2,2026-06-01,1390.3,-1.97,0.78,hold_expiry,1418.199951171875,1.82,63.7,0.57,2.87,8.29,13.71,2026-05
COALINDIA,2026-02-23,426.0,2026-03-02,426.25,0.06,3.2,hold_expiry,426.0,6.48,51.8,0.77,3.5,2.06,9.41,2026-02
COALINDIA,2026-04-27,452.5,2026-05-04,479.95,6.07,8.56,hold_expiry,452.5,2.66,45.2,0.87,4.55,1.98,7.64,2026-04
COALINDIA,2026-05-11,464.45,2026-05-18,462.1,-0.51,1.97,hold_expiry,464.45001220703125,5.46,63.6,0.98,6.0,6.75,14.75,2026-05
COALINDIA,2026-05-25,458.0,2026-05-27,435.1,-5.0,3.85,stop_loss,458.0,6.77,37.1,0.66,2.77,-1.93,7.73,2026-05
COLPAL,2026-02-18,2178.22,2026-02-25,2243.95,3.02,3.22,hold_expiry,2178.22216796875,0.17,67.0,0.71,5.1,3.81,5.0,2026-02
COLPAL,2026-05-11,2114.08,2026-05-18,2126.14,0.57,1.26,hold_expiry,2114.078369140625,3.03,54.5,0.68,3.45,11.64,14.58,2026-05
COLPAL,2026-05-21,2139.68,2026-05-26,2032.69,-5.0,1.42,stop_loss,2139.676513671875,2.64,60.7,0.68,5.21,-0.29,5.25,2026-05
CAMS,2026-02-18,736.95,2026-02-25,713.75,-3.15,0.03,hold_expiry,736.9500122070312,1.54,61.8,0.76,4.82,5.71,11.38,2026-02
CAMS,2026-05-29,791.5,2026-06-01,769.5,-2.78,0.31,hold_expiry,791.5,6.32,39.0,0.71,6.24,8.3,12.66,2026-05
CONCORDBIO,2026-05-22,1153.3,2026-05-29,1095.64,-5.0,2.32,stop_loss,1153.300048828125,6.55,43.1,0.51,7.05,9.02,14.35,2026-05
CONCOR,2026-05-06,524.2,2026-05-13,519.85,-0.83,2.44,hold_expiry,524.2000122070312,0.53,65.5,0.69,4.15,10.66,11.13,2026-05
CONCOR,2026-05-18,501.95,2026-05-25,512.05,2.01,2.3,hold_expiry,501.95001220703125,6.53,44.8,0.8,6.08,-0.45,7.05,2026-05
COROMANDEL,2026-02-18,2358.6,2026-02-25,2311.0,-2.02,0.0,hold_expiry,2358.60009765625,1.68,65.4,0.85,7.53,4.7,6.51,2026-02
CRAFTSMAN,2026-02-23,8009.0,2026-02-25,7608.55,-5.0,0.0,stop_loss,8009.0,2.57,62.5,0.84,5.56,5.79,11.63,2026-02
CRAFTSMAN,2026-05-06,7774.5,2026-05-13,8584.5,10.42,25.26,hold_expiry,7774.5,2.0,65.4,0.59,4.64,15.27,12.43,2026-05
CREDITACC,2026-02-25,1306.3,2026-02-27,1240.99,-5.0,3.27,stop_loss,1306.300048828125,6.73,56.0,0.19,5.27,3.02,7.34,2026-02
CREDITACC,2026-04-23,1241.9,2026-04-30,1300.1,4.69,7.16,hold_expiry,1241.9000244140625,4.32,64.4,0.66,5.14,9.43,13.53,2026-04
CUMMINSIND,2026-05-11,5238.5,2026-05-18,5298.5,1.15,3.66,hold_expiry,5238.5,4.24,59.8,0.49,5.38,4.95,8.72,2026-05
CUMMINSIND,2026-05-21,5390.0,2026-05-29,5881.0,9.11,13.17,hold_expiry,5390.0,1.47,56.4,0.6,5.23,3.02,5.49,2026-05
CYIENT,2026-05-21,902.25,2026-05-28,917.5,1.69,3.3,hold_expiry,902.25,3.71,60.0,0.7,6.79,3.34,8.75,2026-05
DLF,2026-05-05,597.3,2026-05-12,567.43,-5.0,3.8,stop_loss,597.2999877929688,2.85,54.4,0.58,5.54,11.83,12.27,2026-05
DLF,2026-05-20,583.3,2026-05-27,593.9,1.82,2.97,hold_expiry,583.2999877929688,5.92,48.8,0.83,6.26,-1.6,9.49,2026-05
DOMS,2026-04-16,2383.1,2026-04-23,2380.5,-0.11,2.18,hold_expiry,2383.10009765625,2.11,67.3,0.2,4.33,11.38,14.51,2026-04
DOMS,2026-04-29,2298.0,2026-05-07,2356.8,2.56,3.74,hold_expiry,2298.0,5.63,38.3,0.25,6.77,-0.02,6.49,2026-04
DABUR,2026-02-18,510.6,2026-02-25,518.65,1.58,2.58,hold_expiry,510.6000061035156,4.2,50.1,0.87,4.33,-1.08,5.77,2026-02
DABUR,2026-05-05,460.55,2026-05-12,473.25,2.76,6.5,hold_expiry,460.54998779296875,0.96,64.9,0.67,4.96,11.18,11.95,2026-05
DALBHARAT,2026-04-27,1972.7,2026-05-05,1968.1,-0.23,1.77,hold_expiry,1972.699951171875,1.58,65.3,0.92,4.44,4.71,14.74,2026-04
DEEPAKNTR,2026-02-18,1644.7,2026-02-25,1581.7,-3.83,1.52,hold_expiry,1644.699951171875,5.41,57.9,0.7,6.65,3.39,10.05,2026-02
DELHIVERY,2026-02-24,436.75,2026-03-02,414.91,-5.0,2.28,stop_loss,436.75,4.81,41.4,0.95,3.23,7.11,9.71,2026-02
DELHIVERY,2026-04-06,435.9,2026-04-13,465.3,6.74,8.96,hold_expiry,435.8999938964844,1.16,61.5,0.99,7.18,1.82,9.67,2026-04
DELHIVERY,2026-05-14,470.3,2026-05-18,446.78,-5.0,2.81,stop_loss,470.29998779296875,3.53,64.6,0.99,5.76,1.58,7.07,2026-05
DIVISLAB,2026-02-25,6395.5,2026-03-05,6364.5,-0.48,2.64,hold_expiry,6395.5,5.85,62.1,0.86,3.08,5.87,7.85,2026-02
DIVISLAB,2026-03-10,6372.0,2026-03-16,6053.4,-5.0,1.22,stop_loss,6372.0,6.2,64.0,0.8,4.95,3.18,5.9,2026-03
DIVISLAB,2026-04-17,6229.0,2026-04-24,6361.5,2.13,3.86,hold_expiry,6229.0,1.52,62.2,0.92,6.64,2.34,8.62,2026-04
DIXON,2026-05-05,11253.0,2026-05-08,10690.35,-5.0,1.35,stop_loss,11253.0,3.61,54.3,0.81,6.07,11.23,12.99,2026-05
DIXON,2026-05-29,11524.0,2026-06-01,11463.0,-0.53,1.08,hold_expiry,11524.0,3.36,60.0,0.87,5.9,3.2,14.57,2026-05
LALPATHLAB,2026-02-25,1425.0,2026-03-04,1353.75,-5.0,0.23,stop_loss,1425.0,3.32,53.2,0.52,3.92,2.39,5.43,2026-02
DRREDDY,2026-02-18,1280.3,2026-02-25,1306.5,2.05,3.41,hold_expiry,1280.300048828125,0.87,66.9,0.73,2.74,10.64,10.82,2026-02
DRREDDY,2026-03-16,1276.9,2026-03-23,1253.3,-1.85,2.4,hold_expiry,1276.9000244140625,4.52,42.6,0.96,5.8,0.59,5.0,2026-03
DRREDDY,2026-05-11,1279.9,2026-05-18,1331.2,4.01,5.08,hold_expiry,1279.9000244140625,6.98,59.2,0.84,4.74,3.56,14.59,2026-05
DRREDDY,2026-05-27,1319.0,2026-06-01,1290.4,-2.17,0.73,hold_expiry,1319.0,2.06,53.0,0.91,3.7,-0.29,7.01,2026-05
EIDPARRY,2026-04-20,850.8,2026-04-27,854.2,0.4,7.42,hold_expiry,850.7999877929688,2.88,60.7,0.9,5.14,3.64,14.81,2026-04
EIHOTEL,2026-05-04,326.7,2026-05-11,326.45,-0.08,3.17,hold_expiry,326.70001220703125,4.4,64.2,0.14,4.17,7.61,14.43,2026-05
EIHOTEL,2026-05-14,319.85,2026-05-21,319.5,-0.11,3.38,hold_expiry,319.8500061035156,6.41,43.2,0.1,7.86,-0.64,8.41,2026-05
EIHOTEL,2026-05-26,319.9,2026-05-29,303.9,-5.0,0.0,stop_loss,319.8999938964844,5.09,35.7,0.12,2.68,-1.05,7.24,2026-05
EICHERMOT,2026-05-04,7329.0,2026-05-11,7202.5,-1.73,1.94,hold_expiry,7329.0,1.43,64.7,0.73,5.31,11.11,11.08,2026-05
EICHERMOT,2026-05-29,7177.0,2026-06-01,7100.5,-1.07,0.88,hold_expiry,7177.0,3.94,45.7,1.0,7.71,0.96,10.83,2026-05
ELGIEQUIP,2026-03-10,518.2,2026-03-12,492.29,-5.0,1.7,stop_loss,518.2000122070312,6.21,50.5,0.59,6.34,4.64,12.96,2026-03
ELGIEQUIP,2026-05-06,548.5,2026-05-12,521.07,-5.0,4.25,stop_loss,548.5,4.56,53.5,0.55,5.0,9.92,14.36,2026-05
EMAMILTD,2026-05-07,454.4,2026-05-12,431.68,-5.0,1.12,stop_loss,454.3999938964844,4.74,51.3,0.62,4.59,8.46,14.14,2026-05
EMCURE,2026-03-24,1539.7,2026-04-02,1462.71,-5.0,8.58,stop_loss,1539.699951171875,2.89,56.4,0.62,7.35,7.33,12.11,2026-03
EMCURE,2026-05-15,1704.9,2026-05-22,1713.6,0.51,3.11,hold_expiry,1704.9000244140625,6.84,55.8,0.98,5.01,4.43,11.53,2026-05
EMCURE,2026-05-27,1725.3,2026-06-01,1705.2,-1.17,1.43,hold_expiry,1725.300048828125,5.72,58.9,0.41,4.86,2.69,8.83,2026-05
ERIS,2026-05-11,1376.4,2026-05-18,1340.8,-2.59,2.44,hold_expiry,1376.4000244140625,6.87,40.1,0.95,5.09,0.36,11.98,2026-05
ESCORTS,2026-05-05,3207.5,2026-05-11,3047.12,-5.0,6.25,stop_loss,3207.5,5.16,47.4,0.62,6.47,10.23,13.2,2026-05
ETERNAL,2026-04-16,252.7,2026-04-23,259.92,2.86,4.79,hold_expiry,252.6999969482422,0.23,65.8,0.9,8.0,13.81,12.35,2026-04
ETERNAL,2026-05-07,257.42,2026-05-12,244.55,-5.0,0.0,stop_loss,257.4200134277344,3.01,55.3,0.99,6.33,8.21,11.58,2026-05
ETERNAL,2026-05-26,250.17,2026-06-01,248.1,-0.83,3.48,hold_expiry,250.1699981689453,5.74,44.5,0.56,4.9,-1.52,9.31,2026-05
NYKAA,2026-04-10,259.49,2026-04-20,264.55,1.95,5.01,hold_expiry,259.489990234375,0.36,62.5,0.89,7.04,3.09,11.65,2026-04
NYKAA,2026-04-30,264.76,2026-05-07,269.85,1.92,5.47,hold_expiry,264.760009765625,2.84,60.7,0.91,4.57,10.33,12.73,2026-04
NYKAA,2026-05-12,260.65,2026-05-19,271.45,4.14,6.23,hold_expiry,260.6499938964844,6.66,50.9,0.6,7.59,-0.48,6.03,2026-05
FEDERALBNK,2026-02-18,290.85,2026-02-25,299.1,2.84,3.51,hold_expiry,290.8500061035156,2.48,54.8,0.67,3.75,5.34,5.42,2026-02
FEDERALBNK,2026-03-02,294.95,2026-03-09,280.2,-5.0,0.0,stop_loss,294.95001220703125,2.33,67.7,0.7,4.48,3.31,6.98,2026-03
FEDERALBNK,2026-05-01,286.95,2026-05-08,297.25,3.59,4.01,hold_expiry,286.95001220703125,4.89,43.3,0.97,7.75,8.06,11.66,2026-05
FEDERALBNK,2026-05-20,289.9,2026-05-27,288.9,-0.34,1.19,hold_expiry,289.8999938964844,3.91,53.9,0.94,4.68,-1.86,7.45,2026-05
FACT,2026-05-06,915.0,2026-05-12,869.25,-5.0,2.07,stop_loss,915.0,3.86,62.1,0.14,3.85,11.89,12.59,2026-05
FACT,2026-05-26,903.4,2026-05-29,858.23,-5.0,3.87,stop_loss,903.4000244140625,3.27,45.8,0.22,7.08,-0.6,8.01,2026-05
FINPIPE,2026-02-26,185.12,2026-03-02,175.86,-5.0,0.42,stop_loss,185.1199951171875,6.41,66.1,0.84,5.07,4.93,13.78,2026-02
FINPIPE,2026-03-11,185.41,2026-03-16,176.14,-5.0,2.67,stop_loss,185.41000366210938,6.26,42.7,0.8,7.88,2.14,7.79,2026-03
FINPIPE,2026-05-06,176.76,2026-05-12,167.92,-5.0,2.1,stop_loss,176.75999450683594,1.58,59.2,0.48,3.77,11.21,12.76,2026-05
FORTIS,2026-02-19,906.6,2026-02-26,963.65,6.29,6.5,hold_expiry,906.5999755859375,3.86,67.6,0.85,3.8,7.74,14.98,2026-02
FORTIS,2026-04-15,877.55,2026-04-22,923.1,5.19,6.48,hold_expiry,877.5499877929688,0.28,64.7,0.89,6.48,4.5,11.36,2026-04
FORTIS,2026-05-12,951.15,2026-05-19,960.55,0.99,2.77,hold_expiry,951.1500244140625,3.24,58.7,0.75,4.46,8.39,12.18,2026-05
FORTIS,2026-05-22,960.4,2026-05-29,928.45,-3.33,2.5,hold_expiry,960.4000244140625,3.25,52.9,0.9,5.04,0.69,6.01,2026-05
GAIL,2026-05-11,162.51,2026-05-18,160.22,-1.41,2.09,hold_expiry,162.50999450683594,3.32,54.3,0.46,3.62,5.73,9.63,2026-05
GVT&D,2026-03-02,3772.4,2026-03-10,3854.4,2.17,6.01,hold_expiry,3772.39990234375,3.57,58.0,0.71,7.3,9.14,12.64,2026-03
GMRAIRPORT,2026-02-20,99.75,2026-02-27,100.63,0.88,3.29,hold_expiry,99.75,2.73,65.1,0.96,7.78,9.36,11.38,2026-02
GMRAIRPORT,2026-04-30,96.43,2026-05-07,100.66,4.39,4.93,hold_expiry,96.43000030517578,3.57,55.7,0.81,4.8,8.0,12.12,2026-04
GMRAIRPORT,2026-05-25,96.9,2026-06-01,97.06,0.17,7.47,hold_expiry,96.9000015258789,4.8,49.8,0.97,4.67,-0.98,7.82,2026-05
GICRE,2026-02-24,386.1,2026-03-04,366.8,-5.0,2.76,stop_loss,386.1000061035156,3.55,59.4,0.85,4.36,2.86,8.55,2026-02
GICRE,2026-04-30,393.4,2026-05-07,399.35,1.51,5.24,hold_expiry,393.3999938964844,5.87,54.7,0.86,3.71,3.5,7.48,2026-04
GICRE,2026-05-18,391.8,2026-05-25,391.4,-0.1,0.82,hold_expiry,391.79998779296875,5.36,44.3,0.82,3.86,-1.36,6.84,2026-05
GICRE,2026-05-28,390.6,2026-06-01,375.65,-3.83,0.36,hold_expiry,390.6000061035156,5.65,45.8,0.61,5.79,-0.71,6.93,2026-05
GILLETTE,2026-02-23,8623.0,2026-03-02,8191.85,-5.0,0.0,stop_loss,8623.0,2.98,48.0,0.45,3.29,11.59,14.48,2026-02
GILLETTE,2026-05-08,8148.0,2026-05-15,7806.5,-4.19,0.0,hold_expiry,8148.0,1.56,65.0,0.98,3.93,5.76,7.21,2026-05
GLAND,2026-02-25,1848.5,2026-03-02,1756.07,-5.0,1.42,stop_loss,1848.5,6.87,49.9,0.36,5.57,2.69,7.67,2026-02
GLAXO,2026-02-26,2626.0,2026-03-04,2494.7,-5.0,0.27,stop_loss,2626.0,3.45,64.3,0.65,4.33,9.34,14.9,2026-02
GLENMARK,2026-02-18,2030.2,2026-02-25,2085.0,2.7,3.06,hold_expiry,2030.199951171875,0.86,55.2,0.87,3.01,4.57,7.08,2026-02
GLENMARK,2026-03-04,2039.7,2026-03-11,2272.7,11.42,12.66,hold_expiry,2039.699951171875,5.56,53.6,0.78,6.34,4.1,11.14,2026-03
GLENMARK,2026-04-20,2230.7,2026-04-27,2325.1,4.23,6.37,hold_expiry,2230.699951171875,1.94,60.5,0.95,7.56,2.03,10.44,2026-04
MEDANTA,2026-02-24,1149.9,2026-03-04,1109.7,-3.5,1.95,hold_expiry,1149.9000244140625,3.35,55.7,0.89,7.74,9.62,14.09,2026-02
MEDANTA,2026-05-28,1207.8,2026-06-01,1168.8,-3.23,2.08,hold_expiry,1207.800048828125,5.49,51.9,0.93,5.32,8.1,11.04,2026-05
GODIGIT,2026-03-16,339.8,2026-03-23,322.81,-5.0,0.0,stop_loss,339.79998779296875,2.91,51.2,0.67,5.59,2.29,6.67,2026-03
GPIL,2026-02-24,268.61,2026-03-02,255.18,-5.0,2.75,stop_loss,268.6099853515625,3.34,56.3,0.89,7.3,4.44,10.9,2026-02
GPIL,2026-05-11,293.0,2026-05-18,278.35,-5.0,0.68,stop_loss,293.0,6.31,47.9,0.97,7.89,1.35,7.13,2026-05
GODREJAGRO,2026-04-15,605.6,2026-04-22,615.7,1.67,4.03,hold_expiry,605.5999755859375,0.72,55.3,0.32,5.6,6.44,12.15,2026-04
GODREJCP,2026-02-27,1211.48,2026-03-04,1150.9,-5.0,0.0,stop_loss,1211.4781494140625,1.85,56.7,0.8,3.19,4.05,8.63,2026-02
GODREJCP,2026-05-05,1096.05,2026-05-07,1041.25,-5.0,1.86,stop_loss,1096.0518798828125,4.05,54.2,0.9,6.44,7.03,10.08,2026-05
GRANULES,2026-02-24,599.6,2026-03-02,569.62,-5.0,1.23,stop_loss,599.5999755859375,0.81,58.4,0.63,7.11,6.14,8.86,2026-02
GRANULES,2026-03-11,586.2,2026-03-13,556.89,-5.0,0.9,stop_loss,586.2000122070312,3.42,51.4,0.77,7.66,1.27,9.56,2026-03
GRANULES,2026-03-18,587.15,2026-03-25,629.05,7.14,9.0,hold_expiry,587.1500244140625,3.26,46.1,0.81,6.58,0.82,9.35,2026-03
GRANULES,2026-05-22,751.95,2026-05-29,773.85,2.91,6.96,hold_expiry,751.9500122070312,2.75,65.9,0.68,7.22,8.21,12.96,2026-05
GRAPHITE,2026-05-13,749.2,2026-05-20,740.55,-1.15,7.1,hold_expiry,749.2000122070312,2.03,53.5,0.76,7.39,9.86,11.23,2026-05
GRAPHITE,2026-05-27,746.8,2026-06-01,709.46,-5.0,2.84,stop_loss,746.7999877929688,6.93,55.0,0.95,4.76,5.61,11.25,2026-05
GRASIM,2026-02-18,2933.8,2026-02-25,2878.4,-1.89,0.89,hold_expiry,2933.800048828125,1.52,62.0,0.89,2.77,7.25,8.96,2026-02
GRASIM,2026-04-20,2760.1,2026-04-27,2778.2,0.66,1.84,hold_expiry,2760.10009765625,1.25,61.5,0.8,4.11,1.36,11.72,2026-04
GRASIM,2026-04-30,2794.5,2026-05-07,2960.6,5.94,6.46,hold_expiry,2794.5,1.89,60.2,0.95,4.44,7.78,10.25,2026-04
GRASIM,2026-05-12,2903.0,2026-05-19,2935.2,1.11,2.77,hold_expiry,2903.0,3.47,66.2,0.65,4.7,5.89,12.22,2026-05
GESHIP,2026-02-26,1337.42,2026-03-06,1405.65,5.1,6.78,hold_expiry,1337.4180908203125,2.07,65.3,0.85,7.88,12.82,14.69,2026-02
GESHIP,2026-04-02,1429.78,2026-04-09,1358.29,-5.0,4.35,stop_loss,1429.783935546875,4.6,51.4,0.87,7.4,6.27,10.73,2026-04
GESHIP,2026-04-22,1439.22,2026-04-29,1544.0,7.28,9.78,hold_expiry,1439.2191162109375,3.53,54.6,0.95,7.43,1.36,9.48,2026-04
FLUOROCHEM,2026-02-27,3483.3,2026-03-02,3309.14,-5.0,0.0,stop_loss,3483.300048828125,3.24,47.6,0.69,4.99,14.73,13.05,2026-02
FLUOROCHEM,2026-04-13,3342.9,2026-04-21,3267.4,-2.26,2.07,hold_expiry,3342.89990234375,1.65,60.8,0.72,7.53,4.95,12.91,2026-04
FLUOROCHEM,2026-05-25,3832.4,2026-05-27,3640.78,-5.0,0.95,stop_loss,3832.39990234375,1.18,59.5,0.75,5.32,13.06,14.1,2026-05
GNFC,2026-05-11,485.0,2026-05-18,519.1,7.03,9.48,hold_expiry,485.0,4.28,51.0,0.99,6.12,10.3,12.72,2026-05
GPPL,2026-05-04,158.97,2026-05-11,157.13,-1.16,3.27,hold_expiry,158.97000122070312,1.75,65.2,0.77,4.38,8.16,10.12,2026-05
GPPL,2026-05-20,154.2,2026-05-27,159.11,3.18,4.28,hold_expiry,154.1999969482422,6.07,46.0,0.94,5.43,-1.73,7.01,2026-05
HEG,2026-02-25,578.85,2026-03-04,549.91,-5.0,2.91,stop_loss,578.8499755859375,3.53,64.0,0.82,7.8,1.48,11.58,2026-02
HCLTECH,2026-04-20,1401.47,2026-04-22,1331.4,-5.0,1.87,stop_loss,1401.4691162109375,3.16,59.7,0.92,4.05,5.24,13.82,2026-04
HDFCAMC,2026-02-25,2743.9,2026-03-02,2606.7,-5.0,0.7,stop_loss,2743.89990234375,5.43,48.2,0.63,6.01,7.85,14.47,2026-02
HDFCAMC,2026-05-06,2815.9,2026-05-12,2675.1,-5.0,2.01,stop_loss,2815.89990234375,1.75,64.7,0.69,6.0,10.89,13.57,2026-05
HDFCAMC,2026-05-20,2685.3,2026-05-27,2716.3,1.15,4.64,hold_expiry,2685.300048828125,6.51,47.6,0.68,5.32,-0.85,9.67,2026-05
HDFCBANK,2026-05-25,786.85,2026-05-29,747.51,-5.0,0.51,stop_loss,786.8499755859375,1.83,55.5,0.71,4.33,0.55,6.73,2026-05
HDFCLIFE,2026-02-23,742.45,2026-03-02,705.33,-5.0,0.33,stop_loss,742.4500122070312,0.44,61.8,0.99,6.31,3.11,7.34,2026-02
HDFCLIFE,2026-05-21,614.35,2026-05-29,594.8,-3.18,1.58,hold_expiry,614.3499755859375,2.38,63.4,0.61,4.19,4.45,8.15,2026-05
HAPPSTMNDS,2026-05-27,378.6,2026-06-01,378.85,0.07,4.07,hold_expiry,378.6000061035156,6.29,43.9,0.37,4.3,1.47,11.53,2026-05
HAVELLS,2026-02-27,1390.17,2026-03-04,1320.66,-5.0,0.0,stop_loss,1390.1705322265625,3.13,57.8,0.69,2.58,9.28,11.61,2026-02
HEROMOTOCO,2026-02-27,5710.0,2026-03-09,5424.5,-5.0,0.26,stop_loss,5710.0,2.23,53.0,0.78,7.42,3.53,7.51,2026-02
HINDALCO,2026-03-02,940.0,2026-03-10,956.6,1.77,4.63,hold_expiry,940.0,3.75,42.8,0.8,5.57,-1.6,10.51,2026-03
HINDALCO,2026-05-05,1054.7,2026-05-12,1041.4,-1.26,1.8,hold_expiry,1054.699951171875,2.34,63.1,0.66,4.81,10.5,13.87,2026-05
