date,symbol,action,action_bucket,score,score_v2,picking_rank,regime,sector,return_7d,return_30d,return_90d,correct_30d
2026-05-12 10:37:45.457852,FEDERALBNK,HOLD,HOLD,67.0471875,61.3,-14.35,SIDEWAYS,Financial Services,-1.07,,,
2026-05-12 10:37:45.506775,AXISBANK,HOLD,HOLD,62.37706250000001,57.4,-8.5,SIDEWAYS,Financial Services,-1.93,,,
2026-05-12 10:37:45.514843,SBIN,HOLD,HOLD,61.82843750000001,53.5,44.1,SIDEWAYS,Financial Services,-2.76,,,
2026-05-12 10:37:45.531280,BAJAJHLDNG,HOLD,HOLD,61.74237500000001,55.8,-7.800000000000001,SIDEWAYS,Financial Services,-0.88,,,
2026-05-12 10:37:45.539507,IOB,HOLD,HOLD,60.5253125,52.8,-15.55,SIDEWAYS,Financial Services,-1.77,,,
2026-05-12 10:41:42.157651,ALKEM,NEW POSITION,NEW POSITION,78.6453125,36.5,-25.2,SIDEWAYS,Healthcare,-2.62,,,
2026-05-12 10:41:42.180261,TATACONSUM,NEW POSITION,NEW POSITION,74.22779625000001,39.5,42.25000000000001,SIDEWAYS,Consumer Defensive,-4.97,,,
2026-05-12 23:32:39.760047,AUROPHARMA,NEW POSITION,NEW POSITION,75.67362489700318,30.0,-17.65,BEAR,Healthcare,2.04,,,
2026-05-12 23:32:39.793227,ADANIPORTS,HOLD,HOLD,73.85962489700319,34.7,-13.5,BEAR,Industrials,4.63,,,
2026-05-12 23:32:39.809510,HINDZINC,HOLD,HOLD,72.01512493133545,41.8,-14.25,BEAR,Basic Materials,-2.66,,,
2026-05-12 23:32:39.817152,NESTLEIND,NEW POSITION,NEW POSITION,71.29207489013672,24.8,-26.999999999999996,BEAR,Consumer Defensive,-3.81,,,
2026-05-12 23:32:39.832605,MARICO,NEW POSITION,NEW POSITION,70.59207489013671,27.0,-16.85,BEAR,Consumer Defensive,0.31,,,
2026-05-12 23:32:39.841257,MAHABANK,INCREASE,INCREASE,67.86744989013671,39.4,-11.7,BEAR,Financial Services,-0.29,,,
2026-05-13 01:23:55.940632,ACE,NEW POSITION,NEW POSITION,68.4900001525879,70.2,60.3,BEAR,Industrials,-0.89,,,
2026-05-13 02:07:25.948633,OLAELEC,NEW POSITION,NEW POSITION,77.82000000000001,76.7,16.499999999999996,UNKNOWN,Consumer Cyclical,0.8,,,
2026-05-13 02:07:25.958320,FIRSTCRY,NEW POSITION,NEW POSITION,74.62,72.0,42.0,UNKNOWN,Consumer Cyclical,-3.32,,,
2026-05-13 02:07:25.966958,HINDCOPPER,NEW POSITION,NEW POSITION,73.3,69.6,13.099999999999998,UNKNOWN,Basic Materials,-0.53,,,
2026-05-13 02:07:25.975703,BLUEJET,NEW POSITION,NEW POSITION,72.9,67.2,-18.8,UNKNOWN,Healthcare,-0.18,,,
2026-05-13 02:07:25.993824,GODFRYPHLP,HOLD,HOLD,67.72,65.1,-8.149999999999999,UNKNOWN,Consumer Defensive,-0.64,,,
2026-05-13 02:07:26.002105,IFCI,HOLD,HOLD,65.81,63.3,14.899999999999999,UNKNOWN,Financial Services,1.44,,,
2026-05-13 02:07:26.010691,ANANTRAJ,HOLD,HOLD,65.75,64.3,3.25,UNKNOWN,Real Estate,-2.09,,,
2026-05-13 02:07:26.019267,MANYAVAR,HOLD,HOLD,63.92,61.3,28.5,UNKNOWN,Consumer Cyclical,-7.18,,,
2026-05-13 02:07:26.036622,SAGILITY,HOLD,HOLD,63.0,59.3,29.749999999999996,UNKNOWN,Healthcare,-2.11,,,
2026-05-13 02:32:23.983019,AEGISVOPAK,HOLD,HOLD,64.30000000000001,60.6,-1.9499999999999993,UNKNOWN,Energy,1.68,,,
2026-05-13 02:50:24.392926,SONATSOFTW,HOLD,HOLD,63.85,64.3,73.15,UNKNOWN,Technology,-1.45,,,
2026-05-13 12:55:16.980471,AFFLE,NEW POSITION,NEW POSITION,65.05650005340576,66.0,60.85,BEAR,Communication Services,-6.39,,,
2026-05-13 19:34:06.769161,GROWW,NEW POSITION,NEW POSITION,76.05750007629395,76.5,78.9,BEAR,Financial Services,1.87,,,
2026-05-13 19:34:06.781258,KALYANKJIL,NEW POSITION,NEW POSITION,67.98913835644049,70.4,66.6,BEAR,Consumer Cyclical,-2.25,,,
2026-05-14 14:38:18.369382,GROWW,NEW POSITION,NEW POSITION,78.58218749046326,75.8,75.9,BEAR,Financial Services,-0.77,,,
2026-05-14 14:38:18.380703,SAREGAMA,NEW POSITION,NEW POSITION,71.23374996185304,71.4,66.45,BEAR,Communication Services,5.69,,,
2026-05-14 14:38:18.399098,BAJAJHLDNG,HOLD,HOLD,44.032187490463265,40.7,-14.0,BEAR,Financial Services,1.79,,,
2026-05-15 10:31:59.295618,PWL,NEW POSITION,NEW POSITION,72.05000000000001,68.2,0.5500000000000007,SIDEWAYS,Consumer Defensive,-3.86,,,
2026-05-15 10:31:59.314502,KAYNES,NEW POSITION,NEW POSITION,67.8838840996115,71.2,61.95,SIDEWAYS,Technology,-0.14,,,
2026-05-15 10:31:59.323395,PCBL,NEW POSITION,NEW POSITION,67.0,62.3,-16.25,SIDEWAYS,Basic Materials,5.0,,,
2026-05-15 10:31:59.341339,ZENSARTECH,NEW POSITION,NEW POSITION,63.61000000000001,63.7,5.1,SIDEWAYS,Technology,0.75,,,
2026-05-15 10:58:37.012185,PGEL,NEW POSITION,NEW POSITION,64.7,64.7,8.299999999999999,SIDEWAYS,Technology,-3.15,,,
2026-05-15 10:58:37.038782,ECLERX,NEW POSITION,NEW POSITION,61.8,59.3,0.9000000000000021,SIDEWAYS,Technology,6.48,,,
2026-05-15 11:59:26.928560,PARADEEP,HOLD,HOLD,62.7,62.7,-12.35,SIDEWAYS,Basic Materials,7.4,,,
2026-05-15 19:30:09.061738,VEDL,STRONG BUY,STRONG BUY,86.4,79.2,15.700000000000001,SIDEWAYS,Basic Materials,0.14,,,
2026-05-15 19:30:09.063802,OLAELEC,SKIP - NO_FUNDAMENTALS,SKIP - NO_FUNDAMENTALS,84.03,81.6,-7.199999999999999,SIDEWAYS,Consumer Cyclical,3.22,,,
2026-05-15 19:30:09.067580,TARIL,NEW POSITION,NEW POSITION,77.97000000000001,73.4,-6.200000000000001,SIDEWAYS,Industrials,4.92,,,
2026-05-15 19:30:09.069690,RPOWER,NEW POSITION,NEW POSITION,77.18,77.2,-0.6999999999999993,SIDEWAYS,Utilities,-0.7,,,
2026-05-15 19:30:09.071519,HINDCOPPER,NEW POSITION,NEW POSITION,77.10000000000001,70.9,14.700000000000003,SIDEWAYS,Basic Materials,-3.48,,,
2026-05-15 19:30:09.073503,BLUEJET,NEW POSITION,NEW POSITION,76.8,68.6,-17.0,SIDEWAYS,Healthcare,2.83,,,
2026-05-15 19:30:09.075986,ABFRL,NEW POSITION,NEW POSITION,74.63000000000001,68.7,-17.4,SIDEWAYS,Consumer Cyclical,8.52,,,
2026-05-15 19:30:09.082529,NEWGEN,NEW POSITION,NEW POSITION,73.98,73.0,17.75,SIDEWAYS,Technology,-6.53,,,
2026-05-15 19:30:09.084854,GROWW,HOLD,HOLD,71.38,66.8,-3.4499999999999993,SIDEWAYS,Financial Services,1.48,,,
2026-05-15 19:30:09.087355,FIRSTCRY,NEW POSITION,NEW POSITION,71.33000000000001,68.4,-9.7,SIDEWAYS,Consumer Cyclical,4.72,,,
2026-05-15 19:30:09.089581,GODFRYPHLP,HOLD,HOLD,68.43,64.0,-23.250000000000004,SIDEWAYS,Consumer Defensive,-4.2,,,
2026-05-15 19:30:09.091815,NIACL,HOLD,HOLD,65.78,61.7,3.8000000000000007,SIDEWAYS,Financial Services,0.55,,,
2026-05-15 19:30:09.094164,IIFL,HOLD,HOLD,64.78,61.7,51.650000000000006,SIDEWAYS,Financial Services,3.52,,,
2026-05-15 19:30:09.096013,MUTHOOTFIN,HOLD,HOLD,63.28000000000001,57.7,50.10000000000001,SIDEWAYS,Financial Services,1.5,,,
2026-05-15 19:30:09.100773,BAJAJHLDNG,HOLD,HOLD,54.48,50.4,-16.25,SIDEWAYS,Financial Services,3.41,,,
2026-05-15 19:30:09.105729,UCOBANK,HOLD,HOLD,53.18000000000001,50.1,-6.75,SIDEWAYS,Financial Services,1.03,,,
2026-05-15 19:30:09.108153,BANKINDIA,HOLD,HOLD,52.18000000000001,48.1,-14.149999999999999,SIDEWAYS,Financial Services,1.12,,,
2026-05-18 10:19:07.868687,KAYNES,HOLD,HOLD,72.63243747711182,74.1,61.550000000000004,BEAR,Technology,,,,
2026-05-18 10:19:07.870855,SAREGAMA,HOLD,HOLD,67.75662498474121,73.3,62.65,BEAR,Communication Services,,,,
2026-05-18 10:19:07.872914,PWL,HOLD,HOLD,59.74459997558594,55.1,16.6,BEAR,Consumer Defensive,,,,
2026-05-18 10:19:07.875016,PARADEEP,HOLD,HOLD,54.21059997558594,46.1,-11.1,BEAR,Basic Materials,,,,
2026-05-18 10:19:07.881116,ZENSARTECH,HOLD,HOLD,49.28259997558594,48.5,-4.050000000000001,BEAR,Technology,,,,
2026-05-18 18:11:33.451123,VEDL,STRONG BUY,STRONG BUY,83.8,76.6,8.400000000000002,SIDEWAYS,Basic Materials,,,,
2026-05-18 18:11:33.453489,OLAELEC,NEW POSITION,NEW POSITION,78.26,76.4,-7.800000000000001,SIDEWAYS,Consumer Cyclical,,,,
2026-05-18 18:11:33.455464,GODFRYPHLP,NEW POSITION,NEW POSITION,76.96,69.1,9.849999999999998,SIDEWAYS,Consumer Defensive,,,,
2026-05-18 18:11:33.457443,BLUEJET,NEW POSITION,NEW POSITION,76.5,68.3,-13.45,SIDEWAYS,Healthcare,,,,
2026-05-18 18:11:33.459267,TARIL,NEW POSITION,NEW POSITION,75.71,72.3,-6.199999999999999,SIDEWAYS,Industrials,,,,
2026-05-18 18:11:33.461377,NEWGEN,NEW POSITION,NEW POSITION,75.59,71.8,22.9,SIDEWAYS,Technology,,,,
2026-05-18 18:11:33.463480,RPOWER,NEW POSITION,NEW POSITION,75.49000000000001,74.7,-0.5999999999999996,SIDEWAYS,Utilities,,,,
2026-05-18 18:11:33.465559,ABFRL,NEW POSITION,NEW POSITION,75.16,69.8,-15.65,SIDEWAYS,Consumer Cyclical,,,,
2026-05-18 18:11:33.470572,HINDCOPPER,NEW POSITION,NEW POSITION,73.3,65.1,1.5,SIDEWAYS,Basic Materials,,,,
2026-05-18 18:11:33.472695,FIRSTCRY,NEW POSITION,NEW POSITION,72.26,69.9,-9.5,SIDEWAYS,Consumer Cyclical,,,,
2026-05-18 18:11:33.483924,HEXT,HOLD,HOLD,63.19,62.4,-25.5,SIDEWAYS,Technology,,,,
2026-05-18 18:11:33.490126,BAJAJHLDNG,HOLD,HOLD,53.52,49.3,-17.95,SIDEWAYS,Financial Services,,,,
2026-05-19 11:27:18.725436,GODFRYPHLP,NEW POSITION,NEW POSITION,78.265,70.8,8.349999999999998,SIDEWAYS,Consumer Defensive,,,,
2026-05-19 11:27:18.727407,BLUEJET,NEW POSITION,NEW POSITION,76.59,68.5,-17.4,SIDEWAYS,Healthcare,,,,
2026-05-19 11:27:18.729241,TARIL,NEW POSITION,NEW POSITION,76.20949999999999,73.3,-10.0,SIDEWAYS,Industrials,,,,
2026-05-19 11:27:18.731084,RPOWER,NEW POSITION,NEW POSITION,76.174,75.3,-5.050000000000001,SIDEWAYS,Utilities,,,,
2026-05-19 11:27:18.733045,ABFRL,NEW POSITION,NEW POSITION,75.78999999999999,71.0,-16.65,SIDEWAYS,Consumer Cyclical,,,,
2026-05-19 11:27:18.735021,NEWGEN,NEW POSITION,NEW POSITION,74.93,70.0,18.400000000000002,SIDEWAYS,Technology,,,,
2026-05-19 11:27:18.736837,FIRSTCRY,NEW POSITION,NEW POSITION,74.78,74.3,44.199999999999996,SIDEWAYS,Consumer Cyclical,,,,
2026-05-19 11:27:18.738762,PWL,HOLD,HOLD,71.81,68.5,-5.649999999999999,SIDEWAYS,Consumer Defensive,,,,
2026-05-19 11:27:18.742496,GROWW,HOLD,HOLD,68.6585,65.8,-9.3,SIDEWAYS,Financial Services,,,,
2026-05-19 11:27:18.744343,PARADEEP,HOLD,HOLD,67.72,64.9,-12.15,SIDEWAYS,Basic Materials,,,,
2026-05-19 11:27:18.748190,SAREGAMA,HOLD,HOLD,65.4,64.4,39.599999999999994,SIDEWAYS,Communication Services,,,,
2026-05-19 11:27:18.750117,HEXT,HOLD,HOLD,64.369,64.1,-16.45,SIDEWAYS,Technology,,,,
2026-05-19 11:27:18.753891,ZENSARTECH,HOLD,HOLD,63.41137500000001,62.8,-2.8499999999999996,SIDEWAYS,Technology,,,,
2026-05-19 11:40:45.641293,PGEL,HOLD,HOLD,67.8,67.8,2.8000000000000007,SIDEWAYS,Technology,,,,
2026-05-19 11:40:45.650982,PCBL,HOLD,HOLD,60.2,60.2,-8.6,SIDEWAYS,Basic Materials,,,,
2026-05-19 11:40:45.653432,ECLERX,HOLD,HOLD,59.3,57.8,-23.7,SIDEWAYS,Technology,,,,
2026-05-19 15:19:54.271469,VEDL,STRONG BUY,STRONG BUY,83.10000000000001,75.9,-4.049999999999999,SIDEWAYS,Basic Materials,,,,
2026-05-19 15:19:54.273733,OLAELEC,NEW POSITION,NEW POSITION,81.02,79.0,-8.950000000000001,SIDEWAYS,Consumer Cyclical,,,,
2026-05-19 15:34:17.187197,KAYNES,HOLD,HOLD,70.57000000000001,70.5,22.65,SIDEWAYS,Technology,,,,
2026-05-20 01:19:11.657061,CHAMBLFERT,NEW POSITION,NEW POSITION,70.0,61.8,16.35,SIDEWAYS,Basic Materials,,,,
2026-05-20 01:19:11.659146,ACUTAAS,NEW POSITION,NEW POSITION,70.0,62.8,-21.65,SIDEWAYS,Basic Materials,,,,
2026-05-20 01:19:11.661043,NATCOPHARM,NEW POSITION,NEW POSITION,69.2,62.0,-21.400000000000002,SIDEWAYS,Healthcare,,,,
2026-05-20 01:19:11.663606,ZYDUSLIFE,HOLD,HOLD,64.4,59.2,18.8,SIDEWAYS,Healthcare,,,,
2026-05-20 01:19:11.665748,NMDC,HOLD,HOLD,62.7,56.5,-5.699999999999999,SIDEWAYS,Basic Materials,,,,
2026-05-20 01:19:11.667729,ECLERX,HOLD,HOLD,61.18,59.5,6.050000000000001,SIDEWAYS,Technology,,,,
2026-05-20 01:19:11.674011,SAREGAMA,HOLD,HOLD,59.6,58.9,50.449999999999996,SIDEWAYS,Communication Services,,,,
2026-05-20 01:19:11.683305,ZENSARTECH,HOLD,HOLD,55.98,55.3,-6.650000000000002,SIDEWAYS,Technology,,,,
2026-05-20 01:19:11.685209,GROWW,HOLD,HOLD,55.13,50.8,-17.35,SIDEWAYS,Financial Services,,,,
2026-05-20 01:19:11.690344,PWL,HOLD,HOLD,53.59,51.1,-2.3000000000000007,SIDEWAYS,Consumer Defensive,,,,
2026-05-20 01:19:11.695558,PGEL,HOLD,HOLD,48.78,49.6,-2.5,SIDEWAYS,Technology,,,,
2026-05-20 01:19:11.699702,PCBL,HOLD,HOLD,39.8,36.1,-1.6000000000000014,SIDEWAYS,Basic Materials,,,,
2026-05-20 01:52:01.085811,HEXT,NEW POSITION,NEW POSITION,69.6,66.1,-8.7,SIDEWAYS,Technology,,,,
2026-05-20 02:50:31.506300,HINDCOPPER,NEW POSITION,NEW POSITION,67.5,59.3,-0.25,SIDEWAYS,Basic Materials,,,,
2026-05-20 02:50:31.508425,HINDZINC,NEW POSITION,NEW POSITION,67.4,60.2,-5.399999999999999,SIDEWAYS,Basic Materials,,,,
2026-05-20 03:29:05.033066,GLAND,NEW POSITION,NEW POSITION,68.16,67.1,70.25,SIDEWAYS,Healthcare,,,,
2026-05-20 03:29:05.036795,MUTHOOTFIN,NEW POSITION,NEW POSITION,66.58,58.3,39.5,SIDEWAYS,Financial Services,,,,
2026-05-20 03:29:05.043441,RRKABEL,NEW POSITION,NEW POSITION,63.14,56.3,-17.15,SIDEWAYS,Industrials,,,,
2026-05-20 11:27:41.378415,TRITURBINE,NEW POSITION,NEW POSITION,76.15,70.7,50.45,SIDEWAYS,Industrials,,,,
2026-05-20 11:27:41.380452,BLS,NEW POSITION,NEW POSITION,74.05,67.6,68.05,SIDEWAYS,Industrials,,,,
2026-05-20 11:27:41.382563,GPIL,NEW POSITION,NEW POSITION,70.3,65.1,43.95,SIDEWAYS,Basic Materials,,,,
2026-05-20 11:27:41.384580,GODFRYPHLP,HOLD,HOLD,66.86,62.1,19.000000000000004,SIDEWAYS,Consumer Defensive,,,,
2026-05-20 11:27:41.389828,VEDL,HOLD,HOLD,59.3,54.1,-1.1499999999999986,SIDEWAYS,Basic Materials,,,,
2026-05-20 11:27:41.394612,BLUEJET,HOLD,HOLD,56.8,50.6,15.499999999999996,SIDEWAYS,Healthcare,,,,
2026-05-20 11:27:41.401308,FIRSTCRY,HOLD,HOLD,50.96000000000001,48.7,58.7,SIDEWAYS,Consumer Cyclical,,,,
2026-05-20 11:27:41.419027,OLAELEC,HOLD,HOLD,45.46000000000001,43.7,-5.900000000000002,SIDEWAYS,Consumer Cyclical,,,,
2026-05-20 11:27:41.422451,NEWGEN,HOLD,HOLD,44.120000000000005,42.1,7.65,SIDEWAYS,Technology,,,,
2026-05-20 11:27:41.424594,RPOWER,HOLD,HOLD,40.42,38.4,0.5999999999999996,SIDEWAYS,Utilities,,,,
2026-05-20 12:07:04.182040,GESHIP,NEW POSITION,NEW POSITION,79.92,75.4,35.349999999999994,SIDEWAYS,Industrials,,,,
2026-05-20 12:07:04.191607,SOLARINDS,HOLD,HOLD,68.5,63.3,4.899999999999999,SIDEWAYS,Basic Materials,,,,
2026-05-20 12:07:04.195702,CAPLIPOINT,NEW POSITION,NEW POSITION,63.900000000000006,58.7,-17.700000000000003,SIDEWAYS,Healthcare,,,,
2026-05-20 12:07:04.197863,GVT&D,NEW POSITION,NEW POSITION,63.82,59.3,18.400000000000002,SIDEWAYS,Industrials,,,,
2026-05-21 10:41:46.634257,TRITURBINE,INCREASE,INCREASE,75.0725,72.3,52.10000000000001,SIDEWAYS,Industrials,,,,
2026-05-21 10:41:46.636689,IGIL,NEW POSITION,NEW POSITION,72.3,64.1,53.4,SIDEWAYS,Basic Materials,,,,
2026-05-21 10:41:46.639132,ZYDUSLIFE,NEW POSITION,NEW POSITION,71.875,66.6,34.85000000000001,SIDEWAYS,Healthcare,,,,
2026-05-21 10:41:46.641263,ENRIN,NEW POSITION,NEW POSITION,71.31,70.8,36.050000000000004,SIDEWAYS,Utilities,,,,
2026-05-21 10:41:46.643310,GPIL,HOLD,HOLD,70.92500000000001,66.0,65.25,SIDEWAYS,Basic Materials,,,,
2026-05-21 10:41:46.646086,BLS,HOLD,HOLD,70.3325,65.1,75.6,SIDEWAYS,Industrials,,,,
2026-05-21 10:41:46.648305,GESHIP,HOLD,HOLD,69.32000000000001,63.1,-16.450000000000003,SIDEWAYS,Industrials,,,,
2026-05-21 10:41:46.652375,GLAND,HOLD,HOLD,66.5,59.3,-9.900000000000002,SIDEWAYS,Healthcare,,,,
2026-05-21 10:41:46.655084,ACUTAAS,NEW POSITION,NEW POSITION,65.80000000000001,59.7,-9.449999999999996,SIDEWAYS,Basic Materials,,,,
2026-05-21 10:41:46.657207,SOLARINDS,HOLD,HOLD,64.45,57.9,-17.6,SIDEWAYS,Basic Materials,,,,
2026-05-21 10:41:46.659301,CAPLIPOINT,HOLD,HOLD,64.035,59.0,-17.450000000000003,SIDEWAYS,Healthcare,,,,
2026-05-21 10:41:46.661539,GODFRYPHLP,HOLD,HOLD,63.03,57.3,-7.399999999999999,SIDEWAYS,Consumer Defensive,,,,
2026-05-21 10:41:46.672550,BAJAJHLDNG,HOLD,HOLD,50.86600000000001,50.9,-16.8,SIDEWAYS,Financial Services,,,,
2026-05-21 10:41:46.684804,GVTD,HOLD,HOLD,0.0,,25.0,SIDEWAYS,Unknown,,,,
2026-05-21 15:13:55.054555,HONAUT,NEW POSITION,NEW POSITION,70.78,68.7,66.44999999999999,SIDEWAYS,Industrials,,,,
2026-05-21 16:58:03.323996,NATCOPHARM,NEW POSITION,NEW POSITION,76.44,70.2,-20.5,SIDEWAYS,Healthcare,,,,
2026-05-21 16:58:03.329142,MAHABANK,NEW POSITION,NEW POSITION,74.84,68.3,-12.5,SIDEWAYS,Financial Services,,,,
2026-05-21 16:58:03.339891,GVT&D,HOLD,HOLD,71.4755,70.1,36.75,SIDEWAYS,Industrials,,,,
2026-05-21 17:06:39.256801,AIIL,NEW POSITION,NEW POSITION,74.53825000000002,67.8,4.349999999999994,SIDEWAYS,Financial Services,,,,
2026-05-21 17:06:39.259061,BSE,NEW POSITION,NEW POSITION,74.46225000000001,72.1,-11.3,SIDEWAYS,Financial Services,,,,
2026-05-21 17:06:39.268314,BAJAJ-AUTO,HOLD,HOLD,67.76079999999999,65.2,-6.850000000000001,SIDEWAYS,Consumer Cyclical,,,,
2026-05-21 17:20:24.133448,OFSS,NEW POSITION,NEW POSITION,72.984395,70.5,2.700000000000003,SIDEWAYS,Technology,,,,
2026-05-22 12:08:44.173617,GESHIP,HOLD,HOLD,78.73080125000001,75.1,-16.65,SIDEWAYS,Industrials,,,,
2026-05-22 12:08:44.183401,CAPLIPOINT,HOLD,HOLD,75.9533925,71.4,-16.950000000000003,SIDEWAYS,Healthcare,,,,
2026-05-22 12:08:44.185462,ENRIN,HOLD,HOLD,75.72800306250002,73.7,43.55,SIDEWAYS,Utilities,,,,
2026-05-22 12:08:44.187459,TRITURBINE,HOLD,HOLD,75.29101718750002,71.5,15.950000000000003,SIDEWAYS,Industrials,,,,
2026-05-22 12:08:44.191423,ZYDUSLIFE,HOLD,HOLD,73.97906640625001,68.7,14.850000000000001,SIDEWAYS,Healthcare,,,,
2026-05-22 12:08:44.193841,GVT&D,HOLD,HOLD,73.55091593750001,70.1,-2.3999999999999986,SIDEWAYS,Industrials,,,,
2026-05-22 12:08:44.196160,GLAND,HOLD,HOLD,72.807889375,70.1,-17.6,SIDEWAYS,Healthcare,,,,
2026-05-22 12:08:44.198263,IGIL,HOLD,HOLD,71.66023437500002,67.8,50.900000000000006,SIDEWAYS,Basic Materials,,,,
2026-05-22 12:08:44.200506,GODFRYPHLP,HOLD,HOLD,71.125352,67.4,-8.7,SIDEWAYS,Consumer Defensive,,,,
2026-05-22 12:08:44.202647,HONASA,HOLD,HOLD,69.8947395,70.5,60.74999999999999,SIDEWAYS,Consumer Defensive,,,,
2026-05-22 12:08:44.205101,GPIL,HOLD,HOLD,68.73695312500001,63.0,69.8,SIDEWAYS,Basic Materials,,,,
2026-05-22 12:08:44.207171,BAJAJ-AUTO,HOLD,HOLD,67.23436,63.6,-5.0,SIDEWAYS,Consumer Cyclical,,,,
2026-05-22 12:08:44.212138,POLYCAB,HOLD,HOLD,66.64228385937501,64.7,-16.25,SIDEWAYS,Industrials,,,,
2026-05-22 12:08:44.214569,BLS,HOLD,HOLD,65.6474390625,63.2,67.35,SIDEWAYS,Industrials,,,,
2026-05-22 12:08:44.216719,SUNPHARMA,HOLD,HOLD,64.2264825,59.1,-14.700000000000003,SIDEWAYS,Healthcare,,,,
2026-05-22 18:58:22.560888,HEXT,NEW POSITION,NEW POSITION,78.02,74.0,-16.15,SIDEWAYS,Technology,,,,
2026-05-22 18:58:22.563113,DEEPAKFERT,NEW POSITION,NEW POSITION,77.8,74.1,15.299999999999997,SIDEWAYS,Basic Materials,,,,
2026-05-22 18:58:22.565072,ACUTAAS,HOLD,HOLD,77.60000000000001,72.4,-8.25,SIDEWAYS,Basic Materials,,,,
2026-05-22 18:58:22.578991,HINDALCO,HOLD,HOLD,72.60000000000001,68.9,6.200000000000003,SIDEWAYS,Basic Materials,,,,
2026-05-22 18:58:22.585490,VBL,HOLD,HOLD,69.84,66.4,20.15,SIDEWAYS,Consumer Defensive,,,,
2026-05-22 18:58:22.594264,TORNTPHARM,HOLD,HOLD,64.1,58.9,-12.75,SIDEWAYS,Healthcare,,,,
2026-05-22 19:24:46.540368,J&KBANK,NEW POSITION,NEW POSITION,74.9,70.4,3.299999999999997,SIDEWAYS,Financial Services,,,,
2026-05-22 19:32:17.901450,BSE,HOLD,HOLD,74.3,72.8,-16.5,SIDEWAYS,Financial Services,,,,
2026-05-22 19:32:17.907427,SOLARINDS,HOLD,HOLD,72.9,71.4,-17.65,SIDEWAYS,Basic Materials,,,,
2026-05-22 19:32:17.925316,AIIL,HOLD,HOLD,65.5,64.0,18.599999999999998,SIDEWAYS,Financial Services,,,,
2026-05-25 10:53:44.722306,IGIL,HOLD,HOLD,72.4,67.2,34.550000000000004,SIDEWAYS,Basic Materials,,,,
2026-05-25 10:53:44.724834,BSE,HOLD,HOLD,70.96000000000001,67.0,-16.4,SIDEWAYS,Financial Services,,,,
2026-05-25 10:53:44.729841,CAPLIPOINT,HOLD,HOLD,70.2,65.0,-37.15,SIDEWAYS,Healthcare,,,,
2026-05-25 10:53:44.732314,GESHIP,HOLD,HOLD,70.03999999999999,66.6,-35.8,SIDEWAYS,Industrials,,,,
2026-05-25 10:53:44.734823,ACUTAAS,HOLD,HOLD,70.0,64.8,-10.750000000000004,SIDEWAYS,Basic Materials,,,,
2026-05-25 10:53:44.737197,TRITURBINE,HOLD,HOLD,68.94,65.5,6.550000000000004,SIDEWAYS,Industrials,,,,
2026-05-25 10:53:44.739528,GLAND,HOLD,HOLD,68.4,64.7,-17.6,SIDEWAYS,Healthcare,,,,
2026-05-25 10:53:44.741970,GVT&D,HOLD,HOLD,67.74,63.3,-7.600000000000001,SIDEWAYS,Industrials,,,,
2026-05-25 10:53:44.747756,ZYDUSLIFE,HOLD,HOLD,67.3,62.1,-15.0,SIDEWAYS,Healthcare,,,,
2026-05-25 10:53:44.750128,ENRIN,HOLD,HOLD,66.23,62.7,-2.3000000000000007,SIDEWAYS,Utilities,,,,
2026-05-25 10:53:44.752460,AIIL,HOLD,HOLD,66.16000000000001,62.2,-6.699999999999999,SIDEWAYS,Financial Services,,,,
2026-05-25 10:53:44.754847,GODFRYPHLP,HOLD,HOLD,65.83,61.8,-8.45,SIDEWAYS,Consumer Defensive,,,,
2026-05-25 10:53:44.757448,BAJAJHLDNG,HOLD,HOLD,64.96000000000001,61.5,-12.500000000000002,SIDEWAYS,Financial Services,,,,
2026-05-25 10:53:44.759828,BAJAJ-AUTO,HOLD,HOLD,64.03,60.0,-4.649999999999999,SIDEWAYS,Consumer Cyclical,,,,
2026-05-25 10:53:44.762292,JBCHEPHARM,HOLD,HOLD,63.900000000000006,58.7,-11.25,SIDEWAYS,Healthcare,,,,
2026-05-25 10:53:44.764860,BLS,HOLD,HOLD,59.34,54.9,2.8000000000000007,SIDEWAYS,Industrials,,,,
2026-05-25 18:54:24.748340,EMMVEE,NEW POSITION,NEW POSITION,74.4,68.9,14.600000000000001,SIDEWAYS,Technology,,,,
2026-05-25 18:54:24.751289,HEXT,HOLD,HOLD,71.4,69.9,-17.35,SIDEWAYS,Technology,,,,
2026-05-25 18:54:24.754443,MCX,NEW POSITION,NEW POSITION,69.7,66.2,-14.05,SIDEWAYS,Financial Services,,,,
2026-05-25 18:54:24.766307,HINDPETRO,HOLD,HOLD,67.1,64.6,-19.9,SIDEWAYS,Energy,,,,
2026-05-25 18:54:24.772425,NATCOPHARM,HOLD,HOLD,66.9,64.4,-18.45,SIDEWAYS,Healthcare,,,,
2026-05-25 18:54:24.780994,HONASA,HOLD,HOLD,65.1,65.1,64.5,SIDEWAYS,Consumer Defensive,,,,
