date,symbol,action,action_bucket,score,score_v2,picking_rank,regime,sector,return_7d,return_30d,return_90d,correct_30d
2026-04-18 03:19:00.912119,ZYDUSLIFE,NEW POSITION,NEW POSITION,73.8,,25.0,,Healthcare,-0.46,7.2,,True
2026-04-21 11:42:59.296856,NMDC,INCREASE,INCREASE,79.84517500000001,,25.0,,Basic Materials,3.81,-0.69,,False
2026-04-21 11:42:59.303592,ABB,HOLD,HOLD,78.37149625,,25.0,,Industrials,-0.3,-8.37,,
2026-04-21 11:42:59.309563,ADANIPORTS,WATCHLIST,WATCHLIST,78.26545875,,25.0,,Industrials,3.9,11.99,,
2026-04-21 11:42:59.315075,CUMMINSIND,HOLD,HOLD,77.62668375,,25.0,,Industrials,1.11,2.74,,
2026-04-21 11:42:59.332838,CGPOWER,WATCHLIST,WATCHLIST,74.42592125000002,,25.0,,Industrials,2.25,5.47,,
2026-04-21 11:42:59.339047,NESTLEIND,WATCHLIST,WATCHLIST,74.37662625000002,,25.0,,Consumer Defensive,11.46,9.53,,
2026-04-21 11:42:59.344820,FEDERALBNK,HOLD,HOLD,73.83199124999999,,25.0,,Financial Services,-0.25,-3.95,,
2026-04-21 11:42:59.350302,SBIN,HOLD,HOLD,73.37526625000001,,25.0,,Financial Services,-1.26,-14.21,,
2026-04-21 11:42:59.355873,AXISBANK,HOLD,HOLD,72.57776625,,25.0,,Financial Services,-5.73,-6.72,,
2026-04-21 11:42:59.362004,POWERGRID,WATCHLIST,WATCHLIST,71.37868750000001,,25.0,,Utilities,0.52,-7.46,,
2026-04-21 11:42:59.367580,LICI,HOLD,HOLD,71.32950375000001,,25.0,,Financial Services,-1.07,-1.04,,
2026-04-21 11:42:59.373314,ICICIGI,HOLD,HOLD,70.71275374999999,,25.0,,Financial Services,-3.59,-0.9,,
2026-04-21 11:42:59.379209,TORNTPOWER,WATCHLIST,WATCHLIST,70.3902875,,25.0,,Utilities,6.68,-7.88,,
2026-04-21 11:42:59.384787,INDIANB,HOLD,HOLD,70.22266625,,25.0,,Financial Services,-1.58,-11.76,,
2026-04-21 11:42:59.390575,CANBK,HOLD,HOLD,70.01180375,,25.0,,Financial Services,-4.02,-11.45,,
2026-04-21 11:42:59.396302,KOTAKBANK,HOLD,HOLD,69.85450375,,25.0,,Financial Services,0.54,0.96,,
2026-04-21 11:42:59.402060,NTPC,WATCHLIST,WATCHLIST,69.37078749999999,,25.0,,Utilities,1.95,-2.72,,
2026-04-21 11:42:59.407755,IOB,HOLD,HOLD,67.68120375000001,,25.0,,Financial Services,1.4,-4.2,,
2026-04-21 11:42:59.419401,GICRE,HOLD,HOLD,67.56202875,,25.0,,Financial Services,1.07,-2.87,,
2026-04-21 11:42:59.424659,CENTRALBK,HOLD,HOLD,64.93592875,,25.0,,Financial Services,1.3,-12.46,,
2026-04-21 11:42:59.430462,PNB,HOLD,HOLD,64.06642875,,25.0,,Financial Services,-2.26,-10.53,,
2026-04-21 11:42:59.437117,BANKBARODA,HOLD,HOLD,64.05614125,,25.0,,Financial Services,-4.41,-6.3,,
2026-04-21 11:42:59.454504,UCOBANK,HOLD,HOLD,61.69825375,,25.0,,Financial Services,-0.22,-7.39,,
2026-04-21 11:42:59.460903,BANKINDIA,HOLD,HOLD,59.93662875,,25.0,,Financial Services,-3.18,-7.34,,
2026-04-21 12:31:19.656151,LUPIN,NEW POSITION,NEW POSITION,78.749055,,25.0,,Healthcare,0.28,-1.78,,False
2026-04-21 22:33:19.413359,ALKEM,WATCHLIST,WATCHLIST,75.9977925,,25.0,,Healthcare,-5.77,-4.33,,
2026-04-21 22:33:19.422901,AUROPHARMA,WATCHLIST,WATCHLIST,74.01019249999999,,25.0,,Healthcare,1.29,4.62,,
2026-04-22 12:21:32.754138,NESTLEIND,HIGH MOMENTUM NEW POSITION,HIGH MOMENTUM NEW POSITION,82.114,,25.0,,Consumer Defensive,3.02,1.13,,True
2026-04-22 12:21:32.761322,NMDC,INCREASE,INCREASE,80.58482875000001,,25.0,,Basic Materials,1.96,1.15,,True
2026-04-22 12:21:32.767585,ABB,HOLD,HOLD,80.1537733125,,25.0,,Industrials,-7.51,-12.84,,
2026-04-22 12:21:32.773761,ADANIPORTS,WATCHLIST,WATCHLIST,79.1408064375,,25.0,,Industrials,3.92,12.96,,
2026-04-22 12:21:32.785230,CUMMINSIND,HOLD,HOLD,77.5058576875,,25.0,,Industrials,1.45,3.56,,
2026-04-22 12:21:32.790927,ALKEM,WATCHLIST,WATCHLIST,77.275006625,,25.0,,Healthcare,-5.14,-4.88,,
2026-04-22 12:21:32.796531,CGPOWER,WATCHLIST,WATCHLIST,76.64026456250002,,25.0,,Industrials,-2.17,5.15,,
2026-04-22 12:21:32.807655,AXISBANK,HOLD,HOLD,73.84564481250001,,25.0,,Financial Services,-8.43,-5.78,,
2026-04-22 12:21:32.819099,TORNTPOWER,WATCHLIST,WATCHLIST,72.865129375,,25.0,,Utilities,5.21,-10.07,,
2026-04-22 12:21:32.824541,POWERGRID,WATCHLIST,WATCHLIST,72.765409375,,25.0,,Utilities,-0.67,-8.02,,
2026-04-22 12:21:32.829923,SBIN,HOLD,HOLD,72.39501981250001,,25.0,,Financial Services,-3.16,-12.83,,
2026-04-22 12:21:32.840420,INDIANB,HOLD,HOLD,70.6628498125,,25.0,,Financial Services,-8.12,-8.42,,
2026-04-22 12:21:32.845895,NTPC,WATCHLIST,WATCHLIST,70.57760437499999,,25.0,,Utilities,-1.66,-3.97,,
2026-04-22 12:21:32.862103,ICICIGI,HOLD,HOLD,69.4148891875,,25.0,,Financial Services,-3.25,1.62,,
2026-04-22 12:21:32.867480,IOB,HOLD,HOLD,69.09019168750001,,25.0,,Financial Services,-1.07,-4.24,,
2026-04-22 12:21:32.872764,GICRE,HOLD,HOLD,68.43431293750001,,25.0,,Financial Services,-1.61,-2.55,,
2026-04-22 12:21:32.877975,KOTAKBANK,HOLD,HOLD,66.9304266875,,25.0,,Financial Services,1.32,3.63,,
2026-04-22 12:21:32.883231,CENTRALBK,HOLD,HOLD,65.6575679375,,25.0,,Financial Services,-1.11,-15.07,,
2026-04-22 12:21:32.893794,PNB,HOLD,HOLD,63.896792937499995,,25.0,,Financial Services,-4.81,-8.66,,
2026-04-22 12:21:32.899014,BANKINDIA,HOLD,HOLD,62.3408829375,,25.0,,Financial Services,-8.83,-6.23,,
2026-04-22 12:21:32.904276,UCOBANK,HOLD,HOLD,61.9263641875,,25.0,,Financial Services,-2.59,-5.91,,
2026-04-25 09:57:12.982937,NESTLEIND,NEW POSITION,NEW POSITION,82.0135,,25.0,,Consumer Defensive,2.52,,,
2026-04-25 09:57:12.990058,NMDC,INCREASE,INCREASE,81.2371558125,,25.0,,Basic Materials,-0.22,,,
2026-04-25 09:57:12.996754,ABB,HOLD,HOLD,79.348443328125,,25.0,,Industrials,-1.26,,,
2026-04-25 09:57:13.003476,CUMMINSIND,HOLD,HOLD,78.439221728125,,25.0,,Industrials,1.09,,,
2026-04-25 09:57:13.016138,NATIONALUM,HOLD,HOLD,78.12975953125,,25.0,,Basic Materials,-6.69,,,
2026-04-25 09:57:13.022604,DRREDDY,NEW POSITION,NEW POSITION,77.0445237,,25.0,,Healthcare,-2.27,,,
2026-04-25 09:57:13.028841,MARICO,HOLD,HOLD,76.328116184375,,25.0,,Consumer Defensive,0.16,,,
2026-04-25 09:57:13.035267,AUROPHARMA,HOLD,HOLD,75.44132264375,,25.0,,Healthcare,-2.67,,,
2026-04-25 09:57:13.041251,AXISBANK,HOLD,HOLD,74.19410464687502,,25.0,,Financial Services,-6.65,,,
2026-04-25 09:57:13.047521,TORNTPOWER,HOLD,HOLD,74.14082115625001,,25.0,,Utilities,1.44,,,
2026-04-25 09:57:13.053642,FEDERALBNK,HOLD,HOLD,73.358012834375,,25.0,,Financial Services,-1.31,,,
2026-04-25 09:57:13.059827,ICICIBANK,HOLD,HOLD,72.602352140625,,25.0,,Financial Services,-4.18,,,
2026-04-25 09:57:13.065907,SBIN,HOLD,HOLD,72.11375495312501,,25.0,,Financial Services,-2.97,,,
2026-04-25 09:57:13.072488,OFSS,HOLD,HOLD,71.8315998125,,25.0,,Technology,5.7,,,
2026-04-25 09:57:13.079278,CANBK,HOLD,HOLD,69.454365421875,,25.0,,Financial Services,-4.3,,,
2026-04-25 09:57:13.085712,LICI,HOLD,HOLD,68.843981671875,,25.0,,Financial Services,-1.12,,,
2026-04-25 09:57:13.091817,INDIANB,HOLD,HOLD,68.53071245312499,,25.0,,Financial Services,-8.74,,,
2026-04-25 09:57:13.098442,GICRE,HOLD,HOLD,67.973578234375,,25.0,,Financial Services,2.88,,,
2026-04-25 09:57:13.104579,KOTAKBANK,HOLD,HOLD,67.37573467812501,,25.0,,Financial Services,0.22,,,
2026-04-25 09:57:13.110878,IOB,HOLD,HOLD,66.787547921875,,25.0,,Financial Services,-0.4,,,
2026-04-25 09:57:13.116692,ICICIGI,HOLD,HOLD,66.04372229687499,,25.0,,Financial Services,-0.86,,,
2026-04-25 09:57:13.123138,UNIONBANK,HOLD,HOLD,65.35576792187501,,25.0,,Financial Services,-7.47,,,
2026-04-25 09:57:13.129271,CENTRALBK,HOLD,HOLD,64.95439198437501,,25.0,,Financial Services,-1.19,,,
2026-04-25 09:57:13.140063,PNB,HOLD,HOLD,63.314198234375,,25.0,,Financial Services,-3.9,,,
2026-04-25 09:57:13.146474,BANKBARODA,HOLD,HOLD,62.560228390625,,25.0,,Financial Services,-3.29,,,
2026-04-25 09:57:13.152744,BANKINDIA,HOLD,HOLD,61.350220734375,,25.0,,Financial Services,-5.95,,,
2026-04-25 09:57:13.158916,UCOBANK,HOLD,HOLD,61.021591046875,,25.0,,Financial Services,0.6,,,
2026-04-28 21:18:20.542440,NATIONALUM,NEW POSITION,NEW POSITION,82.65636774218751,,25.0,,Basic Materials,-7.92,,,
2026-04-28 21:18:20.548925,NESTLEIND,NEW POSITION,NEW POSITION,82.245925,,25.0,,Consumer Defensive,3.2,,,
2026-04-28 21:18:20.554861,NMDC,INCREASE,INCREASE,81.80543569687501,,25.0,,Basic Materials,-1.89,,,
2026-04-28 21:18:20.560933,ADANIPORTS,HOLD,HOLD,80.34611088515626,,25.0,,Industrials,6.76,,,
2026-04-28 21:18:20.566981,COALINDIA,NEW POSITION,NEW POSITION,79.0623832140625,,25.0,,Energy,0.69,,,
2026-04-28 21:18:20.572933,CUMMINSIND,HOLD,HOLD,78.55657195046876,,25.0,,Industrials,1.26,,,
2026-04-28 21:18:20.578623,ONGC,HOLD,HOLD,77.37118192812501,,25.0,,Energy,-6.8,,,
2026-04-28 21:18:20.584453,ABB,HOLD,HOLD,77.36211083203125,,25.0,,Industrials,-1.45,,,
2026-04-28 21:18:20.590482,HINDALCO,HOLD,HOLD,76.66940429375,,25.0,,Basic Materials,-2.65,,,
2026-04-28 21:18:20.596300,MAHABANK,HOLD,HOLD,76.48864135546876,,25.0,,Financial Services,7.58,,,
2026-04-28 21:18:20.601811,TORNTPOWER,HOLD,HOLD,74.97745163593751,,25.0,,Utilities,-1.19,,,
2026-04-28 21:18:20.607527,OFSS,HOLD,HOLD,73.16737989687499,,25.0,,Technology,-1.52,,,
2026-04-28 21:18:20.613152,SBIN,HOLD,HOLD,72.41806522421876,,25.0,,Financial Services,0.43,,,
2026-04-28 21:18:20.618718,FEDERALBNK,HOLD,HOLD,72.33200320859376,,25.0,,Financial Services,0.83,,,
2026-04-28 21:18:20.625225,AXISBANK,HOLD,HOLD,69.69102616171877,,25.0,,Financial Services,0.4,,,
2026-04-28 21:18:20.630831,ICICIBANK,HOLD,HOLD,69.66808803515626,,25.0,,Financial Services,-0.97,,,
2026-04-28 21:18:20.636894,LICI,HOLD,HOLD,68.27849541796876,,25.0,,Financial Services,-1.28,,,
2026-04-28 21:18:20.642654,GICRE,HOLD,HOLD,67.31089455859376,,25.0,,Financial Services,0.1,,,
2026-04-28 21:18:20.648690,IOB,HOLD,HOLD,67.14865135703126,,25.0,,Financial Services,0.57,,,
2026-04-28 21:18:20.654833,KOTAKBANK,HOLD,HOLD,67.01143366953126,,25.0,,Financial Services,-0.36,,,
2026-04-28 21:18:20.660591,INDIANB,HOLD,HOLD,66.77517811328124,,25.0,,Financial Services,-3.26,,,
2026-04-28 21:18:20.666371,ICICIGI,HOLD,HOLD,64.65343057421875,,25.0,,Financial Services,2.15,,,
2026-04-28 21:18:20.671962,CANBK,HOLD,HOLD,63.55609135546875,,25.0,,Financial Services,0.69,,,
2026-04-28 21:18:20.677466,CENTRALBK,HOLD,HOLD,63.33109799609375,,25.0,,Financial Services,1.86,,,
2026-04-28 21:18:20.683122,PNB,HOLD,HOLD,60.89604955859375,,25.0,,Financial Services,-1.09,,,
2026-04-28 21:18:20.695257,BANKBARODA,HOLD,HOLD,59.20755709765625,,25.0,,Financial Services,0.92,,,
2026-04-28 21:18:20.710785,UCOBANK,HOLD,HOLD,58.29789776171876,,25.0,,Financial Services,2.7,,,
2026-04-28 21:18:20.722189,BANKINDIA,HOLD,HOLD,57.480055183593755,,25.0,,Financial Services,-1.32,,,
2026-04-29 02:10:14.975021,COALINDIA,NEW POSITION,NEW POSITION,78.26559580351562,,25.0,,Energy,0.64,,,
2026-04-29 02:10:14.982082,LUPIN,NEW POSITION,NEW POSITION,77.02235090296877,,25.0,,Healthcare,7.42,,,
2026-04-29 02:10:14.993955,DRREDDY,HOLD,HOLD,75.59612200875,,25.0,,Healthcare,-3.3,,,
2026-04-29 02:10:15.005124,SUNPHARMA,HOLD,HOLD,75.29314054,,25.0,,Healthcare,5.12,,,
2026-04-29 02:10:15.016467,CUMMINSIND,HOLD,HOLD,73.82664298761719,,25.0,,Industrials,1.7,,,
2026-04-29 02:10:15.022325,SBIN,HOLD,HOLD,71.78951630605471,,25.0,,Financial Services,0.17,,,
2026-04-29 02:10:15.033916,MAHABANK,HOLD,HOLD,70.2571603388672,,25.0,,Financial Services,8.37,,,
2026-04-29 02:10:15.045465,FEDERALBNK,HOLD,HOLD,68.69300080214845,,25.0,,Financial Services,0.05,,,
2026-04-29 02:10:15.051617,AXISBANK,HOLD,HOLD,68.5577565404297,,25.0,,Financial Services,0.74,,,
2026-04-29 02:10:15.057671,ADANIENSOL,HOLD,HOLD,67.38390275460938,,25.0,,Utilities,-3.93,,,
2026-04-29 02:10:15.063404,LICI,HOLD,HOLD,67.0046238544922,,25.0,,Financial Services,-0.99,,,
2026-04-29 02:10:15.069520,INDIANB,HOLD,HOLD,66.86734796230469,,25.0,,Financial Services,-3.44,,,
2026-04-29 02:10:15.075427,IOB,HOLD,HOLD,66.72216283925782,,25.0,,Financial Services,0.6,,,
2026-04-29 02:10:15.081221,ICICIGI,HOLD,HOLD,66.06038681582031,,25.0,,Financial Services,3.22,,,
2026-04-29 02:10:15.086971,KOTAKBANK,HOLD,HOLD,64.73785841738281,,25.0,,Financial Services,0.6,,,
2026-04-29 02:10:15.092682,GICRE,HOLD,HOLD,64.51272363964844,,25.0,,Financial Services,0.05,,,
2026-04-29 02:10:15.104007,PNB,HOLD,HOLD,61.56382725722656,,25.0,,Financial Services,-1.68,,,
2026-04-29 02:10:15.109758,CENTRALBK,HOLD,HOLD,61.342774499023434,,25.0,,Financial Services,2.27,,,
2026-04-29 02:10:15.133057,UCOBANK,HOLD,HOLD,57.45947444042969,,25.0,,Financial Services,3.27,,,
2026-04-29 02:19:34.283457,MARICO,NEW POSITION,NEW POSITION,75.77599097535156,,25.0,,Consumer Defensive,4.63,,,
2026-04-29 02:19:34.291098,NESTLEIND,HOLD,HOLD,75.40148125,,25.0,,Consumer Defensive,2.67,,,
2026-04-29 02:19:34.299201,ONGC,NEW POSITION,NEW POSITION,74.39279548203126,,25.0,,Energy,-5.94,,,
2026-04-29 11:33:55.473975,ADANIPORTS,HOLD,HOLD,81.31536098683594,,25.0,,Industrials,3.39,,,
2026-04-29 11:33:55.487617,ABB,HOLD,HOLD,76.49052770800782,,25.0,,Industrials,0.07,,,
2026-04-29 11:33:55.494378,TORNTPOWER,HOLD,HOLD,74.46936290898438,,25.0,,Utilities,0.52,,,
2026-04-29 11:33:55.500199,OFSS,HOLD,HOLD,73.81205894328126,,25.0,,Technology,-1.57,,,
2026-04-29 11:33:55.508469,BANDHANBNK,HOLD,HOLD,70.98831568489845,,25.0,,Financial Services,2.99,,,
2026-04-29 11:33:55.527832,BAJAJHLDNG,HOLD,HOLD,59.691108017851576,,25.0,,Financial Services,2.19,,,
2026-05-07 10:21:14.397267,COALINDIA,NEW POSITION,NEW POSITION,82.7,43.823769999999996,-8.899999999999999,,Energy,-0.86,,,
2026-05-07 10:21:14.403886,LUPIN,NEW POSITION,NEW POSITION,82.4,47.385290000000005,9.75,,Healthcare,-7.5,,,
2026-05-07 10:21:14.410031,MARICO,HOLD,HOLD,82.37,48.94675,27.6,,Consumer Defensive,2.88,,,
2026-05-07 10:21:14.416409,BAJAJ-AUTO,NEW POSITION,NEW POSITION,80.77,49.34883,1.3500000000000014,,Consumer Cyclical,-0.97,,,
2026-05-07 10:21:14.422526,NESTLEIND,HOLD,HOLD,80.47,42.33254,-16.799999999999997,,Consumer Defensive,-1.05,,,
2026-05-07 10:21:14.428703,CGPOWER,NEW POSITION,NEW POSITION,80.45,52.16262,28.25,,Industrials,-2.52,,,
2026-05-07 10:21:14.434865,POLYCAB,NEW POSITION,NEW POSITION,80.25,51.971450000000004,20.700000000000003,,Industrials,3.48,,,
2026-05-07 10:21:14.441072,AUROPHARMA,HOLD,HOLD,80.2,45.05015,-1.0,,Healthcare,2.01,,,
2026-05-07 10:21:14.460638,CUMMINSIND,HOLD,HOLD,78.75,43.03037,-14.2,,Industrials,0.8,,,
2026-05-07 10:21:14.467463,ABB,HOLD,HOLD,74.55,42.79945,-4.449999999999999,,Industrials,-12.95,,,
2026-05-07 10:21:14.474754,SBIN,HOLD,HOLD,72.48,42.542699999999996,-9.900000000000002,,Financial Services,-11.57,,,
2026-05-07 10:21:14.481507,GICRE,HOLD,HOLD,69.48,42.44432,10.8,,Financial Services,-4.05,,,
2026-05-07 10:21:14.488602,CENTRALBK,HOLD,HOLD,69.38000000000001,41.91075,-14.6,,Financial Services,-6.29,,,
2026-05-07 10:21:14.495103,ICICIGI,HOLD,HOLD,69.28,42.49423,-5.400000000000002,,Financial Services,0.83,,,
2026-05-07 10:21:14.501358,FEDERALBNK,HOLD,HOLD,68.58,40.1135,-18.75,,Financial Services,-2.96,,,
2026-05-07 10:21:14.514192,LICI,HOLD,HOLD,66.78,42.61242,-6.550000000000001,,Financial Services,-0.06,,,
2026-05-07 10:21:14.526933,BAJAJHLDNG,HOLD,HOLD,64.58,53.00825,-16.9,,Financial Services,-1.36,,,
2026-05-07 10:21:14.533872,IOB,HOLD,HOLD,64.48,45.32546,-15.3,,Financial Services,-3.81,,,
2026-05-07 10:41:22.593893,TORNTPHARM,NEW POSITION,NEW POSITION,81.3,38.861760000000004,-24.200000000000003,,Healthcare,0.44,,,
2026-05-07 22:57:54.468079,ADANIPORTS,NEW POSITION,NEW POSITION,81.87,44.63818,-16.700000000000003,,Industrials,4.28,,,
2026-05-07 22:57:54.480270,PIDILITIND,NEW POSITION,NEW POSITION,80.60000000000001,42.23024,-5.449999999999999,,Basic Materials,2.07,,,
2026-05-07 22:57:54.486544,MAHABANK,HOLD,HOLD,80.49000000000001,50.92085,-3.9499999999999957,,Financial Services,-8.42,,,
2026-05-08 00:27:57.015734,LUPIN,NEW POSITION,NEW POSITION,78.47500000000001,32.6,-4.800000000000001,SIDEWAYS,Healthcare,-9.35,,,
2026-05-08 00:27:57.024528,MARICO,HOLD,HOLD,77.68499999999999,35.4,36.75,SIDEWAYS,Consumer Defensive,0.07,,,
2026-05-08 00:27:57.032036,COALINDIA,NEW POSITION,NEW POSITION,77.10000000000001,34.6,-5.75,SIDEWAYS,Energy,-0.15,,,
2026-05-08 00:27:57.039068,PIDILITIND,NEW POSITION,NEW POSITION,76.80000000000001,40.4,28.65,SIDEWAYS,Basic Materials,-1.19,,,
2026-05-08 00:27:57.046625,ALKEM,NEW POSITION,NEW POSITION,75.80000000000001,36.3,-12.650000000000002,SIDEWAYS,Healthcare,-2.32,,,
2026-05-08 00:27:57.053569,NESTLEIND,HOLD,HOLD,75.285,33.1,-5.75,SIDEWAYS,Consumer Defensive,-3.68,,,
2026-05-08 00:27:57.060699,BAJAJ-AUTO,NEW POSITION,NEW POSITION,74.535,39.2,11.600000000000001,SIDEWAYS,Consumer Cyclical,-3.42,,,
2026-05-08 00:27:57.067712,NMDC,HOLD,HOLD,74.17500000000001,37.6,-12.7,SIDEWAYS,Basic Materials,-1.02,,,
2026-05-08 00:27:57.075165,SBIN,HOLD,HOLD,73.9325,38.3,-8.45,SIDEWAYS,Financial Services,-14.1,,,
2026-05-08 00:27:57.083723,CUMMINSIND,HOLD,HOLD,73.67,36.2,-4.650000000000002,SIDEWAYS,Industrials,-2.92,,,
2026-05-08 00:27:57.091302,AUROPHARMA,HOLD,HOLD,73.475,38.0,7.899999999999999,SIDEWAYS,Healthcare,1.09,,,
2026-05-08 00:27:57.098525,MAHABANK,HOLD,HOLD,73.0575,44.2,7.450000000000003,SIDEWAYS,Financial Services,-9.82,,,
2026-05-08 00:27:57.106756,ABB,HOLD,HOLD,70.245,40.9,1.1999999999999993,SIDEWAYS,Industrials,-13.04,,,
2026-05-08 00:27:57.114285,ICICIGI,HOLD,HOLD,70.20750000000001,41.2,20.199999999999996,SIDEWAYS,Financial Services,-2.81,,,
2026-05-08 00:27:57.128787,GICRE,HOLD,HOLD,68.25750000000001,40.1,11.8,SIDEWAYS,Financial Services,-4.27,,,
2026-05-08 00:27:57.136176,FEDERALBNK,HOLD,HOLD,67.6575,37.9,-13.3,SIDEWAYS,Financial Services,-5.71,,,
2026-05-08 00:27:57.143447,CENTRALBK,HOLD,HOLD,67.5325,41.1,5.349999999999998,SIDEWAYS,Financial Services,-10.82,,,
2026-05-08 00:27:57.150713,LICI,HOLD,HOLD,67.4825,44.1,-6.75,SIDEWAYS,Financial Services,-3.99,,,
2026-05-08 00:27:57.158544,IOB,HOLD,HOLD,65.3255,47.6,-15.2,SIDEWAYS,Financial Services,-6.08,,,
2026-05-08 00:27:57.181255,AXISBANK,HOLD,HOLD,62.37050000000001,37.3,-7.749999999999998,SIDEWAYS,Financial Services,-4.79,,,
2026-05-08 00:27:57.188794,BAJAJHLDNG,HOLD,HOLD,61.7075,52.3,13.25,SIDEWAYS,Financial Services,-4.48,,,
2026-05-08 00:32:11.727237,TORNTPHARM,NEW POSITION,NEW POSITION,75.575,30.3,-17.1,SIDEWAYS,Healthcare,-0.5,,,
2026-05-08 13:43:32.831859,ADANIPORTS,HOLD,HOLD,81.906,37.8,-18.849999999999998,SIDEWAYS,Industrials,-0.57,,,
2026-05-08 13:43:32.854215,POLYCAB,NEW POSITION,NEW POSITION,81.286,43.0,22.35,SIDEWAYS,Industrials,-1.59,,,
2026-05-08 13:43:32.869138,HAL,NEW POSITION,NEW POSITION,80.20500000000001,40.4,-24.799999999999997,SIDEWAYS,Industrials,-12.14,,,
2026-05-08 13:43:32.895609,CGPOWER,NEW POSITION,NEW POSITION,79.78,45.0,17.599999999999994,SIDEWAYS,Industrials,-6.27,,,
2026-05-11 13:06:49.745885,PIDILITIND,NEW POSITION,NEW POSITION,81.63050000000001,39.2,25.549999999999997,SIDEWAYS,Basic Materials,1.04,,,
2026-05-11 13:06:49.754054,MARICO,HOLD,HOLD,80.424375,29.0,-19.799999999999997,SIDEWAYS,Consumer Defensive,-1.65,,,
2026-05-11 13:06:49.761888,BAJAJ-AUTO,NEW POSITION,NEW POSITION,79.582125,36.1,-0.29999999999999716,SIDEWAYS,Consumer Cyclical,-3.96,,,
2026-05-11 13:06:49.769671,NESTLEIND,HOLD,HOLD,79.52437499999999,29.7,-26.650000000000002,SIDEWAYS,Consumer Defensive,-2.17,,,
2026-05-11 13:06:49.777512,COALINDIA,NEW POSITION,NEW POSITION,79.50625,31.8,-16.05,SIDEWAYS,Energy,-1.9,,,
2026-05-11 13:06:49.785090,ADANIPORTS,NEW POSITION,NEW POSITION,79.4865,35.2,-16.550000000000004,SIDEWAYS,Industrials,1.01,,,
2026-05-11 13:06:49.792499,TORNTPHARM,NEW POSITION,NEW POSITION,78.5325,31.1,-15.449999999999996,SIDEWAYS,Healthcare,-1.28,,,
2026-05-11 13:06:49.799765,ALKEM,NEW POSITION,NEW POSITION,78.51875,35.7,-21.950000000000003,SIDEWAYS,Healthcare,-1.48,,,
2026-05-11 13:06:49.807229,POLYCAB,HOLD,HOLD,78.35650000000001,38.9,4.199999999999996,SIDEWAYS,Industrials,1.77,,,
2026-05-11 13:06:49.814543,MAHABANK,HOLD,HOLD,77.08125,42.6,-17.500000000000004,SIDEWAYS,Financial Services,-4.28,,,
2026-05-11 13:06:49.822224,CUMMINSIND,HOLD,HOLD,74.1065,37.5,5.949999999999999,SIDEWAYS,Industrials,1.22,,,
2026-05-11 13:06:49.829801,NMDC,HOLD,HOLD,73.53750000000001,38.5,-6.449999999999999,SIDEWAYS,Basic Materials,2.89,,,
2026-05-11 13:06:49.857282,ICICIGI,HOLD,HOLD,71.18625000000002,37.4,-8.149999999999999,SIDEWAYS,Financial Services,-1.33,,,
2026-05-11 13:06:49.864990,TATACONSUM,HOLD,HOLD,70.54417500000001,36.3,36.05,SIDEWAYS,Consumer Defensive,-2.76,,,
2026-05-11 13:06:49.872891,FEDERALBNK,HOLD,HOLD,68.86875,38.6,-19.549999999999997,SIDEWAYS,Financial Services,-2.76,,,
2026-05-11 13:06:49.910134,LICI,HOLD,HOLD,66.2975,44.6,-5.700000000000001,SIDEWAYS,Financial Services,0.22,,,
2026-05-11 13:06:49.917708,SBIN,HOLD,HOLD,64.49375,44.8,16.549999999999997,SIDEWAYS,Financial Services,-3.1,,,
2026-05-11 13:06:49.925215,GICRE,HOLD,HOLD,63.95625000000001,36.4,-10.600000000000001,SIDEWAYS,Financial Services,-0.59,,,
2026-05-11 13:06:49.932783,AXISBANK,HOLD,HOLD,62.243750000000006,41.2,-7.9,SIDEWAYS,Financial Services,-2.54,,,
2026-05-11 13:06:49.955464,BAJAJHLDNG,HOLD,HOLD,61.6625,49.2,-5.800000000000001,SIDEWAYS,Financial Services,-1.43,,,
2026-05-11 13:06:49.963005,IOB,HOLD,HOLD,61.08125,45.3,-16.8,SIDEWAYS,Financial Services,-2.39,,,
2026-05-12 10:37:45.329006,PIDILITIND,NEW POSITION,NEW POSITION,81.23262500000001,70.0,15.049999999999997,SIDEWAYS,Basic Materials,-0.4,,,
2026-05-12 10:37:45.337122,COALINDIA,NEW POSITION,NEW POSITION,80.9434375,71.1,-24.15,SIDEWAYS,Energy,-2.15,,,
2026-05-12 10:37:45.345431,TORNTPHARM,NEW POSITION,NEW POSITION,80.69787500000001,71.3,-18.85,SIDEWAYS,Healthcare,-0.07,,,
2026-05-12 10:37:45.353526,BAJAJ-AUTO,NEW POSITION,NEW POSITION,80.41803125,71.4,-32.6,SIDEWAYS,Consumer Cyclical,-1.71,,,
2026-05-12 10:37:45.369285,SUNPHARMA,NEW POSITION,NEW POSITION,79.1825,73.2,-30.900000000000002,SIDEWAYS,Healthcare,0.74,,,
2026-05-12 10:37:45.385769,POLYCAB,HOLD,HOLD,78.686575,72.9,-32.1,SIDEWAYS,Industrials,0.37,,,
2026-05-12 10:37:45.424022,NMDC,HOLD,HOLD,73.88062500000001,63.7,-16.95,SIDEWAYS,Basic Materials,-0.15,,,
2026-05-12 10:37:45.432443,CUMMINSIND,HOLD,HOLD,73.269125,64.6,-0.5500000000000007,SIDEWAYS,Industrials,1.67,,,
