date,symbol,action,score,price,pe_ratio,roe,debt_to_equity,reason,rank,sector,price_7d,price_30d,price_90d,return_7d,return_30d,return_90d,hybrid_fundamental_quality,hybrid_momentum_technical,hybrid_volume_strength,hybrid_multi_timeframe,hybrid_ml_signal,hybrid_risk_adjustment,score_v2,regime,hybrid_growth,hybrid_value,sleeve,fq_score,turbo_score_recomputed,picking_rank,active_oracle,exit_rule
2026-05-19 11:27:18.742496,GROWW,HOLD,68.6585,186.95,54.98529,28.718,3.028,[POLICY OVERRIDE] action=HOLD | raw=🟢 BUY,0,Financial Services,187.35000610351562,,,0.21,,,74.5,18.6,0.0,72.8,50.0,29.0,65.8,SIDEWAYS,100.0,0.0,TACTICAL,,,,,
2026-05-19 11:27:18.744343,PARADEEP,HOLD,67.72,123.2,12.846715,13.5345,101.822,[POLICY OVERRIDE] action=HOLD | raw=🟢 BUY (VALUE),0,Basic Materials,126.88999938964844,,,3.0,,,62.4,24.3,0.0,62.8,50.0,26.0,64.9,SIDEWAYS,55.5,88.5,TACTICAL,,,,,
2026-05-19 11:27:18.748190,SAREGAMA,HOLD,65.4,397.45,37.11018,12.567,4.281,[POLICY OVERRIDE] action=HOLD | raw=🟢 BUY,0,Communication Services,417.29998779296875,,,4.99,,,63.9,74.4,76.8,91.6,50.0,35.0,64.4,SIDEWAYS,73.7,13.1,TACTICAL,,,,,
2026-05-19 11:27:18.750117,HEXT,HOLD,64.369,507.45,22.46348,22.272,10.521,[POLICY OVERRIDE] action=HOLD | raw=🟢 BUY (VALUE),0,Technology,508.20001220703125,,,0.15,,,89.3,62.9,15.0,88.7,50.0,26.8,64.1,SIDEWAYS,60.2,34.7,TACTICAL,,,,,
2026-05-19 11:27:18.753891,ZENSARTECH,HOLD,63.41137500000001,498.95,14.805638,16.4141,1.68,[POLICY OVERRIDE] action=HOLD | raw=🟢 BUY (VALUE),0,Technology,491.29998779296875,,,-1.53,,,82.0,21.9,8.1,72.0,50.0,34.4,62.8,SIDEWAYS,63.0,71.2,CORE,,,,,
2026-05-19 11:27:18.757729,UNIONBANK,SWAP,53.5385,159.67,6.27387,15.708,0.0,[POLICY OVERRIDE] action=SWAP | raw=🟡 HOLD,0,Financial Services,168.72000122070312,,,5.67,,,79.1,20.2,3.3,53.1,50.0,50.3,50.3,SIDEWAYS,53.9,86.2,CORE,,,,,
2026-05-19 11:27:18.759580,UCOBANK,SELL,52.34250000000001,24.91,11.271493,8.631,0.0,[POLICY OVERRIDE] action=SELL | raw=🟡 HOLD,0,Financial Services,25.540000915527344,,,2.53,,,75.3,25.4,2.5,46.8,50.0,48.9,49.2,SIDEWAYS,51.2,86.3,CORE,,,,,
2026-05-19 11:27:18.763374,INDIANB,WEAK SELL,47.955000000000005,810.9,9.330341,15.442,0.0,🟠 WEAK SELL,0,Financial Services,833.3499755859375,,,2.77,,,83.4,19.7,11.8,45.4,50.0,59.0,45.0,SIDEWAYS,78.2,82.7,CORE,,,,,
2026-05-19 11:27:18.765411,LICI,WEAK SELL,47.505,802.8,9.576524,37.9798,0.0,🟠 WEAK SELL,0,Financial Services,415.0,,,-48.31,,,93.4,38.1,5.0,70.5,50.0,63.4,43.1,SIDEWAYS,67.1,51.9,TACTICAL,,,,,
2026-05-19 11:27:18.767307,NMDC,WEAK SELL,47.35,90.03,11.46879,22.03,11.21,🟠 WEAK SELL,0,Basic Materials,92.27999877929688,,,2.5,,,90.5,43.5,8.8,85.0,50.0,70.4,41.1,SIDEWAYS,54.7,80.6,CORE,,,,,
2026-05-19 11:27:18.769229,ICICIGI,WEAK SELL,40.505,1816.3,32.844486,17.851,0.0,🟠 WEAK SELL,0,Financial Services,1850.5999755859375,,,1.89,,,82.2,48.4,0.0,69.6,50.0,70.8,36.6,SIDEWAYS,59.5,20.0,TACTICAL,,,,,
2026-05-19 11:40:45.641293,PGEL,HOLD,67.8,472.0,48.114166,10.1759,20.346,[POLICY OVERRIDE] action=HOLD | raw=🟢 BUY (VALUE),0,Technology,476.04998779296875,,,0.86,,,52.0,19.2,12.4,61.1,50.0,24.0,67.8,SIDEWAYS,96.8,20.1,TACTICAL,,,,,
