symbol,FundamentalScore,TechnicalScore,OverallScore,FundamentalRating,TechnicalAnalysis,business_summary,sector,industry,employees,website,revenue_growth,earnings_growth,revenue_per_share,gross_margin,operating_margin,net_margin,roe,roa,debt_to_equity,current_ratio,quick_ratio,operating_cashflow,free_cashflow,pe_ratio,forward_pe,pb_ratio,ev_ebitda,ev_revenue,dividend_yield,market_cap,enterprise_value,quarterly_earnings_growth,quarterly_revenue_growth,peg_ratio,ps_ratio,beta,book_value,eps,forward_eps,shares_outstanding,insider_ownership,institutional_ownership,Close,Daily_Change,Weekly_Change,52W_High,52W_Low,All_Time_High,All_Time_Low,sma20,sma50,sma100,sma200,ema12,ema26,rsi14,macd,macd_signal,macd_hist,stoch_k,stoch_d,volatility,support_levels,resistance_levels,volume_sma20,current_volume,volume_trend,trend,technical_score,technical_analysis
DIXON,41.75,89.07,65.41,Hold,Strong bullish trend across multiple timeframes Bearish MACD crossover Strong volume supporting price action,0.0,0.0,0.0,0.0,0.0,0.951,0.993,8837.697,0.07592,0.03036,0.02631,0.0,0.0,19.34,0.0,0.0,0.0,0.0,74.17563,90.30949,28.6438,46.812,1.808,0.03,1009433313280.0,815594799104.0,0.683,0.0,0.0,2.2374196,0.06,582.709,0.0,184.82,60477700.0,0.41761002,0.3198,16712.0,0.26397888168947503,-0.9717942640436128,,,19148.900390625,12017.703008681334,16597.85,15912.52,15589.417001953125,15577.632016601563,16666.53590593429,16463.588901744322,52.94640213206989,202.94700418996945,211.89291936670867,-8.94591517673922,71.2121212121212,76.3731064118859,0.09279328963775274,[],[],265079.5,80936.0,Increasing,Strong Uptrend,89.07,Strong bullish trend across multiple timeframes Bearish MACD crossover Strong volume supporting price action
SUNDARMFIN,52.71,78.08,65.39,Hold,Strong bearish trend across multiple timeframes Bullish MACD crossover Strong volume supporting price action,0.0,0.0,0.0,5132.0,0.0,0.11,0.093,369.55,0.88435996,0.57161,0.47134998,0.0,0.0,398.31,0.0,0.0,0.0,0.0,26.954876,72.053406,3.9527123,0.0,25.618,0.72,517450039296.0,1043422838784.0,0.093,0.0,0.0,12.704458,0.314,1187.792,0.0,65.16,110213000.0,0.0,0.13124,4695.5,-3.759042120451117,-8.400150005910511,,,5496.850006500418,3897.398034972494,4731.815014648438,4906.067470703125,4975.66224609375,4702.732456054688,4866.26332067025,4851.315166998102,55.92204886049277,14.948153672148692,-16.334197899418132,31.282351571566824,47.03920567094766,67.46898680010504,0.217394029349661,[],[],114126.4,35194.0,Increasing,Strong Downtrend,78.08,Strong bearish trend across multiple timeframes Bullish MACD crossover Strong volume supporting price action
JKCEMENT,52.22,78.3,65.26,Hold,Strong bullish trend across multiple timeframes Bearish MACD crossover Declining volume suggests weakening trend,0.0,0.0,0.0,4097.0,0.0,0.122,0.751,1626.523,0.63619,0.17502001,0.080249995,0.0,0.0,99.562,0.0,0.0,0.0,0.0,51.52707,96.19871,8.478093,25.879,4.625,0.22,516228841472.0,572890742784.0,0.811,0.0,0.0,4.1678047,0.469,788.031,0.0,69.45,77268200.0,0.54049,0.35966,6677.0,-3.6994303021562036,-11.43387717203873,,,7565.5,3882.1045251946025,6963.575,6543.39630859375,5913.837705078125,5230.848802490234,6971.189486295027,6847.663250365664,43.41554211261052,123.52623592936288,188.53254433430305,-65.00630840494017,24.916534879634515,31.196598346097403,0.14494773839891056,[],[],112530.3,40000.0,Decreasing,Uptrend,78.3,Strong bullish trend across multiple timeframes Bearish MACD crossover Declining volume suggests weakening trend
JINDALSTEL,47.15,83.05,65.1,Hold,Strong bullish trend across multiple timeframes Bearish MACD crossover Strong volume supporting price action,0.0,0.0,0.0,5918.0,0.0,-0.097,0.107,478.457,0.53977,0.18577999,0.06123,0.0,0.0,39.445,0.0,0.0,0.0,0.0,33.17933,47.688145,2.0959578,13.604,2.332,0.2,986456522752.0,1129561849856.0,0.115,0.0,0.0,2.0363827,0.784,462.557,0.0,20.33,1017489984.0,0.63473,0.18304001,969.2999877929688,-0.8033604282823292,-4.430708670988992,,,1071.5741215614773,721.9178059348707,986.3590454101562,961.6984899902344,936.3585980224609,916.1525994873047,988.2201809925167,981.6082988996582,45.74272200131128,6.6118820928585365,10.01309851034483,-3.401216417486294,27.926103122827925,48.78836886466207,0.06967448400200901,[],[],1915296.0,157530.0,Increasing,Uptrend,83.05,Strong bullish trend across multiple timeframes Bearish MACD crossover Strong volume supporting price action
TORNTPHARM,50.14,79.16,64.65,Hold,Strong bullish trend across multiple timeframes Bearish MACD crossover Declining volume suggests weakening trend,0.0,0.0,0.0,17059.0,0.0,0.112,0.198,349.635,0.75869006,0.26149,0.16917999,0.0,0.0,42.81,0.0,0.0,0.0,0.0,60.656292,40.108475,15.988871,32.788,10.525,0.89,1213663805440.0,1245644587008.0,0.199,0.0,0.0,10.254792,0.13,224.281,0.0,0.0,338444992.0,0.70589995,0.14604999,3585.0,-0.5492689902332204,-2.1507737261297732,,,3787.89990234375,2880.976428322467,3634.6250122070314,3487.1976025390627,3354.8739916992185,3275.0403344726565,3629.5561416580376,3593.8130435897438,58.507940189363964,35.743098068293875,49.45816345400648,-13.715065385712606,62.55165295266954,74.27230691655825,0.05868738034110223,[],[],302946.05,45760.0,Decreasing,Uptrend,79.16,Strong bullish trend across multiple timeframes Bearish MACD crossover Declining volume suggests weakening trend
ADANIPORTS,64.8,63.73,64.27,Buy,Bullish MACD crossover Declining volume suggests weakening trend High volatility detected,0.0,0.0,0.0,3118.0,0.0,0.312,0.065,151.115,0.66256,0.46465,0.34596002,0.0,0.0,79.193,0.0,0.0,0.0,0.0,25.358099,39.622982,4.5937214,17.3,10.177,0.53,2860669206528.0,3322307411968.0,0.065,0.0,0.0,8.762922,0.443,288.263,0.0,33.42,2160140032.0,0.65911,0.22169,1323.9000244140625,0.6461912606232634,-3.407263388568982,,,1492.2399519265955,990.8294504575306,1346.9200012207032,1390.117998046875,1357.3371325683593,1259.7684106445313,1340.9569042640992,1358.547885581132,40.59233912600578,-17.590981317032856,-17.9197434772654,0.328762160232543,37.40280006787629,44.04856854121939,0.07656202407051206,[],[],2097629.35,500313.0,Decreasing,Sideways,63.73,Bullish MACD crossover Declining volume suggests weakening trend High volatility detected
PFC,67.89,60.45,64.17,Buy,Strong bearish trend across multiple timeframes RSI indicates oversold conditions Bearish MACD crossover,0.0,0.0,0.0,540.0,0.0,0.464,0.239,144.106,0.99402,0.93619,0.51127,0.0,0.0,627.973,0.0,0.0,0.0,0.0,5.2572284,7.0430984,1.0855672,0.0,23.431,3.81,1278295146496.0,11142873219072.0,0.239,0.0,0.0,2.6879568,0.746,356.772,0.0,54.99,3300100096.0,0.55999,0.23332001,387.3999938964844,-0.2959706428036557,-3.9662866242149097,,,544.4426577460509,345.9338984023247,405.2258590698242,410.03993225097656,408.36396270751953,414.0578517150879,400.50107087542733,405.22626214601206,29.234304994972746,-4.72519127058473,-2.526132062232326,-2.1990592083524043,11.198636932572846,13.121296104471734,0.08013922358296445,[],[],5462735.55,1482232.0,Decreasing,Strong Downtrend,60.45,Strong bearish trend across multiple timeframes RSI indicates oversold conditions Bearish MACD crossover
ALKEM,59.01,68.62,63.81,Hold,RSI indicates overbought conditions Bullish MACD crossover Stochastic indicates overbought conditions,0.0,0.0,0.0,18785.0,0.0,0.112,0.218,1112.676,0.62261003,0.19322,0.17172001,0.0,0.0,11.106,0.0,0.0,0.0,0.0,28.187057,25.143726,5.3667645,24.079,4.702,0.3,643199926272.0,625530699776.0,0.218,0.0,0.0,4.834694,0.342,1002.373,0.0,213.95,119565000.0,0.67245,0.21957001,5379.5,-0.7838436001475491,-0.25032449471537044,,,6378.9212703408975,4484.274290497364,5161.444555664062,4995.6708984375,5012.686137695313,5075.8964453125,5312.27658462708,5181.492614902072,78.4572655022149,130.78396972500832,107.55650633193957,23.227463393068746,90.09678145397254,91.56195512011833,0.18774720220956057,[],[],197961.85,17726.0,Decreasing,Strong Uptrend,68.62,RSI indicates overbought conditions Bullish MACD crossover Stochastic indicates overbought conditions
MAXHEALTH,57.1,70.48,63.79,Hold,RSI indicates oversold conditions Bearish MACD crossover Stochastic indicates oversold conditions,0.0,0.0,0.0,15114.0,0.0,0.314,0.302,77.308,0.62231,0.20653999,0.15274,0.0,0.0,32.09,0.0,0.0,0.0,0.0,99.06143,49.714535,12.031462,59.781,15.625,0.13,1128755494912.0,1173920022528.0,0.303,0.0,0.0,15.023872,0.333,96.497,0.0,0.0,972227008.0,0.23737,0.51443,1161.5,-1.8506019910643379,-5.230089495986845,,,1314.300048828125,849.220068001569,1239.6299987792968,1245.3811206054688,1192.8091577148436,1132.5828448486327,1219.5983208329812,1233.1890569728146,27.467117068506425,-13.590736139833325,-4.696778226859966,-8.89395791297336,9.316870319527824,19.78495742177224,0.10191621499534297,[],[],1939811.85,1820907.0,Increasing,Sideways,70.48,RSI indicates oversold conditions Bearish MACD crossover Stochastic indicates oversold conditions
APOLLOHOSP,46.03,81.43,63.73,Hold,Strong bullish trend across multiple timeframes RSI indicates overbought conditions Bullish MACD crossover,0.0,0.0,0.0,42497.0,0.0,0.149,0.418,1568.274,0.33824003,0.109069996,0.06978,0.0,0.0,90.886,0.0,0.0,0.0,0.0,71.46916,95.56373,13.653084,40.225,5.248,0.26,1121235369984.0,1183530745856.0,0.418,0.0,0.0,4.972109,0.161,571.153,0.0,81.6,143784992.0,0.29705,0.47821,7798.5,0.06415602745877269,-1.0719269313713031,,,7980.0,5993.328624607504,7557.446484375,7398.857578125,7168.481977539062,6977.878269042969,7731.834982256354,7579.764474768076,77.14063135076549,152.07050748827805,127.40669090859524,24.663816579682816,82.89405858262,87.63550014652695,0.15730315840918957,[],[],508505.85,92968.0,Decreasing,Strong Uptrend,81.43,Strong bullish trend across multiple timeframes RSI indicates overbought conditions Bullish MACD crossover
UNIONBANK,72.84,54.52,63.68,Buy,Bearish MACD crossover Declining volume suggests weakening trend High volatility detected,0.0,0.0,0.0,73945.0,0.0,0.086,0.216,68.709,0.0,0.42334,0.35869,0.16747,0.01293,0.0,0.0,0.0,0.0,0.0,5.219473,7.3688436,0.8077143,0.0,0.516,3.66,982140321792.0,270612971520.0,0.216,0.0,0.0,1.8725661,1.058,159.289,0.0,17.46,7633610240.0,0.74757004,0.13583,128.69000244140625,-0.7557613490996151,-6.003944927932292,,,153.45177265505194,97.50691716335714,132.7529987335205,137.90641677856445,134.08727088928222,123.6285530090332,133.20317476712518,134.55695901955661,44.17208306458076,-1.3537842524314385,-1.1340006827122133,-0.2197835697192252,25.39610416481699,45.82755449771991,0.09834667992079751,[],[],9187691.8,2288462.0,Decreasing,Sideways,54.52,Bearish MACD crossover Declining volume suggests weakening trend High volatility detected
UPL,33.09,94.1,63.59,Sell,Strong bullish trend across multiple timeframes Bullish MACD crossover Declining volume suggests weakening trend,0.0,0.0,0.0,12000.0,0.0,0.016,0.0,650.52,0.48235,0.062069997,0.0255,0.0,0.0,66.354,0.0,0.0,0.0,0.0,53.60207,15.110509,2.0948236,12.308,1.752,0.83,593005314048.0,819669958656.0,0.0,0.0,0.0,1.2674845,0.649,345.948,0.0,47.96,750608000.0,0.37993,0.39815,724.0,0.12446749335501828,1.478728377946581,,,741.0,488.52936345326924,704.2625061035156,685.1614343261718,664.068208618164,618.3661865234375,711.4482687291494,702.8681282859417,62.63513296167903,8.58014044320771,7.054268042560331,1.5258724006473798,71.83767846841998,72.98604571618966,0.09034090352886154,[],[],2797619.05,1709845.0,Decreasing,Strong Uptrend,94.1,Strong bullish trend across multiple timeframes Bullish MACD crossover Declining volume suggests weakening trend
MARUTI,42.59,84.5,63.55,Hold,Strong bullish trend across multiple timeframes RSI indicates overbought conditions Bullish MACD crossover,0.0,0.0,0.0,19966.0,0.0,0.079,0.009,4953.499,0.295,0.07943,0.09332,0.0,0.0,0.09,0.0,0.0,0.0,0.0,31.730228,28.092365,4.7891374,23.218,2.914,0.92,4609147928576.0,4538211237888.0,0.009,0.0,0.0,2.9595375,0.189,3061.094,0.0,521.85,314403008.0,0.58294,0.29975,14653.0,-0.41457115672148825,3.037761057590882,,,14895.0,10610.16228851044,13304.99462890625,12782.68791015625,12438.92068359375,12013.360439453125,13973.107876927643,13394.21702915143,94.26195426195426,578.8908477762125,414.1009529289589,164.78989484725355,94.77347303847392,96.32009235723622,0.2502696167969383,[],[],477540.85,222202.0,Increasing,Strong Uptrend,84.5,Strong bullish trend across multiple timeframes RSI indicates overbought conditions Bullish MACD crossover
POLICYBZR,39.56,87.48,63.52,Sell,Strong bullish trend across multiple timeframes Bullish MACD crossover Declining volume suggests weakening trend,0.0,0.0,0.0,0.0,0.0,0.334,0.389,116.459,0.61182,0.00068000006,0.07101,0.0,0.0,5.005,0.0,0.0,0.0,0.0,225.51427,70.87299,12.942063,454.761,15.329,0.0,833457750016.0,814704754688.0,0.406,0.0,0.0,15.682093,0.485,140.619,0.0,0.0,457968992.0,0.26948,0.47608003,1820.699951171875,-0.7846997223933116,-5.260698048056501,,,2246.89990234375,1311.3499755859375,1833.7849975585937,1829.7300048828124,1769.297001953125,1762.2055004882814,1858.242860812641,1841.1501859594057,60.53411477623771,17.092674853235394,16.46509728699328,0.6275775662421132,59.3333257630814,72.44960735626616,0.1271046892246396,[],[],1045083.55,233937.0,Decreasing,Uptrend,87.48,Strong bullish trend across multiple timeframes Bullish MACD crossover Declining volume suggests weakening trend
AMBUJACEM,62.78,63.86,63.32,Buy,Strong bullish trend across multiple timeframes Bearish MACD crossover Stochastic indicates oversold conditions,0.0,0.0,0.0,3883.0,0.0,0.238,0.208,149.964,0.57084,0.10686,0.11682,0.0,0.0,1.236,0.0,0.0,0.0,0.0,32.298916,28.560938,2.6095412,23.134,3.91,0.35,1399544479744.0,1444297703424.0,0.219,0.0,0.0,3.7885182,-0.137,216.973,0.0,0.0,2471820032.0,0.69111,0.19015,565.2999877929688,-1.309357569803371,-4.494008366940994,,,640.9536499131659,451.39758011621313,589.1475006103516,586.9360009765625,568.4923944091797,545.4749215698242,582.1376407424784,586.9828566776795,35.287044398741045,-4.845215935201054,-1.8179087505192926,-3.0273071846817614,13.978163985604738,18.049448917779362,0.08874861363535734,[],[],2014968.75,408757.0,Decreasing,Uptrend,63.86,Strong bullish trend across multiple timeframes Bearish MACD crossover Stochastic indicates oversold conditions
MARICO,43.3,83.01,63.16,Hold,Strong bullish trend across multiple timeframes Bearish MACD crossover Strong volume supporting price action,0.0,0.0,0.0,1908.0,0.0,0.233,0.084,88.44,0.48013002,0.18716998,0.1458,0.0,0.0,12.986,0.0,0.0,0.0,0.0,55.55642,50.4523,23.238934,43.392,7.999,1.46,927241928704.0,915687407616.0,0.086,0.0,0.0,8.100305,0.157,30.72,0.0,14.15,1296310016.0,0.58951,0.26372,713.4000244140625,-0.6060572045889945,-5.114045676720269,,,759.0,570.8477879292012,717.1283325195312,712.0859240722656,706.1330035400391,666.6527206420899,721.2311265270571,717.1627176006524,49.43515539845815,4.068408926404686,4.216264937298873,-0.14785601089418687,35.50158056849444,45.341359532323075,0.07426798916987461,[],[],2115666.65,304986.0,Increasing,Uptrend,83.01,Strong bullish trend across multiple timeframes Bearish MACD crossover Strong volume supporting price action
ENDURANCE,41.69,83.87,62.78,Hold,Strong bullish trend across multiple timeframes RSI indicates overbought conditions Bullish MACD crossover,0.0,0.0,0.0,4370.0,0.0,0.175,0.11,856.976,0.43036,0.0842,0.07125,0.0,0.0,16.505,0.0,0.0,0.0,0.0,46.984802,81.67613,7.0732317,24.407,3.204,0.36,404406140928.0,386209447936.0,0.11,0.0,0.0,3.3548982,0.757,406.462,0.0,35.2,140663008.0,0.75001,0.19481,2868.800048828125,2.2016404997550865,0.38842768120908033,,,3018.1255941643917,1668.4357694573519,2664.5989990234375,2649.18015625,2400.8297595214844,2242.4635876464845,2765.7567685416893,2694.0726521699175,78.68797770400595,71.68411637177178,47.16290304105262,24.521213330719156,77.99110277762458,78.06452881920471,0.21323414061999665,[],[],185964.55,48389.0,Decreasing,Strong Uptrend,83.87,Strong bullish trend across multiple timeframes RSI indicates overbought conditions Bullish MACD crossover
MANAPPURAM,37.43,87.78,62.61,Sell,Strong bullish trend across multiple timeframes Bullish MACD crossover Declining volume suggests weakening trend,0.0,0.0,0.0,24650.0,0.0,-0.413,-0.761,46.589,0.96980006,0.12251,0.20056,0.0,0.0,289.801,0.0,0.0,0.0,0.0,28.639275,9.7111,1.827039,0.0,13.864,0.75,227183247360.0,552930639872.0,-0.751,0.0,0.0,5.696247,0.688,146.877,0.0,0.0,846435008.0,0.35435,0.23771,268.3500061035156,0.5432792207532344,0.8455467675279715,,,284.3433253123895,136.23152224037554,261.09425354003906,265.85768615722657,250.84836837768555,219.33995246887207,265.23984067543415,263.79915714134563,66.42094498302508,1.440683534088521,0.3986653845465065,1.0420181495420144,73.08946689272723,76.78394320351141,0.09713726736586478,[],[],4326094.95,881451.0,Decreasing,Strong Uptrend,87.78,Strong bullish trend across multiple timeframes Bullish MACD crossover Declining volume suggests weakening trend
RELIANCE,60.46,64.0,62.23,Buy,Bullish MACD crossover Declining volume suggests weakening trend High volatility detected,0.0,0.0,0.0,403303.0,0.0,0.051,0.784,721.63,0.35601002,0.11929,0.083459996,0.0,0.0,36.605,0.0,0.0,0.0,0.0,22.924967,19.220598,2.2165227,12.761,2.237,0.4,18688382074880.0,21846743318528.0,0.783,0.0,0.0,1.9137324,0.218,623.048,0.0,71.85,13532499968.0,0.49662998,0.28591,1380.5999755859375,-0.3104952525323501,-2.292995358390837,,,1544.8301010282516,1110.415052053189,1391.8125244140624,1437.0291650390625,1402.91814453125,1325.2499597167969,1396.7655957175516,1405.0158187069985,48.04928997802389,-8.250222989446911,-11.13235099202149,2.8821280025745786,48.4988753333457,62.6733475416877,0.05020138628671602,[],[],9256895.15,3622016.0,Decreasing,Sideways,64.0,Bullish MACD crossover Declining volume suggests weakening trend High volatility detected
GODREJIND,40.89,83.5,62.2,Hold,Strong bullish trend across multiple timeframes RSI indicates overbought conditions Bullish MACD crossover,0.0,0.0,0.0,1148.0,0.0,0.087,0.084,636.73,0.40623,0.26969,0.04701,0.0,0.0,178.419,0.0,0.0,0.0,0.0,42.278946,0.0,4.2032943,21.846,3.752,0.0,426763091968.0,804431069184.0,0.083,0.0,0.0,1.9902396,0.385,301.454,0.0,0.0,336803008.0,0.85533,0.06367,1269.9000244140625,-0.007872093380900669,-1.420581233617113,,,1390.0,766.0,1189.8649963378907,1186.5739965820312,1175.73599609375,1104.50349609375,1241.234202854808,1205.6774307616852,75.31620606065711,35.556772093122845,22.458656802207635,13.09811529091521,79.88108986824453,82.18257451579535,0.250174192729236,[],[],211482.75,16843.0,Decreasing,Strong Uptrend,83.5,Strong bullish trend across multiple timeframes RSI indicates overbought conditions Bullish MACD crossover
COFORGE,54.78,69.52,62.15,Hold,Strong bullish trend across multiple timeframes Bullish MACD crossover Declining volume suggests weakening trend,0.0,0.0,0.0,0.0,0.0,0.536,1.257,400.172,0.39745998,0.11327,0.07445,0.0,0.0,12.851,0.0,0.0,0.0,0.0,62.385914,8.320713,9.109416,30.298,4.505,0.92,580823089152.0,602863173632.0,1.383,0.0,0.0,4.340266,0.286,190.594,0.0,208.66,334536992.0,0.00866,0.71910006,1733.0999755859375,-0.3564694456465345,1.4457943583995547,,,1991.5370302454685,1188.3612036691786,1691.7149963378906,1790.7011059570314,1682.3849658203126,1679.7019970703125,1712.0602502538177,1723.0255662692032,63.01481434557154,-10.965316015385497,-27.07227399222601,16.106957976840512,75.59411955335541,82.83295382193103,0.12343575703403306,[],[],1778289.45,242131.0,Decreasing,Sideways,69.52,Strong bullish trend across multiple timeframes Bullish MACD crossover Declining volume suggests weakening trend
HDFCBANK,55.76,68.28,62.02,Hold,Strong bullish trend across multiple timeframes Bearish MACD crossover Stochastic indicates oversold conditions,0.0,0.0,0.0,214521.0,0.0,0.011,-0.022,179.023,0.0,0.29772,0.25794,0.13925,0.01733,0.0,0.0,0.0,0.0,0.0,22.09563,10.022831,2.7259922,0.0,7.194,1.13,14828893634560.0,19684218896384.0,-0.013,0.0,0.0,5.419797,0.623,354.293,0.0,96.36,15346199552.0,0.00302,1.12265,966.0,-0.7602243916643547,-2.8266750101643368,,,1018.8499755859375,788.9482884200414,992.4724975585938,991.25666015625,963.2807427978515,907.2414251708984,985.431264449112,989.6060301321351,35.99576890905078,-4.174765683023111,-0.6256518909253798,-3.549113792097731,13.663211104201972,15.090960799292247,0.04700775030510365,[],[],14869369.15,8335042.0,Increasing,Uptrend,68.28,Strong bullish trend across multiple timeframes Bearish MACD crossover Stochastic indicates oversold conditions
EMAMILTD,47.36,76.23,61.8,Hold,Bearish MACD crossover Strong volume supporting price action High volatility detected,0.0,0.0,0.0,3217.0,0.0,-0.002,0.074,87.205,0.69066,0.18772,0.21488,0.0,0.0,3.333,0.0,0.0,0.0,0.0,30.77683,25.374153,9.325407,24.131,6.378,1.75,251620425728.0,242831343616.0,0.076,0.0,0.0,6.6090508,0.325,61.815,0.0,0.0,436500000.0,0.57467,0.28678,576.0999755859375,0.5848931621017073,-8.05203306838168,,,846.2894400385488,506.02915795916346,594.1349975585938,582.6270007324218,593.9463702392578,588.5185430908203,591.6633279312102,590.2909167579108,41.710296684118674,1.3724111732993833,3.6387112381160134,-2.26630006481663,27.89344032033252,42.07917091930796,0.12671627341730482,[],[],1112718.9,102311.0,Increasing,Strong Downtrend,76.23,Bearish MACD crossover Strong volume supporting price action High volatility detected
NAUKRI,65.9,57.37,61.64,Buy,Strong bearish trend across multiple timeframes Bullish MACD crossover Declining volume suggests weakening trend,0.0,0.0,0.0,6174.0,0.0,0.169,0.27,45.785,0.53838,0.29536,0.3459,0.0,0.0,0.726,0.0,0.0,0.0,0.0,88.02155,14.861884,2.5738108,90.449,29.78,0.52,898573991936.0,882577637376.0,0.271,0.0,0.0,30.319258,0.69,539.317,0.0,93.4,647340992.0,0.46223998,0.37234002,1387.199951171875,-0.6090134196009012,-0.5947723990057274,,,1821.2694678741534,1154.1416390412078,1366.4949951171875,1412.7317016601562,1416.312586669922,1480.5858807373047,1381.755261578475,1385.1874277446425,61.87681198006604,-3.4321661661674625,-11.298107583470516,7.865941417303054,72.4839176964066,72.77147535981833,0.08755878281419742,[],[],1984360.9,185416.0,Decreasing,Downtrend,57.37,Strong bearish trend across multiple timeframes Bullish MACD crossover Declining volume suggests weakening trend
DIVISLAB,59.87,63.16,61.52,Hold,Bullish MACD crossover Declining volume suggests weakening trend High volatility detected,0.0,0.0,0.0,10542.0,0.0,0.138,0.265,363.395,0.6034,0.25601998,0.23891,0.0,0.0,0.027,0.0,0.0,0.0,0.0,70.84343,109.05862,10.889016,52.468,16.661,0.48,1629979672576.0,1608153300992.0,0.267,0.0,0.0,16.88748,0.265,563.871,0.0,56.3,265468992.0,0.52097,0.28802,6139.0,-0.8319198772312464,2.2314737718567956,,,7039.446635250951,4836.925954880064,6193.875,6498.3419140625,6343.317578125,6086.2042236328125,6158.486159868633,6266.878161592988,50.26353617632966,-108.3920017243554,-131.36912046946082,22.97711874510543,58.73758937100845,51.06338176474111,0.13445924457878974,[],[],462644.9,92777.0,Decreasing,Sideways,63.16,Bullish MACD crossover Declining volume suggests weakening trend High volatility detected
SJVN,46.66,76.1,61.38,Hold,Strong bearish trend across multiple timeframes Bullish MACD crossover Stochastic indicates overbought conditions,0.0,0.0,0.0,0.0,0.0,0.054,-0.363,7.914,0.98208,0.63429,0.22132999,0.0,0.0,190.462,0.0,0.0,0.0,0.0,56.765713,26.632708,2.7533257,27.277,20.08,1.81,390386319360.0,626326372352.0,-0.362,0.0,0.0,12.516032,0.409,36.08,0.0,3.73,3929799936.0,0.81848997,0.05737,99.30000305175781,0.0705428725749746,1.7730894356304594,,,137.603930583635,80.54000091552734,95.1564998626709,97.01359985351563,97.23860015869141,98.30937717437745,97.1097006110519,96.50536800853922,65.7407444784426,0.6043326025126845,-0.21495826005611232,0.8192908625687968,82.58957810424153,84.25130038185559,0.11528030344078946,[],[],7528379.95,2316406.0,Increasing,Strong Uptrend,76.1,Strong bearish trend across multiple timeframes Bullish MACD crossover Stochastic indicates overbought conditions
VINATIORGA,59.48,63.06,61.27,Hold,Bullish MACD crossover Declining volume suggests weakening trend High volatility detected,0.0,0.0,0.0,0.0,0.0,0.033,0.238,218.5,0.41796002,0.2475,0.18773001,0.0,0.0,2.242,0.0,0.0,0.0,0.0,41.89453,27.857143,6.3679376,28.937,7.864,0.41,178596134912.0,178159452160.0,0.238,0.0,0.0,7.8835773,0.165,269.475,0.0,0.0,103666000.0,0.75338,0.109110005,1716.0,0.1283668519778125,0.7337833871441157,,,2134.949951171875,1412.5,1717.3900024414063,1853.5400024414062,1791.3719982910156,1748.5092474365235,1710.1445181132215,1752.8780157164435,47.99886626618698,-42.73349760322208,-51.89395508088659,9.160457477664515,57.66009917301411,46.54096949193745,0.14390154405433717,[],[],64737.75,6985.0,Decreasing,Strong Downtrend,63.06,Bullish MACD crossover Declining volume suggests weakening trend High volatility detected
PHOENIXLTD,46.75,75.8,61.27,Hold,Strong bearish trend across multiple timeframes Bullish MACD crossover Stochastic indicates overbought conditions,0.0,0.0,0.0,0.0,0.0,0.054,0.035,108.005,0.9406,0.49407002,0.25693,0.0,0.0,33.836,0.0,0.0,0.0,0.0,55.569164,34.280655,5.277888,28.891,16.402,0.17,552290877440.0,633525043200.0,0.035,0.0,0.0,14.299097,0.386,292.276,0.0,0.0,357556000.0,0.47887,0.38169998,1542.4000244140625,-1.096503724651332,-1.349534735269431,,,1968.0,1338.050048828125,1492.6850036621095,1517.312001953125,1551.12650390625,1586.9797521972657,1528.4207686236434,1511.950321854102,66.6666810651478,16.470446769541468,2.732679183526427,13.73776758601504,81.6074532704103,88.08816547328622,0.14525871612563238,[],[],550400.95,79974.0,Increasing,Downtrend,75.8,Strong bearish trend across multiple timeframes Bullish MACD crossover Stochastic indicates overbought conditions
SANOFI,66.1,56.4,61.25,Buy,Strong bearish trend across multiple timeframes Bullish MACD crossover Declining volume suggests weakening trend,0.0,0.0,0.0,1225.0,0.0,-0.123,-0.326,860.227,0.5084,0.21117,0.18288,0.49431,0.22473,2.672,1.849,1.123,3904999936.0,2485250048.0,32.417305,25.008587,15.004873,22.961,5.786,2.29,117363941376.0,114620440576.0,-0.327,0.0,0.0,5.9241805,0.083,339.623,0.0,203.77,23030600.0,0.60605,0.26142,5110.0,0.11755485893416573,-1.0935836639891616,,,7464.647161852233,4814.6976141245605,5275.925,5713.14,5911.15451171875,5793.127868652344,5205.212198530155,5377.055448690486,34.17721518987341,-171.84325016033108,-190.77314078394122,18.929890623610135,26.64356191342505,30.601496918524617,0.18482937079860945,[],[],12331.6,2287.0,Decreasing,Strong Downtrend,56.4,Strong bearish trend across multiple timeframes Bullish MACD crossover Declining volume suggests weakening trend
INFY,61.62,60.49,61.05,Buy,Bullish MACD crossover Stochastic indicates overbought conditions Declining volume suggests weakening trend,0.0,0.0,0.0,323788.0,0.0,0.048,0.056,4.708,0.29834998,0.20886,0.16427,0.30365,0.14858,8.894,2.182,1.954,4184000000.0,3329062400.0,22.416046,20.860065,565.0187,1412.225,324.926,4.12,6253554171904.0,6337360560128.0,0.06,0.0,0.0,320.6293,0.348,2.67,0.0,72.32,4145270016.0,0.15072,0.48971,1508.5999755859375,-1.372907971703885,0.8287678665107823,,,1978.6106902340612,1288.8655111580174,1469.3949890136719,1544.3239965820312,1528.2511206054687,1666.0957403564453,1489.5715603565986,1497.4951969879846,68.31381845159068,-7.923636631385989,-21.649401431676285,13.725764800290296,87.54664713541666,87.5691624418218,0.10071895768251883,[],[],8601275.65,1224632.0,Decreasing,Downtrend,60.49,Bullish MACD crossover Stochastic indicates overbought conditions Declining volume suggests weakening trend
