date,universe_n,held_pre,bought,sold,cash_pct
2025-06-02,10,0,10,0,2.605206272723528
2025-07-01,10,7,3,0,8.323651579471614
2025-08-01,10,0,10,0,5.29654246963121
2025-09-01,10,4,6,0,8.070308377855124
2025-10-01,10,2,8,0,2.8177070914473337
2025-11-03,10,5,4,0,14.050200826566359
2025-12-01,10,2,8,0,4.483539136985904
2026-01-01,10,6,3,0,15.320422896495067
2026-02-02,10,2,8,0,1.1057627803870664
2026-03-02,10,4,6,0,4.916753249567034
2026-04-01,10,1,9,0,1.2952102687294293
2026-05-01,10,3,7,0,4.9056392951234224
2026-06-01,10,4,6,0,3.77039690718663
