date,universe_n,held_pre,bought,sold,cash_pct
2020-01-01,10,0,10,0,1.8064244497533606
2020-02-03,10,5,5,0,0.07104610434188036
2020-03-02,10,3,7,0,0.10334986230225642
2020-04-01,3,0,3,0,71.06582828334334
2020-05-04,10,0,10,0,1.831582903707636
2020-06-01,10,1,9,0,5.93269682318951
2020-07-01,10,4,6,1,4.27940978282342
2020-08-03,10,5,4,0,9.703899521881556
2020-09-01,10,6,3,0,9.037666020527544
2020-10-01,10,6,3,0,7.056004184051427
2020-11-02,10,4,5,0,6.1267976157606325
2020-12-01,10,3,7,0,1.8505449796040514
2021-01-01,10,5,5,0,0.09292562696152619
2021-02-01,10,5,4,0,8.250418985950947
2021-03-01,10,1,8,0,9.784531171094898
2021-04-01,10,2,8,0,0.9092774228489695
2021-05-03,10,3,7,0,1.291290136640487
2021-06-01,10,3,7,0,2.071432387306554
2021-07-01,10,9,0,0,11.020993628956171
2021-08-02,10,3,7,0,0.12909148521735506
2021-09-01,10,2,8,0,2.3321869876301036
2021-10-01,10,4,6,0,1.3705684366243005
2021-11-01,10,5,5,0,0.08926066960496687
2021-12-01,10,0,10,0,1.5271777722756257
2022-01-03,10,0,10,0,2.1998376372058694
2022-02-01,10,2,7,0,12.203527856771878
2022-03-02,10,1,9,0,0.21501422021581942
2022-04-01,10,0,10,0,2.9731704216214796
2022-05-02,10,5,5,0,0.3895286989932912
2022-06-01,10,4,6,0,0.1267785355356006
2022-07-01,10,2,8,0,0.6254165359091794
2022-08-01,10,1,9,0,0.08452690567065138
2022-09-01,10,6,4,0,0.0831594431221622
2022-10-03,10,1,9,0,2.245537687125788
2022-11-01,10,1,9,0,0.11543309128693585
2022-12-01,10,3,7,0,4.213550947788409
2023-01-02,10,2,7,0,10.58890567238767
2023-02-01,10,1,9,0,1.0544260534210335
2023-03-01,10,2,8,0,1.5635740042839137
2023-04-03,10,5,5,0,1.7088496471405579
2023-05-02,10,4,6,0,2.091110767224127
2023-06-01,10,4,5,0,10.465140764545186
2023-07-03,10,5,4,0,9.965526729959594
2023-08-01,10,5,5,0,0.06747654437736314
2023-09-01,10,4,6,0,0.09364828917464367
2023-10-03,10,6,4,0,1.2473098853720765
2023-11-01,10,2,7,0,11.89997478204362
2023-12-01,10,2,8,0,2.426772097962588
2024-01-01,10,6,4,0,6.3956699535186265
2024-02-01,10,4,6,0,3.1801914029070186
2024-03-01,10,8,1,0,12.423775209225823
2024-04-01,10,6,3,0,11.424602764886775
2024-05-02,10,6,3,0,11.160742684882925
2024-06-03,10,5,4,0,6.398638957583887
2024-07-01,10,2,8,0,0.6989128587310269
2024-08-01,10,8,2,0,0.22329381270171444
2024-09-02,10,7,1,0,15.320363768521183
2024-10-01,10,6,3,0,5.567822982165755
2024-11-01,10,0,10,0,2.219001289741304
2024-12-02,10,2,7,0,10.074707064007292
2025-01-01,10,7,3,0,0.09234968824580066
2025-02-01,10,1,8,0,10.920967729582294
2025-03-03,8,1,7,1,20.679674059345658
2025-04-01,10,2,8,0,1.2663352725424333
2025-05-02,10,4,6,0,0.5409957951845625
2025-06-02,10,4,6,0,0.12090030338638413
2025-07-01,10,7,3,0,0.2676053483020962
2025-08-01,10,0,10,0,1.9581030714980143
2025-09-01,10,4,6,0,1.3143656313004652
2025-10-01,10,2,8,0,1.1706565775259379
2025-11-03,10,5,5,0,2.274549821098887
2025-12-01,10,2,8,0,1.2311153449957672
2026-01-01,10,6,2,0,18.122595721401805
2026-02-02,10,2,6,0,19.167501234068503
2026-03-02,10,4,6,0,2.1983236154476873
2026-04-01,10,1,9,0,0.6530738483135503
2026-05-01,10,3,7,0,2.8958260117765566
2026-06-01,10,4,6,0,1.8493157316482236
