,equity,benchmark,drawdown_pct
2025-12-01,99652.53794942627,100000.0,0.0
2025-12-02,99620.73735032807,99451.58866030582,-0.031911479378821106
2025-12-03,99714.08747277985,99275.0924042291,0.0
2025-12-04,99498.02295269776,99457.51315626105,-0.21668404691670418
2025-12-05,99808.27325119782,100040.87454514197,0.0
2025-12-08,98809.54101953584,99177.86799327622,-1.000650746805698
2025-12-09,99564.59076223451,98715.98861780464,-0.2441505909535291
2025-12-10,99871.19169244844,98404.0571903384,0.0
2025-12-11,100823.14094648439,98941.00754037611,0.0
2025-12-12,101947.89203462678,99507.93852611673,0.0
2025-12-15,101521.5018120392,99432.87501313238,-0.4182432947635206
2025-12-16,100421.4114781006,98794.1113793301,-1.4973144869024901
2025-12-17,100245.86971898042,98635.38114953726,-1.6695022149827987
2025-12-18,100475.13033337556,98623.92015988081,-1.444622023916875
2025-12-19,101665.13025326692,99200.21543078995,-0.27735912505559845
2025-12-22,102140.82879638979,99987.20338719999,0.0
2025-12-23,102523.718990329,100005.34995415604,0.0
2025-12-24,102913.7847534607,99871.44440703705,0.0
2025-12-26,104215.08500542145,99490.17996141467,0.0
2025-12-29,102892.81460771029,99107.37842993993,-1.2687898279240328
2025-12-30,102926.11392602389,99094.9623578121,-1.236837334374874
2025-12-31,101894.26553639834,99823.69028346847,-2.2269515674265272
2026-01-01,103668.91432866518,99888.44935197654,-0.5240802487738283
2026-01-02,104899.36315354769,100583.74939113493,0.0
2026-01-05,104319.7639742798,100284.80857759567,-0.5525287874431517
2026-01-06,104561.46430310671,100011.26698852947,-0.3221171609463225
2026-01-07,104011.16372880404,99866.288454008,-0.8467157454936536
2026-01-08,102643.86311826174,98858.101904912,-2.1501560805325726
2026-01-09,101950.42265798037,98118.68153252533,-2.811209150288907
2026-01-12,102026.33381640626,98527.2628291453,-2.738843450303885
2026-01-13,101111.68446433259,98305.87769691412,-3.610773769589848
2026-01-14,102065.63408457948,98051.05721660315,-2.701378715541203
2026-01-16,101589.83457171632,98160.89170081087,-3.154955837993989
2026-01-19,101283.28528201295,97745.05028509212,-3.447187630912174
2026-01-20,99432.36627518159,96396.47383551569,-5.211658788017348
2026-01-21,99553.01084776765,96109.94909410427,-5.096648964354767
2026-01-22,99540.76196070558,96615.76226325893,-5.1083257626630125
2026-01-23,99273.81170435793,95694.10767838554,-5.362808009573228
2026-01-27,100075.28615264589,96178.33449137083,-4.598766718765013
2026-01-28,100234.23710422212,96817.66520539048,-4.447239629564703
2026-01-29,100767.0361783951,97108.58481848658,-3.9393251311772515
2026-01-30,100514.68628768617,96733.23740723761,-4.179888927870223
2026-02-02,98676.03649692232,95845.96579133358,-5.93266390713536
2026-02-03,101797.58678703004,98287.73112995806,-2.956906765942313
2026-02-04,101857.63609389955,98472.82312827713,-2.899662083930643
2026-02-05,100724.58651809389,97963.95817216317,-3.9797921645557843
2026-02-06,100351.59310411531,98158.40699406894,-4.335364784603623
2026-02-09,101783.15899629824,98821.62223145469,-2.9706607014268194
2026-02-10,101195.25799341433,99080.83012186852,-3.531103572775207
2026-02-11,102634.71004839175,99152.26730609438,-2.158881652923894
2026-02-12,102603.50991316073,98592.01443607155,-2.1886245744184185
2026-02-13,101383.96114607088,97308.00305387621,-3.3512138699365535
2026-02-16,101839.55987711184,98116.57736645559,-2.9168940443966562
2026-02-17,101753.45983953707,98279.51592838792,-2.998972748200357
2026-02-18,102633.5595480942,98638.43293649657,-2.1599784186839055
2026-02-19,101490.21030397646,97244.01252829432,-3.2499271178424993
2026-02-20,101789.70926447146,97690.61058422395,-2.9644163659263034
2026-02-23,100569.11039439088,98232.14234549153,-4.128006718990607
2026-02-24,100278.81044474489,97130.55171532811,-4.404748103226719
2026-02-25,101260.96116343385,97351.5563068871,-3.4684690933614926
2026-02-26,101808.71027651674,97405.23492641089,-2.9463028031037397
2026-02-27,100048.16131296998,96190.75056349866,-4.624624682875056
