date,universe_n,held_pre,bought,sold,cash_pct
2022-03-02,10,1,9,0,0.183872205437624
2022-04-01,10,0,10,0,2.636923934636781
2022-05-02,10,5,5,0,0.10082088643352802
2022-06-01,10,4,6,0,0.17497239659729955
2022-07-01,10,2,8,0,0.29100794120391343
2022-08-01,10,1,9,0,0.078434017278196
2022-09-01,10,6,4,0,0.08242190126968281
2022-10-03,10,1,9,0,1.2465552677971403
2022-11-01,10,1,9,0,0.08918385767054102
2022-12-01,10,3,7,0,5.721868303362903
2023-01-02,10,2,7,0,10.564098329402457
2023-02-01,10,1,9,0,0.7835470952387211
2023-03-01,10,2,8,0,1.474471874205204
2023-04-03,10,5,5,0,1.3818868625736433
2023-05-02,10,4,6,0,1.7747841042702013
2023-06-01,10,4,5,0,10.340417954728206
2023-07-03,10,5,4,0,9.644432264709964
2023-08-01,10,5,5,0,0.06681329502254138
2023-09-01,10,4,6,0,0.07795375146769103
2023-10-03,10,6,4,0,2.8931570261653956
2023-11-01,10,2,7,0,11.993661106364751
2023-12-01,10,2,8,0,2.0756984267724077
2024-01-01,10,6,4,0,7.7915787283344
2024-02-01,10,4,6,0,3.136361592557007
2024-03-01,10,8,1,0,12.296034297913373
2024-04-01,10,6,3,0,11.136857720312383
2024-05-02,10,6,3,0,10.636917411577794
2024-06-03,10,5,4,0,6.307747590623011
2024-07-01,10,2,8,0,0.4307219795660415
2024-08-01,10,8,2,0,0.1219700833511765
2024-09-02,10,7,1,0,15.264565666208272
2024-10-01,10,6,3,0,5.177110801161805
2024-11-01,10,0,10,0,1.7808567212595119
2024-12-02,10,2,7,0,9.811042352757402
2025-01-01,10,7,3,0,0.0998297231621289
2025-02-01,10,1,8,0,10.547587859654453
2025-03-03,8,1,7,1,20.553953899598184
2025-04-01,10,2,8,0,1.5148252795956607
2025-05-02,10,4,6,0,0.9738418341128832
2025-06-02,10,4,6,0,0.27243932702320656
2025-07-01,10,7,3,0,0.4328425424480889
2025-08-01,10,0,10,0,2.495560628698143
2025-09-01,10,4,6,0,1.971909627099722
2025-10-01,10,2,7,0,10.988878396502725
2025-11-03,10,5,5,0,4.127279846100797
2025-12-01,10,2,7,0,10.798281788278816
2026-01-01,10,6,2,0,18.677896752823496
2026-02-02,10,2,6,0,19.229827243194123
2026-03-02,10,4,6,0,2.024316194499792
2026-04-01,10,1,9,0,0.5971667552332856
2026-05-01,10,3,7,0,2.728867489103032
2026-06-01,10,4,6,0,1.774225341579288
