symbol,sector,qty,avg_cost,last_mark,unrealized_pl_pct,entry_date,entry_score,peak_score,last_score
OLAELEC,Unknown,338,23.6536,35.09,48.3495,2026-03-18,69.94,78.87,70.56
WAAREEENER,Unknown,3,2892.89,3226.6,11.5355,2026-03-18,59.51,61.78,53.08
TRENT,Unknown,2,3822.0182,4294.1,12.3516,2026-04-07,56.84,59.09,54.09
