symbol,sector,entry_date,exit_date,holding_days,qty,entry_price,exit_price,gross_pl,entry_costs,exit_costs,tax_type,tax,net_pl,net_return_pct,entry_score,peak_score,exit_score,peak_price,exit_reason,slippage_bps
UNITDSPR,Consumer Defensive,2025-06-04,2025-06-24,20,61,1591.3898,1428.57,-9932.01,115.25,90.39,STCG,0.0,-10137.64,-10.4431,182.25,182.25,182.25,1610.0,LVM_STOP: -10.8% <= -10%,10.0
HDFCLIFE,Financial Services,2025-06-04,2025-07-02,28,130,754.754,807.6915,6881.88,116.49,108.91,STCG,1331.3,5325.18,5.4273,174.0,174.0,60.0,814.3,LVM_ROTATION,10.0
APLAPOLLO,Basic Materials,2025-06-04,2025-07-02,28,53,1832.9311,1770.228,-3323.26,115.33,97.31,STCG,0.0,-3535.91,-3.6398,168.0,168.0,68.75,1920.9,LVM_ROTATION,10.0
DRREDDY,Healthcare,2025-06-04,2025-07-02,28,78,1249.5483,1274.724,1963.7,115.71,103.13,STCG,348.97,1395.89,1.4322,167.0,167.0,61.25,1362.7,LVM_ROTATION,10.0
INFY,Technology,2025-06-04,2025-07-02,28,63,1544.543,1616.382,4525.86,115.52,105.62,STCG,860.94,3443.77,3.5391,167.0,167.0,63.5,1639.9,LVM_ROTATION,10.0
BRITANNIA,Consumer Defensive,2025-06-04,2025-07-02,28,17,5585.58,5741.7525,2654.93,112.73,101.24,STCG,488.19,1952.76,2.0565,160.5,160.5,68.5,5851.0,LVM_ROTATION,10.0
TECHM,Technology,2025-07-02,2025-07-25,23,59,1676.675,1488.6099,-11095.84,117.44,91.1,STCG,0.0,-11304.38,-11.4274,172.5,172.5,172.5,1677.1,LVM_STOP: -10.6% <= -10%,10.0
HCLTECH,Technology,2025-06-04,2025-07-29,55,60,1632.631,1464.6339,-10079.83,116.3,91.15,STCG,0.0,-10287.27,-10.5017,173.5,176.25,176.25,1739.9,LVM_STOP: -10.2% <= -10%,10.0
INDUSTOWER,Communication Services,2025-07-02,2025-08-01,30,238,420.0196,362.6869,-13645.18,118.68,89.53,STCG,0.0,-13853.4,-13.8583,177.5,177.5,177.5,425.75,LVM_STOP: -13.6% <= -10%,10.0
PIIND,Basic Materials,2025-06-04,2025-08-02,59,25,3815.9122,4185.81,9247.45,113.26,108.54,STCG,1805.13,7220.52,7.5688,174.25,174.25,55.25,4324.2002,LVM_ROTATION,10.0
MARICO,Consumer Defensive,2025-06-04,2025-08-02,59,139,705.2045,712.2371,977.53,116.38,102.69,STCG,151.69,606.78,0.619,171.5,180.75,81.5,740.2,LVM_ROTATION,10.0
DIVISLAB,Healthcare,2025-07-02,2025-08-02,31,14,6863.3565,6365.628,-6968.2,114.08,92.44,STCG,0.0,-7174.71,-7.4669,190.88,190.88,88.88,6983.5,LVM_ROTATION,10.0
APOLLOHOSP,Healthcare,2025-07-02,2025-08-02,31,13,7477.47,7379.613,-1272.14,115.41,99.51,STCG,0.0,-1487.05,-1.5298,178.5,178.5,79.5,7616.0,LVM_ROTATION,10.0
TORNTPHARM,Healthcare,2025-07-02,2025-08-02,31,29,3402.9997,3654.6417,7297.62,117.16,109.93,STCG,1414.1,5656.42,5.7317,178.0,178.0,80.0,3768.1001,LVM_ROTATION,10.0
DIXON,Technology,2025-08-02,2025-09-02,31,5,16912.896,17652.33,3697.17,100.4,91.55,STCG,701.05,2804.18,3.316,197.5,197.5,96.5,17582.0,LVM_ROTATION,10.0
WAAREEENER,Technology,2025-08-02,2025-09-02,31,30,3122.6195,3224.772,3064.58,111.22,100.34,STCG,570.6,2282.41,2.4364,194.25,194.25,95.75,3417.3,LVM_ROTATION,10.0
MOTILALOFS,Financial Services,2025-08-02,2025-09-02,31,103,922.922,900.0491,-2355.91,112.86,96.16,STCG,0.0,-2564.92,-2.6982,180.5,180.5,74.75,960.25,LVM_ROTATION,10.0
MAXHEALTH,Healthcare,2025-08-02,2025-09-02,31,76,1254.8536,1183.815,-5398.93,113.22,93.32,STCG,0.0,-5605.48,-5.8777,170.25,170.25,71.0,1273.9,LVM_ROTATION,10.0
MANKIND,Healthcare,2025-08-02,2025-09-02,31,37,2568.8663,2536.361,-1202.7,112.84,97.34,STCG,0.0,-1412.88,-1.4865,167.75,167.75,57.5,2628.8999,LVM_ROTATION,10.0
GLENMARK,Healthcare,2025-08-02,2025-09-02,31,46,2069.8678,1924.9731,-6665.16,113.04,91.85,STCG,0.0,-6870.04,-7.2154,165.75,165.75,56.75,2074.8999,LVM_ROTATION,10.0
BOSCHLTD,Consumer Cyclical,2025-08-02,2025-09-02,31,2,40190.15,40859.1,1337.9,95.43,84.76,STCG,231.54,926.17,1.1522,164.25,164.25,68.25,41115.0,LVM_ROTATION,10.0
BHARTIHEXA,Communication Services,2025-08-02,2025-09-02,31,51,1839.838,1768.23,-3652.01,111.4,93.54,STCG,0.0,-3856.94,-4.1105,162.25,162.25,62.0,1859.6,LVM_ROTATION,10.0
MARICO,Consumer Defensive,2025-09-02,2025-10-02,30,132,732.3316,699.3,-4360.17,112.59,95.74,STCG,0.0,-4568.5,-4.726,183.25,183.25,78.75,741.9,LVM_ROTATION,10.0
CUMMINSIND,Industrials,2025-09-02,2025-10-02,30,24,3903.9,3845.5505,-1400.39,111.24,95.73,STCG,0.0,-1607.35,-1.7155,182.25,182.25,79.0,4125.3999,LVM_ROTATION,10.0
