symbol,sector,entry_date,exit_date,holding_days,qty,entry_price,exit_price,gross_pl,entry_costs,exit_costs,tax_type,tax,net_pl,net_return_pct,entry_score,peak_score,exit_score,peak_price,exit_reason,slippage_bps
IRB,Industrials,2026-03-31,2026-04-03,3,443,22.2222,21.6683,-245.38,11.69,9.96,STCG,0.0,-267.02,-2.7124,22.35,31.5,17.7,22.2222,VMQ SWING STOP: loss -5.9% <= -5%,10.0
ADANIGREEN,Utilities,2026-04-07,2026-04-08,1,10,922.0211,968.031,460.1,10.95,10.04,STCG,87.82,351.29,3.81,28.1,35.9,35.9,922.0211,VMQ TRAIL STOP: -10.5% from peak ₹1029.65,10.0
OLAELEC,Consumer Cyclical,2026-04-07,2026-04-09,2,342,28.7187,30.4695,598.77,11.66,10.81,STCG,115.26,461.04,4.6941,37.35,48.9,48.9,30.27,VMQ TRAIL STOP: -16.7% from peak ₹36.32,10.0
DMART,Consumer Defensive,2026-04-07,2026-04-14,7,2,4490.1859,4495.5,10.63,10.66,9.33,STCG,0.0,-9.36,-0.1042,7.15,20.2,-35.35,4551.3,VMQ DAY-5 FAIL: -2.0% < 0% vs entry,10.0
GICRE,Financial Services,2026-04-16,2026-04-22,6,25,400.4,397.602,-69.95,11.88,10.31,STCG,0.0,-92.14,-0.9205,18.25,18.25,-29.8,400.4,VMQ DAY-5 FAIL: -0.8% < 0% vs entry,10.0
SONACOMS,Consumer Cyclical,2026-04-16,2026-04-22,6,17,586.586,582.9165,-62.38,11.84,10.28,STCG,0.0,-84.5,-0.8474,-0.6,-0.6,-27.7,593.85,VMQ DAY-5 FAIL: -0.9% < 0% vs entry,10.0
OLAELEC,Consumer Cyclical,2026-04-16,2026-04-22,6,259,38.7387,37.6523,-281.38,10.16,10.12,STCG,0.0,-301.65,-3.0065,-5.35,-5.35,-34.95,40.82,VMQ DAY-5 FAIL: -3.3% < 0% vs entry,10.0
LICI,Financial Services,2026-04-16,2026-04-24,8,23,426.2258,405.594,-474.53,11.64,9.68,STCG,0.0,-495.85,-5.058,-11.0,1.8,-32.55,842.2,VMQ DAY-5 FAIL: -3.3% < 0% vs entry,10.0
MAHABANK,Financial Services,2026-04-22,2026-04-26,4,139,80.6706,78.6213,-284.85,13.31,11.34,STCG,0.0,-309.5,-2.7601,27.6,28.8,-22.6,81.29,VMQ DAY-3 FAIL: -3.4% < -2% vs entry,10.0
WAAREEENER,Technology,2026-04-16,2026-05-01,15,2,3446.6432,3115.6812,-661.92,8.18,6.46,STCG,0.0,-676.57,-9.8149,-11.25,-11.25,-31.2,3495.1,VMQ HARD STOP: loss -9.5% <= -8%,10.0
M&MFIN,Financial Services,2026-04-29,2026-05-05,6,33,316.8165,303.4962,-439.57,12.41,10.39,STCG,0.0,-462.37,-4.4225,43.25,43.25,39.95,320.85,VMQ DAY-5 FAIL: -4.1% < 0% vs entry,10.0
NTPCGREEN,Utilities,2026-04-16,2026-05-06,20,92,108.6085,109.7002,100.44,11.86,10.47,STCG,15.62,62.48,0.6253,35.05,39.3,-25.6,118.86,VMQ TRAIL STOP: -8.1% from peak ₹118.86,10.0
UNITDSPR,Consumer Defensive,2026-04-22,2026-05-07,15,8,1377.9766,1295.4033,-660.59,13.09,10.75,STCG,0.0,-684.42,-6.2086,5.3,5.3,-34.35,1398.0,VMQ SWING STOP: loss -6.4% <= -5%,10.0
